"time" "N1" "N2" "N3"
"627" 156.5 6.6375 19.3369 34.0325
"628" 156.75 6.6761 19.1363 34.115
"629" 157 6.7361 18.9311 34.1837
"630" 157.25 6.818 18.7215 34.2384
"631" 157.5 6.9227 18.5075 34.2786
"632" 157.75 7.0508 18.2891 34.3038
"633" 158 7.2035 18.0661 34.3132
"634" 158.25 7.3821 17.8386 34.3062
"635" 158.5 7.5882 17.6063 34.2817
"636" 158.75 7.8235 17.3689 34.2387
"637" 159 8.0902 17.1263 34.1758
"638" 159.25 8.3907 16.8781 34.0915
"639" 159.5 8.7279 16.6238 33.9842
"640" 159.75 9.1051 16.3629 33.8518
"641" 160 9.5259 16.095 33.6922
"642" 160.25 9.9949 15.8191 33.5026
"643" 160.5 10.5167 15.5347 33.2802
"644" 160.75 11.0764 15.2426 33.0263
"645" 161 11.6551 14.948 32.7534
"646" 161.25 12.2541 14.6523 32.465
"647" 161.5 12.8737 14.356 32.1617
"648" 161.75 13.5136 14.0592 31.8436
"649" 162 14.1733 13.762 31.511
"650" 162.25 14.8525 13.4647 31.1639
"651" 162.5 15.5506 13.1675 30.8028
"652" 162.75 16.2669 12.8705 30.428
"653" 163 17.0008 12.574 30.0398
"654" 163.25 17.7512 12.2782 29.6389
"655" 163.5 18.5175 11.9834 29.2256
"656" 163.75 19.2985 11.6897 28.8005
"657" 164 20.0932 11.3976 28.3645
"658" 164.25 20.9005 11.1071 27.918
"659" 164.5 21.7192 10.8187 27.4619
"660" 164.75 22.548 10.5325 26.9969
"661" 165 23.3856 10.2487 26.5239
"662" 165.25 24.2308 9.9678 26.0436
"663" 165.5 25.0822 9.6899 25.5569
"664" 165.75 25.9385 9.4152 25.0647
"665" 166 26.7984 9.144 24.5678
"666" 166.25 27.6604 8.8765 24.0672
"667" 166.5 28.5234 8.6129 23.5636
"668" 166.75 29.3861 8.3534 23.058
"669" 167 30.2471 8.0982 22.5511
"670" 167.25 31.0896 7.8478 22.0451
"671" 167.5 31.7356 7.6171 21.5921
"672" 167.75 32.2065 7.4195 21.2401
"673" 168 32.559 7.2508 20.9769
"674" 168.25 32.8295 7.1044 20.7817
"675" 168.5 33.0429 6.975 20.6291
"676" 168.75 33.2251 6.8636 20.4692
"677" 169 33.3904 6.7727 20.3012
"678" 169.25 33.5417 6.7028 20.1269
"679" 169.5 33.6799 6.6537 19.947
"680" 169.75 33.8048 6.6254 19.7618
"681" 170 33.9167 6.6179 19.5716
"682" 170.25 34.0152 6.6311 19.3766
"683" 170.5 34.1004 6.6654 19.1769
"684" 170.75 34.1719 6.7211 18.9726
"685" 171 34.2295 6.7985 18.7639
"686" 171.25 34.2727 6.8985 18.5508
"687" 171.5 34.3009 7.0218 18.3333
"688" 171.75 34.3136 7.1695 18.1113
"689" 172 34.31 7.3427 17.8847
"690" 172.25 34.2891 7.5431 17.6533
"691" 172.5 34.2499 7.7723 17.417
"692" 172.75 34.1912 8.0324 17.1755
"693" 173 34.1114 8.3259 16.9285
"694" 173.25 34.0089 8.6554 16.6755
"695" 173.5 33.8818 9.0241 16.416
"696" 173.75 33.7279 9.4358 16.1495
"697" 174 33.5446 9.8946 15.8754
"698" 174.25 33.3292 10.4052 15.5928
"699" 174.5 33.0807 10.9603 15.3018
"700" 174.75 32.8111 11.5349 15.0075
"701" 175 32.5258 12.1297 14.712
"702" 175.25 32.2255 12.7451 14.4159
"703" 175.5 31.9104 13.3809 14.1191
"704" 175.75 31.5807 14.0366 13.8221
"705" 176 31.2366 14.7118 13.5248
"706" 176.25 30.8784 15.4061 13.2275
"707" 176.5 30.5063 16.1187 12.9305
"708" 176.75 30.1208 16.849 12.6339
"709" 177 29.7224 17.5962 12.3379
"710" 177.25 29.3116 18.3593 12.0429
"711" 177.5 28.8889 19.1373 11.749
"712" 177.75 28.4551 19.9293 11.4566
"713" 178 28.0107 20.7341 11.1658
"714" 178.25 27.5565 21.5506 10.8769
"715" 178.5 27.0932 22.3774 10.5902
"716" 178.75 26.6218 23.2133 10.306
"717" 179 26.1429 24.057 10.0245
"718" 179.25 25.6574 24.9073 9.7459
"719" 179.5 25.1663 25.7627 9.4706
"720" 179.75 24.6703 26.6219 9.1987
"721" 180 24.1704 27.4837 8.9304
"722" 180.25 23.6673 28.3466 8.666
"723" 180.5 23.162 29.2094 8.4057
"724" 180.75 22.6554 30.0708 8.1496
"725" 181 22.1482 30.9275 7.8979
"726" 181.25 21.677 31.6201 7.6612
"727" 181.5 21.3045 32.1213 7.4569
"728" 181.75 21.0247 32.4947 7.2828
"729" 182 20.8171 32.7798 7.1324
"730" 182.25 20.6604 33.003 6.9997
"731" 182.5 20.5028 33.1897 6.8842
"732" 182.75 20.3362 33.358 6.7891
"733" 183 20.1631 33.5122 6.7149
"734" 183.25 19.9843 33.653 6.6615
"735" 183.5 19.8002 33.7807 6.629
"736" 183.75 19.611 33.8952 6.6172
"737" 184 19.417 33.9965 6.6261
"738" 184.25 19.2182 34.0845 6.6561
"739" 184.5 19.0149 34.1588 6.7073
"740" 184.75 18.8071 34.2193 6.7803
"741" 185 18.5949 34.2655 6.8755
"742" 185.25 18.3783 34.2968 6.994
"743" 185.5 18.1572 34.3128 7.1365
"744" 185.75 17.9315 34.3126 7.3044
"745" 186 17.7012 34.2954 7.499
"746" 186.25 17.466 34.26 7.7221
"747" 186.5 17.2256 34.2054 7.9757
"748" 186.75 16.9797 34.1301 8.262
"749" 187 16.7279 34.0324 8.5838
"750" 187.25 16.4699 33.9106 8.9442
"751" 187.5 16.2049 33.7624 9.3467
"752" 187.75 15.9324 33.5854 9.7954
"753" 188 15.6516 33.3768 10.2949
"754" 188.25 15.3621 33.1345 10.8438
"755" 188.5 15.0681 32.8685 11.4142
"756" 188.75 14.7728 32.5863 12.0048
"757" 189 14.4768 32.2891 12.616
"758" 189.25 14.1802 31.9771 13.2475
"759" 189.5 13.8832 31.6504 13.8991
"760" 189.75 13.586 31.3093 14.5704
"761" 190 13.2887 30.9539 15.2608
"762" 190.25 12.9916 30.5847 15.9696
"763" 190.5 12.6949 30.2019 16.6963
"764" 190.75 12.3988 29.8062 17.4401
"765" 191 12.1036 29.3979 18.2
"766" 191.25 11.8094 28.9776 18.975
"767" 191.5 11.5167 28.546 19.7642
"768" 191.75 11.2255 28.1037 20.5664
"769" 192 10.9362 27.6515 21.3806
"770" 192.25 10.6491 27.19 22.2053
"771" 192.5 10.3643 26.7202 23.0395
"772" 192.75 10.0823 26.2428 23.8817
"773" 193 9.8031 25.7586 24.7307
"774" 193.25 9.527 25.2686 25.5852
"775" 193.5 9.2544 24.7735 26.4437
"776" 193.75 8.9854 24.2743 27.305
"777" 194 8.7202 23.7719 28.1678
"778" 194.25 8.459 23.267 29.0307
"779" 194.5 8.202 22.7605 29.8925
"780" 194.75 7.9494 22.2533 30.752
"781" 195 7.7075 21.7673 31.4953
"782" 195.25 7.4963 21.3734 32.0297
"783" 195.5 7.3165 21.0761 32.4259
"784" 195.75 7.1616 20.8552 32.7267
"785" 196 7.0257 20.6911 32.9609
"786" 196.25 6.9063 20.5363 33.153
"787" 196.5 6.8068 20.3712 33.3246
"788" 196.75 6.7283 20.1994 33.4815
"789" 197 6.6706 20.0218 33.6251
"790" 197.25 6.6338 19.8388 33.7555
"791" 197.5 6.6176 19.6506 33.8728
"792" 197.75 6.6223 19.4576 33.9768
"793" 198 6.6479 19.2598 34.0676
"794" 198.25 6.6947 19.0574 34.1448
"795" 198.5 6.7631 18.8505 34.2081
"796" 198.75 6.8537 18.6392 34.2573
"797" 199 6.9672 18.4235 34.2918
"798" 199.25 7.1046 18.2034 34.311
"799" 199.5 7.2671 17.9787 34.3142
"800" 199.75 7.4561 17.7493 34.3006
"801" 200 7.6731 17.5151 34.2691
