"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12" "R1" "R2" "R3" "R4" "R5"
"1" 0 0.11 0.12 0.13 0.14 0.15 0.16 0.17 0.18 0.19 0.2 0.21 0.22 6 10 14 4 9
"2" 0.25 0.1333 0.1394 0.1605 0.1698 0.1744 0.1852 0.201 0.2105 0.2317 0.231 0.2475 0.2596 5.9545 9.9459 13.9384 3.9748 8.9624
"3" 0.5 0.1615 0.1619 0.1982 0.2059 0.2026 0.2144 0.2377 0.2461 0.2824 0.2668 0.2917 0.3064 5.9038 9.885 13.8696 3.9466 8.92
"4" 0.75 0.1956 0.188 0.2446 0.2497 0.2355 0.2482 0.281 0.2877 0.3443 0.3081 0.3438 0.3615 5.8467 9.8156 13.7921 3.9147 8.872
"5" 1 0.2369 0.2183 0.302 0.3027 0.2736 0.2872 0.3322 0.3362 0.4196 0.3557 0.4051 0.4264 5.782 9.736 13.704 3.8783 8.8169
"6" 1.25 0.2869 0.2535 0.3727 0.3669 0.3179 0.3323 0.3927 0.3929 0.5114 0.4106 0.4772 0.5029 5.7082 9.644 13.6033 3.8366 8.7535
"7" 1.5 0.3474 0.2943 0.4598 0.4446 0.3692 0.3845 0.4642 0.4591 0.6231 0.4739 0.5621 0.5929 5.6235 9.5372 13.4876 3.7885 8.68
"8" 1.75 0.4205 0.3416 0.5673 0.5385 0.4287 0.4447 0.5486 0.5362 0.7589 0.5469 0.6619 0.6988 5.5258 9.4126 13.3538 3.7327 8.5945
"9" 2 0.5088 0.3964 0.6997 0.652 0.4976 0.5143 0.6483 0.6261 0.9242 0.6309 0.7792 0.8234 5.4128 9.2666 13.1988 3.6679 8.4945
"10" 2.25 0.6155 0.4599 0.8627 0.7891 0.5775 0.5946 0.7659 0.7308 1.1251 0.7275 0.9171 0.9697 5.2817 9.0952 13.0184 3.5922 8.3772
"11" 2.5 0.7442 0.5334 1.0633 0.9545 0.6699 0.6871 0.9048 0.8526 1.369 0.8387 1.0788 1.1415 5.1293 8.8933 12.8082 3.5038 8.2394
"12" 2.75 0.8993 0.6184 1.31 1.1537 0.7766 0.7938 1.0686 0.9942 1.665 0.9663 1.2685 1.3428 4.9516 8.6552 12.5626 3.4004 8.0772
"13" 3 1.0859 0.7167 1.6131 1.3933 0.8999 0.9164 1.2616 1.1585 2.0237 1.1128 1.4905 1.5784 4.7445 8.3743 12.2757 3.2792 7.8861
"14" 3.25 1.3103 0.8301 1.9849 1.6809 1.0418 1.0571 1.489 1.3487 2.4578 1.2804 1.7501 1.8534 4.5031 8.0427 11.9402 3.1372 7.6609
"15" 3.5 1.5793 0.9607 2.4403 2.0251 1.2049 1.2182 1.7566 1.5683 2.982 1.472 2.0528 2.1736 4.2216 7.6516 11.548 2.9709 7.3956
"16" 3.75 1.9008 1.1107 2.9969 2.4354 1.3918 1.402 2.071 1.8211 3.6134 1.6901 2.4046 2.5449 3.8941 7.1908 11.0904 2.7766 7.0834
"17" 4 2.2836 1.2823 3.6748 2.9222 1.6049 1.6108 2.4401 2.1103 4.3708 1.9374 2.8117 2.9733 3.5141 6.6496 10.5577 2.5502 6.717
"18" 4.25 2.7367 1.4772 4.4965 3.4954 1.8463 1.846 2.8722 2.4387 5.2748 2.216 3.2795 3.4637 3.0754 6.0168 9.9405 2.2877 6.2887
"19" 4.5 3.2683 1.6963 5.4823 4.1628 2.1171 2.108 3.3767 2.8066 6.3448 2.5269 3.8111 4.0188 2.5735 5.2827 9.2312 1.986 5.7918
"20" 4.75 3.8789 1.9384 6.6459 4.9263 2.4162 2.3936 3.963 3.2097 7.5951 2.8684 4.4034 4.6354 2.0083 4.4431 8.4281 1.6447 5.2226
"21" 5 4.5512 2.196 7.9756 5.7735 2.7374 2.6918 4.6257 3.6311 9.0233 3.2335 5.0374 5.2988 1.3931 3.5111 7.5475 1.2712 4.5896
"22" 5.25 5.222 2.446 9.3797 6.6624 3.0647 2.9709 5.3298 4.0239 10.5877 3.6042 5.6518 5.9716 0.7746 2.543 6.6512 0.8925 3.93
"23" 5.5 5.7107 2.6229 10.5293 7.49 3.3552 3.1512 5.9437 4.2728 12.176 3.9471 6.08 6.5548 0.2841 1.7025 5.9165 0.5847 3.3566
"24" 5.75 5.8239 2.6535 10.9636 7.8905 3.4721 3.1584 6.2319 4.2787 13.2923 4.1673 6.1487 6.7628 0.1102 1.3026 5.6268 0.4688 3.0861
"25" 6 5.7801 2.6214 11.0573 8.0405 3.4949 3.0979 6.3411 4.1923 14.0034 4.2766 6.0692 6.7813 0.0928 1.1497 5.5663 0.4486 2.9854
"26" 6.25 5.7206 2.5833 11.1138 8.1631 3.5069 3.0317 6.4299 4.0986 14.6888 4.3736 5.9756 6.7788 0.0912 1.02 5.5295 0.4379 2.9016
"27" 6.5 5.6592 2.5447 11.1643 8.2825 3.5172 2.9658 6.5164 4.0055 15.3967 4.4704 5.8812 6.773 0.0905 0.8882 5.4943 0.4274 2.8178
"28" 6.75 5.5967 2.506 11.2107 8.4002 3.5263 2.9007 6.6015 3.9136 16.1306 4.5674 5.7865 6.7647 0.0898 0.7529 5.4595 0.4165 2.733
"29" 7 5.5331 2.4671 11.253 8.5159 3.5342 2.8363 6.685 3.8229 16.8911 4.6647 5.6919 6.7542 0.0891 0.6139 5.4249 0.4053 2.647
"30" 7.25 5.4685 2.4282 11.2911 8.6297 3.5408 2.7727 6.767 3.7334 17.6786 4.7623 5.5972 6.7413 0.0885 0.4713 5.3907 0.3937 2.56
"31" 7.5 5.403 2.3893 11.3249 8.7413 3.5462 2.7098 6.8472 3.645 18.4935 4.8599 5.5025 6.7261 0.0878 0.3248 5.3568 0.3818 2.4719
"32" 7.75 5.3369 2.3504 11.3554 8.8513 3.5506 2.6478 6.9263 3.5581 19.2723 4.958 5.4082 6.709 0.088 0.1856 5.3247 0.3711 2.3873
"33" 8 5.2798 2.3153 11.4075 8.9813 3.5612 2.5904 7.0197 3.4774 19.5765 5.0218 5.3228 6.7035 0.095 0.1225 5.3019 0.3704 2.3353
"34" 8.25 5.2448 2.2835 11.4831 9.0941 3.5742 2.5424 7.1504 3.4095 19.5729 5.016 5.2581 6.7148 0.1056 0.1019 5.2855 0.3723 2.3014
"35" 8.5 5.2373 2.2448 11.5101 9.157 3.5718 2.5058 7.3292 3.3569 19.4727 4.9873 5.1969 6.7029 0.1186 0.096 5.2713 0.3755 2.2723
"36" 8.75 5.2577 2.2029 11.5089 9.197 3.5615 2.4801 7.5517 3.3189 19.3301 4.9486 5.1263 6.676 0.1313 0.0924 5.2518 0.3777 2.2391
"37" 9 5.304 2.16 11.4946 9.2261 3.5476 2.4643 7.7789 3.2943 19.1687 4.9054 5.0522 6.6422 0.1431 0.091 5.2303 0.3789 2.2062
"38" 9.25 5.3729 2.1169 11.4729 9.2491 3.5316 2.4566 8.0067 3.2806 18.9977 4.8599 4.9765 6.6047 0.1532 0.0899 5.2061 0.3788 2.1729
"39" 9.5 5.4593 2.0739 11.4448 9.2668 3.514 2.4556 8.2358 3.276 18.8187 4.8126 4.8998 6.5641 0.162 0.089 5.1796 0.3776 2.1392
"40" 9.75 5.5479 2.0312 11.4122 9.2805 3.4951 2.4603 8.4672 3.279 18.6345 4.7641 4.8228 6.5212 0.1696 0.0883 5.1519 0.3758 2.1056
"41" 10 5.6357 1.9888 11.3758 9.291 3.4753 2.4698 8.7016 3.2884 18.4464 4.7147 4.7456 6.4766 0.1762 0.0877 5.1229 0.3735 2.0717
"42" 10.25 5.7227 1.9469 11.3359 9.2984 3.4546 2.4833 8.9391 3.3033 18.255 4.6646 4.6685 6.4304 0.1819 0.0871 5.0928 0.3708 2.0377
"43" 10.5 5.8089 1.9055 11.2926 9.3028 3.433 2.5004 9.1796 3.3228 18.0605 4.6138 4.5916 6.3828 0.1867 0.0865 5.0618 0.3677 2.0034
