"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12" "R1" "R2" "R3" "R4" "R5"
"1" 0 0.11 0.12 0.13 0.14 0.15 0.16 0.17 0.18 0.19 0.2 0.21 0.22 6 10 14 4 9
"2" 0.25 0.1302 0.1403 0.1501 0.1609 0.1782 0.1991 0.2075 0.2158 0.232 0.2419 0.2482 0.2525 5.9496 9.9434 13.9321 3.9733 8.9602
"3" 0.5 0.154 0.1641 0.1734 0.1849 0.2117 0.2478 0.2532 0.2587 0.2833 0.2927 0.2933 0.2897 5.892 9.8788 13.8545 3.943 8.9149
"4" 0.75 0.1821 0.1918 0.2002 0.2124 0.2515 0.3084 0.3089 0.3101 0.3459 0.3539 0.3465 0.3323 5.8256 9.8045 13.7651 3.9082 8.8627
"5" 1 0.2154 0.2242 0.2311 0.244 0.2987 0.3837 0.3769 0.3716 0.4223 0.428 0.4094 0.3812 5.7483 9.7181 13.6611 3.8679 8.8022
"6" 1.25 0.2547 0.262 0.2668 0.2803 0.3546 0.4772 0.4599 0.4452 0.5154 0.5173 0.4835 0.4371 5.6579 9.6172 13.5394 3.821 8.7315
"7" 1.5 0.3012 0.3062 0.3079 0.3218 0.4209 0.5934 0.5609 0.5332 0.6289 0.6252 0.5709 0.5011 5.5514 9.4985 13.396 3.766 8.6483
"8" 1.75 0.356 0.3577 0.3553 0.3694 0.4995 0.7377 0.6842 0.6383 0.7672 0.7554 0.6739 0.5743 5.4254 9.3583 13.2265 3.7012 8.5502
"9" 2 0.4206 0.4178 0.4099 0.4239 0.5925 0.9167 0.8343 0.7638 0.9356 0.9123 0.7952 0.658 5.2759 9.1921 13.0253 3.6245 8.4339
"10" 2.25 0.4967 0.4879 0.4728 0.4862 0.7026 1.1384 1.0171 0.9134 1.1404 1.1012 0.9379 0.7535 5.0978 8.9945 12.7859 3.5337 8.2957
"11" 2.5 0.5864 0.5695 0.5452 0.5573 0.8325 1.4126 1.2397 1.0916 1.3894 1.3285 1.1055 0.8624 4.8856 8.7591 12.5005 3.4259 8.1313
"12" 2.75 0.6918 0.6644 0.6283 0.6384 0.9859 1.751 1.5105 1.3032 1.6916 1.6015 1.3021 0.9862 4.6323 8.4785 12.1601 3.2977 7.9353
"13" 3 0.8154 0.7744 0.7238 0.7306 1.1663 2.1676 1.8397 1.5538 2.0579 1.9287 1.532 1.1268 4.3302 8.1439 11.754 3.1452 7.7017
"14" 3.25 0.9602 0.9015 0.833 0.8352 1.3782 2.6783 2.2394 1.8495 2.5007 2.3199 1.8 1.286 3.9704 7.7454 11.2702 2.9643 7.4234
"15" 3.5 1.1291 1.0477 0.9575 0.9533 1.626 3.3009 2.7242 2.1962 3.0344 2.7857 2.1108 1.4653 3.5431 7.2716 10.6954 2.75 7.0924
"16" 3.75 1.3241 1.2147 1.0982 1.0859 1.9142 4.0531 3.311 2.5987 3.675 3.3377 2.4682 1.666 3.0387 6.7112 10.0159 2.4977 6.7004
"17" 4 1.5456 1.4028 1.2555 1.2334 2.2468 4.9479 4.0196 3.0583 4.4385 3.9865 2.8732 1.8887 2.4495 6.0534 9.2199 2.2036 6.2389
"18" 4.25 1.79 1.6093 1.4272 1.3952 2.626 5.9805 4.8595 3.5662 5.3396 4.74 3.3194 2.132 1.7768 5.2962 8.3068 1.8684 5.7052
"19" 4.5 2.041 1.8216 1.6038 1.5687 3.0496 7.089 5.8116 4.0845 6.3856 5.5984 3.7773 2.3918 1.0483 4.462 7.3083 1.5061 5.1122
"20" 4.75 2.2419 1.995 1.7502 1.7324 3.4606 8.0238 6.7474 4.4878 7.5347 6.5324 4.145 2.6236 0.3841 3.6683 6.3751 1.1788 4.5356
"21" 5 2.2869 2.0385 1.7901 1.7949 3.6487 8.3038 7.2499 4.5637 8.3074 7.1444 4.2285 2.6959 0.1037 3.2845 5.9486 1.0453 4.2394
"22" 5.25 2.2472 2.0071 1.7655 1.7878 3.6744 8.2201 7.4018 4.472 8.6834 7.417 4.156 2.6677 0.0799 3.2006 5.8796 1.0389 4.1603
"23" 5.5 2.201 1.9697 1.7355 1.774 3.6841 8.1067 7.5186 4.3688 9.0241 7.6575 4.0716 2.6307 0.0783 3.1436 5.8428 1.0436 4.1014
"24" 5.75 2.1549 1.9322 1.7053 1.7595 3.6916 7.9908 7.632 4.2662 9.3708 7.8997 3.9873 2.593 0.0776 3.087 5.8073 1.0487 4.0432
"25" 6 2.1091 1.8948 1.675 1.7444 3.6974 7.8736 7.743 4.1647 9.7247 8.1448 3.9034 2.5549 0.0768 3.0299 5.7722 1.0538 3.9851
"26" 6.25 2.0635 1.8575 1.6447 1.7287 3.7014 7.755 7.8513 4.0643 10.0856 8.3924 3.8199 2.5164 0.0761 2.9724 5.7375 1.059 3.927
"27" 6.5 2.0183 1.8203 1.6144 1.7125 3.7038 7.6353 7.9569 3.9651 10.4535 8.6424 3.7371 2.4777 0.0753 2.9145 5.7031 1.0643 3.869
"28" 6.75 1.9734 1.7832 1.5841 1.6958 3.7044 7.5145 8.0596 3.867 10.828 8.8946 3.6548 2.4386 0.0746 2.8562 5.6691 1.0695 3.8112
"29" 7 1.9288 1.7463 1.5539 1.6786 3.7033 7.3928 8.1592 3.7702 11.2089 9.1486 3.5732 2.3993 0.0739 2.7976 5.6356 1.0748 3.7537
"30" 7.25 1.8847 1.7096 1.5237 1.6609 3.7005 7.2703 8.2557 3.6747 11.5961 9.4044 3.4922 2.3598 0.0732 2.7387 5.6025 1.0801 3.6964
"31" 7.5 1.841 1.6732 1.4935 1.6427 3.6961 7.1471 8.3488 3.5806 11.9892 9.6616 3.412 2.3201 0.0724 2.6795 5.57 1.0855 3.6394
"32" 7.75 1.7977 1.6369 1.4635 1.6242 3.6899 7.0233 8.4386 3.4877 12.3881 9.92 3.3326 2.2803 0.0717 2.62 5.538 1.0908 3.5828
"33" 8 1.7549 1.601 1.4337 1.6052 3.6822 6.8992 8.5249 3.3962 12.7924 10.1793 3.2539 2.2404 0.0711 2.5604 5.5065 1.0962 3.5267
"34" 8.25 1.7125 1.5653 1.4039 1.5858 3.6728 6.7747 8.6076 3.3062 13.2018 10.4394 3.1762 2.2004 0.0704 2.5005 5.4757 1.1016 3.4709
"35" 8.5 1.6707 1.5299 1.3744 1.5661 3.6618 6.6501 8.6867 3.2176 13.6162 10.7 3.0993 2.1604 0.0697 2.4406 5.4454 1.1069 3.4157
"36" 8.75 1.6294 1.4948 1.345 1.5461 3.6492 6.5254 8.762 3.1304 14.0353 10.9609 3.0234 2.1205 0.069 2.3806 5.4158 1.1123 3.361
"37" 9 1.5886 1.4601 1.3159 1.5258 3.6351 6.4008 8.8335 3.0447 14.4586 11.2218 2.9484 2.0805 0.0684 2.3205 5.3868 1.1176 3.3068
"38" 9.25 1.5484 1.4258 1.287 1.5052 3.6196 6.2764 8.9013 2.9605 14.8861 11.4826 2.8744 2.0407 0.0677 2.2603 5.3586 1.1229 3.2533
"39" 9.5 1.5088 1.3919 1.2583 1.4843 3.6026 6.1523 8.9651 2.8779 15.3174 11.7429 2.8015 2.0009 0.0671 2.2002 5.3309 1.1282 3.2004
"40" 9.75 1.4697 1.3583 1.2299 1.4632 3.5842 6.0286 9.0251 2.7968 15.7523 12.0027 2.7296 1.9613 0.0665 2.1401 5.304 1.1335 3.1481
"41" 10 1.4313 1.3252 1.2018 1.442 3.5644 5.9055 9.0812 2.7172 16.1903 12.2616 2.6588 1.9219 0.0659 2.08 5.2778 1.1387 3.0965
"42" 10.25 1.3935 1.2925 1.174 1.4205 3.5433 5.7829 9.1333 2.6392 16.6314 12.5195 2.5891 1.8827 0.0653 2.0201 5.2524 1.1439 3.0457
"43" 10.5 1.3563 1.2603 1.1465 1.3989 3.521 5.6611 9.1816 2.5628 17.0752 12.7763 2.5206 1.8437 0.0647 1.9602 5.2276 1.149 2.9955
"44" 10.75 1.3197 1.2286 1.1193 1.3772 3.4975 5.5402 9.2259 2.488 17.5215 13.0316 2.4532 1.805 0.0642 1.9005 5.2036 1.154 2.9462
"45" 11 1.2838 1.1973 1.0925 1.3554 3.4728 5.4201 9.2663 2.4147 17.9699 13.2854 2.387 1.7666 0.0636 1.841 5.1804 1.1591 2.8976
"46" 11.25 1.2486 1.1665 1.066 1.3335 3.4469 5.3011 9.3029 2.343 18.4203 13.5375 2.322 1.7286 0.0631 1.7816 5.1579 1.164 2.8497
"47" 11.5 1.214 1.1362 1.0399 1.3115 3.4201 5.1831 9.3356 2.2729 18.8724 13.7877 2.2582 1.6908 0.0625 1.7224 5.1361 1.1689 2.8027
"48" 11.75 1.1801 1.1064 1.0142 1.2896 3.3922 5.0664 9.3645 2.2044 19.326 14.0358 2.1956 1.6535 0.062 1.6635 5.1151 1.1737 2.7565
"49" 12 1.1468 1.0771 0.9888 1.2676 3.3634 4.9508 9.3897 2.1375 19.7807 14.2818 2.1342 1.6165 0.0615 1.6048 5.0948 1.1784 2.7111
"50" 12.25 1.1142 1.0484 0.9639 1.2456 3.3337 4.8365 9.4111 2.0721 20.2364 14.5254 2.074 1.58 0.061 1.5463 5.0753 1.183 2.6666
"51" 12.5 1.0823 1.0201 0.9393 1.2237 3.3031 4.7236 9.4289 2.0083 20.693 14.7666 2.0151 1.5438 0.0605 1.4881 5.0565 1.1876 2.6229
"52" 12.75 1.0511 0.9924 0.9152 1.2018 3.2717 4.6122 9.4431 1.946 21.15 15.0052 1.9574 1.5081 0.0601 1.4303 5.0385 1.1921 2.58
"53" 13 1.0206 0.9652 0.8915 1.18 3.2396 4.5022 9.4538 1.8853 21.6074 15.2412 1.9009 1.4729 0.0596 1.3727 5.0212 1.1965 2.5379
"54" 13.25 0.9907 0.9386 0.8682 1.1582 3.2069 4.3937 9.461 1.8261 22.065 15.4744 1.8457 1.4382 0.0592 1.3154 5.0046 1.2007 2.4967
"55" 13.5 0.9615 0.9125 0.8453 1.1366 3.1734 4.2868 9.4648 1.7684 22.5226 15.7047 1.7917 1.4039 0.0588 1.2584 4.9888 1.2049 2.4564
"56" 13.75 0.933 0.887 0.8228 1.1151 3.1394 4.1815 9.4653 1.7122 22.9799 15.9321 1.7389 1.3702 0.0583 1.2018 4.9736 1.209 2.4169
"57" 14 0.9051 0.8619 0.8008 1.0938 3.1049 4.0778 9.4625 1.6575 23.4369 16.1564 1.6873 1.3369 0.0579 1.1455 4.9591 1.213 2.3782
"58" 14.25 0.8779 0.8375 0.7792 1.0726 3.0698 3.9758 9.4566 1.6042 23.8933 16.3776 1.637 1.3042 0.0575 1.0896 4.9454 1.2169 2.3403
"59" 14.5 0.8514 0.8135 0.758 1.0515 3.0343 3.8755 9.4476 1.5523 24.349 16.5957 1.5878 1.272 0.0571 1.034 4.9323 1.2206 2.3033
"60" 14.75 0.8255 0.7901 0.7373 1.0306 2.9984 3.7769 9.4357 1.5019 24.8039 16.8105 1.5399 1.2404 0.0568 0.9787 4.9199 1.2243 2.267
"61" 15 0.8002 0.7672 0.717 1.01 2.9621 3.68 9.4208 1.4529 25.2578 17.0221 1.4931 1.2093 0.0564 0.9238 4.9081 1.2278 2.2316
"62" 15.25 0.7756 0.7449 0.6971 0.9895 2.9256 3.5849 9.4031 1.4052 25.7106 17.2303 1.4475 1.1787 0.056 0.8693 4.897 1.2313 2.197
"63" 15.5 0.7516 0.723 0.6776 0.9692 2.8887 3.4916 9.3826 1.3589 26.1622 17.4352 1.403 1.1487 0.0557 0.8151 4.8865 1.2346 2.1632
"64" 15.75 0.7283 0.7017 0.6586 0.9492 2.8517 3.4 9.3595 1.3139 26.6125 17.6368 1.3597 1.1193 0.0554 0.7613 4.8766 1.2378 2.1301
"65" 16 0.7055 0.6809 0.64 0.9293 2.8144 3.3102 9.3339 1.2702 27.0613 17.8349 1.3175 1.0904 0.055 0.7079 4.8673 1.2409 2.0978
"66" 16.25 0.6834 0.6606 0.6218 0.9098 2.777 3.2222 9.3058 1.2277 27.5086 18.0295 1.2764 1.062 0.0547 0.6548 4.8586 1.2438 2.0662
"67" 16.5 0.6618 0.6409 0.6041 0.8904 2.7394 3.136 9.2753 1.1865 27.9543 18.2208 1.2364 1.0343 0.0544 0.6021 4.8504 1.2467 2.0354
"68" 16.75 0.6409 0.6216 0.5867 0.8713 2.7018 3.0515 9.2425 1.1466 28.3983 18.4086 1.1975 1.007 0.0541 0.5497 4.8429 1.2494 2.0053
