"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12" "R1" "R2" "R3" "R4" "R5"
"1" 0 0.11 0.12 0.13 0.14 0.15 0.16 0.17 0.18 0.19 0.2 0.21 0.22 6 10 14 4 9
"2" 0.25 0.129 0.1431 0.1544 0.1659 0.1764 0.1913 0.2053 0.2164 0.2198 0.2303 0.2479 0.2556 5.9532 9.9469 13.9366 3.9745 8.9624
"3" 0.5 0.1512 0.1706 0.1834 0.1967 0.2074 0.2286 0.248 0.26 0.2541 0.2651 0.2925 0.2969 5.9007 9.8874 13.8654 3.9459 8.9202
"4" 0.75 0.1773 0.2034 0.2177 0.233 0.2437 0.2732 0.2995 0.3125 0.2939 0.3051 0.3452 0.3448 5.8413 9.82 13.7848 3.9134 8.8724
"5" 1 0.2078 0.2425 0.2585 0.2761 0.2865 0.3264 0.3617 0.3754 0.3398 0.3512 0.4073 0.4004 5.7736 9.7432 13.6926 3.8764 8.8176
"6" 1.25 0.2436 0.289 0.3069 0.327 0.3366 0.39 0.4368 0.4509 0.3928 0.4041 0.4805 0.4648 5.696 9.6549 13.5867 3.8338 8.7547
"7" 1.5 0.2854 0.3444 0.3643 0.3872 0.3955 0.4658 0.5274 0.5415 0.454 0.465 0.5667 0.5395 5.6064 9.553 13.4643 3.7847 8.6818
"8" 1.75 0.3343 0.4103 0.4324 0.4584 0.4645 0.5563 0.6368 0.65 0.5247 0.5348 0.6683 0.626 5.5026 9.4349 13.3223 3.7276 8.5972
"9" 2 0.3915 0.4888 0.5131 0.5424 0.5455 0.6641 0.7686 0.78 0.6062 0.615 0.7877 0.7261 5.3819 9.2975 13.1567 3.6612 8.4984
"10" 2.25 0.4584 0.582 0.6086 0.6416 0.6402 0.7926 0.9276 0.9355 0.7002 0.707 0.9282 0.8419 5.2412 9.1371 12.9634 3.5837 8.3829
"11" 2.5 0.5365 0.6928 0.7218 0.7585 0.7511 0.9455 1.1193 1.1215 0.8085 0.8124 1.0933 0.9757 5.0769 8.9496 12.7371 3.493 8.2475
"12" 2.75 0.6275 0.8244 0.8556 0.8961 0.8807 1.1271 1.3503 1.3435 0.9332 0.9331 1.287 1.13 4.8848 8.7302 12.4719 3.3869 8.0885
"13" 3 0.7336 0.9804 1.0137 1.0578 1.032 1.3426 1.6283 1.608 1.0765 1.0711 1.514 1.3077 4.66 8.4731 12.1609 3.2626 7.9017
"14" 3.25 0.8569 1.1652 1.2004 1.2475 1.2082 1.5977 1.9629 1.9224 1.2411 1.2285 1.7794 1.5119 4.3972 8.172 11.7963 3.117 7.6822
"15" 3.5 1.0001 1.3833 1.4203 1.4693 1.413 1.8988 2.3652 2.295 1.4296 1.4077 2.089 1.7458 4.0902 7.8196 11.3692 2.9467 7.4244
