"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12" "R1" "R2" "R3" "R4" "R5"
"1" 0 0.11 0.12 0.13 0.14 0.15 0.16 0.17 0.18 0.19 0.2 0.21 0.22 6 10 14 4 9
"2" 0.25 0.1382 0.141 0.1597 0.1687 0.1769 0.1956 0.2018 0.2167 0.2261 0.239 0.2594 0.2571 5.9473 9.9418 13.9306 3.9719 8.9603
"3" 0.5 0.1737 0.1656 0.1961 0.2033 0.2086 0.2392 0.2396 0.2609 0.269 0.2855 0.3203 0.3005 5.8865 9.875 13.8511 3.9396 8.9152
"4" 0.75 0.2182 0.1944 0.2407 0.2449 0.246 0.2924 0.2845 0.314 0.3199 0.341 0.3955 0.3511 5.8157 9.7977 13.759 3.9021 8.8634
"5" 1 0.274 0.2283 0.2956 0.2949 0.29 0.3573 0.3377 0.3778 0.3805 0.4072 0.4881 0.4102 5.7327 9.7075 13.6516 3.8582 8.8034
"6" 1.25 0.344 0.2681 0.3628 0.3551 0.3419 0.4366 0.4008 0.4544 0.4525 0.4861 0.6024 0.4791 5.6346 9.6015 13.5253 3.8065 8.7334
"7" 1.5 0.4318 0.3147 0.4452 0.4274 0.4028 0.5333 0.4757 0.5465 0.5379 0.5802 0.7431 0.5594 5.5181 9.4763 13.3761 3.7453 8.6515
"8" 1.75 0.5418 0.3693 0.5462 0.5142 0.4745 0.6512 0.5645 0.6568 0.6393 0.6923 0.9164 0.6528 5.3792 9.3277 13.1992 3.6724 8.5551
"9" 2 0.6795 0.4332 0.6699 0.6183 0.5587 0.7949 0.6697 0.7891 0.7596 0.8257 1.1295 0.7615 5.2131 9.1508 12.9886 3.5854 8.4412
"10" 2.25 0.8517 0.5081 0.8213 0.743 0.6575 0.9695 0.7945 0.9473 0.9021 0.9842 1.3912 0.8879 5.014 8.9397 12.7375 3.4814 8.3064
"11" 2.5 1.0666 0.5956 1.0064 0.8922 0.7732 1.1816 0.9422 1.1362 1.0707 1.1724 1.7122 1.0343 4.7751 8.6875 12.4376 3.3568 8.1466
"12" 2.75 1.3346 0.6977 1.2324 1.0702 0.9086 1.4384 1.1171 1.3613 1.27 1.3953 2.1049 1.2038 4.4886 8.3861 12.0794 3.2076 7.9569
"13" 3 1.6678 0.8164 1.5077 1.2819 1.0664 1.7483 1.3239 1.6283 1.5049 1.6588 2.5838 1.3994 4.1452 8.0262 11.652 3.029 7.7321
"14" 3.25 2.0807 0.9538 1.8421 1.5328 1.2499 2.1205 1.5684 1.9436 1.7811 1.969 3.1653 1.624 3.7349 7.5973 11.143 2.8159 7.4658
"15" 3.5 2.5895 1.112 2.2453 1.8284 1.4621 2.5641 1.857 2.3127 2.1044 2.3326 3.866 1.8805 3.2474 7.0885 10.54 2.5628 7.1516
"16" 3.75 3.2071 1.292 2.7268 2.1735 1.7055 3.086 2.1971 2.7387 2.4805 2.7553 4.7004 2.1707 2.6738 6.4902 9.8319 2.2652 6.7837
"17" 4 3.939 1.4926 3.2912 2.571 1.9815 3.6853 2.5917 3.2179 2.9138 3.2412 5.6716 2.4945 2.012 5.7991 9.0156 1.922 6.3599
"18" 4.25 4.7626 1.7057 3.9256 3.0189 2.2881 4.3371 3.0343 3.7258 3.4049 3.7889 6.7459 2.8473 1.2813 5.0321 8.112 1.5433 5.8885
"19" 4.5 5.5581 1.9011 4.5537 3.4989 2.6091 4.94 3.486 4.1771 3.9463 4.3874 7.767 3.2051 0.5691 4.2706 7.2195 1.1753 5.413
"20" 4.75 5.9841 1.9957 4.9258 3.8228 2.8163 5.2304 3.794 4.3686 4.3955 4.894 8.2982 3.4091 0.1531 3.8042 6.6756 0.9655 5.105
"21" 5 6.016 1.9849 4.9867 3.9086 2.8625 5.2111 3.8861 4.3215 4.6072 5.1252 8.3139 3.4244 0.09 3.7099 6.5706 0.9388 5.0276
"22" 5.25 5.9852 1.9574 4.9937 3.9502 2.8786 5.1446 3.9361 4.24 4.7694 5.2997 8.2478 3.4071 0.0865 3.6806 6.5419 0.9429 4.9921
"23" 5.5 5.9502 1.929 4.9968 3.989 2.8926 5.0756 3.9835 4.1577 4.9327 5.4749 8.1765 3.3875 0.086 3.6545 6.5169 0.9486 4.9585
"24" 5.75 5.9138 1.9007 4.9986 4.0269 2.9058 5.0064 4.0303 4.0762 5.0998 5.654 8.1038 3.3672 0.0855 3.6285 6.4919 0.9545 4.9248
"25" 6 5.8761 1.8724 4.999 4.0639 2.9183 4.9371 4.0764 3.9955 5.2709 5.837 8.0298 3.3462 0.085 3.6025 6.4669 0.9607 4.891
"26" 6.25 5.8372 1.8441 4.998 4.1002 2.93 4.8677 4.1219 3.9155 5.446 6.0239 7.9546 3.3246 0.0845 3.5766 6.4418 0.967 4.8572
"27" 6.5 5.7971 1.8159 4.9957 4.1355 2.941 4.7981 4.1666 3.8365 5.6249 6.2146 7.8781 3.3023 0.0841 3.5506 6.4166 0.9735 4.8232
"28" 6.75 5.7557 1.7877 4.992 4.1698 2.9512 4.7285 4.2106 3.7582 5.8078 6.4092 7.8004 3.2793 0.0836 3.5247 6.3913 0.9802 4.7892
"29" 7 5.713 1.7596 4.9868 4.2031 2.9606 4.6587 4.2538 3.6808 5.9945 6.6076 7.7216 3.2557 0.0831 3.4988 6.3661 0.9871 4.7551
"30" 7.25 5.6692 1.7315 4.9803 4.2354 2.9692 4.5889 4.2961 3.6042 6.185 6.8096 7.6416 3.2314 0.0826 3.473 6.3408 0.9942 4.7209
"31" 7.5 5.6241 1.7034 4.9723 4.2665 2.9769 4.5191 4.3374 3.5284 6.3792 7.0153 7.5604 3.2064 0.0821 3.4472 6.3155 1.0014 4.6868
"32" 7.75 5.5778 1.6755 4.9628 4.2965 2.9838 4.4493 4.3778 3.4536 6.5772 7.2245 7.4781 3.1809 0.0816 3.4215 6.2903 1.0088 4.6527
"33" 8 5.5304 1.6476 4.9519 4.3253 2.9898 4.3794 4.4172 3.3795 6.7789 7.4372 7.3948 3.1547 0.081 3.3959 6.265 1.0164 4.6186
"34" 8.25 5.4818 1.6198 4.9395 4.3529 2.9949 4.3096 4.4554 3.3063 6.9841 7.6533 7.3104 3.1278 0.0805 3.3703 6.2399 1.0242 4.5845
"35" 8.5 5.4321 1.5921 4.9257 4.3792 2.999 4.2398 4.4925 3.234 7.1928 7.8726 7.225 3.1004 0.08 3.3449 6.2148 1.0322 4.5505
"36" 8.75 5.3813 1.5645 4.9103 4.4042 3.0023 4.1702 4.5285 3.1626 7.4049 8.0951 7.1387 3.0724 0.0795 3.3196 6.1898 1.0403 4.5166
"37" 9 5.3294 1.537 4.8936 4.4278 3.0046 4.1006 4.5632 3.092 7.6204 8.3207 7.0515 3.0438 0.079 3.2945 6.1649 1.0486 4.4827
"38" 9.25 5.2765 1.5096 4.8753 4.4501 3.006 4.0312 4.5967 3.0224 7.8391 8.5492 6.9634 3.0146 0.0784 3.2695 6.1401 1.057 4.449
"39" 9.5 5.2226 1.4824 4.8557 4.4709 3.0065 3.9619 4.6288 2.9536 8.0609 8.7806 6.8745 2.9849 0.0779 3.2446 6.1155 1.0656 4.4155
"40" 9.75 5.1677 1.4553 4.8346 4.4903 3.006 3.8929 4.6596 2.8858 8.2858 9.0146 6.7849 2.9547 0.0774 3.22 6.091 1.0744 4.3821
"41" 10 5.1119 1.4283 4.8121 4.5083 3.0045 3.824 4.6891 2.8188 8.5136 9.2512 6.6946 2.924 0.0769 3.1955 6.0667 1.0833 4.3489
"42" 10.25 5.0552 1.4016 4.7882 4.5248 3.0021 3.7554 4.7171 2.7528 8.7442 9.4903 6.6037 2.8928 0.0763 3.1712 6.0426 1.0924 4.3159
"43" 10.5 4.9977 1.3749 4.7629 4.5398 2.9988 3.6871 4.7437 2.6878 8.9776 9.7316 6.5122 2.8611 0.0758 3.1471 6.0187 1.1016 4.2832
"44" 10.75 4.9394 1.3485 4.7362 4.5532 2.9945 3.6192 4.7688 2.6237 9.2135 9.9751 6.4201 2.8289 0.0753 3.1232 5.9951 1.1109 4.2507
"45" 11 4.8803 1.3222 4.7083 4.5652 2.9893 3.5515 4.7924 2.5605 9.4518 10.2205 6.3276 2.7964 0.0748 3.0996 5.9716 1.1204 4.2185
"46" 11.25 4.8205 1.2961 4.679 4.5756 2.9831 3.4843 4.8145 2.4983 9.6925 10.4679 6.2347 2.7635 0.0743 3.0762 5.9485 1.1299 4.1865
"47" 11.5 4.7601 1.2703 4.6485 4.5844 2.976 3.4174 4.835 2.437 9.9353 10.7169 6.1415 2.7302 0.0737 3.053 5.9256 1.1396 4.1549
"48" 11.75 4.699 1.2446 4.6167 4.5917 2.968 3.351 4.854 2.3767 10.1802 10.9674 6.048 2.6965 0.0732 3.0301 5.903 1.1494 4.1235
"49" 12 4.6374 1.2192 4.5837 4.5974 2.9591 3.285 4.8715 2.3174 10.427 11.2193 5.9543 2.6625 0.0727 3.0075 5.8807 1.1594 4.0925
"50" 12.25 4.5753 1.194 4.5495 4.6016 2.9492 3.2195 4.8873 2.2591 10.6756 11.4725 5.8605 2.6283 0.0722 2.9851 5.8587 1.1694 4.0619
"51" 12.5 4.5127 1.1691 4.5143 4.6042 2.9385 3.1546 4.9016 2.2018 10.9258 11.7267 5.7665 2.5938 0.0717 2.9631 5.837 1.1795 4.0317
"52" 12.75 4.4498 1.1444 4.4779 4.6053 2.9269 3.0902 4.9142 2.1454 11.1775 11.9818 5.6726 2.559 0.0712 2.9413 5.8157 1.1896 4.0018
"53" 13 4.3864 1.12 4.4404 4.6049 2.9145 3.0263 4.9253 2.09 11.4305 12.2376 5.5786 2.524 0.0707 2.9198 5.7947 1.1999 3.9723
"54" 13.25 4.3228 1.0958 4.402 4.6029 2.9012 2.9631 4.9348 2.0356 11.6847 12.494 5.4848 2.4888 0.0702 2.8986 5.774 1.2102 3.9432
"55" 13.5 4.2588 1.0719 4.3626 4.5994 2.8872 2.9005 4.9427 1.9822 11.94 12.7508 5.3912 2.4535 0.0698 2.8777 5.7538 1.2206 3.9146
"56" 13.75 4.1947 1.0483 4.3222 4.5944 2.8723 2.8385 4.9489 1.9298 12.1962 13.0079 5.2977 2.418 0.0693 2.8572 5.7339 1.2311 3.8864
"57" 14 4.1304 1.025 4.281 4.588 2.8566 2.7772 4.9536 1.8784 12.4531 13.2651 5.2045 2.3825 0.0688 2.837 5.7144 1.2415 3.8587
