"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12" "R1" "R2" "R3" "R4" "R5"
"1" 0 0.11 0.12 0.13 0.14 0.15 0.16 0.17 0.18 0.19 0.2 0.21 0.22 6 10 14 4 9
"2" 0.25 0.1271 0.1429 0.1548 0.1608 0.1821 0.1903 0.2086 0.2064 0.2259 0.2353 0.243 0.2489 5.9544 9.9468 13.9366 3.9756 8.9616
"3" 0.5 0.1469 0.1701 0.1844 0.1847 0.2212 0.2262 0.256 0.2366 0.2686 0.2769 0.2811 0.2817 5.9034 9.8869 13.8653 3.9483 8.9183
"4" 0.75 0.1698 0.2025 0.2195 0.2121 0.2685 0.269 0.3141 0.2713 0.3193 0.3257 0.3251 0.3186 5.846 9.819 13.7844 3.9176 8.8687
"5" 1 0.1962 0.2411 0.2614 0.2436 0.3259 0.3197 0.3853 0.311 0.3795 0.3831 0.376 0.3604 5.7808 9.7412 13.6918 3.8828 8.8117
"6" 1.25 0.2266 0.287 0.3111 0.2797 0.3955 0.38 0.4726 0.3564 0.451 0.4505 0.4348 0.4076 5.7063 9.6516 13.5851 3.8431 8.7455
"7" 1.5 0.2617 0.3415 0.3703 0.321 0.4798 0.4515 0.5797 0.4083 0.5358 0.5297 0.5027 0.4608 5.6206 9.5477 13.4615 3.7974 8.6683
"8" 1.75 0.3022 0.4063 0.4407 0.3684 0.582 0.5365 0.711 0.4677 0.6365 0.6226 0.5811 0.521 5.5216 9.4267 13.3174 3.7446 8.5778
"9" 2 0.3489 0.4833 0.5244 0.4226 0.7057 0.6372 0.8718 0.5356 0.756 0.7317 0.6715 0.5887 5.4069 9.2852 13.1491 3.6835 8.4712
"10" 2.25 0.4028 0.5748 0.6238 0.4846 0.8553 0.7566 1.0687 0.6132 0.8976 0.8596 0.7758 0.6651 5.2735 9.1192 12.9516 3.6123 8.3454
"11" 2.5 0.4647 0.6834 0.7419 0.5556 1.0363 0.898 1.3098 0.7017 1.0654 1.0094 0.8959 0.7511 5.1179 8.9239 12.7195 3.5293 8.1965
"12" 2.75 0.536 0.8122 0.8819 0.6366 1.2547 1.0653 1.6049 0.8025 1.264 1.1848 1.0341 0.8478 4.9362 8.6939 12.4461 3.4323 8.0199
"13" 3 0.6179 0.9648 1.048 0.7289 1.5182 1.2627 1.9657 0.9172 1.4989 1.3898 1.1929 0.9564 4.7239 8.4226 12.1239 3.3187 7.8102
"14" 3.25 0.7118 1.1453 1.2446 0.834 1.8353 1.4954 2.4064 1.0475 1.7762 1.6291 1.3751 1.078 4.4756 8.1025 11.7439 3.1858 7.5611
"15" 3.5 0.8194 1.3583 1.4771 0.9533 2.2163 1.7689 2.9442 1.1949 2.1032 1.9078 1.5836 1.214 4.1854 7.7247 11.2959 3.0303 7.2652
"16" 3.75 0.9422 1.6087 1.7514 1.0883 2.6726 2.0892 3.5995 1.3612 2.4876 2.2314 1.8214 1.3655 3.8468 7.2795 10.7683 2.8483 6.9141
"17" 4 1.0821 1.9019 2.0735 1.2405 3.2169 2.4623 4.3963 1.5476 2.9383 2.6059 2.0913 1.5335 3.4526 6.7558 10.1486 2.6361 6.4981
"18" 4.25 1.2401 2.2428 2.4492 1.4108 3.8625 2.8933 5.3624 1.7547 3.4642 3.0367 2.3952 1.7186 2.9961 6.1424 9.4237 2.3897 6.0071
"19" 4.5 1.4158 2.6347 2.8829 1.5997 4.6218 3.3847 6.5292 1.9816 4.0737 3.5285 2.7332 1.9205 2.4718 5.4287 8.5818 2.1057 5.4309
"20" 4.75 1.6065 3.0757 3.3744 1.8063 5.5036 3.9311 7.9296 2.2232 4.7727 4.0828 3.1002 2.1373 1.8787 4.6079 7.6164 1.783 4.7614
"21" 5 1.8029 3.5499 3.9087 2.0266 6.5059 4.5071 9.5608 2.4654 5.5605 4.6948 3.4787 2.3642 1.2316 3.6928 6.5443 1.4287 4.0058
"22" 5.25 1.9763 3.9971 4.4246 2.2513 7.5924 5.0289 11.2986 2.6689 6.4226 5.3473 3.8145 2.5875 0.5912 2.7547 5.4535 1.0757 3.2197
"23" 5.5 2.0548 4.2451 4.7325 2.3996 8.3875 5.283 12.622 2.7441 7.1806 5.9201 3.969 2.7128 0.1665 2.0855 4.6894 0.8419 2.6417
"24" 5.75 2.0269 4.2396 4.7532 2.4153 8.6182 5.2341 13.0974 2.6884 7.5292 6.1614 3.918 2.6995 0.0864 1.9011 4.4966 0.7968 2.4637
"25" 6 1.9801 4.1843 4.7144 2.4016 8.7174 5.1306 13.3659 2.6113 7.7679 6.3137 3.8299 2.6579 0.0817 1.8284 4.4337 0.7931 2.3802
