"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12" "R1" "R2" "R3" "R4" "R5"
"1" 0 0.11 0.12 0.13 0.14 0.15 0.16 0.17 0.18 0.19 0.2 0.21 0.22 6 10 14 4 9
"2" 0.25 0.1325 0.1359 0.155 0.1708 0.175 0.191 0.2017 0.2173 0.2203 0.2297 0.2439 0.2628 5.9544 9.948 13.9382 3.9747 8.9632
"3" 0.5 0.1595 0.1539 0.1847 0.2083 0.2041 0.2281 0.2393 0.2623 0.2555 0.2639 0.2833 0.3139 5.9034 9.89 13.869 3.9463 8.922
"4" 0.75 0.192 0.1742 0.2202 0.2539 0.238 0.2723 0.2838 0.3165 0.2963 0.3031 0.329 0.3749 5.846 9.8245 13.791 3.9142 8.8755
"5" 1 0.2311 0.1973 0.2624 0.3096 0.2776 0.325 0.3367 0.3819 0.3435 0.348 0.3821 0.4476 5.7809 9.7501 13.7024 3.8776 8.8225
"6" 1.25 0.2781 0.2233 0.3127 0.3773 0.3236 0.3879 0.3993 0.4607 0.3982 0.3996 0.4436 0.5344 5.7066 9.665 13.6009 3.8356 8.7618
"7" 1.5 0.3346 0.2528 0.3725 0.4598 0.3772 0.4628 0.4735 0.5556 0.4615 0.4587 0.5149 0.6377 5.6212 9.5672 13.4841 3.787 8.6918
"8" 1.75 0.4025 0.2861 0.4437 0.56 0.4395 0.5521 0.5615 0.6699 0.5347 0.5264 0.5976 0.7608 5.5227 9.4541 13.349 3.7307 8.6107
"9" 2 0.4841 0.3237 0.5285 0.6819 0.5121 0.6585 0.6658 0.8073 0.6195 0.604 0.6933 0.9073 5.4086 9.323 13.1923 3.6652 8.5166
"10" 2.25 0.5819 0.3662 0.6292 0.8298 0.5963 0.785 0.7893 0.9726 0.7175 0.6928 0.8041 1.0815 5.2761 9.1705 13.0099 3.5888 8.4068
"11" 2.5 0.6992 0.4141 0.7489 1.0093 0.6942 0.9356 0.9355 1.171 0.8307 0.7943 0.9323 1.2884 5.122 8.9929 12.7971 3.4994 8.2786
"12" 2.75 0.8397 0.4682 0.8911 1.2266 0.8076 1.1143 1.1086 1.4091 0.9614 0.9103 1.0804 1.5339 4.9423 8.7855 12.5486 3.3947 8.1286
"13" 3 1.0077 0.5291 1.0597 1.4895 0.9391 1.3263 1.3133 1.6941 1.1121 1.0426 1.2513 1.8246 4.7329 8.5432 12.258 3.272 7.9529
