"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12" "R1" "R2" "R3" "R4" "R5"
"1" 0 0.11 0.12 0.13 0.14 0.15 0.16 0.17 0.18 0.19 0.2 0.21 0.22 6 10 14 4 9
"2" 0.25 0.1321 0.1409 0.1555 0.1661 0.1799 0.1841 0.2 0.2061 0.2304 0.2395 0.2463 0.2656 5.9542 9.9465 13.9376 3.975 8.9621
"3" 0.5 0.1587 0.1654 0.186 0.1971 0.2157 0.2118 0.2354 0.236 0.2793 0.2868 0.2888 0.3205 5.903 9.8864 13.8678 3.947 8.9194
"4" 0.75 0.1905 0.1941 0.2224 0.2338 0.2586 0.2436 0.2769 0.2702 0.3387 0.3434 0.3386 0.3867 5.8454 9.8182 13.789 3.9154 8.8709
"5" 1 0.2287 0.2278 0.2659 0.2773 0.31 0.2802 0.3258 0.3092 0.4105 0.411 0.397 0.4666 5.78 9.7402 13.6992 3.8794 8.8154
"6" 1.25 0.2745 0.2673 0.3179 0.3288 0.3716 0.3222 0.3832 0.3539 0.4975 0.4919 0.4653 0.5628 5.7053 9.6505 13.5965 3.8382 8.7515
"7" 1.5 0.3295 0.3136 0.3801 0.3898 0.4453 0.3704 0.4508 0.405 0.6028 0.5886 0.5453 0.6786 5.6194 9.5467 13.4781 3.7907 8.6773
"8" 1.75 0.3953 0.3678 0.4542 0.462 0.5334 0.4259 0.5302 0.4632 0.7303 0.7041 0.6389 0.818 5.5204 9.426 13.3412 3.7358 8.5911
"9" 2 0.4741 0.4314 0.5428 0.5473 0.6387 0.4894 0.6235 0.5298 0.8845 0.842 0.7483 0.9857 5.4058 9.2853 13.1823 3.6721 8.4904
"10" 2.25 0.5685 0.5058 0.6484 0.6482 0.7646 0.5624 0.7331 0.6056 1.0709 1.0065 0.8762 1.1871 5.2726 9.1208 12.9973 3.5978 8.3724
"11" 2.5 0.6814 0.5929 0.7744 0.7672 0.9149 0.646 0.8617 0.6921 1.296 1.2027 1.0256 1.4289 5.1178 8.9279 12.7815 3.5112 8.234
"12" 2.75 0.8162 0.6947 0.9245 0.9075 1.094 0.7416 1.0128 0.7905 1.5677 1.4362 1.1998 1.7188 4.9373 8.7016 12.5294 3.4101 8.0714
"13" 3 0.9772 0.8136 1.1031 1.0727 1.3074 0.8509 1.1899 0.9022 1.8952 1.714 1.4027 2.0657 4.727 8.4358 12.2348 3.2918 7.8803
"14" 3.25 1.1689 0.9522 1.3155 1.2667 1.5609 0.9755 1.3976 1.029 2.2895 2.0438 1.6387 2.48 4.4818 8.1237 11.8905 3.1535 7.6556
"15" 3.5 1.3969 1.1137 1.5677 1.4941 1.8616 1.1173 1.6408 1.1723 2.7632 2.4343 1.9124 2.9735 4.1961 7.7575 11.4883 2.9919 7.3916
"16" 3.75 1.6672 1.3009 1.8664 1.7595 2.217 1.278 1.9253 1.3337 3.3308 2.8956 2.2289 3.5589 3.864 7.3284 11.0195 2.8035 7.0819
"17" 4 1.9865 1.5171 2.2191 2.068 2.6354 1.4593 2.2575 1.5146 4.0086 3.4379 2.5931 4.2501 3.4792 6.8271 10.4744 2.5846 6.7196
"18" 4.25 2.3615 1.7652 2.6326 2.424 3.1248 1.6622 2.6446 1.7154 4.814 4.072 3.0093 5.0603 3.0355 6.2442 9.844 2.3314 6.2978
"19" 4.5 2.7968 2.0468 3.1129 2.8307 3.6923 1.8865 3.0945 1.9356 5.764 4.8068 3.4792 6 2.5287 5.572 9.1209 2.0413 5.8103
"20" 4.75 3.2902 2.3605 3.6612 3.2883 4.3412 2.1288 3.6143 2.171 6.8716 5.6468 3.9989 7.0722 1.9588 4.8073 8.3034 1.714 5.2542
"21" 5 3.8257 2.6965 4.2659 3.7896 5.0659 2.3786 4.1963 2.41 8.1384 6.5854 4.5494 8.2629 1.3385 3.9624 7.4073 1.3564 4.6375
