"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12" "R1" "R2" "R3" "R4" "R5"
"1" 0 0.11 0.12 0.13 0.14 0.15 0.16 0.17 0.18 0.19 0.2 0.21 0.22 6 10 14 4 9
"2" 0.25 0.1328 0.1415 0.1612 0.1691 0.1803 0.186 0.2078 0.2087 0.2262 0.2381 0.2511 0.2614 5.9514 9.9436 13.9337 3.9736 8.9598
"3" 0.5 0.1604 0.1669 0.1998 0.2042 0.2166 0.2162 0.254 0.2418 0.2694 0.2833 0.3003 0.3105 5.8965 9.8794 13.8584 3.9438 8.914
"4" 0.75 0.1936 0.1967 0.2476 0.2465 0.2602 0.2512 0.3104 0.2803 0.3207 0.3372 0.359 0.3688 5.8338 9.8057 13.7722 3.9097 8.8612
"5" 1 0.2337 0.2319 0.3068 0.2975 0.3126 0.2919 0.3793 0.3247 0.3817 0.4012 0.4292 0.4379 5.7617 9.7204 13.6726 3.8704 8.7998
"6" 1.25 0.282 0.2733 0.3802 0.359 0.3754 0.3392 0.4635 0.3762 0.4543 0.4772 0.5129 0.5198 5.6782 9.621 13.5568 3.8249 8.7281
"7" 1.5 0.3402 0.3221 0.471 0.4331 0.4507 0.394 0.5663 0.4356 0.5406 0.5675 0.6129 0.6169 5.5809 9.5046 13.4215 3.7718 8.6438
"8" 1.75 0.4104 0.3795 0.5833 0.5223 0.5409 0.4575 0.6918 0.5044 0.6431 0.6747 0.7321 0.7319 5.4672 9.3676 13.2625 3.7097 8.5443
"9" 2 0.4948 0.447 0.7223 0.6296 0.649 0.5312 0.8449 0.5838 0.7647 0.8019 0.8742 0.868 5.3337 9.2058 13.0752 3.6367 8.4263
"10" 2.25 0.5963 0.5264 0.894 0.7585 0.7782 0.6166 1.0316 0.6753 0.9092 0.9526 1.0434 1.0288 5.1766 9.0143 12.8539 3.5508 8.2862
"11" 2.5 0.7184 0.6197 1.106 0.9132 0.9328 0.7152 1.2594 0.7808 1.0803 1.1311 1.2447 1.2186 4.9914 8.7872 12.592 3.4494 8.1194
"12" 2.75 0.8648 0.7291 1.3677 1.0986 1.1172 0.8291 1.5368 0.9022 1.2831 1.3422 1.4838 1.4423 4.7728 8.5177 12.2816 3.3296 7.9207
"13" 3 1.0402 0.8573 1.6901 1.3203 1.3369 0.9604 1.8746 1.0415 1.5228 1.5913 1.7673 1.7054 4.5148 8.1976 11.9137 3.188 7.6839
"14" 3.25 1.25 1.0072 2.0868 1.5847 1.598 1.1112 2.2854 1.2009 1.8057 1.8847 2.1025 2.014 4.2105 7.8177 11.4777 3.0209 7.4016
"15" 3.5 1.5 1.1817 2.5736 1.8988 1.9073 1.2839 2.7843 1.3826 2.1387 2.2291 2.4975 2.3744 3.8521 7.3675 10.962 2.8239 7.0657
"16" 3.75 1.7969 1.3839 3.1684 2.2701 2.272 1.4804 3.3891 1.5883 2.5293 2.6315 2.9603 2.7932 3.4316 6.8357 10.3536 2.5924 6.667
"17" 4 2.1468 1.6164 3.8892 2.7056 2.6992 1.7019 4.1204 1.8189 2.9848 3.0989 3.498 3.2761 2.9409 6.2105 9.6398 2.322 6.1957
"18" 4.25 2.5519 1.8802 4.7525 3.2109 3.1946 1.9479 5.0014 2.073 3.5118 3.6363 4.1136 3.8264 2.3745 5.4822 8.8099 2.0094 5.643
"19" 4.5 3.0075 2.1718 5.7627 3.7863 3.7599 2.2125 6.0509 2.3438 4.1133 4.2446 4.7986 4.4416 1.7343 4.6491 7.8628 1.6552 5.0052
"20" 4.75 3.4859 2.4747 6.8822 4.4216 4.387 2.4771 7.2438 2.6103 4.7843 4.9143 5.5113 5.1074 1.0461 3.7388 6.8311 1.2735 4.3003
"21" 5 3.8889 2.7304 7.9216 5.069 5.0215 2.6835 8.4331 2.8106 5.5005 5.6184 6.1062 5.7528 0.4097 2.8689 5.85 0.9199 3.6125
"22" 5.25 4.0155 2.8117 8.3897 5.4098 5.3526 2.7236 9.1193 2.838 6.0016 6.1163 6.2852 6.0345 0.1109 2.4256 5.3529 0.7581 3.2411
"23" 5.5 3.9671 2.7773 8.4294 5.4771 5.4189 2.6652 9.3348 2.7679 6.2223 6.3227 6.2005 6.0357 0.0815 2.3418 5.2647 0.7454 3.151
"24" 5.75 3.9027 2.7321 8.4239 5.5139 5.4554 2.5991 9.4965 2.6908 6.4107 6.4952 6.0919 6.0072 0.0798 2.2964 5.2201 0.7482 3.0918
"25" 6 3.8377 2.6865 8.4138 5.5476 5.489 2.5337 9.6547 2.615 6.6005 6.6681 5.9826 5.9758 0.0792 2.2528 5.1775 0.7517 3.0343
"26" 6.25 3.7727 2.6409 8.4004 5.5793 5.5206 2.4693 9.8113 2.5408 6.7927 6.8425 5.8737 5.9425 0.0786 2.2097 5.1355 0.7553 2.9774
"27" 6.5 3.7076 2.5953 8.3841 5.6091 5.5502 2.406 9.9661 2.4681 6.9875 7.0183 5.7651 5.9073 0.078 2.1669 5.0941 0.7591 2.9212
"28" 6.75 3.6427 2.5498 8.3647 5.6367 5.5778 2.3438 10.1191 2.397 7.1846 7.1955 5.657 5.8704 0.0774 2.1246 5.0531 0.763 2.8656
"29" 7 3.5779 2.5045 8.3423 5.6624 5.6035 2.2826 10.27 2.3275 7.384 7.374 5.5494 5.8318 0.0768 2.0827 5.0128 0.7672 2.8106
"30" 7.25 3.5132 2.4592 8.317 5.6859 5.6271 2.2226 10.4188 2.2594 7.5857 7.5535 5.4424 5.7915 0.0762 2.0414 4.973 0.7714 2.7564
"31" 7.5 3.4488 2.4141 8.2888 5.7074 5.6486 2.1636 10.5654 2.193 7.7895 7.7342 5.336 5.7497 0.0756 2.0004 4.9338 0.7758 2.703
"32" 7.75 3.3846 2.3692 8.2578 5.7268 5.6682 2.1058 10.7095 2.128 7.9953 7.9158 5.2302 5.7062 0.0751 1.96 4.8953 0.7803 2.6503
"33" 8 3.3207 2.3245 8.2241 5.7442 5.6857 2.049 10.8512 2.0645 8.203 8.0982 5.1253 5.6613 0.0745 1.9201 4.8575 0.785 2.5984
"34" 8.25 3.2572 2.2801 8.1876 5.7595 5.7012 1.9933 10.9903 2.0025 8.4126 8.2813 5.0211 5.615 0.074 1.8808 4.8203 0.7898 2.5473
"35" 8.5 3.194 2.236 8.1486 5.7727 5.7147 1.9387 11.1268 1.942 8.6239 8.4651 4.9178 5.5673 0.0734 1.8419 4.7839 0.7948 2.4971
"36" 8.75 3.1312 2.1921 8.1071 5.7839 5.7262 1.8852 11.2605 1.8829 8.8369 8.6494 4.8154 5.5183 0.0729 1.8037 4.7481 0.7998 2.4477
"37" 9 3.0689 2.1485 8.0631 5.7931 5.7357 1.8328 11.3913 1.8253 9.0514 8.8341 4.7139 5.468 0.0724 1.766 4.7131 0.805 2.3993
"38" 9.25 3.007 2.1053 8.0167 5.8002 5.7432 1.7815 11.5192 1.7691 9.2674 9.0192 4.6135 5.4166 0.0719 1.7288 4.6789 0.8103 2.3517
"39" 9.5 2.9457 2.0625 7.968 5.8054 5.7488 1.7313 11.6441 1.7143 9.4848 9.2045 4.5141 5.3641 0.0714 1.6922 4.6454 0.8157 2.305
"40" 9.75 2.8849 2.02 7.9171 5.8086 5.7525 1.6822 11.766 1.6609 9.7034 9.39 4.4158 5.3105 0.0709 1.6563 4.6126 0.8212 2.2592
"41" 10 2.8247 1.978 7.8641 5.8099 5.7542 1.6341 11.8847 1.6089 9.9232 9.5755 4.3186 5.256 0.0704 1.6209 4.5807 0.8268 2.2144
"42" 10.25 2.765 1.9364 7.8091 5.8092 5.7541 1.5871 12.0003 1.5582 10.1441 9.761 4.2226 5.2005 0.0699 1.5861 4.5495 0.8325 2.1705
"43" 10.5 2.706 1.8952 7.7521 5.8067 5.7521 1.5411 12.1127 1.5088 10.366 9.9463 4.1278 5.1442 0.0695 1.5519 4.5191 0.8383 2.1276
"44" 10.75 2.6477 1.8545 7.6932 5.8023 5.7483 1.4962 12.2218 1.4608 10.5888 10.1315 4.0343 5.0872 0.069 1.5183 4.4896 0.8442 2.0857
"45" 11 2.59 1.8142 7.6326 5.7961 5.7427 1.4524 12.3276 1.414 10.8124 10.3164 3.9419 5.0294 0.0686 1.4853 4.4608 0.8502 2.0447
"46" 11.25 2.533 1.7745 7.5703 5.7882 5.7354 1.4095 12.4301 1.3686 11.0368 10.5009 3.8509 4.9709 0.0681 1.4529 4.4329 0.8562 2.0046
"47" 11.5 2.4768 1.7352 7.5064 5.7785 5.7264 1.3677 12.5292 1.3243 11.2619 10.6849 3.7612 4.9119 0.0677 1.4211 4.4057 0.8623 1.9656
"48" 11.75 2.4212 1.6965 7.441 5.7671 5.7157 1.3269 12.625 1.2813 11.4875 10.8685 3.6728 4.8523 0.0673 1.3899 4.3794 0.8685 1.9275
"49" 12 2.3664 1.6582 7.3741 5.754 5.7033 1.2871 12.7174 1.2395 11.7136 11.0514 3.5858 4.7923 0.0669 1.3593 4.3539 0.8748 1.8904
"50" 12.25 2.3124 1.6206 7.3059 5.7394 5.6894 1.2483 12.8064 1.1988 11.9402 11.2337 3.5001 4.7318 0.0665 1.3293 4.3292 0.8811 1.8543
"51" 12.5 2.2592 1.5834 7.2365 5.7232 5.674 1.2105 12.892 1.1594 12.1671 11.4153 3.4158 4.671 0.0661 1.3 4.3052 0.8874 1.8191
"52" 12.75 2.2067 1.5468 7.1659 5.7054 5.657 1.1736 12.9742 1.121 12.3943 11.5961 3.3329 4.6098 0.0657 1.2712 4.2821 0.8938 1.7849
"53" 13 2.1551 1.5108 7.0942 5.6862 5.6386 1.1376 13.0531 1.0838 12.6218 11.7761 3.2514 4.5485 0.0653 1.243 4.2598 0.9003 1.7517
"54" 13.25 2.1042 1.4753 7.0215 5.6655 5.6188 1.1026 13.1285 1.0476 12.8493 11.9551 3.1714 4.4869 0.0649 1.2153 4.2383 0.9067 1.7194
"55" 13.5 2.0542 1.4404 6.9478 5.6435 5.5976 1.0685 13.2006 1.0125 13.077 12.1332 3.0927 4.4251 0.0646 1.1883 4.2176 0.9133 1.6881
"56" 13.75 2.005 1.4061 6.8734 5.6201 5.575 1.0354 13.2693 0.9785 13.3047 12.3103 3.0155 4.3633 0.0642 1.1618 4.1977 0.9198 1.6577
"57" 14 1.9567 1.3724 6.7981 5.5954 5.5512 1.003 13.3347 0.9455 13.5323 12.4864 2.9396 4.3014 0.0639 1.1359 4.1785 0.9264 1.6282
"58" 14.25 1.9091 1.3392 6.7222 5.5695 5.5262 0.9716 13.3968 0.9134 13.7599 12.6613 2.8652 4.2395 0.0635 1.1106 4.1601 0.933 1.5997
"59" 14.5 1.8625 1.3066 6.6457 5.5423 5.4999 0.941 13.4556 0.8824 13.9873 12.8351 2.7923 4.1777 0.0632 1.0858 4.1425 0.9396 1.572
"60" 14.75 1.8166 1.2746 6.5686 5.514 5.4725 0.9113 13.5111 0.8523 14.2144 13.0077 2.7207 4.1159 0.0629 1.0615 4.1256 0.9462 1.5453
"61" 15 1.7716 1.2432 6.491 5.4846 5.4441 0.8824 13.5634 0.8231 14.4414 13.1791 2.6506 4.0543 0.0626 1.0378 4.1094 0.9529 1.5195
"62" 15.25 1.7274 1.2124 6.413 5.4541 5.4145 0.8543 13.6125 0.7948 14.668 13.3492 2.5819 3.9928 0.0623 1.0146 4.094 0.9595 1.4945
"63" 15.5 1.6841 1.1821 6.3347 5.4227 5.384 0.8269 13.6584 0.7674 14.8943 13.5181 2.5145 3.9315 0.062 0.9919 4.0793 0.9662 1.4704
"64" 15.75 1.6416 1.1525 6.2561 5.3902 5.3524 0.8004 13.7012 0.7409 15.1202 13.6856 2.4486 3.8704 0.0617 0.9698 4.0653 0.9728 1.4471
"65" 16 1.5999 1.1234 6.1773 5.3568 5.32 0.7746 13.7409 0.7152 15.3457 13.8517 2.3841 3.8096 0.0614 0.9481 4.052 0.9795 1.4247
"66" 16.25 1.5591 1.0949 6.0983 5.3225 5.2867 0.7496 13.7776 0.6903 15.5707 14.0165 2.3209 3.7491 0.0611 0.9269 4.0394 0.9861 1.4031
"67" 16.5 1.5191 1.067 6.0192 5.2874 5.2525 0.7252 13.8113 0.6662 15.7952 14.1799 2.2591 3.6889 0.0609 0.9062 4.0274 0.9927 1.3824
"68" 16.75 1.4799 1.0396 5.94 5.2515 5.2175 0.7016 13.842 0.6429 16.0191 14.3418 2.1986 3.6291 0.0606 0.886 4.0161 0.9993 1.3624
"69" 17 1.4416 1.0128 5.8609 5.2148 5.1818 0.6787 13.8698 0.6203 16.2425 14.5023 2.1395 3.5697 0.0603 0.8662 4.0055 1.0059 1.3432
"70" 17.25 1.404 0.9866 5.7818 5.1774 5.1454 0.6565 13.8948 0.5985 16.4653 14.6613 2.0817 3.5107 0.0601 0.8469 3.9955 1.0125 1.3248
"71" 17.5 1.3672 0.9609 5.7028 5.1394 5.1083 0.6349 13.9169 0.5774 16.6874 14.8189 2.0252 3.4521 0.0598 0.828 3.9861 1.0191 1.3071
"72" 17.75 1.3313 0.9358 5.624 5.1006 5.0705 0.614 13.9363 0.5569 16.9089 14.9749 1.97 3.394 0.0596 0.8095 3.9773 1.0256 1.2901
"73" 18 1.2961 0.9112 5.5453 5.0613 5.0322 0.5937 13.953 0.5372 17.1297 15.1295 1.9161 3.3363 0.0594 0.7915 3.9691 1.0321 1.2739
"74" 18.25 1.2617 0.8872 5.4669 5.0215 4.9933 0.574 13.967 0.5181 17.3497 15.2825 1.8634 3.2792 0.0591 0.7738 3.9615 1.0386 1.2584
"75" 18.5 1.2281 0.8637 5.3888 4.9811 4.9538 0.5549 13.9784 0.4996 17.5691 15.434 1.812 3.2225 0.0589 0.7566 3.9545 1.0451 1.2435
"76" 18.75 1.1952 0.8407 5.311 4.9402 4.9139 0.5364 13.9873 0.4818 17.7877 15.584 1.7618 3.1664 0.0587 0.7397 3.948 1.0515 1.2294
"77" 19 1.163 0.8182 5.2335 4.8989 4.8735 0.5185 13.9936 0.4645 18.0055 15.7324 1.7128 3.1109 0.0585 0.7233 3.9421 1.0579 1.2159
"78" 19.25 1.1317 0.7963 5.1564 4.8572 4.8327 0.5011 13.9975 0.4478 18.2225 15.8793 1.6649 3.0559 0.0583 0.7071 3.9367 1.0642 1.203
"79" 19.5 1.101 0.7748 5.0798 4.8151 4.7915 0.4842 13.999 0.4317 18.4387 16.0246 1.6183 3.0015 0.0581 0.6914 3.9318 1.0705 1.1908
"80" 19.75 1.0711 0.7539 5.0036 4.7726 4.75 0.4679 13.9981 0.4162 18.6541 16.1683 1.5728 2.9477 0.0579 0.676 3.9274 1.0768 1.1792
"81" 20 1.0418 0.7334 4.9279 4.7298 4.7081 0.4521 13.995 0.4011 18.8687 16.3106 1.5284 2.8945 0.0577 0.6609 3.9235 1.083 1.1681
"82" 20.25 1.0133 0.7135 4.8526 4.6868 4.666 0.4368 13.9896 0.3866 19.0824 16.4512 1.4851 2.842 0.0575 0.6461 3.9201 1.0892 1.1577
"83" 20.5 0.9854 0.694 4.778 4.6435 4.6236 0.422 13.982 0.3726 19.2953 16.5903 1.4429 2.79 0.0573 0.6317 3.9172 1.0953 1.1478
"84" 20.75 0.9582 0.675 4.7038 4.5999 4.5809 0.4077 13.9723 0.3591 19.5073 16.7279 1.4018 2.7387 0.0571 0.6175 3.9147 1.1014 1.1385
"85" 21 0.9317 0.6564 4.6303 4.5562 4.538 0.3938 13.9605 0.346 19.7185 16.8639 1.3618 2.688 0.0569 0.6037 3.9126 1.1074 1.1297
"86" 21.25 0.9059 0.6383 4.5574 4.5122 4.495 0.3803 13.9467 0.3334 19.9287 16.9983 1.3227 2.6379 0.0568 0.5901 3.911 1.1134 1.1214
"87" 21.5 0.8806 0.6206 4.4851 4.4682 4.4518 0.3673 13.9309 0.3212 20.1381 17.1313 1.2847 2.5885 0.0566 0.5769 3.9098 1.1194 1.1136
