"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12" "R1" "R2" "R3" "R4" "R5"
"1" 0 0.11 0.12 0.13 0.14 0.15 0.16 0.17 0.18 0.19 0.2 0.21 0.22 6 10 14 4 9
"2" 0.25 0.1296 0.1392 0.1583 0.1673 0.1778 0.1908 0.2059 0.2156 0.2264 0.2365 0.25 0.2644 5.9511 9.9443 13.9341 3.9734 8.9607
"3" 0.5 0.1527 0.1615 0.1926 0.1998 0.2108 0.2275 0.2494 0.2583 0.2698 0.2797 0.2975 0.3178 5.8957 9.8811 13.8596 3.9432 8.916
"4" 0.75 0.1798 0.1873 0.2344 0.2386 0.2499 0.2712 0.302 0.3093 0.3215 0.3306 0.3541 0.3818 5.8325 9.8089 13.7745 3.9087 8.8649
"5" 1 0.2117 0.2172 0.2853 0.2849 0.2962 0.3232 0.3657 0.3703 0.3829 0.3908 0.4213 0.4587 5.7598 9.7256 13.6765 3.869 8.8059
"6" 1.25 0.2493 0.2518 0.3471 0.3401 0.3509 0.3851 0.4427 0.4432 0.4561 0.4618 0.5012 0.5508 5.6756 9.629 13.563 3.8229 8.7374
"7" 1.5 0.2935 0.292 0.4223 0.4058 0.4157 0.4589 0.536 0.5304 0.5431 0.5457 0.5961 0.6613 5.5776 9.5164 13.4308 3.7692 8.6574
"8" 1.75 0.3454 0.3384 0.5136 0.4842 0.4922 0.5466 0.6488 0.6344 0.6466 0.6445 0.7088 0.7937 5.4631 9.3845 13.2763 3.7064 8.5636
"9" 2 0.4063 0.3922 0.6245 0.5773 0.5827 0.6509 0.7852 0.7586 0.7696 0.7611 0.8425 0.9521 5.3289 9.2295 13.095 3.6326 8.4532
"10" 2.25 0.4779 0.4544 0.7591 0.6881 0.6895 0.7747 0.9501 0.9067 0.9156 0.8983 1.001 1.1415 5.1712 9.0471 12.8819 3.5457 8.3229
"11" 2.5 0.5617 0.5262 0.9223 0.8196 0.8154 0.9216 1.1493 1.0829 1.0889 1.0596 1.1886 1.3676 4.9856 8.8319 12.6309 3.4434 8.1691
"12" 2.75 0.6599 0.6091 1.1201 0.9755 0.9637 1.0956 1.39 1.2923 1.2942 1.2492 1.4105 1.6372 4.7671 8.5779 12.335 3.3228 7.9871
"13" 3 0.7748 0.7047 1.3594 1.1599 1.1379 1.3012 1.6804 1.5406 1.5371 1.4715 1.6723 1.9579 4.5098 8.278 11.9861 3.1805 7.7718
"14" 3.25 0.9087 0.8147 1.6485 1.3774 1.3423 1.5435 2.0305 1.8342 1.824 1.7316 1.9805 2.3382 4.2072 7.9242 11.5753 3.013 7.5172
"15" 3.5 1.0645 0.9406 1.997 1.6331 1.5811 1.828 2.4521 2.1798 2.162 2.0348 2.342 2.7876 3.852 7.5075 11.0921 2.816 7.2165
"16" 3.75 1.2449 1.0843 2.4152 1.932 1.8589 2.16 2.9591 2.5842 2.5586 2.387 2.7637 3.3156 3.4367 7.0183 10.5259 2.5853 6.8624
"17" 4 1.4526 1.2468 2.9133 2.2789 2.1801 2.5441 3.5675 3.0527 3.0216 2.7932 3.2516 3.9314 2.9541 6.447 9.866 2.3167 6.4473
"18" 4.25 1.6877 1.4283 3.4996 2.6772 2.5477 2.9819 4.2956 3.5868 3.5576 3.2574 3.8083 4.6412 2.3995 5.7858 9.1043 2.0075 5.9642
"19" 4.5 1.9461 1.6261 4.1751 3.1262 2.9617 3.4668 5.154 4.1772 4.1702 3.7795 4.4265 5.4442 1.776 5.0349 8.2424 1.6589 5.412
"20" 4.75 2.2131 1.8298 4.9158 3.6174 3.4155 3.9704 6.1251 4.7862 4.8547 4.3516 5.0727 6.3247 1.1082 4.2178 7.3101 1.2842 4.8051
"21" 5 2.4413 2.0056 5.6157 4.1235 3.8807 4.4013 7.1113 5.2975 5.591 4.9506 5.6348 7.2173 0.4824 3.4232 6.416 0.9304 4.2039
