"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12" "R1" "R2" "R3" "R4" "R5"
"1" 0 0.11 0.12 0.13 0.14 0.15 0.16 0.17 0.18 0.19 0.2 0.21 0.22 6 10 14 4 9
"2" 0.25 0.1274 0.1442 0.1628 0.1691 0.1675 0.1855 0.2002 0.2219 0.2229 0.2372 0.2479 0.2664 5.9526 9.947 13.9367 3.9742 8.9621
"3" 0.5 0.1476 0.1733 0.2037 0.2042 0.187 0.2152 0.2358 0.2735 0.2614 0.2813 0.2926 0.3225 5.8993 9.8875 13.8655 3.945 8.9194
"4" 0.75 0.171 0.2083 0.255 0.2465 0.2088 0.2495 0.2776 0.337 0.3066 0.3335 0.3453 0.3903 5.8386 9.8199 13.7846 3.9118 8.8708
"5" 1 0.198 0.2503 0.3191 0.2975 0.2331 0.2892 0.3268 0.4151 0.3595 0.3954 0.4075 0.4723 5.7692 9.7428 13.692 3.8737 8.815
"6" 1.25 0.2293 0.3007 0.3993 0.359 0.2602 0.3352 0.3848 0.5113 0.4215 0.4686 0.4808 0.5715 5.689 9.654 13.5851 3.8295 8.7505
"7" 1.5 0.2654 0.3611 0.4995 0.4331 0.2904 0.3885 0.453 0.6296 0.4942 0.5553 0.5671 0.6911 5.596 9.5512 13.4611 3.7782 8.6754
"8" 1.75 0.3072 0.4337 0.6248 0.5223 0.324 0.4501 0.5332 0.7749 0.5791 0.6578 0.6687 0.8356 5.4877 9.4317 13.3166 3.7183 8.5877
"9" 2 0.3554 0.5207 0.7812 0.6296 0.3614 0.5214 0.6276 0.9534 0.6786 0.779 0.7883 1.0098 5.3608 9.2921 13.1474 3.6479 8.4849
"10" 2.25 0.4111 0.6249 0.9765 0.7585 0.403 0.6038 0.7385 1.1723 0.7948 0.9222 0.929 1.2197 5.212 9.1287 12.9487 3.5651 8.3638
"11" 2.5 0.4753 0.7497 1.2201 0.9133 0.4493 0.6988 0.8688 1.4406 0.9306 1.0911 1.0942 1.4722 5.0369 8.9369 12.7149 3.4675 8.221
"12" 2.75 0.5493 0.899 1.5236 1.0989 0.5006 0.8084 1.0219 1.7688 1.0891 1.2902 1.288 1.7755 4.8308 8.7115 12.4393 3.3522 8.0524
"13" 3 0.6344 1.0773 1.9014 1.3209 0.5574 0.9344 1.2015 2.1694 1.2738 1.5245 1.5149 2.1392 4.5878 8.4464 12.1142 3.2161 7.853
"14" 3.25 0.7321 1.29 2.3709 1.5858 0.6202 1.0791 1.4123 2.6571 1.4886 1.7995 1.7802 2.5741 4.3016 8.1345 11.7306 3.0552 7.6172
"15" 3.5 0.8439 1.5427 2.9531 1.9007 0.6895 1.2445 1.6592 3.2485 1.7379 2.1214 2.089 3.0921 3.9648 7.768 11.2787 2.8656 7.3387
"16" 3.75 0.9715 1.8417 3.6728 2.2735 0.7654 1.4326 1.9482 3.9617 2.0262 2.4967 2.4471 3.7061 3.5697 7.3384 10.7476 2.6426 7.0104
"17" 4 1.1162 2.1931 4.5563 2.7116 0.8483 1.6451 2.2858 4.8145 2.358 2.9316 2.8592 4.4288 3.1086 6.8371 10.1263 2.3818 6.6253
"18" 4.25 1.2784 2.6017 5.6299 3.2212 0.9378 1.8819 2.6793 5.8202 2.737 3.4311 3.3278 5.2702 2.5755 6.2571 9.406 2.0798 6.1768
"19" 4.5 1.4555 3.0674 6.9115 3.8045 1.0331 2.1398 3.1336 6.9768 3.1648 3.9969 3.8493 6.2335 1.9702 5.5965 8.585 1.7362 5.6625
"20" 4.75 1.6399 3.5764 8.3852 4.4542 1.1318 2.4066 3.6405 8.2389 3.638 4.6225 4.4029 7.3053 1.3088 4.8703 7.6834 1.3603 5.0927
"21" 5 1.8073 4.0721 9.9153 5.1441 1.2293 2.6462 4.1641 9.4367 4.1428 5.2858 4.9196 8.4401 0.6532 4.1379 6.781 0.9869 4.5114
"22" 5.25 1.8953 4.3839 11.0099 5.7077 1.296 2.7677 4.5638 10.1216 4.6093 5.9081 5.2117 9.2958 0.1967 3.6066 6.135 0.732 4.0779
"23" 5.5 1.8807 4.4179 11.3062 5.8917 1.3004 2.7408 4.6979 10.1331 4.8398 6.2214 5.1997 9.5195 0.0945 3.466 5.9702 0.6816 3.9495
"24" 5.75 1.8427 4.3827 11.3876 5.9655 1.2876 2.6809 4.7513 9.9922 4.9873 6.4228 5.1163 9.5704 0.0875 3.4339 5.9379 0.685 3.9079
"25" 6 1.8037 4.3422 11.4519 6.0307 1.2735 2.6199 4.7982 9.8418 5.1309 6.6194 5.0289 9.6074 0.0866 3.4092 5.9144 0.692 3.8724
"26" 6.25 1.7651 4.3007 11.5115 6.0939 1.2592 2.5595 4.8436 9.6905 5.2763 6.8187 4.9415 9.6405 0.086 3.3852 5.8915 0.6994 3.8377
"27" 6.5 1.7268 4.2583 11.5671 6.1554 1.2447 2.5 4.8877 9.5389 5.4236 7.021 4.8543 9.6702 0.0854 3.3618 5.8688 0.7072 3.8036
"28" 6.75 1.689 4.215 11.6186 6.2152 1.23 2.4413 4.9304 9.3869 5.5727 7.2263 4.7674 9.6965 0.0848 3.3388 5.8464 0.7153 3.7701
"29" 7 1.6516 4.1709 11.6659 6.2731 1.2152 2.3834 4.9717 9.2348 5.7237 7.4345 4.6808 9.7194 0.0841 3.3163 5.8243 0.7236 3.7371
"30" 7.25 1.6147 4.126 11.7089 6.3291 1.2003 2.3264 5.0115 9.0825 5.8763 7.6455 4.5946 9.7387 0.0835 3.2944 5.8024 0.7323 3.7048
"31" 7.5 1.5782 4.0803 11.7477 6.3831 1.1852 2.2701 5.0497 8.9303 6.0306 7.8591 4.5088 9.7546 0.0829 3.273 5.7809 0.7412 3.6731
"32" 7.75 1.5421 4.034 11.7823 6.4352 1.17 2.2148 5.0865 8.7781 6.1864 8.0752 4.4234 9.767 0.0823 3.2521 5.7596 0.7505 3.6421
"33" 8 1.5066 3.987 11.8124 6.4851 1.1547 2.1603 5.1216 8.6262 6.3437 8.2938 4.3386 9.7759 0.0817 3.2318 5.7387 0.76 3.6117
"34" 8.25 1.4715 3.9393 11.8382 6.533 1.1393 2.1066 5.1552 8.4745 6.5023 8.5147 4.2542 9.7813 0.0811 3.212 5.7181 0.7698 3.582
"35" 8.5 1.4368 3.8911 11.8597 6.5786 1.1238 2.0538 5.1871 8.3231 6.6622 8.7378 4.1704 9.7832 0.0805 3.1929 5.6979 0.7798 3.553
"36" 8.75 1.4027 3.8423 11.8768 6.6221 1.1082 2.0019 5.2173 8.1722 6.8233 8.963 4.0873 9.7816 0.0799 3.1743 5.6779 0.7901 3.5247
"37" 9 1.3691 3.793 11.8896 6.6634 1.0925 1.9508 5.2459 8.0219 6.9855 9.1902 4.0047 9.7766 0.0794 3.1563 5.6584 0.8007 3.4972
"38" 9.25 1.3359 3.7432 11.898 6.7024 1.0768 1.9007 5.2727 7.8722 7.1487 9.4192 3.9228 9.7681 0.0788 3.1389 5.6392 0.8115 3.4704
"39" 9.5 1.3033 3.693 11.9021 6.7391 1.061 1.8514 5.2978 7.7232 7.3128 9.6498 3.8417 9.7563 0.0782 3.1222 5.6204 0.8226 3.4443
"40" 9.75 1.2711 3.6425 11.9019 6.7735 1.0452 1.803 5.3212 7.575 7.4777 9.8821 3.7613 9.741 0.0776 3.106 5.6019 0.8339 3.4189
"41" 10 1.2395 3.5916 11.8975 6.8056 1.0294 1.7554 5.3428 7.4276 7.6433 10.1158 3.6816 9.7225 0.0771 3.0905 5.5839 0.8454 3.3944
"42" 10.25 1.2084 3.5404 11.8888 6.8353 1.0135 1.7088 5.3626 7.2813 7.8096 10.3509 3.6028 9.7007 0.0765 3.0756 5.5662 0.8571 3.3705
"43" 10.5 1.1778 3.489 11.876 6.8627 0.9976 1.663 5.3807 7.1359 7.9764 10.5871 3.5248 9.6757 0.076 3.0614 5.5489 0.869 3.3475
"44" 10.75 1.1478 3.4374 11.8591 6.8877 0.9818 1.6182 5.397 6.9917 8.1436 10.8243 3.4476 9.6475 0.0755 3.0477 5.532 0.8812 3.3252
"45" 11 1.1182 3.3856 11.8382 6.9104 0.9659 1.5742 5.4116 6.8486 8.3111 11.0626 3.3714 9.6162 0.0749 3.0348 5.5156 0.8935 3.3037
"46" 11.25 1.0892 3.3336 11.8133 6.9307 0.9501 1.5311 5.4244 6.7068 8.4789 11.3016 3.296 9.5819 0.0744 3.0224 5.4995 0.906 3.283
"47" 11.5 1.0607 3.2816 11.7844 6.9487 0.9343 1.4888 5.4355 6.5663 8.6469 11.5412 3.2216 9.5447 0.0739 3.0107 5.4839 0.9187 3.263
"48" 11.75 1.0328 3.2296 11.7518 6.9643 0.9186 1.4475 5.4448 6.4272 8.8149 11.7815 3.1482 9.5045 0.0734 2.9996 5.4687 0.9315 3.2438
"49" 12 1.0054 3.1776 11.7154 6.9776 0.9029 1.407 5.4524 6.2895 8.9829 12.0221 3.0757 9.4615 0.0729 2.9891 5.4538 0.9445 3.2254
"50" 12.25 0.9785 3.1255 11.6753 6.9886 0.8873 1.3673 5.4582 6.1533 9.1507 12.2631 3.0043 9.4158 0.0724 2.9793 5.4394 0.9577 3.2077
"51" 12.5 0.9521 3.0736 11.6317 6.9973 0.8717 1.3286 5.4624 6.0186 9.3184 12.5042 2.9338 9.3675 0.0719 2.9701 5.4255 0.9709 3.1908
"52" 12.75 0.9263 3.0218 11.5846 7.0038 0.8562 1.2907 5.4648 5.8856 9.4858 12.7454 2.8644 9.3166 0.0714 2.9615 5.4119 0.9843 3.1747
"53" 13 0.901 2.9701 11.5341 7.008 0.8408 1.2536 5.4656 5.7541 9.6528 12.9865 2.796 9.2632 0.071 2.9535 5.3987 0.9979 3.1593
"54" 13.25 0.8762 2.9185 11.4803 7.0099 0.8255 1.2174 5.4648 5.6244 9.8194 13.2274 2.7287 9.2073 0.0705 2.9461 5.386 1.0115 3.1447
"55" 13.5 0.8519 2.8672 11.4233 7.0097 0.8103 1.182 5.4624 5.4963 9.9855 13.468 2.6625 9.1492 0.0701 2.9393 5.3737 1.0252 3.1308
