"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12" "R1" "R2" "R3" "R4" "R5"
"1" 0 0.11 0.12 0.13 0.14 0.15 0.16 0.17 0.18 0.19 0.2 0.21 0.22 6 10 14 4 9
"2" 0.25 0.1256 0.1382 0.1579 0.163 0.1767 0.1884 0.2042 0.2085 0.2292 0.2365 0.2476 0.2627 5.9534 9.9462 13.9374 3.9748 8.9622
"3" 0.5 0.1433 0.1592 0.1918 0.1898 0.2081 0.2218 0.2454 0.2415 0.2764 0.2797 0.2919 0.3137 5.9011 9.8858 13.8672 3.9466 8.9197
"4" 0.75 0.1636 0.1833 0.2329 0.2209 0.2451 0.2611 0.2947 0.2797 0.3334 0.3307 0.3441 0.3745 5.8421 9.8171 13.788 3.9147 8.8713
"5" 1 0.1867 0.2111 0.2829 0.257 0.2886 0.3073 0.354 0.3239 0.402 0.3909 0.4056 0.4469 5.7748 9.7385 13.6977 3.8783 8.816
"6" 1.25 0.213 0.2431 0.3435 0.2991 0.3398 0.3617 0.4252 0.375 0.4846 0.4621 0.478 0.5333 5.6978 9.648 13.5943 3.8367 8.7523
"7" 1.5 0.243 0.2799 0.4169 0.3479 0.4 0.4256 0.5106 0.434 0.5842 0.546 0.5632 0.6362 5.6091 9.5431 13.4751 3.7887 8.6785
"8" 1.75 0.2771 0.3221 0.5061 0.4046 0.4707 0.5007 0.6131 0.5022 0.704 0.6451 0.6634 0.7587 5.5065 9.4212 13.3373 3.7331 8.5926
"9" 2 0.316 0.3707 0.6141 0.4704 0.5537 0.5888 0.7361 0.581 0.8482 0.7619 0.7812 0.9045 5.3873 9.2789 13.1771 3.6685 8.4922
"10" 2.25 0.3602 0.4265 0.745 0.5466 0.6511 0.6923 0.8836 0.6718 1.0215 0.8995 0.9195 1.0777 5.2487 9.1123 12.9907 3.5934 8.3747
"11" 2.5 0.4105 0.4906 0.9034 0.6349 0.7654 0.8136 1.0604 0.7765 1.2298 1.0615 1.082 1.2835 5.087 8.917 12.7731 3.5057 8.2367
"12" 2.75 0.4676 0.5641 1.0952 0.7371 0.8992 0.9557 1.2723 0.8969 1.4799 1.2521 1.2724 1.5275 4.8983 8.6876 12.5189 3.4032 8.0746
"13" 3 0.5324 0.6483 1.3269 0.8551 1.0557 1.1216 1.526 1.0353 1.7798 1.4758 1.4953 1.8164 4.6778 8.418 12.2216 3.2833 7.8838
"14" 3.25 0.6058 0.7447 1.6067 0.9911 1.2384 1.3153 1.8297 1.1939 2.1389 1.7381 1.7558 2.1576 4.4204 8.1012 11.8741 3.1433 7.6594
"15" 3.5 0.6888 0.8547 1.9439 1.1474 1.4512 1.5405 2.1927 1.3752 2.5679 2.045 2.0593 2.5597 4.12 7.7291 11.4681 2.9797 7.3955
"16" 3.75 0.7823 0.9797 2.3494 1.3265 1.6983 1.8014 2.6262 1.5816 3.0793 2.4028 2.4118 3.0316 3.7704 7.293 10.9946 2.789 7.0856
"17" 4 0.8872 1.1211 2.8344 1.5307 1.984 2.1019 3.143 1.8149 3.6867 2.8182 2.8188 3.5826 3.3649 6.7832 10.4441 2.5676 6.7226
"18" 4.25 1.0042 1.2799 3.4103 1.7619 2.3122 2.4451 3.7578 2.0762 4.4043 3.2977 3.285 4.2213 2.8974 6.1904 9.8074 2.3119 6.2992
"19" 4.5 1.1321 1.4559 4.0865 2.0208 2.6858 2.8312 4.487 2.3642 5.2459 3.8461 3.8116 4.9537 2.364 5.5066 9.0775 2.0194 5.8088
"20" 4.75 1.2684 1.6465 4.8641 2.3063 3.1051 3.2536 5.3405 2.6721 6.2212 4.4647 4.3911 5.7795 1.7673 4.731 8.2555 1.6913 5.2495
"21" 5 1.4047 1.8418 5.7175 2.6128 3.5645 3.6882 6.3003 2.9796 7.3296 5.1465 4.9931 6.6855 1.1281 3.8834 7.3661 1.3381 4.6336
"22" 5.25 1.5182 2.0121 6.5359 2.9244 4.0382 4.062 7.2786 3.2311 8.5493 5.8696 5.5214 7.6111 0.5173 3.0391 6.4975 0.9975 4.0119
"23" 5.5 1.5581 2.0855 7.0032 3.1192 4.3415 4.2139 7.954 3.3133 9.5875 6.4781 5.7527 8.1652 0.1508 2.4804 5.9458 0.7942 3.5879
"24" 5.75 1.5314 2.0633 7.0656 3.1511 4.4093 4.1621 8.1796 3.2506 10.1091 6.7504 5.6995 8.2532 0.0892 2.3244 5.8197 0.76 3.4582
