"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12" "R1" "R2" "R3" "R4" "R5"
"1" 0 0.11 0.12 0.13 0.14 0.15 0.16 0.17 0.18 0.19 0.2 0.21 0.22 6 10 14 4 9
"2" 0.25 0.1315 0.1373 0.1594 0.1597 0.1828 0.1877 0.2127 0.2103 0.2184 0.2284 0.2497 0.2663 5.9531 9.9456 13.936 3.9739 8.961
"3" 0.5 0.1573 0.157 0.1954 0.1821 0.2227 0.2202 0.2661 0.2456 0.2511 0.2609 0.2968 0.3222 5.9003 9.884 13.8637 3.9444 8.9165
"4" 0.75 0.188 0.1796 0.2395 0.2076 0.2714 0.2583 0.3329 0.2868 0.2887 0.2979 0.3527 0.3899 5.8404 9.8135 13.7811 3.9107 8.8653
"5" 1 0.2247 0.2054 0.2936 0.2366 0.3306 0.3029 0.4164 0.3348 0.3318 0.3402 0.4191 0.4716 5.7717 9.7322 13.686 3.8719 8.8058
"6" 1.25 0.2685 0.2349 0.3598 0.2697 0.4025 0.3552 0.5208 0.3909 0.3813 0.3883 0.498 0.5703 5.6926 9.6376 13.5757 3.8268 8.736
"7" 1.5 0.3208 0.2686 0.4408 0.3073 0.4901 0.4164 0.6513 0.4561 0.4381 0.4432 0.5915 0.6894 5.6007 9.5269 13.4468 3.7742 8.6537
"8" 1.75 0.3832 0.307 0.54 0.35 0.5965 0.4881 0.8144 0.5322 0.5033 0.5058 0.7024 0.8331 5.4936 9.3966 13.2955 3.7125 8.5562
"9" 2 0.4576 0.3509 0.6612 0.3986 0.7257 0.5719 1.0181 0.6207 0.5781 0.5769 0.8339 1.0064 5.3681 9.2426 13.1171 3.6398 8.4399
"10" 2.25 0.5462 0.4009 0.8095 0.4537 0.8824 0.6699 1.2724 0.7236 0.6637 0.6579 0.9896 1.215 5.2207 9.0601 12.9059 3.5539 8.3008
"11" 2.5 0.6516 0.4579 0.9906 0.5162 1.0724 0.7844 1.5898 0.8432 0.7617 0.7499 1.1738 1.4658 5.0471 8.8429 12.6552 3.4521 8.134
"12" 2.75 0.7769 0.5229 1.2117 0.587 1.3023 0.9178 1.9856 0.9819 0.8739 0.8544 1.3913 1.7669 4.8423 8.5841 12.3569 3.3313 7.9335
"13" 3 0.9256 0.5967 1.481 0.6669 1.58 1.0732 2.4788 1.1424 1.0019 0.9727 1.648 2.1275 4.6003 8.2753 12.0017 3.1879 7.6921
"14" 3.25 1.1016 0.6804 1.8088 0.7569 1.9145 1.2535 3.0927 1.3276 1.1478 1.1064 1.95 2.5581 4.3145 7.9067 11.5783 3.0175 7.4012
"15" 3.5 1.3093 0.7753 2.2066 0.8579 2.3163 1.4621 3.8556 1.5407 1.3136 1.257 2.3042 3.0703 3.9772 7.4668 11.0739 2.8154 7.0509
"16" 3.75 1.5534 0.8821 2.6879 0.9706 2.7963 1.7022 4.8017 1.7844 1.5013 1.4259 2.7177 3.6761 3.5799 6.9426 10.4739 2.5762 6.6295
"17" 4 1.8385 1.0017 3.2674 1.0955 3.3659 1.9765 5.9717 2.0609 1.7126 1.6139 3.197 4.3866 3.114 6.3202 9.7628 2.2943 6.1239
"18" 4.25 2.1681 1.134 3.9577 1.232 4.034 2.2858 7.4124 2.37 1.9483 1.821 3.7457 5.209 2.5721 5.5859 8.9254 1.9647 5.5207
"19" 4.5 2.541 1.2773 4.7644 1.378 4.8032 2.626 9.1752 2.7066 2.2071 2.0448 4.3598 6.1402 1.9516 4.7304 7.9519 1.5851 4.8084
"20" 4.75 2.9402 1.4253 5.6697 1.5277 5.6577 2.9806 11.2769 3.0523 2.4826 2.278 5.0135 7.1519 1.2676 3.7659 6.8575 1.1638 3.9921
"21" 5 3.3089 1.5577 6.5727 1.668 6.5396 3.2961 13.5616 3.3513 2.7575 2.5027 5.6146 8.1613 0.5939 2.7826 5.7467 0.7439 3.1409
"22" 5.25 3.4947 1.6191 7.135 1.7636 7.2223 3.4376 15.3244 3.4717 2.9877 2.6846 5.915 8.8814 0.1608 2.0962 4.9786 0.4659 2.5182
"23" 5.5 3.472 1.5991 7.2172 1.7691 7.4212 3.3927 15.9953 3.412 3.081 2.7537 5.8717 9.014 0.0863 1.9165 4.7847 0.4113 2.3245
"24" 5.75 3.4143 1.5653 7.2075 1.7558 7.516 3.318 16.4261 3.3249 3.1371 2.7901 5.7704 9.029 0.0823 1.8415 4.709 0.4008 2.2221
"25" 6 3.3551 1.5313 7.1912 1.7412 7.604 3.2428 16.848 3.2382 3.1912 2.8244 5.6668 9.0354 0.0815 1.7714 4.6388 0.3925 2.1241
"26" 6.25 3.2959 1.4976 7.1722 1.7261 7.6896 3.1685 17.272 3.1529 3.2448 2.858 5.5634 9.0382 0.0809 1.7015 4.5687 0.3842 2.0261
"27" 6.5 3.2368 1.4643 7.1506 1.7106 7.7729 3.0951 17.6982 3.0691 3.2981 2.8909 5.4603 9.0377 0.0803 1.6317 4.4986 0.376 1.9281
"28" 6.75 3.1779 1.4314 7.1266 1.6948 7.8538 3.0226 18.1263 2.9869 3.351 2.9231 5.3577 9.0337 0.0796 1.5619 4.4286 0.3679 1.8302
"29" 7 3.1192 1.3989 7.1 1.6785 7.9324 2.9511 18.5561 2.9062 3.4035 2.9546 5.2556 9.0265 0.079 1.4923 4.3586 0.3598 1.7325
"30" 7.25 3.0608 1.3668 7.0712 1.662 8.0084 2.8806 18.9872 2.8271 3.4554 2.9853 5.1541 9.016 0.0784 1.4229 4.2888 0.3518 1.635
"31" 7.5 3.0026 1.3351 7.0399 1.6451 8.0819 2.8111 19.4193 2.7495 3.5069 3.0153 5.0531 9.0023 0.0779 1.3536 4.2192 0.3439 1.5377
"32" 7.75 2.9447 1.3038 7.0064 1.6279 8.1528 2.7426 19.8522 2.6734 3.5577 3.0445 4.9528 8.9854 0.0773 1.2847 4.1498 0.3361 1.4407
"33" 8 2.8872 1.273 6.9707 1.6104 8.2211 2.6752 20.2856 2.5989 3.608 3.0729 4.8533 8.9653 0.0767 1.216 4.0807 0.3283 1.3441
"34" 8.25 2.8301 1.2426 6.9329 1.5927 8.2867 2.6088 20.7192 2.5259 3.6577 3.1005 4.7545 8.9423 0.0762 1.1477 4.0119 0.3206 1.248
"35" 8.5 2.7733 1.2126 6.8929 1.5747 8.3497 2.5435 21.1528 2.4544 3.7068 3.1272 4.6565 8.9162 0.0756 1.0797 3.9435 0.313 1.1523
"36" 8.75 2.7171 1.1832 6.851 1.5564 8.4099 2.4792 21.5861 2.3845 3.7551 3.1531 4.5594 8.8872 0.0751 1.0121 3.8754 0.3055 1.0571
"37" 9 2.6613 1.1541 6.8072 1.538 8.4674 2.4161 22.0188 2.3161 3.8028 3.1782 4.4633 8.8553 0.0745 0.945 3.8078 0.2981 0.9626
"38" 9.25 2.606 1.1256 6.7614 1.5193 8.5222 2.354 22.4507 2.2492 3.8497 3.2023 4.3681 8.8207 0.074 0.8783 3.7407 0.2908 0.8686
"39" 9.5 2.5512 1.0975 6.7139 1.5005 8.5742 2.293 22.8815 2.1838 3.8959 3.2257 4.2739 8.7833 0.0735 0.8121 3.674 0.2835 0.7753
"40" 9.75 2.497 1.0699 6.6647 1.4815 8.6234 2.2332 23.3111 2.1199 3.9413 3.2481 4.1808 8.7434 0.073 0.7465 3.6079 0.2764 0.6827
"41" 10 2.4433 1.0428 6.6139 1.4624 8.6699 2.1744 23.7391 2.0574 3.986 3.2697 4.0888 8.7009 0.0725 0.6814 3.5423 0.2694 0.5909
"42" 10.25 2.3903 1.0161 6.5615 1.4432 8.7136 2.1168 24.1655 1.9964 4.0298 3.2903 3.9978 8.656 0.072 0.6168 3.4773 0.2625 0.4998
"43" 10.5 2.3379 0.9899 6.5077 1.4238 8.7545 2.0603 24.5899 1.9369 4.0728 3.3101 3.9081 8.6087 0.0716 0.5529 3.4129 0.2557 0.4096
"44" 10.75 2.2861 0.9643 6.4524 1.4044 8.7928 2.0049 25.0122 1.8788 4.115 3.329 3.8195 8.5592 0.0711 0.4896 3.3492 0.2489 0.3202
"45" 11 2.235 0.9391 6.3958 1.3849 8.8283 1.9506 25.4322 1.8222 4.1563 3.3471 3.7322 8.5075 0.0706 0.4269 3.2861 0.2423 0.2317
"46" 11.25 2.1851 0.9145 6.3397 1.3657 8.8638 1.8978 25.8098 1.7672 4.198 3.3652 3.6468 8.456 0.0734 0.3727 3.2322 0.2382 0.153
"47" 11.5 2.1467 0.8945 6.3235 1.354 8.9444 1.8544 25.8955 1.7208 4.2689 3.3847 3.5805 8.4594 0.0898 0.3608 3.2276 0.2438 0.1307
"48" 11.75 2.1234 0.8801 6.3619 1.3522 9.0071 1.823 25.8664 1.685 4.3799 3.3916 3.539 8.5384 0.1028 0.3521 3.2374 0.2462 0.1246
"49" 12 2.1094 0.8692 6.4348 1.3565 9.0542 1.799 25.7945 1.6558 4.5176 3.3933 3.5127 8.6655 0.1106 0.339 3.2495 0.2444 0.1216
"50" 12.25 2.1005 0.8602 6.5282 1.3642 9.0924 1.7792 25.6989 1.6304 4.6732 3.3921 3.4949 8.8218 0.1151 0.3227 3.2625 0.2402 0.1197
"51" 12.5 2.0947 0.8523 6.6345 1.3739 9.1252 1.7618 25.5892 1.6072 4.8382 3.3892 3.482 8.9969 0.1178 0.3046 3.276 0.2344 0.1187
