"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12" "R1" "R2" "R3" "R4" "R5"
"1" 0 0.11 0.12 0.13 0.14 0.15 0.16 0.17 0.18 0.19 0.2 0.21 0.22 6 10 14 4 9
"2" 0.25 0.1275 0.145 0.1556 0.1611 0.176 0.1975 0.2021 0.2114 0.2385 0.231 0.2459 0.2668 5.9523 9.9439 13.9365 3.9737 8.9614
"3" 0.5 0.1478 0.1753 0.1863 0.1853 0.2066 0.2439 0.2403 0.2482 0.2993 0.2668 0.2879 0.3235 5.8985 9.8799 13.8649 3.9438 8.9176
"4" 0.75 0.1713 0.2118 0.223 0.2131 0.2424 0.301 0.2856 0.2913 0.3756 0.3081 0.3371 0.3921 5.8372 9.8064 13.7837 3.9097 8.8676
"5" 1 0.1986 0.2559 0.2669 0.2451 0.2843 0.3715 0.3395 0.342 0.4712 0.3558 0.3945 0.4752 5.7667 9.721 13.6906 3.8703 8.8099
"6" 1.25 0.2301 0.3091 0.3193 0.2818 0.3335 0.4584 0.4035 0.4013 0.591 0.4108 0.4617 0.5758 5.6853 9.6211 13.5832 3.8245 8.7428
"7" 1.5 0.2665 0.3734 0.3821 0.3239 0.391 0.5655 0.4795 0.4708 0.7411 0.4741 0.5403 0.6974 5.5906 9.5037 13.4587 3.771 8.6644
"8" 1.75 0.3087 0.4508 0.457 0.3723 0.4583 0.6974 0.5698 0.5521 0.9291 0.5471 0.632 0.8444 5.4798 9.3647 13.3135 3.7081 8.5724
"9" 2 0.3574 0.5442 0.5465 0.4276 0.5371 0.8597 0.677 0.6473 1.1643 0.6311 0.7391 1.022 5.3498 9.1998 13.1435 3.6341 8.4638
"10" 2.25 0.4137 0.6568 0.6533 0.491 0.6291 1.0594 0.8041 0.7586 1.4585 0.7278 0.8639 1.2361 5.1967 9.0033 12.944 3.5464 8.3354
"11" 2.5 0.4786 0.7922 0.7808 0.5636 0.7365 1.3047 0.955 0.8884 1.8259 0.8388 1.0094 1.494 5.0161 8.7688 12.7092 3.4426 8.1832
"12" 2.75 0.5534 0.9551 0.9326 0.6463 0.8617 1.6055 1.1338 1.0398 2.2844 0.9662 1.1787 1.8042 4.8028 8.4883 12.4325 3.3194 8.0023
"13" 3 0.6394 1.1506 1.1133 0.7406 1.0074 1.9737 1.3457 1.2158 2.8555 1.1122 1.3753 2.1763 4.5506 8.1526 12.1063 3.1732 7.7874
"14" 3.25 0.7382 1.385 1.328 0.8478 1.1764 2.423 1.5965 1.42 3.5653 1.2789 1.603 2.6214 4.2526 7.7509 11.7217 2.9997 7.532
"15" 3.5 0.8512 1.665 1.5824 0.969 1.3718 2.9692 1.893 1.6557 4.445 1.4688 1.8659 3.1515 3.901 7.2708 11.2689 2.7941 7.2287
"16" 3.75 0.9799 1.9976 1.8829 1.1054 1.5967 3.6295 2.243 1.9264 5.5305 1.684 2.1679 3.7792 3.4876 6.6986 10.7374 2.5514 6.8695
"17" 4 1.1256 2.39 2.2356 1.2577 1.8535 4.4207 2.6553 2.2343 6.862 1.9262 2.512 4.5162 3.0046 6.0201 10.117 2.2665 6.446
"18" 4.25 1.2886 2.8471 2.6444 1.4255 2.1436 5.355 3.1397 2.5788 8.4795 2.1957 2.8986 5.3697 2.4466 5.223 9.4004 1.9358 5.9509
"19" 4.5 1.4653 3.3673 3.1084 1.6063 2.465 6.4283 3.7017 2.9531 10.4134 2.4898 3.3218 6.3364 1.8163 4.3038 8.5896 1.5601 5.3823
"20" 4.75 1.6455 3.9285 3.6102 1.7933 2.8084 7.5879 4.3271 3.3326 12.6593 2.7998 3.7582 7.3875 1.1402 3.2866 7.7161 1.1531 4.7554
"21" 5 1.798 4.4467 4.0807 1.972 3.1508 8.6394 4.9546 3.6472 15.1256 3.1045 4.1347 8.4449 0.5098 2.2684 6.8901 0.7634 4.1294
"22" 5.25 1.8572 4.7137 4.3371 2.0868 3.3777 9.1442 5.3763 3.7588 17.3869 3.3542 4.2917 9.1303 0.1522 1.5396 6.3971 0.5242 3.6882
"23" 5.5 1.8345 4.7297 4.3662 2.1035 3.4327 9.1439 5.5193 3.7033 18.7263 3.4654 4.2515 9.2918 0.0941 1.2528 6.292 0.4663 3.5233
"24" 5.75 1.7989 4.7017 4.354 2.101 3.4539 9.06 5.6052 3.6226 19.8771 3.5432 4.1795 9.3548 0.09 1.0502 6.2588 0.4414 3.4122
"25" 6 1.7628 4.6697 4.3379 2.0967 3.4718 8.9691 5.6863 3.5414 21.0675 3.6189 4.1056 9.4084 0.0891 0.8447 6.2298 0.4175 3.3012
"26" 6.25 1.7269 4.6361 4.32 2.0916 3.4882 8.8757 5.7658 3.4609 22.3141 3.6945 4.0318 9.4578 0.0883 0.6306 6.2009 0.3928 3.187
"27" 6.5 1.6911 4.601 4.3005 2.0857 3.5033 8.7798 5.8436 3.3812 23.6192 3.7699 3.958 9.5031 0.0875 0.4074 6.1719 0.367 3.0692
"28" 6.75 1.6557 4.5644 4.2796 2.079 3.5169 8.6821 5.92 3.3025 24.9271 3.8452 3.8845 9.5447 0.0876 0.185 6.1443 0.3417 2.9523
"29" 7 1.6245 4.5393 4.2698 2.0754 3.5394 8.6087 6.0174 3.2324 25.3768 3.875 3.821 9.6164 0.0993 0.1051 6.1358 0.3356 2.8976
"30" 7.25 1.6017 4.4976 4.2457 2.0588 3.5444 8.5882 6.1614 3.1788 25.3893 3.8505 3.7673 9.6616 0.1124 0.0926 6.1334 0.3369 2.8737
"31" 7.5 1.5852 4.443 4.2087 2.0363 3.5376 8.6085 6.343 3.1376 25.3122 3.8148 3.7058 9.672 0.1205 0.0887 6.123 0.338 2.8509
"32" 7.75 1.5721 4.3843 4.1673 2.012 3.5266 8.6516 6.5325 3.1033 25.2034 3.7754 3.6416 9.6699 0.1251 0.0875 6.1086 0.3382 2.8291
"33" 8 1.5609 4.3246 4.1245 1.9872 3.5141 8.7073 6.7238 3.0728 25.083 3.7349 3.5773 9.6629 0.1274 0.0868 6.0918 0.3377 2.8076
"34" 8.25 1.5506 4.2645 4.081 1.9622 3.5005 8.7692 6.9178 3.0441 24.9549 3.6938 3.5132 9.6527 0.1284 0.0863 6.0735 0.3369 2.7861
"35" 8.5 1.5406 4.2043 4.0371 1.937 3.4861 8.8336 7.1152 3.0163 24.8211 3.6523 3.4495 9.64 0.1287 0.0858 6.0541 0.3358 2.7643
"36" 8.75 1.5308 4.1443 3.9928 1.9119 3.471 8.8989 7.3162 2.9888 24.6827 3.6107 3.3865 9.6251 0.1286 0.0855 6.034 0.3347 2.7421
"37" 9 1.5209 4.0844 3.9484 1.8867 3.4554 8.9638 7.5211 2.9613 24.5402 3.5689 3.3241 9.6083 0.1283 0.0851 6.0132 0.3335 2.7196
"38" 9.25 1.5109 4.0247 3.9038 1.8616 3.4392 9.0278 7.73 2.9338 24.394 3.5271 3.2624 9.5897 0.1278 0.0848 5.992 0.3323 2.6966
"39" 9.5 1.5007 3.9653 3.8591 1.8366 3.4225 9.0906 7.9428 2.9061 24.2442 3.4852 3.2013 9.5693 0.1274 0.0844 5.9703 0.3312 2.6732
"40" 9.75 1.4904 3.9061 3.8142 1.8116 3.4053 9.152 8.1596 2.8782 24.0909 3.4432 3.141 9.5472 0.1269 0.0841 5.9481 0.3301 2.6493
"41" 10 1.4799 3.8473 3.7693 1.7867 3.3875 9.2118 8.3805 2.8501 23.9342 3.4013 3.0814 9.5233 0.1264 0.0838 5.9255 0.329 2.6249
"42" 10.25 1.4692 3.7887 3.7243 1.7619 3.3693 9.2701 8.6053 2.8218 23.7741 3.3593 3.0225 9.4977 0.1258 0.0834 5.9024 0.3279 2.6001
"43" 10.5 1.4584 3.7304 3.6792 1.7371 3.3506 9.3267 8.834 2.7933 23.6106 3.3173 2.9642 9.4703 0.1253 0.0831 5.8789 0.3269 2.5748
"44" 10.75 1.4473 3.6724 3.6341 1.7124 3.3314 9.3817 9.0667 2.7647 23.4438 3.2753 2.9067 9.4411 0.1248 0.0827 5.855 0.326 2.549
"45" 11 1.4362 3.6148 3.5889 1.6878 3.3116 9.435 9.3033 2.7359 23.2737 3.2333 2.8499 9.4102 0.1243 0.0824 5.8307 0.325 2.5228
"46" 11.25 1.4248 3.5574 3.5436 1.6633 3.2914 9.4866 9.5437 2.7069 23.1004 3.1913 2.7937 9.3775 0.1238 0.082 5.8059 0.3242 2.4961
"47" 11.5 1.4134 3.5004 3.4983 1.6388 3.2707 9.5365 9.7879 2.6778 22.9238 3.1494 2.7382 9.3429 0.1233 0.0817 5.7807 0.3233 2.469
"48" 11.75 1.4017 3.4437 3.453 1.6145 3.2495 9.5847 10.0358 2.6486 22.744 3.1074 2.6835 9.3066 0.1228 0.0813 5.7551 0.3225 2.4414
"49" 12 1.39 3.3874 3.4076 1.5903 3.2278 9.6311 10.2874 2.6194 22.5611 3.0655 2.6294 9.2685 0.1224 0.0809 5.7291 0.3218 2.4134
"50" 12.25 1.3781 3.3313 3.3622 1.5661 3.2056 9.6759 10.5426 2.59 22.3751 3.0236 2.576 9.2287 0.1219 0.0806 5.7027 0.3211 2.385
"51" 12.5 1.3662 3.2757 3.3169 1.5421 3.183 9.719 10.8013 2.5606 22.186 2.9818 2.5233 9.187 0.1214 0.0802 5.676 0.3204 2.3561
"52" 12.75 1.3541 3.2204 3.2715 1.5181 3.1599 9.7603 11.0634 2.5311 21.994 2.94 2.4713 9.1436 0.121 0.0798 5.6488 0.3198 2.3268
"53" 13 1.3419 3.1655 3.2262 1.4943 3.1363 9.7999 11.3288 2.5016 21.799 2.8983 2.4199 9.0984 0.1205 0.0794 5.6212 0.3192 2.2971
