"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12" "R1" "R2" "R3" "R4" "R5"
"1" 0 0.11 0.12 0.13 0.14 0.15 0.16 0.17 0.18 0.19 0.2 0.21 0.22 6 10 14 4 9
"2" 0.25 0.1262 0.1435 0.1612 0.1659 0.1698 0.1945 0.2032 0.21 0.2282 0.2349 0.254 0.2642 5.9504 9.944 13.9352 3.9734 8.9617
"3" 0.5 0.1447 0.1715 0.1998 0.1965 0.1922 0.2363 0.2428 0.2451 0.274 0.2759 0.3071 0.3173 5.8939 9.8805 13.862 3.9432 8.9184
"4" 0.75 0.166 0.2051 0.2477 0.2328 0.2176 0.2871 0.2902 0.2859 0.329 0.3239 0.3712 0.3809 5.8292 9.8076 13.7784 3.9085 8.869
"5" 1 0.1903 0.2451 0.3071 0.2757 0.2462 0.3488 0.3468 0.3334 0.395 0.3803 0.4487 0.4572 5.7543 9.7233 13.6824 3.8686 8.8122
"6" 1.25 0.2182 0.2929 0.3805 0.3264 0.2786 0.4237 0.4143 0.3888 0.4741 0.4464 0.5423 0.5487 5.6671 9.6253 13.5712 3.8221 8.7465
"7" 1.5 0.2501 0.35 0.4715 0.3864 0.3152 0.5146 0.495 0.4533 0.5689 0.5238 0.6551 0.6582 5.5649 9.5105 13.4418 3.7678 8.6701
"8" 1.75 0.2866 0.4182 0.584 0.4572 0.3565 0.6247 0.5913 0.5283 0.6825 0.6145 0.7912 0.7893 5.4448 9.3757 13.2904 3.704 8.5808
"9" 2 0.3283 0.4994 0.7232 0.5407 0.403 0.7581 0.7063 0.6154 0.8186 0.7207 0.9553 0.9461 5.3031 9.2167 13.1127 3.6289 8.476
"10" 2.25 0.376 0.5962 0.8953 0.6393 0.4555 0.9196 0.8434 0.7166 0.9814 0.8449 1.1527 1.1334 5.1354 9.0287 12.9036 3.5402 8.3528
"11" 2.5 0.4305 0.7115 1.1078 0.7552 0.5146 1.1147 1.007 0.8338 1.176 0.99 1.3901 1.3568 4.9368 8.8061 12.657 3.4352 8.2075
"12" 2.75 0.4925 0.8487 1.37 0.8916 0.5811 1.35 1.2019 0.9695 1.4084 1.1592 1.6751 1.6228 4.7014 8.5423 12.3659 3.311 8.0361
"13" 3 0.5632 1.0115 1.6931 1.0515 0.6557 1.6332 1.4342 1.1261 1.6855 1.3562 2.0164 1.939 4.4222 8.2295 12.0223 3.1639 7.8337
"14" 3.25 0.6434 1.2041 2.0904 1.2385 0.7392 1.9729 1.7106 1.3063 2.0151 1.5851 2.424 2.3135 4.0917 7.8591 11.6169 2.9901 7.5949
"15" 3.5 0.7342 1.4312 2.5774 1.4564 0.8323 2.3784 2.0392 1.5125 2.4061 1.85 2.9086 2.7552 3.7014 7.4214 11.1397 2.785 7.3135
"16" 3.75 0.8365 1.6972 3.1704 1.7089 0.9357 2.859 2.4295 1.7467 2.8681 2.1552 3.4809 3.2733 3.2428 6.9063 10.5802 2.5443 6.983
