"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12" "R1" "R2" "R3" "R4" "R5"
"1" 0 0.11 0.12 0.13 0.14 0.15 0.16 0.17 0.18 0.19 0.2 0.21 0.22 6 10 14 4 9
"2" 0.25 0.1294 0.1448 0.1494 0.1614 0.1824 0.1831 0.1974 0.2073 0.2375 0.2351 0.2553 0.2508 5.9538 9.9456 13.9384 3.9751 8.9634
"3" 0.5 0.1523 0.1747 0.1717 0.1861 0.2217 0.2095 0.2292 0.2387 0.2969 0.2764 0.3103 0.286 5.9021 9.884 13.8695 3.9472 8.9224
"4" 0.75 0.1792 0.2108 0.1973 0.2146 0.2694 0.2397 0.2661 0.2749 0.3711 0.3249 0.377 0.326 5.8435 9.8136 13.7918 3.9156 8.876
"5" 1 0.2108 0.2544 0.2267 0.2473 0.3274 0.2742 0.3089 0.3165 0.4637 0.3819 0.4581 0.3716 5.7768 9.7323 13.7033 3.8796 8.8231
"6" 1.25 0.2479 0.3068 0.2604 0.285 0.3977 0.3137 0.3585 0.3643 0.5793 0.4487 0.5565 0.4234 5.7001 9.6377 13.602 3.8382 8.7624
"7" 1.5 0.2916 0.37 0.2991 0.3283 0.4831 0.3587 0.4162 0.4192 0.7236 0.5272 0.6759 0.4824 5.6114 9.5271 13.4852 3.7903 8.6921
"8" 1.75 0.3428 0.4462 0.3436 0.3782 0.5866 0.4102 0.483 0.4824 0.9036 0.6192 0.8207 0.5494 5.5085 9.397 13.35 3.7347 8.6105
"9" 2 0.4029 0.5378 0.3945 0.4355 0.712 0.4689 0.5605 0.5548 1.1281 0.7271 0.9961 0.6256 5.3886 9.2433 13.1929 3.6697 8.5152
"10" 2.25 0.4734 0.6481 0.4529 0.5012 0.8639 0.536 0.6503 0.6379 1.4078 0.8534 1.2086 0.7121 5.2483 9.0611 13.0096 3.5935 8.4036
"11" 2.5 0.556 0.7808 0.5199 0.5767 1.0477 0.6123 0.7544 0.733 1.756 1.0013 1.4656 0.8101 5.0838 8.8444 12.7953 3.5041 8.2724
"12" 2.75 0.6527 0.9402 0.5965 0.6631 1.2698 0.6991 0.875 0.8419 2.1891 1.1741 1.7762 0.9212 4.8907 8.5863 12.5443 3.3988 8.118
"13" 3 0.7657 1.1315 0.6841 0.7619 1.5377 0.7978 1.0147 0.9663 2.7271 1.3759 2.1509 1.0467 4.6637 8.2786 12.2501 3.2748 7.936
"14" 3.25 0.8977 1.3608 0.7842 0.8747 1.8604 0.9096 1.1762 1.1079 3.3944 1.6111 2.6021 1.1883 4.3969 7.9114 11.9052 3.1286 7.7212
"15" 3.5 1.0513 1.6346 0.8984 1.0031 2.2479 1.036 1.3629 1.2689 4.2201 1.8844 3.1436 1.3476 4.0835 7.4734 11.501 2.9564 7.4678
"16" 3.75 1.2297 1.9604 1.0282 1.1486 2.7117 1.1782 1.5785 1.4507 5.2388 2.2009 3.7911 1.5259 3.7162 6.9519 11.0283 2.7539 7.1692
"17" 4 1.4358 2.346 1.175 1.3126 3.2639 1.3371 1.8271 1.6549 6.4905 2.5659 4.5605 1.7246 3.2874 6.3329 10.4775 2.5167 6.8182
"18" 4.25 1.6718 2.7983 1.3396 1.496 3.9168 1.513 2.1131 1.8816 8.0192 2.9838 5.4661 1.944 2.7906 5.6025 9.8399 2.2405 6.4078
"19" 4.5 1.9367 3.3211 1.5217 1.6986 4.68 1.7041 2.4408 2.1283 9.869 3.457 6.5145 2.183 2.2224 4.7496 9.1103 1.923 5.9322
"20" 4.75 2.2242 3.9077 1.7177 1.9177 5.5564 1.9044 2.807 2.3868 12.074 3.9835 7.6896 2.438 1.5896 3.7751 8.2958 1.5671 5.3923
"21" 5 2.5118 4.5207 1.9149 2.1465 6.5319 2.0965 3.1965 2.6329 14.6357 4.5518 8.9083 2.6997 0.9268 2.7105 7.4335 1.19 4.8041
"22" 5.25 2.7311 5.0273 2.0715 2.36 7.4953 2.2317 3.548 2.8021 17.4571 5.133 9.8909 2.9292 0.3502 1.6862 6.6566 0.8535 4.2349
"23" 5.5 2.7781 5.1945 2.113 2.4475 7.9857 2.242 3.7137 2.8103 19.5132 5.5158 10.1827 2.9992 0.1117 1.1217 6.3025 0.704 3.9185
"24" 5.75 2.7359 5.1694 2.0886 2.4498 8.1377 2.191 3.7479 2.7422 20.7248 5.6908 10.1016 2.9733 0.0873 0.9043 6.233 0.6763 3.7983
"25" 6 2.6851 5.1238 2.0573 2.4422 8.2499 2.1351 3.7658 2.6683 21.8669 5.8412 9.9823 2.937 0.0853 0.7207 6.1943 0.6609 3.6982
"26" 6.25 2.634 5.0755 2.0255 2.4331 8.3572 2.0797 3.7814 2.5953 23.0487 5.9908 9.8586 2.8996 0.0844 0.5324 6.157 0.6453 3.5966
"27" 6.5 2.583 5.0255 1.9934 2.4229 8.461 2.0251 3.7952 2.5235 24.2764 6.1406 9.7324 2.8616 0.0835 0.3372 6.1199 0.6289 3.4922
"28" 6.75 2.5323 4.9746 1.9613 2.4121 8.563 1.9716 3.8079 2.4533 25.4107 6.2917 9.6052 2.8233 0.0846 0.1595 6.0858 0.6154 3.3957
"29" 7 2.4905 4.9422 1.9359 2.4082 8.7054 1.9246 3.8364 2.3913 25.7656 6.3639 9.5143 2.795 0.0983 0.1079 6.072 0.6185 3.3579
"30" 7.25 2.4631 4.9054 1.9101 2.3951 8.8297 1.8876 3.8926 2.3416 25.8177 6.3682 9.472 2.7682 0.1123 0.0988 6.0676 0.6239 3.3437
"31" 7.5 2.4492 4.8598 1.8816 2.3777 8.9345 1.8599 3.9761 2.3033 25.8139 6.3599 9.4221 2.7369 0.127 0.0965 6.0625 0.6296 3.3298
"32" 7.75 2.4478 4.8109 1.8522 2.3587 9.0317 1.8405 4.0753 2.2753 25.787 6.3462 9.3648 2.7042 0.1408 0.0954 6.0543 0.6343 3.314
"33" 8 2.4574 4.7609 1.8228 2.3392 9.1261 1.8282 4.1755 2.2561 25.7504 6.3305 9.3047 2.671 0.1535 0.0948 6.0441 0.6381 3.2978
"34" 8.25 2.4765 4.7103 1.7935 2.3192 9.2186 1.822 4.2768 2.2443 25.7064 6.313 9.2425 2.6377 0.1649 0.0943 6.032 0.6411 3.2812
"35" 8.5 2.5013 4.6593 1.7644 2.2989 9.3094 1.8209 4.3794 2.239 25.6561 6.2942 9.1786 2.6042 0.1753 0.0939 6.0183 0.6433 3.2642
"36" 8.75 2.5261 4.6081 1.7354 2.2784 9.3992 1.8245 4.4836 2.2393 25.6013 6.2743 9.1137 2.5708 0.1847 0.0936 6.0034 0.6451 3.2469
"37" 9 2.5507 4.5568 1.7068 2.2578 9.4882 1.832 4.5894 2.2444 25.5423 6.2536 9.0478 2.5375 0.1932 0.0933 5.9874 0.6464 3.2294
"38" 9.25 2.5751 4.5055 1.6784 2.2371 9.5764 1.8432 4.6969 2.254 25.4796 6.232 8.9812 2.5043 0.2009 0.093 5.9703 0.6473 3.2116
"39" 9.5 2.5994 4.4542 1.6503 2.2163 9.6638 1.8576 4.8061 2.2675 25.4131 6.2096 8.9138 2.4713 0.208 0.0927 5.9523 0.6478 3.1935
"40" 9.75 2.6234 4.4029 1.6225 2.1954 9.7504 1.8749 4.9171 2.2845 25.3431 6.1865 8.8457 2.4384 0.2143 0.0924 5.9333 0.648 3.1752
