"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12" "R1" "R2" "R3" "R4" "R5"
"1" 0 0.11 0.12 0.13 0.14 0.15 0.16 0.17 0.18 0.19 0.2 0.21 0.22 6 10 14 4 9
"2" 0.25 0.129 0.1417 0.1494 0.1677 0.1787 0.1855 0.2034 0.213 0.227 0.2455 0.2368 0.2631 5.955 9.9482 13.9368 3.9756 8.9614
"3" 0.5 0.1513 0.1673 0.1717 0.201 0.213 0.215 0.2434 0.2521 0.2712 0.3014 0.2669 0.3145 5.9047 9.8901 13.8657 3.9484 8.9177
"4" 0.75 0.1775 0.1975 0.1972 0.2407 0.2537 0.2491 0.2911 0.2983 0.324 0.3699 0.3009 0.376 5.8481 9.8246 13.785 3.9177 8.8678
"5" 1 0.2081 0.2331 0.2266 0.2883 0.3022 0.2887 0.3483 0.3529 0.387 0.454 0.3392 0.4494 5.7837 9.7501 13.6926 3.883 8.8103
"6" 1.25 0.244 0.2751 0.2603 0.3452 0.3599 0.3345 0.4166 0.4175 0.4622 0.557 0.3822 0.537 5.7101 9.6647 13.586 3.8433 8.7438
"7" 1.5 0.286 0.3246 0.299 0.4132 0.4285 0.3875 0.4983 0.4937 0.5519 0.6832 0.4307 0.6415 5.6252 9.5663 13.4623 3.7977 8.6663
"8" 1.75 0.3352 0.383 0.3434 0.4944 0.51 0.4489 0.5959 0.5836 0.6589 0.8378 0.4852 0.7661 5.527 9.4523 13.3182 3.7451 8.5756
"9" 2 0.3927 0.4518 0.3943 0.5915 0.6069 0.5198 0.7125 0.6897 0.7864 1.027 0.5465 0.9146 5.4128 9.3197 13.1496 3.6842 8.4691
"10" 2.25 0.46 0.5328 0.4527 0.7073 0.7219 0.6018 0.8517 0.8148 0.9384 1.2585 0.6154 1.0914 5.2796 9.1652 12.9516 3.6133 8.3437
"11" 2.5 0.5386 0.6282 0.5196 0.8453 0.8584 0.6964 1.018 0.9621 1.1192 1.5415 0.6928 1.3017 5.1237 8.9845 12.7186 3.5307 8.1957
"12" 2.75 0.6304 0.7404 0.5962 1.0097 1.0201 0.8055 1.2164 1.1353 1.3344 1.8869 0.7795 1.5516 4.9409 8.7729 12.4441 3.4344 8.0207
"13" 3 0.7374 0.8721 0.6838 1.2051 1.2116 0.931 1.4529 1.3387 1.5901 2.3082 0.8767 1.848 4.7264 8.5249 12.1201 3.3218 7.8139
"14" 3.25 0.862 1.0267 0.784 1.4371 1.4377 1.0753 1.7347 1.5769 1.8936 2.821 0.9853 2.1989 4.4745 8.2342 11.7377 3.1902 7.5692
"15" 3.5 1.0068 1.2076 0.8983 1.7117 1.7045 1.2406 2.0702 1.8553 2.2531 3.444 1.1064 2.6133 4.1786 7.8933 11.2866 3.0364 7.28
"16" 3.75 1.1747 1.4184 1.0285 2.0358 2.018 1.4293 2.4688 2.1791 2.678 4.1986 1.2409 3.101 3.8316 7.4944 10.7552 2.8572 6.9387
"17" 4 1.3687 1.6631 1.1759 2.4165 2.3853 1.6435 2.9416 2.5534 3.1786 5.1092 1.3897 3.6725 3.4258 7.0285 10.1308 2.6487 6.5369
"18" 4.25 1.5906 1.9449 1.3416 2.8612 2.8132 1.8845 3.5011 2.9822 3.7659 6.2021 1.5527 4.3378 2.9533 6.4869 9.4007 2.4074 6.066
"19" 4.5 1.8405 2.2655 1.5259 3.3759 3.3078 2.1518 4.1606 3.4655 4.4505 7.5037 1.7289 5.1052 2.4077 5.8618 8.5534 2.1308 5.518
"20" 4.75 2.1143 2.6216 1.7264 3.9637 3.8726 2.4397 4.9319 3.994 5.2405 9.0358 1.914 5.9781 1.7871 5.1499 7.584 1.8185 4.888
"21" 5 2.396 2.9953 1.9334 4.6209 4.5054 2.7296 5.796 4.5323 6.1382 10.8057 2.0959 6.9493 1.1045 4.3652 6.5105 1.4789 4.187
"22" 5.25 2.6284 3.3177 2.1103 5.2934 5.1435 2.9602 6.6476 4.9629 7.117 12.7794 2.236 7.9031 0.425 3.587 5.433 1.1533 3.4808
"23" 5.5 2.6738 3.4034 2.1543 5.596 5.4298 2.9904 7.0683 5.0277 7.7377 14.0912 2.2433 8.2724 0.0878 3.2102 4.8872 1.0144 3.1216
"24" 5.75 2.6053 3.3331 2.1074 5.5856 5.4193 2.9035 7.097 4.8848 7.9216 14.5222 2.1725 8.1987 0.0651 3.1933 4.8374 1.0278 3.0863
"25" 6 2.5318 3.2545 2.0556 5.5525 5.3868 2.8123 7.0953 4.734 8.0692 14.884 2.0991 8.0952 0.064 3.2021 4.8228 1.0512 3.0747
"26" 6.25 2.4594 3.1764 2.0042 5.5163 5.3514 2.7229 7.089 4.5861 8.2136 15.2424 2.0276 7.9888 0.0632 3.2126 4.8098 1.0749 3.0649
