"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12" "R1" "R2" "R3" "R4" "R5"
"1" 0 0.11 0.12 0.13 0.14 0.15 0.16 0.17 0.18 0.19 0.2 0.21 0.22 6 10 14 4 9
"2" 0.25 0.1273 0.1426 0.1516 0.1667 0.1745 0.1871 0.2124 0.2008 0.2286 0.2322 0.2565 0.2502 5.9525 9.9439 13.9363 3.9745 8.9613
"3" 0.5 0.1473 0.1694 0.1768 0.1985 0.203 0.2188 0.2653 0.224 0.275 0.2695 0.3132 0.2845 5.8988 9.8799 13.8643 3.9458 8.9174
"4" 0.75 0.1704 0.2013 0.2062 0.2363 0.2361 0.2559 0.3314 0.2499 0.3308 0.3128 0.3824 0.3235 5.8376 9.8062 13.7822 3.913 8.8669
"5" 1 0.1972 0.2392 0.2404 0.2813 0.2746 0.2992 0.4139 0.2786 0.3979 0.363 0.4668 0.3678 5.7672 9.7206 13.6877 3.8754 8.8084
"6" 1.25 0.2281 0.2841 0.2802 0.3348 0.3193 0.3498 0.5168 0.3107 0.4785 0.4212 0.5697 0.4181 5.6856 9.6205 13.5782 3.8317 8.7401
"7" 1.5 0.2638 0.3374 0.3266 0.3983 0.3711 0.4088 0.6454 0.3464 0.5753 0.4886 0.6951 0.4751 5.5904 9.5027 13.4504 3.7808 8.6598
"8" 1.75 0.305 0.4006 0.3807 0.4737 0.4313 0.4777 0.8057 0.3861 0.6915 0.5667 0.8479 0.5398 5.4789 9.3633 13.3005 3.7211 8.5649
"9" 2 0.3525 0.4755 0.4435 0.5632 0.5011 0.5581 1.0057 0.4302 0.831 0.6571 1.0338 0.613 5.3476 9.1977 13.1239 3.6509 8.4522
"10" 2.25 0.4073 0.5643 0.5167 0.6692 0.582 0.6517 1.255 0.4792 0.9982 0.7615 1.26 0.6959 5.1926 9.0004 12.9151 3.5678 8.3178
"11" 2.5 0.4705 0.6694 0.6016 0.7947 0.6756 0.7607 1.5658 0.5335 1.1985 0.8822 1.5347 0.7896 5.0091 8.7648 12.6674 3.4694 8.1573
"12" 2.75 0.5432 0.7937 0.7003 0.9431 0.7838 0.8872 1.9527 0.5936 1.4383 1.0214 1.868 0.8954 4.7915 8.4829 12.3732 3.3526 7.9649
"13" 3 0.6267 0.9405 0.8148 1.1182 0.9086 1.034 2.4342 0.6601 1.7248 1.1818 2.2714 1.0146 4.5331 8.1453 12.0231 3.2138 7.7342
"14" 3.25 0.7224 1.1135 0.9474 1.3242 1.0523 1.2037 3.0327 0.7333 2.0665 1.3661 2.7586 1.1485 4.2266 7.7412 11.6064 3.0487 7.4571
"15" 3.5 0.8318 1.3164 1.1006 1.5657 1.2173 1.3992 3.7757 0.8135 2.4731 1.5772 3.3447 1.2984 3.8632 7.2576 11.1107 2.8526 7.1244
"16" 3.75 0.9565 1.5532 1.2766 1.8473 1.4057 1.623 4.6962 0.9009 2.955 1.818 4.0457 1.4652 3.4336 6.6804 10.5221 2.6203 6.7254
"17" 4 1.0972 1.8276 1.4774 2.1735 1.6197 1.8767 5.8337 0.9951 3.523 2.0909 4.8767 1.6496 2.9286 5.9945 9.826 2.3464 6.2483
"18" 4.25 1.2531 2.1408 1.7034 2.5468 1.86 2.1596 7.2341 1.0947 4.1871 2.3972 5.8465 1.8507 2.341 5.1859 9.0091 2.0263 5.6805
"19" 4.5 1.4201 2.4884 1.9514 2.966 2.1254 2.4646 8.9331 1.1959 4.9529 2.7352 6.9436 2.0658 1.6731 4.2505 8.0685 1.6604 5.0154
"20" 4.75 1.5848 2.8474 2.2061 3.4217 2.41 2.7665 10.8888 1.2885 5.8146 3.0976 8.0926 2.2878 0.9587 3.2238 7.0429 1.2657 4.2727
"21" 5 1.7048 3.1341 2.4113 3.8598 2.6737 2.9862 12.8033 1.345 6.7267 3.4641 9.0137 2.4786 0.3356 2.2737 6.1078 0.9155 3.5632
"22" 5.25 1.7168 3.2038 2.463 4.0434 2.7744 3.0095 13.8212 1.3309 7.3039 3.6758 9.2467 2.5241 0.1011 1.8411 5.7015 0.7769 3.2114
"23" 5.5 1.6805 3.1674 2.4363 4.0723 2.7785 2.9463 14.2296 1.2885 7.5955 3.7576 9.1527 2.4933 0.0825 1.7256 5.6127 0.7582 3.0931
"24" 5.75 1.6412 3.1227 2.4033 4.0872 2.7739 2.8778 14.5869 1.2453 7.8652 3.8272 9.0336 2.4565 0.0813 1.6358 5.5498 0.7491 2.9942
"25" 6 1.6023 3.0775 2.3698 4.1001 2.7681 2.8101 14.9441 1.2033 8.1397 3.8961 8.9125 2.4194 0.0806 1.546 5.4878 0.7401 2.8955
"26" 6.25 1.564 3.032 2.3362 4.1116 2.7614 2.7432 15.3029 1.1625 8.4197 3.9647 8.7903 2.3822 0.08 1.4552 5.4256 0.7311 2.7961
"27" 6.5 1.5263 2.9864 2.3023 4.1216 2.7538 2.6773 15.663 1.1229 8.7054 4.0329 8.6672 2.3449 0.0794 1.3636 5.3633 0.7218 2.6963
