"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12" "R1" "R2" "R3" "R4" "R5"
"1" 0 0.11 0.12 0.13 0.14 0.15 0.16 0.17 0.18 0.19 0.2 0.21 0.22 6 10 14 4 9
"2" 0.25 0.1337 0.1385 0.1509 0.1722 0.1712 0.1844 0.1998 0.221 0.2215 0.2339 0.2577 0.2618 5.9518 9.9463 13.9367 3.9737 8.9632
"3" 0.5 0.1626 0.1598 0.1752 0.2118 0.1954 0.2124 0.2347 0.2712 0.2582 0.2734 0.3162 0.3114 5.8973 9.8857 13.8655 3.9438 8.922
"4" 0.75 0.1976 0.1844 0.2033 0.2604 0.2229 0.2447 0.2757 0.3328 0.3009 0.3196 0.388 0.3704 5.835 9.8167 13.7846 3.9096 8.8754
"5" 1 0.2401 0.2128 0.236 0.3201 0.2543 0.2819 0.3239 0.4082 0.3507 0.3735 0.4759 0.4405 5.7632 9.7375 13.6919 3.8701 8.8224
"6" 1.25 0.2918 0.2455 0.2738 0.3934 0.2901 0.3247 0.3805 0.5007 0.4086 0.4365 0.5836 0.5237 5.68 9.646 13.585 3.8242 8.7615
"7" 1.5 0.3544 0.2832 0.3177 0.4833 0.3308 0.3739 0.447 0.6139 0.476 0.5099 0.7155 0.6224 5.5828 9.5396 13.4609 3.7705 8.6913
"8" 1.75 0.4304 0.3266 0.3686 0.5935 0.3772 0.4305 0.525 0.7525 0.5545 0.5956 0.877 0.7395 5.4688 9.4153 13.3162 3.7075 8.6099
"9" 2 0.5224 0.3766 0.4275 0.7285 0.4299 0.4955 0.6165 0.9218 0.6456 0.6954 1.0744 0.8782 5.3346 9.2695 13.1469 3.6331 8.5152
"10" 2.25 0.6339 0.4341 0.4956 0.8937 0.4898 0.5701 0.7239 1.1287 0.7515 0.8116 1.3157 1.0424 5.1761 9.098 12.9479 3.5451 8.4047
"11" 2.5 0.7687 0.5002 0.5745 1.0956 0.5579 0.6556 0.8498 1.381 0.8744 0.9467 1.6102 1.2365 4.9886 8.8958 12.7138 3.4408 8.2755
"12" 2.75 0.9316 0.5761 0.6656 1.3419 0.635 0.7535 0.9974 1.6882 1.0169 1.1037 1.969 1.4655 4.7665 8.657 12.4379 3.317 8.1242
"13" 3 1.128 0.6631 0.7708 1.6417 0.7222 0.8653 1.1703 2.0614 1.1818 1.2857 2.4055 1.7351 4.5033 8.375 12.1125 3.1702 7.9468
"14" 3.25 1.3644 0.7627 0.8919 2.0056 0.8206 0.9926 1.3728 2.5132 1.3723 1.4961 2.9348 2.0515 4.1915 8.042 11.729 2.9961 7.7389
