"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12" "R1" "R2" "R3" "R4" "R5"
"1" 0 0.11 0.12 0.13 0.14 0.15 0.16 0.17 0.18 0.19 0.2 0.21 0.22 6 10 14 4 9
"2" 0.25 0.13 0.1386 0.1496 0.171 0.1813 0.1922 0.2066 0.2073 0.2366 0.2348 0.2465 0.255 5.9529 9.9437 13.9355 3.9743 8.9608
"3" 0.5 0.1536 0.16 0.1722 0.2089 0.2192 0.2309 0.251 0.2388 0.2946 0.2755 0.2893 0.2956 5.9 9.8795 13.8627 3.9454 8.9162
"4" 0.75 0.1815 0.1847 0.1982 0.2552 0.2649 0.2773 0.3049 0.275 0.3667 0.3233 0.3396 0.3426 5.84 9.8056 13.7797 3.9126 8.865
"5" 1 0.2144 0.2132 0.2281 0.3116 0.32 0.333 0.3704 0.3166 0.4564 0.3793 0.3984 0.397 5.7715 9.7199 13.6845 3.8749 8.8058
"6" 1.25 0.2533 0.246 0.2625 0.3803 0.3866 0.3999 0.4499 0.3645 0.568 0.445 0.4674 0.4599 5.6927 9.6198 13.5744 3.8314 8.7368
"7" 1.5 0.2991 0.2839 0.302 0.4642 0.4669 0.48 0.5465 0.4194 0.7067 0.5219 0.5483 0.5327 5.6015 9.5021 13.4465 3.781 8.6559
"8" 1.75 0.3531 0.3276 0.3475 0.5662 0.5637 0.5761 0.6636 0.4826 0.879 0.6119 0.6429 0.6167 5.4956 9.3632 13.297 3.7222 8.5605
"9" 2 0.4168 0.3779 0.3996 0.6905 0.6803 0.6912 0.8057 0.5551 1.093 0.7172 0.7537 0.7138 5.372 9.1984 13.1219 3.6533 8.4478
"10" 2.25 0.4917 0.4358 0.4595 0.8416 0.8207 0.829 0.9781 0.6383 1.3585 0.8404 0.8833 0.8259 5.2276 9.0025 12.9159 3.5725 8.314
"11" 2.5 0.5799 0.5024 0.5282 1.025 0.9896 0.9938 1.187 0.7335 1.6877 0.9842 1.0346 0.955 5.0583 8.769 12.6734 3.4774 8.155
"12" 2.75 0.6836 0.579 0.607 1.2476 1.1924 1.1905 1.4401 0.8425 2.0954 1.152 1.2112 1.1035 4.8597 8.4904 12.3873 3.3653 7.9657
"13" 3 0.8052 0.6669 0.6972 1.5169 1.4356 1.425 1.7464 0.9669 2.5997 1.3475 1.4169 1.2742 4.6265 8.1577 12.0496 3.2332 7.7401
"14" 3.25 0.9476 0.7677 0.8003 1.8421 1.7265 1.7039 2.1169 1.1085 3.2222 1.5747 1.6561 1.4697 4.353 7.7604 11.6512 3.0773 7.4712
"15" 3.5 1.114 0.8829 0.918 2.2335 2.0736 2.0344 2.5644 1.2694 3.9889 1.8381 1.9333 1.693 4.0323 7.2864 11.1816 2.8938 7.151
"16" 3.75 1.3078 1.0139 1.052 2.7023 2.4861 2.4243 3.1039 1.4511 4.93 2.1422 2.2533 1.9468 3.6574 6.7219 10.6293 2.6781 6.7704
"17" 4 1.5322 1.1623 1.2038 3.2604 2.9734 2.8813 3.7528 1.6548 6.0797 2.4915 2.6203 2.2333 3.221 6.0523 9.9823 2.4255 6.3194
"18" 4.25 1.79 1.3285 1.374 3.9184 3.5443 3.4111 4.531 1.8805 7.4743 2.8893 3.0369 2.5537 2.7169 5.263 9.2296 2.132 5.788
"19" 4.5 2.0799 1.5119 1.5621 4.6825 4.2043 4.0137 5.4595 2.1253 9.1475 3.3366 3.5015 2.9064 2.1426 4.3428 8.3644 1.7952 5.1679
"20" 4.75 2.394 1.7075 1.7639 5.5476 4.9501 4.6734 6.5496 2.3799 11.1173 3.8284 4.0012 3.2841 1.5061 3.2939 7.394 1.4185 4.4592
"21" 5 2.7043 1.8991 1.9643 6.4826 5.7582 5.3309 7.7543 2.6175 13.3575 4.347 4.4918 3.669 0.8473 2.1611 6.3711 1.0233 3.6912
"22" 5.25 2.9268 2.0368 2.1144 7.3778 6.5229 5.8056 8.8607 2.7674 15.7327 4.8532 4.841 3.9996 0.2948 1.1089 5.4756 0.6814 2.9762
"23" 5.5 2.9543 2.0519 2.1396 7.7728 6.8505 5.8728 9.3823 2.7541 17.32 5.1563 4.8787 4.0865 0.0981 0.5957 5.1132 0.5485 2.6287
"24" 5.75 2.903 2.0154 2.1091 7.8838 6.9369 5.777 9.5696 2.6807 18.2574 5.2918 4.7897 4.0556 0.0825 0.4011 5.0376 0.5246 2.4995
"25" 6 2.8462 1.9752 2.0744 7.969 7.0012 5.6695 9.7266 2.6045 19.1623 5.4123 4.6922 4.0148 0.0811 0.2294 4.9855 0.5089 2.3875
"26" 6.25 2.7917 1.9366 2.0411 8.0602 7.0704 5.5665 9.8925 2.5314 19.6994 5.5144 4.5985 3.9762 0.0866 0.1203 4.9432 0.5027 2.303
"27" 6.5 2.7506 1.9003 2.0106 8.1348 7.1433 5.4909 10.1321 2.4693 19.7057 5.5113 4.5236 3.9455 0.1011 0.0884 4.9132 0.5044 2.2509
"28" 6.75 2.7274 1.8552 1.9702 8.1359 7.1573 5.4521 10.4613 2.4212 19.5398 5.4633 4.4385 3.8929 0.1176 0.0801 4.8857 0.5082 2.2038
"29" 7 2.7201 1.8082 1.9272 8.117 7.1537 5.4461 10.7936 2.3854 19.3324 5.4045 4.3472 3.8335 0.1312 0.0782 4.8572 0.5112 2.1604
"30" 7.25 2.723 1.7614 1.884 8.0907 7.1434 5.4633 11.1232 2.358 19.1114 5.342 4.255 3.7723 0.1408 0.0769 4.8255 0.5125 2.118
"31" 7.5 2.7262 1.7151 1.8409 8.059 7.1284 5.4964 11.4528 2.3362 18.8814 5.2773 4.1628 3.7102 0.1475 0.076 4.7918 0.5127 2.0762
