"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12" "R1" "R2" "R3" "R4" "R5"
"1" 0 0.11 0.12 0.13 0.14 0.15 0.16 0.17 0.18 0.19 0.2 0.21 0.22 6 10 14 4 9
"2" 0.25 0.1302 0.1438 0.1579 0.1591 0.1773 0.1931 0.2063 0.2146 0.2291 0.2302 0.2497 0.2568 5.9521 9.9446 13.9356 3.9738 8.9614
"3" 0.5 0.1542 0.1724 0.1918 0.1809 0.2096 0.233 0.2504 0.2557 0.2763 0.2649 0.297 0.2996 5.898 9.8818 13.863 3.9442 8.9177
"4" 0.75 0.1825 0.2065 0.233 0.2055 0.2478 0.2811 0.3039 0.3047 0.3331 0.3048 0.3531 0.3496 5.8365 9.81 13.7803 3.9105 8.8678
"5" 1 0.216 0.2474 0.2829 0.2335 0.2928 0.3391 0.3688 0.3631 0.4016 0.3506 0.4197 0.4078 5.7659 9.7272 13.6853 3.8717 8.8103
"6" 1.25 0.2556 0.2964 0.3435 0.2653 0.346 0.409 0.4475 0.4325 0.484 0.4033 0.4988 0.4756 5.6844 9.6311 13.5757 3.8269 8.7437
"7" 1.5 0.3024 0.355 0.4169 0.3013 0.4087 0.4932 0.5429 0.515 0.5833 0.4639 0.5928 0.5546 5.5897 9.519 13.4483 3.7747 8.666
"8" 1.75 0.3577 0.4251 0.506 0.3421 0.4827 0.5945 0.6586 0.6131 0.7027 0.5333 0.7041 0.6464 5.4793 9.3875 13.2997 3.7137 8.575
"9" 2 0.4229 0.5089 0.614 0.3883 0.5698 0.7165 0.7988 0.7296 0.8463 0.613 0.8362 0.7532 5.3501 9.2329 13.1255 3.6423 8.468
"10" 2.25 0.4998 0.609 0.7448 0.4405 0.6724 0.8631 0.9687 0.8678 1.0189 0.7043 0.9926 0.8772 5.1984 9.0506 12.9211 3.5583 8.3419
"11" 2.5 0.5905 0.7286 0.9031 0.4996 0.793 1.0392 1.1744 1.0316 1.2261 0.8089 1.1777 1.021 5.0202 8.8352 12.6805 3.4595 8.193
"12" 2.75 0.6973 0.8712 1.0945 0.5662 0.9347 1.2503 1.4234 1.2253 1.4747 0.9286 1.3963 1.1876 4.8104 8.5805 12.397 3.343 8.0168
"13" 3 0.8227 1.041 1.3257 0.6413 1.1008 1.5029 1.7245 1.4541 1.7724 1.0652 1.6543 1.3801 4.5634 8.279 12.0629 3.2057 7.8083
"14" 3.25 0.9698 1.2429 1.6045 0.7256 1.2952 1.8044 2.0884 1.7234 2.1283 1.2208 1.9578 1.602 4.2729 7.9225 11.6692 3.044 7.5616
"15" 3.5 1.1419 1.4821 1.9401 0.82 1.5219 2.1628 2.5277 2.0392 2.5528 1.3975 2.3138 1.8569 3.9317 7.5015 11.2059 2.8538 7.2698
"16" 3.75 1.3424 1.7641 2.3425 0.9252 1.7851 2.5869 3.0572 2.4076 3.0571 1.5975 2.7293 2.1483 3.5321 7.0054 10.6622 2.6308 6.9255
"17" 4 1.5748 2.0944 2.8217 1.0416 2.089 3.0845 3.6942 2.8334 3.6536 1.8225 3.2106 2.479 3.067 6.4238 10.0272 2.3707 6.5208
"18" 4.25 1.8404 2.4769 3.3864 1.1691 2.4367 3.6608 4.4586 3.3187 4.3535 2.0732 3.7613 2.8502 2.5308 5.747 9.2917 2.0703 6.0481
"19" 4.5 2.1364 2.9109 4.0398 1.3065 2.8286 4.3123 5.3674 3.8575 5.1654 2.3488 4.3774 3.2601 1.9239 4.9717 8.4539 1.7293 5.5035
"20" 4.75 2.4502 3.3819 4.7664 1.4503 3.2599 5.0118 6.4101 4.4231 6.0883 2.6444 5.0335 3.6998 1.2655 4.115 7.5363 1.3578 4.8974
