"time" "N1" "N2" "N3"
"627" 156.5 6.6374 19.3373 34.0323
"628" 156.75 6.6759 19.1367 34.1148
"629" 157 6.7359 18.9316 34.1836
"630" 157.25 6.8178 18.722 34.2383
"631" 157.5 6.9224 18.508 34.2786
"632" 157.75 7.0505 18.2895 34.3038
"633" 158 7.2031 18.0666 34.3133
"634" 158.25 7.3817 17.8391 34.3063
"635" 158.5 7.5877 17.6068 34.2818
"636" 158.75 7.8229 17.3695 34.2388
"637" 159 8.0895 17.1269 34.176
"638" 159.25 8.39 16.8786 34.0918
"639" 159.5 8.7271 16.6244 33.9845
"640" 159.75 9.1041 16.3635 33.8522
"641" 160 9.5249 16.0956 33.6926
"642" 160.25 9.9937 15.8198 33.5031
"643" 160.5 10.5155 15.5353 33.2808
"644" 160.75 11.0751 15.2433 33.027
"645" 161 11.6537 14.9486 32.7541
"646" 161.25 12.2527 14.653 32.4657
"647" 161.5 12.8723 14.3567 32.1624
"648" 161.75 13.5121 14.0598 31.8444
"649" 162 14.1718 13.7627 31.5118
"650" 162.25 14.8509 13.4654 31.1648
"651" 162.5 15.549 13.1682 30.8037
"652" 162.75 16.2652 12.8712 30.4289
"653" 163 16.999 12.5747 30.0408
"654" 163.25 17.7495 12.2789 29.6398
"655" 163.5 18.5157 11.984 29.2265
"656" 163.75 19.2967 11.6904 28.8016
"657" 164 20.0914 11.3982 28.3655
"658" 164.25 20.8986 11.1078 27.9191
"659" 164.5 21.7172 10.8193 27.463
"660" 164.75 22.546 10.5331 26.998
"661" 165 23.3836 10.2494 26.525
"662" 165.25 24.2288 9.9684 26.0447
"663" 165.5 25.0802 9.6905 25.5581
"664" 165.75 25.9365 9.4158 25.0659
"665" 166 26.7963 9.1446 24.569
"666" 166.25 27.6584 8.8771 24.0684
"667" 166.5 28.5214 8.6135 23.5648
"668" 166.75 29.384 8.354 23.0592
"669" 167 30.245 8.0987 22.5524
"670" 167.25 31.0878 7.8483 22.0463
"671" 167.5 31.7343 7.6176 21.593
"672" 167.75 32.2055 7.4199 21.2408
"673" 168 32.5583 7.2512 20.9774
"674" 168.25 32.8289 7.1047 20.7821
"675" 168.5 33.0425 6.9753 20.6295
"676" 168.75 33.2247 6.8638 20.4696
"677" 169 33.39 6.7729 20.3016
"678" 169.25 33.5414 6.7029 20.1273
"679" 169.5 33.6796 6.6538 19.9474
"680" 169.75 33.8046 6.6254 19.7623
"681" 170 33.9164 6.6178 19.5721
"682" 170.25 34.0151 6.631 19.3771
"683" 170.5 34.1003 6.6653 19.1774
"684" 170.75 34.1718 6.7209 18.9731
"685" 171 34.2294 6.7983 18.7644
"686" 171.25 34.2726 6.8982 18.5513
"687" 171.5 34.3009 7.0215 18.3338
"688" 171.75 34.3137 7.169 18.1118
"689" 172 34.3101 7.3422 17.8852
"690" 172.25 34.2892 7.5425 17.6539
"691" 172.5 34.2501 7.7717 17.4176
"692" 172.75 34.1914 8.0317 17.1761
"693" 173 34.1116 8.3251 16.9291
"694" 173.25 34.0092 8.6545 16.6761
"695" 173.5 33.8822 9.0231 16.4166
"696" 173.75 33.7283 9.4347 16.1502
"697" 174 33.5452 9.8933 15.876
"698" 174.25 33.3298 10.4039 15.5935
"699" 174.5 33.0814 10.9589 15.3025
"700" 174.75 32.8118 11.5334 15.0082
"701" 175 32.5265 12.1282 14.7127
"702" 175.25 32.2263 12.7435 14.4166
"703" 175.5 31.9113 13.3792 14.1199
"704" 175.75 31.5816 14.0349 13.8228
"705" 176 31.2375 14.7101 13.5255
"706" 176.25 30.8793 15.4043 13.2283
"707" 176.5 30.5073 16.1169 12.9312
"708" 176.75 30.1219 16.8471 12.6346
"709" 177 29.7235 17.5942 12.3387
"710" 177.25 29.3127 18.3573 12.0436
"711" 177.5 28.89 19.1353 11.7497
"712" 177.75 28.4562 19.9273 11.4573
"713" 178 28.0118 20.7321 11.1665
"714" 178.25 27.5576 21.5484 10.8776
"715" 178.5 27.0944 22.3752 10.5909
"716" 178.75 26.623 23.2111 10.3067
"717" 179 26.1441 24.0549 10.0252
"718" 179.25 25.6587 24.9051 9.7466
"719" 179.5 25.1676 25.7605 9.4712
"720" 179.75 24.6716 26.6197 9.1993
"721" 180 24.1717 27.4814 8.931
"722" 180.25 23.6686 28.3443 8.6666
"723" 180.5 23.1633 29.2071 8.4063
"724" 180.75 22.6567 30.0686 8.1502
"725" 181 22.1495 30.9254 7.8986
"726" 181.25 21.6781 31.6186 7.6617
"727" 181.5 21.3053 32.1202 7.4574
"728" 181.75 21.0253 32.4939 7.2832
"729" 182 20.8176 32.7791 7.1327
"730" 182.25 20.6608 33.0025 7
"731" 182.5 20.5032 33.1893 6.8845
"732" 182.75 20.3366 33.3576 6.7893
"733" 183 20.1636 33.5118 6.715
"734" 183.25 19.9848 33.6527 6.6616
"735" 183.5 19.8007 33.7804 6.629
"736" 183.75 19.6115 33.895 6.6171
"737" 184 19.4175 33.9963 6.6261
"738" 184.25 19.2187 34.0843 6.656
"739" 184.5 19.0154 34.1587 6.7071
"740" 184.75 18.8076 34.2192 6.78
"741" 185 18.5954 34.2654 6.8752
"742" 185.25 18.3788 34.2968 6.9936
"743" 185.5 18.1577 34.3128 7.136
"744" 185.75 17.9321 34.3127 7.3038
"745" 186 17.7018 34.2955 7.4984
"746" 186.25 17.4666 34.2602 7.7214
"747" 186.5 17.2262 34.2056 7.9749
"748" 186.75 16.9803 34.1303 8.2612
"749" 187 16.7286 34.0328 8.5829
"750" 187.25 16.4705 33.911 8.9432
"751" 187.5 16.2056 33.7629 9.3455
"752" 187.75 15.9331 33.586 9.7941
"753" 188 15.6523 33.3775 10.2935
"754" 188.25 15.3628 33.1352 10.8422
"755" 188.5 15.0689 32.8692 11.4126
"756" 188.75 14.7736 32.5871 12.0032
"757" 189 14.4776 32.29 12.6143
"758" 189.25 14.181 31.978 13.2458
"759" 189.5 13.884 31.6514 13.8973
"760" 189.75 13.5867 31.3103 14.5685
"761" 190 13.2895 30.9549 15.2588
"762" 190.25 12.9924 30.5857 15.9677
"763" 190.5 12.6957 30.203 16.6943
"764" 190.75 12.3996 29.8073 17.438
"765" 191 12.1043 29.399 18.1978
"766" 191.25 11.8102 28.9788 18.9729
"767" 191.5 11.5174 28.5472 19.762
"768" 191.75 11.2263 28.1049 20.5642
"769" 192 10.937 27.6527 21.3783
"770" 192.25 10.6498 27.1913 22.203
"771" 192.5 10.3651 26.7215 23.0372
"772" 192.75 10.083 26.2441 23.8794
"773" 193 9.8038 25.76 24.7284
"774" 193.25 9.5278 25.27 25.5828
"775" 193.5 9.2551 24.7749 26.4413
"776" 193.75 8.9861 24.2757 27.3027
"777" 194 8.7209 23.7733 28.1654
"778" 194.25 8.4597 23.2684 29.0283
"779" 194.5 8.2027 22.7619 29.8902
"780" 194.75 7.9501 22.2547 30.7496
"781" 195 7.7081 21.7685 31.4935
"782" 195.25 7.4968 21.3744 32.0285
"783" 195.5 7.3169 21.0768 32.4249
"784" 195.75 7.162 20.8557 32.726
"785" 196 7.026 20.6916 32.9604
"786" 196.25 6.9066 20.5368 33.1526
"787" 196.5 6.807 20.3717 33.3241
"788" 196.75 6.7284 20.1999 33.4811
"789" 197 6.6707 20.0223 33.6247
"790" 197.25 6.6338 19.8393 33.7552
"791" 197.5 6.6176 19.6512 33.8725
"792" 197.75 6.6222 19.4581 33.9766
"793" 198 6.6477 19.2603 34.0674
"794" 198.25 6.6945 19.058 34.1446
"795" 198.5 6.7628 18.8511 34.208
"796" 198.75 6.8533 18.6398 34.2572
"797" 199 6.9668 18.4241 34.2918
"798" 199.25 7.1042 18.204 34.311
"799" 199.5 7.2666 17.9793 34.3143
"800" 199.75 7.4555 17.75 34.3007
"801" 200 7.6724 17.5158 34.2693
