"time" "N1" "N2" "N3" "N4" "N5" "R1" "R2" "R3" "R4" "R5"
"1005" 1250.75 7.9173 19.825 35.5679 12.6931 44.5114 0.1124 0.105 0.1681 0.2262 0.1675
"1006" 1251 7.8713 19.6366 35.4402 12.7214 44.8422 0.1163 0.1046 0.1551 0.2272 0.1715
"1007" 1251.25 7.8375 19.4474 35.3081 12.7478 45.1684 0.1204 0.1043 0.1423 0.228 0.1754
"1008" 1251.5 7.816 19.2576 35.1714 12.7723 45.4898 0.1246 0.104 0.1297 0.2285 0.1794
"1009" 1251.75 7.8067 19.0672 35.0288 12.795 45.8064 0.129 0.1038 0.1173 0.2287 0.1834
"1010" 1252 7.8153 18.8954 34.8241 12.7998 46.099 0.1379 0.1093 0.1127 0.2307 0.1917
"1011" 1252.25 7.8513 18.774 34.5879 12.7916 46.3471 0.1483 0.116 0.1109 0.2324 0.1999
"1012" 1252.5 7.9152 18.6985 34.3312 12.7745 46.5622 0.1588 0.122 0.1094 0.2333 0.2063
"1013" 1252.75 7.9894 18.6637 34.0595 12.7507 46.7518 0.1696 0.1278 0.1084 0.2338 0.2117
"1014" 1253 8.0612 18.6673 33.7788 12.7223 46.9244 0.1805 0.1332 0.1076 0.2342 0.2159
"1015" 1253.25 8.1306 18.706 33.4904 12.69 47.0814 0.1914 0.1383 0.1069 0.2344 0.219
"1016" 1253.5 8.1979 18.777 33.1952 12.6539 47.224 0.2022 0.1431 0.1062 0.2346 0.2211
"1017" 1253.75 8.2632 18.8779 32.8942 12.6145 47.353 0.2131 0.1475 0.1056 0.2347 0.2222
"1018" 1254 8.3266 19.0067 32.588 12.5719 47.4692 0.2239 0.1516 0.105 0.2346 0.2225
"1019" 1254.25 8.3882 19.1614 32.2773 12.5263 47.5732 0.2346 0.1554 0.1044 0.2344 0.2219
"1020" 1254.5 8.448 19.3405 31.9626 12.478 47.6655 0.2453 0.1589 0.1039 0.2342 0.2206
"1021" 1254.75 8.5061 19.5425 31.6445 12.4271 47.7468 0.256 0.1621 0.1034 0.2339 0.2185
"1022" 1255 8.5626 19.766 31.3235 12.3739 47.8175 0.2666 0.165 0.1029 0.2334 0.2156
"1023" 1255.25 8.6176 20.01 31 12.3183 47.878 0.277 0.1677 0.1025 0.2329 0.2121
"1024" 1255.5 8.671 20.2732 30.6743 12.2607 47.9287 0.2875 0.1701 0.1021 0.2323 0.208
"1025" 1255.75 8.723 20.5545 30.3469 12.2011 47.9701 0.2978 0.1723 0.1016 0.2317 0.2032
"1026" 1256 8.7735 20.8531 30.018 12.1396 48.0024 0.308 0.1743 0.1012 0.2309 0.1979
"1027" 1256.25 8.8226 21.1678 29.688 12.0764 48.026 0.3181 0.176 0.1009 0.2301 0.192
"1028" 1256.5 8.8704 21.4978 29.3573 12.0116 48.0413 0.3281 0.1775 0.1005 0.2292 0.1856
"1029" 1256.75 8.9171 21.8397 29.0264 11.9454 48.0493 0.3381 0.1789 0.1003 0.2283 0.1788
"1030" 1257 8.9631 22.1857 28.6971 11.8786 48.0532 0.348 0.1802 0.1001 0.2274 0.1718
"1031" 1257.25 9.0088 22.5353 28.3698 11.8114 48.0537 0.3577 0.1814 0.0999 0.2265 0.1648
"1032" 1257.5 9.054 22.8886 28.0445 11.7438 48.0508 0.3674 0.1826 0.0998 0.2255 0.1575
"1033" 1257.75 9.0987 23.2455 27.7213 11.6759 48.0444 0.3769 0.1836 0.0996 0.2245 0.1501
"1034" 1258 9.143 23.6061 27.4 11.6075 48.0347 0.3863 0.1846 0.0995 0.2234 0.1425
"1035" 1258.25 9.1867 23.9699 27.0809 11.5388 48.0215 0.3957 0.1854 0.0994 0.2223 0.1348
"1036" 1258.5 9.2326 24.3007 26.7697 11.4725 48.013 0.4054 0.1875 0.1006 0.2217 0.1288
"1037" 1258.75 9.2825 24.5905 26.4976 11.423 47.9607 0.4149 0.1912 0.1061 0.2217 0.1254
"1038" 1259 9.3218 24.8507 26.2958 11.4054 47.8522 0.4221 0.1938 0.1133 0.2218 0.1222
"1039" 1259.25 9.349 25.0786 26.1732 11.4242 47.685 0.4264 0.1947 0.1216 0.2217 0.1187
"1040" 1259.5 9.3627 25.27 26.1372 11.4835 47.4546 0.4276 0.1937 0.131 0.2215 0.115
"1041" 1259.75 9.3618 25.4206 26.195 11.5874 47.1565 0.4253 0.1906 0.1416 0.2211 0.1111
"1042" 1260 9.3449 25.5258 26.3544 11.7402 46.7861 0.4193 0.1851 0.1534 0.2206 0.1069
"1043" 1260.25 9.3107 25.5808 26.6235 11.9466 46.3386 0.4093 0.177 0.1664 0.2198 0.1024
"1044" 1260.5 9.2587 25.5831 27.0036 12.1941 45.8132 0.3958 0.1679 0.1822 0.2192 0.0986
"1045" 1260.75 9.1995 25.5631 27.4042 12.4392 45.2597 0.3832 0.162 0.203 0.22 0.0981
"1046" 1261 9.1393 25.5389 27.8055 12.6868 44.7064 0.3708 0.1561 0.2241 0.2209 0.0978
"1047" 1261.25 9.0783 25.5111 28.2078 12.9371 44.1545 0.3582 0.1502 0.2449 0.2218 0.0976
"1048" 1261.5 9.0181 25.4847 28.5816 13.1914 43.6114 0.3471 0.1452 0.2668 0.223 0.0982
"1049" 1261.75 8.9622 25.4702 28.9149 13.4348 43.0924 0.3376 0.1413 0.2889 0.2245 0.0994
"1050" 1262 8.9112 25.4696 29.2139 13.6639 42.5998 0.3292 0.138 0.3102 0.226 0.1005
"1051" 1262.25 8.8648 25.4819 29.4823 13.8802 42.1311 0.3219 0.1352 0.3307 0.2275 0.1015
"1052" 1262.5 8.8223 25.5055 29.7231 14.085 41.6841 0.3155 0.1327 0.3506 0.229 0.1025
"1053" 1262.75 8.7847 25.5221 29.9422 14.2809 41.2624 0.31 0.131 0.3703 0.2305 0.1041
"1054" 1263 8.754 25.5238 30.144 14.47 40.8736 0.3051 0.1294 0.3885 0.232 0.1059
"1055" 1263.25 8.7305 25.5104 30.3281 14.6519 40.5195 0.3005 0.1277 0.4052 0.2332 0.108
"1056" 1263.5 8.7148 25.4816 30.4937 14.826 40.2015 0.2965 0.1261 0.4202 0.2342 0.1101
"1057" 1263.75 8.7074 25.4373 30.6401 14.9918 39.9208 0.2929 0.1244 0.4334 0.2349 0.1124
"1058" 1264 8.7085 25.3772 30.7666 15.1487 39.6785 0.2898 0.1227 0.4449 0.2354 0.1149
"1059" 1264.25 8.7187 25.3011 30.8726 15.2962 39.4758 0.2873 0.1209 0.4545 0.2357 0.1175
"1060" 1264.5 8.7383 25.2088 30.9573 15.4338 39.3136 0.2852 0.1192 0.4623 0.2357 0.1202
"1061" 1264.75 8.7677 25.1002 31.0203 15.5609 39.1929 0.2837 0.1174 0.4681 0.2354 0.123
"1062" 1265 8.8074 24.9753 31.0609 15.6771 39.1148 0.2828 0.1156 0.4719 0.2348 0.126
"1063" 1265.25 8.8577 24.8339 31.0787 15.7817 39.0799 0.2824 0.1138 0.4736 0.2339 0.1291
"1064" 1265.5 8.9191 24.676 31.073 15.8744 39.0892 0.2825 0.112 0.4733 0.2327 0.1323
"1065" 1265.75 8.9919 24.5016 31.0434 15.9546 39.1436 0.2833 0.1101 0.4708 0.2311 0.1355
"1066" 1266 9.0765 24.3106 30.9895 16.0217 39.2436 0.2846 0.1082 0.4661 0.2292 0.1389
"1067" 1266.25 9.1734 24.103 30.9106 16.0753 39.3903 0.2866 0.1063 0.4591 0.227 0.1423
"1068" 1266.5 9.283 23.8788 30.8064 16.1148 39.5842 0.2891 0.1043 0.4499 0.2243 0.1457
"1069" 1266.75 9.4057 23.638 30.6764 16.1399 39.8243 0.2923 0.1025 0.4386 0.2214 0.1493
"1070" 1267 9.5443 23.3883 30.5309 16.1559 40.0683 0.2966 0.1019 0.4285 0.2185 0.1541
"1071" 1267.25 9.6998 23.1368 30.3799 16.1683 40.3045 0.301 0.1015 0.4189 0.2153 0.159
"1072" 1267.5 9.8599 22.8858 30.2264 16.179 40.5373 0.3057 0.1013 0.4097 0.2121 0.1641
"1073" 1267.75 10.0221 22.6363 30.072 16.1886 40.7688 0.3103 0.1012 0.4005 0.2089 0.1691
"1074" 1268 10.1861 22.3883 29.9166 16.1973 40.999 0.315 0.1011 0.3913 0.2057 0.1741
"1075" 1268.25 10.3521 22.1418 29.7603 16.205 41.2278 0.3197 0.1009 0.3822 0.2023 0.1791
"1076" 1268.5 10.5201 21.8969 29.6031 16.2116 41.4552 0.3244 0.1008 0.3731 0.199 0.184
"1077" 1268.75 10.6901 21.6536 29.445 16.2173 41.6811 0.3292 0.1007 0.364 0.1956 0.1888
"1078" 1269 10.862 21.4118 29.2861 16.222 41.9056 0.3339 0.1006 0.355 0.1921 0.1936
"1079" 1269.25 11.036 21.1716 29.1264 16.2257 42.1286 0.3387 0.1004 0.346 0.1886 0.1984
"1080" 1269.5 11.2119 20.9329 28.9659 16.2284 42.3501 0.3435 0.1003 0.3371 0.1851 0.2031
"1081" 1269.75 11.3898 20.6959 28.8047 16.2301 42.57 0.3482 0.1002 0.3282 0.1815 0.2077
"1082" 1270 11.5698 20.4604 28.6426 16.2308 42.7882 0.353 0.1 0.3193 0.1778 0.2124
"1083" 1270.25 11.7517 20.2266 28.4799 16.2306 43.0048 0.3579 0.0999 0.3104 0.1742 0.2169
"1084" 1270.5 11.9357 19.9944 28.3165 16.2293 43.2197 0.3627 0.0998 0.3017 0.1704 0.2214
"1085" 1270.75 12.1217 19.7638 28.1523 16.227 43.4329 0.3675 0.0996 0.2929 0.1666 0.2259
"1086" 1271 12.3098 19.5348 27.9876 16.2238 43.6443 0.3724 0.0995 0.2842 0.1628 0.2303
"1087" 1271.25 12.4999 19.3074 27.8222 16.2195 43.854 0.3772 0.0994 0.2755 0.1589 0.2346
"1088" 1271.5 12.692 19.0817 27.6561 16.2142 44.0618 0.3821 0.0992 0.2669 0.155 0.239
"1089" 1271.75 12.8862 18.8576 27.4895 16.208 44.2677 0.387 0.0991 0.2584 0.151 0.2432
"1090" 1272 13.0824 18.6352 27.3224 16.2008 44.4717 0.3918 0.099 0.2499 0.147 0.2474
"1091" 1272.25 13.2807 18.4144 27.1547 16.1926 44.6738 0.3967 0.0989 0.2414 0.1429 0.2516
"1092" 1272.5 13.4811 18.1953 26.9865 16.1834 44.8739 0.4016 0.0987 0.233 0.1388 0.2557
"1093" 1272.75 13.6835 17.9778 26.8178 16.1732 45.072 0.4065 0.0986 0.2247 0.1346 0.2597
"1094" 1273 13.8782 17.7628 26.65 16.1629 45.2708 0.4115 0.0988 0.2167 0.1307 0.264
"1095" 1273.25 14.0548 17.5523 26.4863 16.1527 45.4764 0.4165 0.0991 0.2087 0.1272 0.2684
"1096" 1273.5 14.2147 17.3492 26.3317 16.1274 45.6909 0.4215 0.1003 0.201 0.1243 0.273
"1097" 1273.75 14.3614 17.1632 26.2023 16.0873 45.8734 0.4264 0.1032 0.1963 0.1221 0.2786
"1098" 1274 14.4974 17.0002 26.1084 16.0353 46.0198 0.4303 0.1064 0.1931 0.1202 0.2837
"1099" 1274.25 14.6231 16.8598 26.05 15.9723 46.1322 0.433 0.1096 0.191 0.1184 0.2882
"1100" 1274.5 14.7389 16.7411 26.026 15.899 46.2121 0.4345 0.1127 0.1898 0.1167 0.292
"1101" 1274.75 14.8449 16.6429 26.0351 15.8161 46.2609 0.435 0.1157 0.1896 0.1151 0.2952
"1102" 1275 14.9415 16.5641 26.076 15.7243 46.2801 0.4343 0.1186 0.1902 0.1136 0.2977
"1103" 1275.25 15.0291 16.5036 26.1475 15.6242 46.2711 0.4326 0.1215 0.1916 0.1122 0.2996
"1104" 1275.5 15.1078 16.4605 26.2485 15.5163 46.2353 0.4298 0.1242 0.1938 0.1108 0.301
"1105" 1275.75 15.178 16.4337 26.3776 15.4012 46.1739 0.4261 0.1268 0.1966 0.1095 0.3018
"1106" 1276 15.24 16.4222 26.5338 15.2795 46.0883 0.4214 0.1293 0.2001 0.1083 0.3021
"1107" 1276.25 15.2941 16.4251 26.7158 15.1517 45.9797 0.4159 0.1317 0.2042 0.1071 0.3019
"1108" 1276.5 15.3405 16.4414 26.9225 15.0183 45.8494 0.4094 0.1339 0.2088 0.106 0.3011
"1109" 1276.75 15.3796 16.4703 27.1529 14.8797 45.6984 0.4022 0.1359 0.214 0.105 0.2999
"1110" 1277 15.4116 16.5108 27.4057 14.7364 45.5281 0.3941 0.1379 0.2196 0.104 0.2983
"1111" 1277.25 15.4368 16.5622 27.68 14.5888 45.3395 0.3853 0.1396 0.2257 0.103 0.2962
"1112" 1277.5 15.4554 16.6236 27.9747 14.4374 45.1337 0.3758 0.1413 0.2322 0.1021 0.2938
"1113" 1277.75 15.4678 16.6942 28.2886 14.2826 44.9117 0.3655 0.1428 0.239 0.1013 0.291
"1114" 1278 15.4742 16.7732 28.6209 14.1246 44.6746 0.3547 0.1441 0.2463 0.1005 0.2878
"1115" 1278.25 15.475 16.86 28.9704 13.964 44.4234 0.3432 0.1453 0.2538 0.0997 0.2843
"1116" 1278.5 15.4702 16.9537 29.3361 13.801 44.1592 0.3311 0.1464 0.2616 0.099 0.2805
"1117" 1278.75 15.4604 17.0537 29.7171 13.6359 43.8827 0.3185 0.1473 0.2697 0.0983 0.2764
"1118" 1279 15.4456 17.1594 30.1125 13.4691 43.595 0.3054 0.1481 0.2781 0.0976 0.2721
"1119" 1279.25 15.4261 17.27 30.5212 13.3009 43.2969 0.2918 0.1488 0.2866 0.097 0.2675
"1120" 1279.5 15.4023 17.3849 30.9419 13.1315 42.9894 0.2777 0.1494 0.2954 0.0965 0.2628
"1121" 1279.75 15.375 17.5048 31.3651 12.9617 42.6748 0.2638 0.1503 0.3049 0.0961 0.2582
"1122" 1280 15.3451 17.6311 31.7879 12.7922 42.3559 0.2499 0.1512 0.3145 0.0957 0.2535
"1123" 1280.25 15.313 17.7635 32.2108 12.6233 42.0334 0.2359 0.152 0.3243 0.0954 0.2487
"1124" 1280.5 15.2787 17.9016 32.6338 12.455 41.7077 0.2219 0.1528 0.334 0.0951 0.2436
"1125" 1280.75 15.2423 18.0448 33.057 12.2875 41.379 0.2079 0.1534 0.3438 0.0948 0.2384
"1126" 1281 15.2039 18.1925 33.4805 12.1209 41.0476 0.1938 0.154 0.3536 0.0946 0.233
"1127" 1281.25 15.1639 18.3405 33.9048 11.9552 40.7145 0.1797 0.1546 0.3635 0.0944 0.2277
"1128" 1281.5 15.1226 18.4878 34.3307 11.7909 40.3806 0.1656 0.1552 0.3735 0.0942 0.2224
"1129" 1281.75 15.08 18.6345 34.7585 11.628 40.0461 0.1514 0.1557 0.3834 0.094 0.217
"1130" 1282 15.0362 18.7804 35.1881 11.4665 39.7112 0.1371 0.1561 0.3933 0.0938 0.2116
"1131" 1282.25 14.9925 18.9021 35.6102 11.3071 39.3788 0.1241 0.1586 0.4058 0.0944 0.2086
"1132" 1282.5 14.941 18.9587 35.9401 11.1608 39.0904 0.1182 0.1695 0.4273 0.0985 0.2145
"1133" 1282.75 14.8658 18.9824 36.2061 11.0376 38.8846 0.1148 0.1811 0.447 0.1034 0.222
"1134" 1283 14.7738 18.9825 36.426 10.9369 38.7611 0.112 0.1908 0.4615 0.1081 0.2287
"1135" 1283.25 14.668 18.9624 36.6057 10.8565 38.7126 0.1096 0.1985 0.471 0.1125 0.2344
"1136" 1283.5 14.5501 18.9245 36.7496 10.7943 38.7315 0.1075 0.2041 0.4757 0.1165 0.239
"1137" 1283.75 14.4219 18.8708 36.861 10.748 38.8113 0.1057 0.208 0.4762 0.1202 0.2427
"1138" 1284 14.2848 18.8031 36.9431 10.7161 38.946 0.104 0.2102 0.4729 0.1235 0.2454
"1139" 1284.25 14.1402 18.7228 36.9985 10.6968 39.1304 0.1025 0.211 0.4659 0.1265 0.2473
"1140" 1284.5 13.989 18.6315 37.0298 10.6887 39.3597 0.1012 0.2103 0.4557 0.1293 0.2485
"1141" 1284.75 13.8324 18.5303 37.0391 10.6906 39.6299 0.0999 0.2084 0.4426 0.1317 0.2488
"1142" 1285 13.671 18.4203 37.0283 10.7013 39.9368 0.0988 0.2054 0.4268 0.1338 0.2486
"1143" 1285.25 13.5058 18.3025 36.9993 10.7198 40.2771 0.0978 0.2013 0.4085 0.1358 0.2476
"1144" 1285.5 13.3374 18.1778 36.9536 10.745 40.6475 0.0969 0.1962 0.388 0.1374 0.2462
"1145" 1285.75 13.1664 18.047 36.8929 10.7761 41.045 0.0961 0.1903 0.3655 0.1388 0.2441
"1146" 1286 12.9934 17.9108 36.8185 10.8124 41.4668 0.0954 0.1836 0.3411 0.1401 0.2417
"1147" 1286.25 12.8191 17.7703 36.7321 10.853 41.9059 0.0948 0.1765 0.3157 0.1412 0.239
"1148" 1286.5 12.6452 17.628 36.6397 10.8984 42.3444 0.0946 0.1696 0.2907 0.1424 0.2365
"1149" 1286.75 12.4726 17.4852 36.5437 10.9483 42.7827 0.0944 0.1624 0.2654 0.1436 0.234
"1150" 1287 12.3013 17.342 36.4447 11.0027 43.2209 0.0942 0.155 0.24 0.1446 0.2313
"1151" 1287.25 12.1315 17.1986 36.3426 11.0611 43.6591 0.094 0.1474 0.2144 0.1456 0.2285
"1152" 1287.5 11.9631 17.0549 36.2375 11.1233 44.0973 0.0938 0.1394 0.1885 0.1465 0.2256
"1153" 1287.75 11.7961 16.9111 36.1297 11.189 44.5355 0.0937 0.1313 0.1624 0.1472 0.2225
"1154" 1288 11.6307 16.7671 36.0192 11.2578 44.9738 0.0935 0.123 0.1362 0.1479 0.2193
"1155" 1288.25 11.4694 16.6274 35.8904 11.3036 45.3864 0.0962 0.1198 0.1168 0.1503 0.2201
"1156" 1288.5 11.3428 16.5399 35.6925 11.3119 45.6971 0.1059 0.127 0.1137 0.1556 0.2283
"1157" 1288.75 11.2618 16.523 35.4588 11.3075 45.9554 0.116 0.1333 0.1111 0.1596 0.2341
"1158" 1289 11.2255 16.5592 35.1953 11.2923 46.1683 0.1265 0.1389 0.1092 0.1623 0.238
"1159" 1289.25 11.2331 16.626 34.9105 11.269 46.3466 0.1373 0.1438 0.1076 0.1638 0.2405
"1160" 1289.5 11.2833 16.7189 34.607 11.2385 46.4935 0.1481 0.1479 0.1061 0.1641 0.2417
"1161" 1289.75 11.3672 16.8341 34.2881 11.2017 46.6126 0.1592 0.1517 0.1051 0.1635 0.2421
"1162" 1290 11.4521 16.9716 33.9632 11.1618 46.7179 0.1704 0.1554 0.1046 0.163 0.2419
"1163" 1290.25 11.5349 17.1306 33.6349 11.1197 46.8131 0.1816 0.1589 0.1042 0.1623 0.2411
"1164" 1290.5 11.6158 17.31 33.3037 11.0757 46.8985 0.1927 0.1622 0.1037 0.1616 0.2396
"1165" 1290.75 11.6947 17.5088 32.9699 11.0296 46.9745 0.2038 0.1652 0.1033 0.1608 0.2374
"1166" 1291 11.7717 17.726 32.6338 10.9818 47.0415 0.2148 0.168 0.1029 0.1599 0.2346
"1167" 1291.25 11.8469 17.9609 32.2959 10.9322 47.0996 0.2257 0.1705 0.1025 0.159 0.2313
"1168" 1291.5 11.9203 18.2125 31.9565 10.881 47.1493 0.2365 0.1728 0.1021 0.158 0.2274
"1169" 1291.75 11.9919 18.4802 31.6158 10.8283 47.1907 0.2473 0.1749 0.1017 0.157 0.2229
"1170" 1292 12.0618 18.763 31.2741 10.7741 47.224 0.2579 0.1768 0.1013 0.1559 0.2179
"1171" 1292.25 12.13 19.0604 30.9317 10.7185 47.2497 0.2684 0.1784 0.101 0.1547 0.2125
"1172" 1292.5 12.1967 19.3689 30.5892 10.6617 47.2685 0.2789 0.18 0.1008 0.1535 0.2067
"1173" 1292.75 12.2628 19.6811 30.2484 10.6045 47.2836 0.2893 0.1815 0.1006 0.1523 0.2007
"1174" 1293 12.3284 19.9968 29.9097 10.5469 47.2955 0.2996 0.1829 0.1005 0.1511 0.1947
"1175" 1293.25 12.3934 20.3159 29.573 10.4889 47.3041 0.3098 0.1842 0.1003 0.1499 0.1884
"1176" 1293.5 12.4578 20.6385 29.2383 10.4306 47.3094 0.3199 0.1854 0.1002 0.1486 0.182
"1177" 1293.75 12.5217 20.9645 28.9056 10.3719 47.3115 0.3298 0.1865 0.1 0.1473 0.1754
"1178" 1294 12.5849 21.294 28.5751 10.3129 47.3102 0.3397 0.1876 0.0999 0.146 0.1687
"1179" 1294.25 12.6476 21.627 28.2466 10.2536 47.3057 0.3494 0.1885 0.0997 0.1446 0.1618
"1180" 1294.5 12.7096 21.9634 27.9202 10.1939 47.2979 0.359 0.1893 0.0996 0.1433 0.1548
"1181" 1294.75 12.7711 22.3033 27.5959 10.1339 47.2868 0.3685 0.19 0.0994 0.1418 0.1476
"1182" 1295 12.8318 22.6466 27.2737 10.0736 47.2724 0.3779 0.1907 0.0993 0.1404 0.1402
"1183" 1295.25 12.8921 22.9897 26.954 10.0132 47.2554 0.3872 0.1914 0.0993 0.139 0.1329
"1184" 1295.5 12.9573 23.2929 26.6459 9.9562 47.2396 0.3969 0.1935 0.1012 0.1381 0.1277
"1185" 1295.75 13.024 23.5619 26.384 9.917 47.1726 0.4061 0.1969 0.1071 0.1377 0.1246
"1186" 1296 13.0755 23.8042 26.1942 9.9062 47.0536 0.4128 0.1992 0.1145 0.1375 0.1216
"1187" 1296.25 13.1109 24.0173 26.0843 9.9251 46.8802 0.4168 0.2001 0.123 0.1372 0.1184
"1188" 1296.5 13.1307 24.2018 26.0658 9.9507 46.6557 0.4178 0.2006 0.1333 0.1372 0.1156
"1189" 1296.75 13.1355 24.3581 26.1479 9.9764 46.3828 0.4155 0.2004 0.1446 0.1373 0.1128
"1190" 1297 13.1246 24.4841 26.3359 10.0023 46.0599 0.4096 0.1994 0.1569 0.1373 0.1098
"1191" 1297.25 13.097 24.5776 26.6359 10.0284 45.6854 0.4 0.1975 0.1702 0.1373 0.1067
"1192" 1297.5 13.0518 24.6361 27.0541 10.0546 45.2572 0.3862 0.1946 0.1843 0.1373 0.1035
"1193" 1297.75 12.994 24.6687 27.5217 10.0824 44.792 0.372 0.1937 0.2024 0.1384 0.1025
"1194" 1298 12.9335 24.6955 27.9899 10.1146 44.3225 0.3581 0.1932 0.2215 0.1396 0.1022
"1195" 1298.25 12.8715 24.7185 28.4609 10.1515 43.852 0.344 0.1926 0.2405 0.1409 0.1018
"1196" 1298.5 12.8078 24.7376 28.9347 10.1931 43.3805 0.3298 0.1918 0.2594 0.1422 0.1015
"1197" 1298.75 12.7426 24.7529 29.4111 10.2394 42.9083 0.3155 0.1909 0.2783 0.1435 0.1011
"1198" 1299 12.6758 24.7642 29.8899 10.2904 42.4354 0.3011 0.1897 0.297 0.1448 0.1008
"1199" 1299.25 12.6076 24.7717 30.3711 10.3462 41.9619 0.2865 0.1884 0.3157 0.1461 0.1005
"1200" 1299.5 12.5378 24.7752 30.8544 10.4069 41.4881 0.2719 0.1869 0.3342 0.1474 0.1001
"1201" 1299.75 12.4666 24.7747 31.3396 10.4724 41.0139 0.2571 0.1852 0.3527 0.1486 0.0998
"1202" 1300 12.3939 24.7704 31.8267 10.5429 40.5396 0.2423 0.1833 0.3711 0.1499 0.0995
"1203" 1300.25 12.3198 24.762 32.3154 10.6183 40.0652 0.2273 0.1812 0.3893 0.1512 0.0991
"1204" 1300.5 12.2443 24.7497 32.8055 10.6988 39.5908 0.2123 0.1789 0.4075 0.1524 0.0988
"1205" 1300.75 12.1674 24.7334 33.297 10.7843 39.1166 0.1971 0.1764 0.4255 0.1537 0.0984
"1206" 1301 12.0891 24.7131 33.7895 10.875 38.6426 0.1819 0.1738 0.4434 0.1549 0.0981
"1207" 1301.25 12.0096 24.6888 34.2828 10.971 38.1691 0.1667 0.1709 0.4611 0.1562 0.0977
"1208" 1301.5 11.9287 24.6605 34.7769 11.0722 37.696 0.1513 0.1678 0.4787 0.1574 0.0974
"1209" 1301.75 11.8466 24.6281 35.2714 11.1788 37.2234 0.1359 0.1646 0.4962 0.1586 0.097
"1210" 1302 11.7664 24.599 35.7144 11.2918 36.7609 0.1233 0.1636 0.5163 0.1607 0.0987
"1211" 1302.25 11.7011 24.6026 36.023 11.4154 36.346 0.1158 0.1646 0.5374 0.1633 0.1018
"1212" 1302.5 11.6298 24.605 36.2455 11.5511 35.9881 0.1119 0.1674 0.5585 0.1668 0.1065
"1213" 1302.75 11.5453 24.5763 36.4202 11.7021 35.7083 0.1093 0.1698 0.5765 0.1705 0.1118
"1214" 1303 11.4512 24.524 36.5582 11.8682 35.4991 0.1072 0.1706 0.59 0.174 0.1165
"1215" 1303.25 11.3495 24.4527 36.6664 12.0389 35.3511 0.1057 0.1705 0.6001 0.1773 0.1208
"1216" 1303.5 11.2427 24.3673 36.7519 12.2038 35.2594 0.1044 0.1699 0.6071 0.1804 0.1249
"1217" 1303.75 11.1318 24.2703 36.8184 12.3639 35.2174 0.1034 0.1686 0.6111 0.1833 0.1285
"1218" 1304 11.0177 24.1635 36.8682 12.5197 35.2183 0.1025 0.1666 0.6125 0.186 0.1316
"1219" 1304.25 10.901 24.0481 36.9034 12.6719 35.2565 0.1017 0.1641 0.6116 0.1886 0.1344
"1220" 1304.5 10.7822 23.9254 36.9259 12.8211 35.3271 0.101 0.161 0.6088 0.1909 0.1368
"1221" 1304.75 10.6619 23.7966 36.937 12.9676 35.4256 0.1003 0.1576 0.6041 0.1931 0.1389
"1222" 1305 10.5405 23.6624 36.9381 13.1119 35.5484 0.0998 0.1537 0.5979 0.1951 0.1407
"1223" 1305.25 10.4183 23.5238 36.9304 13.2542 35.6922 0.0993 0.1494 0.5904 0.1971 0.1422
"1224" 1305.5 10.2957 23.3814 36.915 13.395 35.8541 0.0989 0.1448 0.5817 0.1989 0.1435
"1225" 1305.75 10.1728 23.2357 36.8927 13.5345 36.0314 0.0985 0.1399 0.572 0.2005 0.1446
"1226" 1306 10.05 23.0874 36.8643 13.6729 36.222 0.0982 0.1348 0.5615 0.2021 0.1455
"1227" 1306.25 9.9275 22.937 36.8306 13.8106 36.4236 0.0979 0.1295 0.5501 0.2036 0.1462
"1228" 1306.5 9.8053 22.7848 36.7922 13.9476 36.6345 0.0977 0.1239 0.5382 0.205 0.1468
"1229" 1306.75 9.6838 22.6315 36.7503 14.0778 36.854 0.0976 0.1186 0.5261 0.2064 0.1475
"1230" 1307 9.5642 22.4801 36.7099 14.1826 37.0874 0.0977 0.1144 0.5141 0.208 0.1487
"1231" 1307.25 9.4466 22.3285 36.6719 14.2637 37.3374 0.0979 0.1109 0.5017 0.2096 0.1501
"1232" 1307.5 9.3329 22.1604 36.6188 14.3282 37.6152 0.0992 0.109 0.4898 0.2117 0.1529
"1233" 1307.75 9.2272 21.9793 36.5402 14.3822 37.9326 0.1013 0.1074 0.4766 0.2136 0.1561
"1234" 1308 9.1323 21.7907 36.4456 14.4297 38.2575 0.1044 0.1069 0.4641 0.2157 0.1603
"1235" 1308.25 9.0499 21.6005 36.3454 14.4748 38.5782 0.1077 0.1066 0.452 0.2175 0.1646
"1236" 1308.5 8.9801 21.4091 36.2402 14.5178 38.8952 0.1111 0.1063 0.44 0.2191 0.1689
"1237" 1308.75 8.9229 21.2165 36.13 14.5586 39.2084 0.1146 0.1059 0.428 0.2204 0.1731
"1238" 1309 8.8784 21.0228 36.0149 14.5973 39.5177 0.1183 0.1056 0.4162 0.2215 0.1774
"1239" 1309.25 8.8464 20.828 35.8949 14.6339 39.8229 0.1221 0.1052 0.4045 0.2223 0.1816
"1240" 1309.5 8.8273 20.6322 35.7701 14.6682 40.124 0.126 0.1049 0.3929 0.2228 0.1858
"1241" 1309.75 8.821 20.4355 35.6404 14.7004 40.4207 0.1301 0.1046 0.3814 0.223 0.19
"1242" 1310 8.8278 20.2379 35.5061 14.7303 40.7128 0.1342 0.1042 0.37 0.223 0.1942
"1243" 1310.25 8.8478 20.0394 35.3669 14.7579 41.0003 0.1385 0.1039 0.3588 0.2227 0.1984
