"time" "N1" "N2" "N3" "N4" "N5" "R1" "R2" "R3" "R4" "R5"
"1869" 1466.75 15.2377 16.6955 29.2044 14.062 44.5503 0.3339 0.1388 0.243 0.1028 0.2836
"1870" 1467 15.2541 16.752 29.505 13.9145 44.3426 0.3241 0.1403 0.2495 0.1019 0.2812
"1871" 1467.25 15.2645 16.8169 29.8244 13.7637 44.1194 0.3137 0.1416 0.2563 0.101 0.2784
"1872" 1467.5 15.2691 16.8895 30.1614 13.6102 43.8819 0.3027 0.1428 0.2635 0.1003 0.2754
"1873" 1467.75 15.2682 16.9691 30.515 13.4542 43.6309 0.291 0.1439 0.271 0.0995 0.272
"1874" 1468 15.2621 17.0551 30.8842 13.2961 43.3676 0.2789 0.1449 0.2788 0.0988 0.2683
"1875" 1468.25 15.2511 17.1467 31.268 13.1361 43.0928 0.2662 0.1457 0.2868 0.0981 0.2644
"1876" 1468.5 15.2355 17.2434 31.6653 12.9746 42.8074 0.253 0.1464 0.2951 0.0975 0.2603
"1877" 1468.75 15.2154 17.3444 32.0753 12.8119 42.5124 0.2394 0.147 0.3036 0.0969 0.256
"1878" 1469 15.1912 17.4493 32.4969 12.6482 42.2085 0.2253 0.1475 0.3123 0.0964 0.2514
"1879" 1469.25 15.1631 17.5574 32.9293 12.4839 41.8967 0.2109 0.1479 0.3211 0.0958 0.2467
"1880" 1469.5 15.1315 17.6686 33.3677 12.3192 41.5782 0.1964 0.1484 0.3304 0.0954 0.2421
"1881" 1469.75 15.0975 17.7842 33.8056 12.1549 41.2558 0.1819 0.1491 0.34 0.0951 0.2375
"1882" 1470 15.0615 17.9043 34.2438 11.9914 40.9304 0.1674 0.1497 0.3496 0.0948 0.2327
"1883" 1470.25 15.0236 18.0286 34.6824 11.8287 40.6026 0.1529 0.1502 0.3593 0.0946 0.2278
"1884" 1470.5 14.9838 18.1565 35.1213 11.6669 40.2726 0.1383 0.1506 0.369 0.0943 0.2228
"1885" 1470.75 14.9429 18.274 35.5523 11.5066 39.9422 0.1247 0.1524 0.3805 0.0946 0.2193
"1886" 1471 14.8936 18.3319 35.8881 11.358 39.6508 0.1185 0.163 0.4017 0.0985 0.2248
"1887" 1471.25 14.82 18.3566 36.1574 11.2325 39.4417 0.1149 0.1747 0.4215 0.1034 0.2323
"1888" 1471.5 14.7292 18.3579 36.3795 11.1298 39.3157 0.1121 0.1844 0.4362 0.1081 0.239
"1889" 1471.75 14.6242 18.3392 36.5607 11.0477 39.2653 0.1097 0.1921 0.4457 0.1124 0.2446
"1890" 1472 14.507 18.303 36.7052 10.984 39.283 0.1076 0.1977 0.4505 0.1164 0.2492
"1891" 1472.25 14.3793 18.2512 36.8169 10.9364 39.362 0.1057 0.2016 0.4509 0.12 0.2528
"1892" 1472.5 14.2427 18.1857 36.8988 10.9033 39.4962 0.104 0.2038 0.4475 0.1233 0.2554
"1893" 1472.75 14.0983 18.1079 36.9538 10.8829 39.6804 0.1025 0.2045 0.4405 0.1263 0.2572
"1894" 1473 13.9473 18.0192 36.9842 10.8739 39.9097 0.1011 0.2038 0.4302 0.129 0.2582
"1895" 1473.25 13.7908 17.9208 36.9925 10.8749 40.1797 0.0999 0.2018 0.4169 0.1314 0.2585
"1896" 1473.5 13.6296 17.8139 36.9806 10.8846 40.4866 0.0988 0.1987 0.401 0.1335 0.258
"1897" 1473.75 13.4645 17.6994 36.9503 10.9022 40.8267 0.0978 0.1945 0.3826 0.1354 0.257
"1898" 1474 13.2962 17.5782 36.9034 10.9265 41.1968 0.0969 0.1894 0.362 0.137 0.2554
"1899" 1474.25 13.1253 17.4511 36.8413 10.9567 41.5937 0.096 0.1834 0.3394 0.1385 0.2532
"1900" 1474.5 12.9524 17.3189 36.7656 10.992 42.0147 0.0953 0.1767 0.3151 0.1396 0.2506
"1901" 1474.75 12.7781 17.1822 36.6777 11.0316 42.455 0.0947 0.1694 0.2893 0.1407 0.2476
"1902" 1475 12.604 17.0435 36.5829 11.0756 42.8959 0.0944 0.1623 0.264 0.1419 0.245
"1903" 1475.25 12.4312 16.9044 36.4845 11.1241 43.3364 0.0942 0.1551 0.2385 0.143 0.2423
"1904" 1475.5 12.2598 16.7649 36.3831 11.1769 43.7768 0.0941 0.1476 0.2128 0.144 0.2394
"1905" 1475.75 12.0898 16.6251 36.2786 11.2336 44.2171 0.0939 0.1398 0.1869 0.1449 0.2364
"1906" 1476 11.9213 16.4852 36.1713 11.294 44.6575 0.0937 0.1318 0.1608 0.1457 0.2332
"1907" 1476.25 11.7542 16.3451 36.0613 11.3576 45.0979 0.0935 0.1236 0.1345 0.1464 0.23
"1908" 1476.5 11.5923 16.2105 35.9277 11.3986 45.5044 0.0968 0.1213 0.1165 0.1491 0.2314
"1909" 1476.75 11.4675 16.1301 35.7263 11.4057 45.8111 0.1066 0.1286 0.1135 0.1544 0.2395
"1910" 1477 11.389 16.1187 35.4897 11.4004 46.0661 0.1167 0.1349 0.111 0.1583 0.2451
"1911" 1477.25 11.3556 16.1619 35.2232 11.3841 46.2752 0.1273 0.1403 0.109 0.1609 0.2488
"1912" 1477.5 11.3665 16.2348 34.9353 11.3597 46.4497 0.1381 0.1451 0.1074 0.1623 0.2511
"1913" 1477.75 11.4207 16.3327 34.6291 11.328 46.5929 0.149 0.1492 0.106 0.1625 0.2521
"1914" 1478 11.5064 16.452 34.3081 11.2902 46.7093 0.1601 0.1529 0.105 0.1619 0.2523
"1915" 1478.25 11.5918 16.5931 33.9818 11.2496 46.813 0.1714 0.1567 0.1045 0.1613 0.2521
"1916" 1478.5 11.6752 16.7551 33.6524 11.2069 46.9068 0.1826 0.1602 0.1041 0.1606 0.2511
"1917" 1478.75 11.7567 16.9371 33.3201 11.1621 46.9911 0.1937 0.1634 0.1036 0.1599 0.2496
"1918" 1479 11.8363 17.138 32.9854 11.1155 47.0661 0.2048 0.1664 0.1032 0.159 0.2473
"1919" 1479.25 11.914 17.3571 32.6487 11.0671 47.1322 0.2158 0.1691 0.1028 0.1582 0.2445
"1920" 1479.5 11.9898 17.5934 32.3101 11.0169 47.1896 0.2267 0.1717 0.1024 0.1572 0.2411
"1921" 1479.75 12.0639 17.8462 31.9701 10.9652 47.2387 0.2375 0.174 0.102 0.1562 0.2372
"1922" 1480 12.1362 18.1149 31.6289 10.9119 47.2795 0.2483 0.176 0.1017 0.1551 0.2327
"1923" 1480.25 12.2068 18.3986 31.2868 10.8572 47.3125 0.2589 0.1779 0.1013 0.154 0.2277
"1924" 1480.5 12.2758 18.6963 30.944 10.801 47.3378 0.2695 0.1796 0.101 0.1528 0.2222
"1925" 1480.75 12.3437 19 30.6022 10.7442 47.3581 0.28 0.1813 0.1008 0.1517 0.2166
"1926" 1481 12.4111 19.3072 30.2624 10.6869 47.3752 0.2904 0.1828 0.1007 0.1505 0.2109
"1927" 1481.25 12.478 19.6178 29.9246 10.6293 47.3891 0.3007 0.1843 0.1006 0.1493 0.2049
"1928" 1481.5 12.5444 19.9319 29.5888 10.5713 47.3997 0.3109 0.1857 0.1004 0.148 0.1988
"1929" 1481.75 12.6101 20.2494 29.255 10.5129 47.4071 0.321 0.187 0.1003 0.1468 0.1926
"1930" 1482 12.6754 20.5703 28.9233 10.4542 47.4112 0.3309 0.1882 0.1001 0.1455 0.1862
"1931" 1482.25 12.74 20.8947 28.5936 10.3952 47.4121 0.3408 0.1893 0.1 0.1441 0.1796
"1932" 1482.5 12.804 21.2225 28.266 10.3358 47.4097 0.3505 0.1902 0.0998 0.1428 0.1729
"1933" 1482.75 12.8675 21.5537 27.9405 10.2761 47.404 0.3601 0.1911 0.0997 0.1414 0.166
"1934" 1483 12.9303 21.8884 27.617 10.216 47.395 0.3696 0.1919 0.0995 0.14 0.159
"1935" 1483.25 12.9924 22.2265 27.2957 10.1557 47.3828 0.379 0.1926 0.0994 0.1386 0.1518
"1936" 1483.5 13.0539 22.5681 26.9765 10.0951 47.3673 0.3883 0.1932 0.0992 0.1371 0.1444
"1937" 1483.75 13.1148 22.913 26.6594 10.0341 47.3485 0.3974 0.1937 0.0991 0.1356 0.1369
"1938" 1484 13.1763 23.2436 26.3468 9.9739 47.3311 0.4067 0.1948 0.0996 0.1343 0.1301
"1939" 1484.25 13.2457 23.5291 26.0572 9.9219 47.2939 0.4164 0.1977 0.1035 0.1336 0.1261
"1940" 1484.5 13.306 23.7859 25.8297 9.8946 47.2007 0.4244 0.2008 0.1103 0.1334 0.1231
"1941" 1484.75 13.3506 24.0151 25.6779 9.8968 47.0549 0.4299 0.2024 0.1183 0.1331 0.12
"1942" 1485 13.3798 24.2168 25.6127 9.9079 46.8589 0.4326 0.2038 0.128 0.1331 0.1173
"1943" 1485.25 13.3944 24.3919 25.6434 9.9191 46.6162 0.4321 0.2044 0.1389 0.1332 0.1146
"1944" 1485.5 13.3937 24.5385 25.7755 9.9304 46.3254 0.4282 0.2043 0.1506 0.1332 0.1118
"1945" 1485.75 13.3769 24.6545 26.0142 9.942 45.985 0.4207 0.2034 0.1633 0.1333 0.1088
"1946" 1486 13.3431 24.7375 26.3655 9.9538 45.5931 0.4093 0.2015 0.177 0.1334 0.1057
"1947" 1486.25 13.2921 24.7865 26.8194 9.9661 45.1502 0.3948 0.1995 0.1926 0.1337 0.1033
"1948" 1486.5 13.2341 24.8211 27.2853 9.9816 44.689 0.381 0.1995 0.2113 0.135 0.1028
"1949" 1486.75 13.1743 24.8516 27.7538 10.0017 44.2259 0.3671 0.1994 0.2302 0.1363 0.1025
"1950" 1487 13.1128 24.8782 28.2254 10.0265 43.7616 0.3531 0.1991 0.2491 0.1376 0.1021
"1951" 1487.25 13.0496 24.9009 28.6999 10.0559 43.2964 0.3389 0.1987 0.2679 0.1389 0.1018
"1952" 1487.5 12.9849 24.9197 29.1771 10.0901 42.8303 0.3246 0.198 0.2866 0.1402 0.1015
"1953" 1487.75 12.9186 24.9347 29.6569 10.129 42.3635 0.3102 0.1972 0.3052 0.1415 0.1011
"1954" 1488 12.8507 24.9458 30.1392 10.1726 41.896 0.2956 0.1962 0.3237 0.1429 0.1008
"1955" 1488.25 12.7813 24.9529 30.6239 10.221 41.4281 0.281 0.195 0.3422 0.1442 0.1004
"1956" 1488.5 12.7104 24.956 31.1106 10.2742 40.9597 0.2662 0.1936 0.3605 0.1455 0.1001
"1957" 1488.75 12.638 24.9553 31.5994 10.3323 40.4911 0.2514 0.1921 0.3787 0.1468 0.0998
"1958" 1489 12.5642 24.9505 32.09 10.3952 40.0224 0.2364 0.1903 0.3969 0.148 0.0994
"1959" 1489.25 12.4889 24.9418 32.5823 10.463 39.5536 0.2213 0.1884 0.4149 0.1493 0.0991
"1960" 1489.5 12.4123 24.9291 33.0761 10.5358 39.0849 0.2062 0.1862 0.4328 0.1506 0.0987
"1961" 1489.75 12.3342 24.9124 33.5712 10.6137 38.6164 0.191 0.1839 0.4506 0.1519 0.0984
"1962" 1490 12.2548 24.8917 34.0673 10.6966 38.1482 0.1756 0.1814 0.4682 0.1531 0.0981
"1963" 1490.25 12.174 24.867 34.5644 10.7846 37.6804 0.1602 0.1787 0.4857 0.1544 0.0977
"1964" 1490.5 12.092 24.8383 35.0623 10.8779 37.2131 0.1448 0.1758 0.5031 0.1557 0.0974
"1965" 1490.75 12.0088 24.8059 35.5564 10.9765 36.7467 0.1295 0.1729 0.5207 0.157 0.0973
"1966" 1491 11.934 24.791 35.938 11.0832 36.3085 0.1197 0.1739 0.5422 0.1597 0.1003
"1967" 1491.25 11.8697 24.8051 36.2044 11.2009 35.9215 0.1138 0.1759 0.563 0.1626 0.1038
"1968" 1491.5 11.791 24.7933 36.4057 11.3322 35.6043 0.1108 0.1792 0.5832 0.1664 0.1093
"1969" 1491.75 11.701 24.7545 36.5657 11.4787 35.3644 0.1085 0.1813 0.599 0.1701 0.1144
"1970" 1492 11.602 24.6938 36.6916 11.6397 35.1907 0.1065 0.1818 0.6106 0.1734 0.1189
"1971" 1492.25 11.4963 24.6155 36.7898 11.8036 35.0747 0.1051 0.1815 0.619 0.1767 0.1231
"1972" 1492.5 11.3857 24.5242 36.867 11.9622 35.0117 0.104 0.1807 0.6245 0.1798 0.127
"1973" 1492.75 11.2715 24.4219 36.9262 12.1163 34.9953 0.103 0.1792 0.6271 0.1826 0.1304
"1974" 1493 11.1542 24.3103 36.9696 12.2667 35.0193 0.1021 0.1771 0.6272 0.1853 0.1334
"1975" 1493.25 11.0345 24.1908 36.9993 12.4137 35.0785 0.1013 0.1744 0.6252 0.1878 0.136
"1976" 1493.5 10.9131 24.0644 37.0168 12.558 35.1682 0.1007 0.1712 0.6212 0.1901 0.1383
"1977" 1493.75 10.7902 23.9321 37.0235 12.6998 35.2843 0.1001 0.1676 0.6156 0.1923 0.1403
"1978" 1494 10.6663 23.7948 37.0207 12.8396 35.4234 0.0996 0.1636 0.6086 0.1943 0.142
"1979" 1494.25 10.5418 23.6533 37.0095 12.9776 35.5822 0.0991 0.1593 0.6003 0.1962 0.1434
"1980" 1494.5 10.417 23.5082 36.9909 13.1142 35.7582 0.0987 0.1546 0.5908 0.198 0.1446
"1981" 1494.75 10.292 23.3601 36.9657 13.2497 35.9487 0.0984 0.1497 0.5804 0.1997 0.1457
"1982" 1495 10.1672 23.2096 36.9347 13.3842 36.1516 0.0981 0.1445 0.5692 0.2012 0.1465
"1983" 1495.25 10.0426 23.057 36.8987 13.518 36.365 0.0978 0.1391 0.5573 0.2027 0.1472
"1984" 1495.5 9.9185 22.9027 36.8581 13.6512 36.5871 0.0975 0.1336 0.5447 0.2041 0.1477
"1985" 1495.75 9.7951 22.7472 36.8136 13.7842 36.8163 0.0973 0.1278 0.5317 0.2054 0.1481
"1986" 1496 9.6724 22.5908 36.7657 13.9169 37.0512 0.0971 0.1219 0.5182 0.2066 0.1484
"1987" 1496.25 9.5509 22.4346 36.7164 14.0367 37.2929 0.0972 0.1167 0.5051 0.208 0.1491
"1988" 1496.5 9.4317 22.2814 36.6705 14.1296 37.5477 0.0974 0.1125 0.492 0.2095 0.1501
"1989" 1496.75 9.315 22.1216 36.6242 14.1997 37.82 0.0981 0.1096 0.4792 0.2113 0.1519
"1990" 1497 9.2046 21.9453 36.5536 14.2566 38.1271 0.0999 0.1079 0.4662 0.2133 0.155
"1991" 1497.25 9.1041 21.7587 36.4619 14.3049 38.4562 0.1027 0.107 0.4532 0.2153 0.1588
"1992" 1497.5 9.0158 21.5695 36.3631 14.3502 38.7802 0.106 0.1067 0.4409 0.2173 0.1631
"1993" 1497.75 8.9402 21.3791 36.2591 14.3934 39.1005 0.1093 0.1063 0.4287 0.219 0.1674
"1994" 1498 8.8771 21.1875 36.1502 14.4345 39.417 0.1128 0.106 0.4167 0.2205 0.1716
"1995" 1498.25 8.8266 20.9948 36.0364 14.4734 39.7296 0.1165 0.1057 0.4047 0.2216 0.1758
"1996" 1498.5 8.7887 20.801 35.9177 14.5103 40.0382 0.1202 0.1053 0.3929 0.2225 0.1801
"1997" 1498.75 8.7635 20.6062 35.7942 14.5449 40.3426 0.1241 0.105 0.3811 0.2232 0.1843
"1998" 1499 8.7511 20.4105 35.6659 14.5774 40.6427 0.1281 0.1046 0.3695 0.2235 0.1885
"1999" 1499.25 8.7517 20.2139 35.5328 14.6076 40.9383 0.1322 0.1043 0.358 0.2236 0.1926
"2000" 1499.5 8.7653 20.0164 35.395 14.6357 41.2292 0.1365 0.104 0.3467 0.2234 0.1968
"2001" 1499.75 8.7922 19.8181 35.2525 14.6614 41.5153 0.1408 0.1036 0.3354 0.223 0.2009
"2002" 1500 8.8327 19.6191 35.1053 14.6848 41.7962 0.1453 0.1033 0.3243 0.2222 0.205
"2003" 1500.25 8.8871 19.4192 34.9532 14.7058 42.0719 0.1499 0.1029 0.3134 0.2211 0.209
"2004" 1500.5 8.9558 19.2187 34.7964 14.7245 42.3419 0.1546 0.1025 0.3026 0.2198 0.213
"2005" 1500.75 9.0391 19.0174 34.6348 14.7406 42.606 0.1594 0.1022 0.292 0.2181 0.217
"2006" 1501 9.1376 18.8153 34.4683 14.7542 42.8639 0.1644 0.1018 0.2815 0.2161 0.221
"2007" 1501.25 9.2518 18.6125 34.2968 14.7651 43.1152 0.1694 0.1014 0.2713 0.2137 0.2249
"2008" 1501.5 9.3824 18.4089 34.1202 14.7733 43.3596 0.1746 0.101 0.2612 0.211 0.2287
"2009" 1501.75 9.5295 18.2045 33.9385 14.7787 43.5966 0.1799 0.1006 0.2514 0.208 0.2326
"2010" 1502 9.6823 18.0006 33.754 14.7823 43.8295 0.1854 0.1005 0.242 0.2049 0.2366
"2011" 1502.25 9.8369 17.798 33.5687 14.7851 44.0608 0.191 0.1003 0.2326 0.2018 0.2406
"2012" 1502.5 9.9933 17.5969 33.3826 14.787 44.2908 0.1965 0.1002 0.2233 0.1986 0.2445
"2013" 1502.75 10.1515 17.3971 33.1957 14.7881 44.5192 0.2021 0.1001 0.2141 0.1954 0.2484
"2014" 1503 10.3116 17.1988 33.0082 14.7884 44.7462 0.2076 0.1 0.2048 0.1922 0.2523
"2015" 1503.25 10.4735 17.0019 32.82 14.7878 44.9717 0.2132 0.0999 0.1956 0.1889 0.2561
"2016" 1503.5 10.6372 16.8065 32.6311 14.7864 45.1956 0.2188 0.0997 0.1865 0.1856 0.2599
"2017" 1503.75 10.8029 16.6124 32.4415 14.7841 45.4179 0.2244 0.0996 0.1774 0.1822 0.2636
"2018" 1504 10.9703 16.4198 32.2514 14.781 45.6385 0.23 0.0995 0.1683 0.1788 0.2673
"2019" 1504.25 11.1397 16.2287 32.0607 14.7771 45.8575 0.2356 0.0994 0.1593 0.1753 0.271
"2020" 1504.5 11.3109 16.039 31.8693 14.7723 46.0748 0.2413 0.0993 0.1504 0.1718 0.2746
"2021" 1504.75 11.484 15.8507 31.6775 14.7667 46.2903 0.2469 0.0991 0.1415 0.1682 0.2781
"2022" 1505 11.659 15.6638 31.4851 14.7602 46.5041 0.2526 0.099 0.1326 0.1646 0.2817
"2023" 1505.25 11.8359 15.4784 31.2923 14.7529 46.7161 0.2582 0.0989 0.1238 0.161 0.2851
"2024" 1505.5 12.0035 15.2952 31.1006 14.7456 46.929 0.264 0.0992 0.1155 0.1577 0.2889
"2025" 1505.75 12.1342 15.1217 30.8912 14.7348 47.1553 0.2718 0.1023 0.1101 0.1562 0.295
"2026" 1506 12.2521 14.9822 30.6553 14.7117 47.3624 0.2818 0.1087 0.1091 0.156 0.3029
"2027" 1506.25 12.3664 14.8802 30.4115 14.6836 47.5531 0.2919 0.1147 0.1084 0.1558 0.3098
"2028" 1506.5 12.4776 14.8124 30.1611 14.6511 47.7291 0.3019 0.1205 0.1077 0.1555 0.3156
"2029" 1506.75 12.5858 14.7756 29.905 14.6146 47.8916 0.3119 0.1259 0.1071 0.1551 0.3204
"2030" 1507 12.6913 14.7675 29.644 14.5744 48.0413 0.3219 0.131 0.1065 0.1546 0.3243
"2031" 1507.25 12.7943 14.7859 29.3787 14.5309 48.1792 0.3319 0.1359 0.1059 0.154 0.3275
"2032" 1507.5 12.8948 14.8289 29.1097 14.4842 48.3059 0.3418 0.1404 0.1054 0.1534 0.3298
"2033" 1507.75 12.993 14.8949 28.8374 14.4345 48.4219 0.3516 0.1448 0.1049 0.1527 0.3314
"2034" 1508 13.089 14.9827 28.5624 14.3822 48.5278 0.3614 0.1488 0.1045 0.1519 0.3323
"2035" 1508.25 13.1829 15.0909 28.2849 14.3272 48.6239 0.3711 0.1527 0.1041 0.151 0.3325
"2036" 1508.5 13.2747 15.2186 28.0054 14.2699 48.7107 0.3807 0.1563 0.1036 0.1501 0.3321
"2037" 1508.75 13.3646 15.3649 27.7241 14.2103 48.7885 0.3902 0.1596 0.1032 0.1491 0.331
"2038" 1509 13.4524 15.5288 27.4413 14.1485 48.8575 0.3996 0.1627 0.1028 0.1481 0.3294
"2039" 1509.25 13.5384 15.7096 27.1572 14.0847 48.9181 0.409 0.1657 0.1025 0.147 0.3272
"2040" 1509.5 13.6225 15.9067 26.8722 14.0189 48.9704 0.4182 0.1684 0.1021 0.1458 0.3245
"2041" 1509.75 13.7047 16.1193 26.5863 13.9513 49.0147 0.4274 0.1709 0.1018 0.1446 0.3213
"2042" 1510 13.7852 16.3468 26.2999 13.882 49.0513 0.4364 0.1731 0.1014 0.1433 0.3175
"2043" 1510.25 13.8638 16.5887 26.013 13.811 49.0803 0.4453 0.1752 0.1011 0.142 0.3132
"2044" 1510.5 13.9407 16.8444 25.7259 13.7384 49.1019 0.4542 0.1771 0.1008 0.1406 0.3085
"2045" 1510.75 14.0159 17.1128 25.4388 13.6644 49.1165 0.4629 0.1788 0.1005 0.1392 0.3034
"2046" 1511 14.0902 17.3864 25.1529 13.5896 49.1266 0.4716 0.1806 0.1004 0.1378 0.2981
"2047" 1511.25 14.1639 17.6631 24.8689 13.5144 49.1337 0.4802 0.1822 0.1002 0.1364 0.2927
"2048" 1511.5 14.2371 17.943 24.5869 13.4389 49.1378 0.4886 0.1837 0.1001 0.1349 0.2871
"2049" 1511.75 14.3098 18.2261 24.3067 13.363 49.1389 0.497 0.1852 0.1 0.1335 0.2814
"2050" 1512 14.3819 18.5123 24.0285 13.2869 49.1371 0.5053 0.1865 0.0999 0.132 0.2755
"2051" 1512.25 14.4535 18.8017 23.7522 13.2103 49.1322 0.5134 0.1878 0.0997 0.1304 0.2695
"2052" 1512.5 14.5244 19.0942 23.4778 13.1335 49.1243 0.5215 0.189 0.0996 0.1289 0.2633
"2053" 1512.75 14.5948 19.39 23.2054 13.0564 49.1134 0.5294 0.1901 0.0995 0.1273 0.257
"2054" 1513 14.6646 19.6889 22.9349 12.979 49.0995 0.5373 0.1911 0.0993 0.1257 0.2505
"2055" 1513.25 14.7338 19.9911 22.6663 12.9013 49.0825 0.545 0.192 0.0992 0.1241 0.2439
"2056" 1513.5 14.8023 20.2964 22.3997 12.8233 49.0626 0.5526 0.1928 0.0991 0.1224 0.2372
"2057" 1513.75 14.8701 20.605 22.1351 12.745 49.0396 0.5602 0.1935 0.0989 0.1208 0.2303
"2058" 1514 14.9373 20.9167 21.8724 12.6665 49.0136 0.5676 0.1941 0.0988 0.1191 0.2232
"2059" 1514.25 15.0039 21.2317 21.6116 12.5878 48.9845 0.5749 0.1947 0.0987 0.1173 0.216
"2060" 1514.5 15.0697 21.5498 21.3528 12.5088 48.9524 0.5821 0.1951 0.0985 0.1156 0.2087
"2061" 1514.75 15.1348 21.8712 21.096 12.4296 48.9173 0.5892 0.1955 0.0984 0.1138 0.2011
"2062" 1515 15.1993 22.1958 20.8412 12.3495 48.8793 0.5962 0.1958 0.0983 0.1121 0.1935
"2063" 1515.25 15.2647 22.5264 20.5903 12.2629 48.8336 0.6032 0.1965 0.0989 0.1104 0.186
"2064" 1515.5 15.3312 22.8761 20.3536 12.1691 48.7564 0.6099 0.1977 0.1011 0.1088 0.1784
"2065" 1515.75 15.3892 23.2263 20.1472 12.0697 48.6521 0.6162 0.1999 0.1055 0.1077 0.1716
"2066" 1516 15.4402 23.5697 19.9808 11.9663 48.5268 0.6212 0.202 0.1106 0.1067 0.1647
"2067" 1516.25 15.4843 23.9064 19.8564 11.8591 48.3813 0.6248 0.2038 0.116 0.1057 0.1577
"2068" 1516.5 15.5215 24.2357 19.775 11.7482 48.2156 0.6269 0.2053 0.1218 0.1047 0.1506
"2069" 1516.75 15.5517 24.5571 19.7375 11.6337 48.0297 0.6275 0.2066 0.1278 0.1037 0.1432
"2070" 1517 15.5746 24.87 19.7446 11.5156 47.8236 0.6265 0.2074 0.1342 0.1027 0.1356
"2071" 1517.25 15.5902 25.1736 19.7975 11.394 47.5971 0.624 0.2079 0.1409 0.1016 0.1279
"2072" 1517.5 15.5992 25.4455 19.9001 11.2697 47.3532 0.6203 0.2092 0.1491 0.101 0.1214
"2073" 1517.75 15.6051 25.6609 20.0636 11.1447 47.1015 0.6151 0.211 0.1584 0.1006 0.1165
"2074" 1518 15.6077 25.83 20.2916 11.0197 46.8288 0.6081 0.2134 0.1691 0.1005 0.1129
"2075" 1518.25 15.5974 25.9685 20.5975 10.8969 46.5104 0.5992 0.2164 0.1825 0.1009 0.1107
"2076" 1518.5 15.5769 26.0895 20.9379 10.7788 46.166 0.5899 0.2205 0.1984 0.102 0.1098
"2077" 1518.75 15.5514 26.2021 21.2968 10.6668 45.8103 0.58 0.2245 0.2148 0.1031 0.109
"2078" 1519 15.5211 26.3066 21.6751 10.561 45.4444 0.5694 0.2281 0.2314 0.1043 0.1083
"2079" 1519.25 15.486 26.4025 22.074 10.4612 45.0681 0.5581 0.2314 0.2481 0.1055 0.1075
"2080" 1519.5 15.4458 26.4895 22.4942 10.3672 44.6813 0.5461 0.2344 0.2649 0.1067 0.1067
"2081" 1519.75 15.4014 26.5688 22.9265 10.2793 44.2861 0.5337 0.2374 0.2823 0.1081 0.1063
"2082" 1520 15.3546 26.6436 23.3624 10.1978 43.8877 0.5213 0.2404 0.2999 0.1095 0.1059
"2083" 1520.25 15.3055 26.7142 23.8021 10.1226 43.4866 0.5087 0.2431 0.3174 0.111 0.1055
"2084" 1520.5 15.2543 26.7806 24.2456 10.0535 43.0831 0.4959 0.2456 0.335 0.1124 0.1052
"2085" 1520.75 15.2009 26.8429 24.6928 9.9905 42.6773 0.483 0.2478 0.3525 0.1139 0.1048
"2086" 1521 15.1455 26.9009 25.1437 9.9334 42.2694 0.47 0.2499 0.3699 0.1153 0.1045
"2087" 1521.25 15.0879 26.9548 25.5981 9.8821 41.8595 0.4568 0.2518 0.3874 0.1168 0.1041
"2088" 1521.5 15.0283 27.0044 26.0559 9.8366 41.4479 0.4434 0.2534 0.4048 0.1182 0.1038
"2089" 1521.75 14.9668 27.0499 26.5171 9.7967 41.0346 0.4299 0.2549 0.4221 0.1197 0.1034
"2090" 1522 14.9032 27.0911 26.9817 9.7624 40.6198 0.4162 0.2561 0.4394 0.1212 0.1031
"2091" 1522.25 14.8377 27.1281 27.4494 9.7336 40.2038 0.4024 0.2571 0.4566 0.1227 0.1028
"2092" 1522.5 14.7704 27.1608 27.9201 9.7102 39.7865 0.3885 0.258 0.4737 0.1242 0.1024
"2093" 1522.75 14.7011 27.1893 28.3939 9.6922 39.3682 0.3744 0.2586 0.4908 0.1256 0.1021
"2094" 1523 14.6301 27.2136 28.8705 9.6794 38.949 0.3602 0.259 0.5078 0.1271 0.1017
"2095" 1523.25 14.5572 27.2336 29.3499 9.6719 38.529 0.3458 0.2592 0.5247 0.1286 0.1014
"2096" 1523.5 14.4826 27.2494 29.8319 9.6697 38.1084 0.3314 0.2592 0.5415 0.1301 0.1011
"2097" 1523.75 14.4063 27.261 30.3164 9.6725 37.6873 0.3168 0.2591 0.5582 0.1316 0.1007
"2098" 1524 14.3283 27.2683 30.8032 9.6806 37.2657 0.3021 0.2587 0.5748 0.1331 0.1004
"2099" 1524.25 14.2486 27.2714 31.2923 9.6937 36.844 0.2872 0.2581 0.5912 0.1345 0.1001
"2100" 1524.5 14.1673 27.2702 31.7836 9.712 36.4221 0.2723 0.2574 0.6076 0.136 0.0997
"2101" 1524.75 14.0844 27.2648 32.2767 9.7353 36.0002 0.2572 0.2564 0.6239 0.1375 0.0994
"2102" 1525 13.9999 27.2551 32.7717 9.7637 35.5784 0.2421 0.2552 0.64 0.1389 0.0991
"2103" 1525.25 13.914 27.2412 33.2683 9.7971 35.1568 0.2269 0.2539 0.656 0.1404 0.0988
"2104" 1525.5 13.8265 27.2231 33.7665 9.8357 34.7355 0.2115 0.2523 0.6718 0.1418 0.0984
"2105" 1525.75 13.7377 27.2008 34.266 9.8793 34.3146 0.1961 0.2505 0.6876 0.1433 0.0981
"2106" 1526 13.6474 27.1743 34.7667 9.928 33.8943 0.1806 0.2486 0.7032 0.1447 0.0978
