"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9"
"3842" 960.25 11.6783 33.7397 10.9236 1.9087 6.5735 0.1304 0 0 0
"3843" 960.5 11.5033 33.6367 11.1536 1.9089 6.6077 0.1309 0 0 0
"3844" 960.75 11.3359 33.5515 11.3598 1.9102 6.6273 0.1314 0 0 0
"3845" 961 11.1746 33.4796 11.5491 1.9122 6.6364 0.132 0 0 0
"3846" 961.25 11.0182 33.4169 11.7264 1.9148 6.6381 0.1327 0 0 0
"3847" 961.5 10.8657 33.3605 11.8954 1.9178 6.6344 0.1334 0 0 0
"3848" 961.75 10.7164 33.3082 12.0589 1.921 6.6268 0.1341 0 0 0
"3849" 962 10.5698 33.2585 12.2186 1.9243 6.6164 0.1348 0 0 0
"3850" 962.25 10.4257 33.2092 12.3758 1.9278 6.6038 0.1355 0 0 0
"3851" 962.5 10.2849 33.1543 12.532 1.9315 6.5899 0.1363 0 0 0
"3852" 962.75 10.1486 33.0939 12.6877 1.9359 6.5749 0.1371 0 0 0
"3853" 963 10.0178 33.0283 12.8429 1.9412 6.5589 0.138 0 0 0
"3854" 963.25 9.8929 32.9572 12.9976 1.9475 6.5418 0.1389 0 0 0
"3855" 963.5 9.7747 32.8801 13.1513 1.955 6.5235 0.14 0 0 0
"3856" 963.75 9.6639 32.7967 13.3038 1.9641 6.504 0.1411 0 0 0
"3857" 964 9.5611 32.7064 13.4547 1.9749 6.4832 0.1424 0 0 0
"3858" 964.25 9.4671 32.6087 13.6037 1.9876 6.4609 0.1439 0 0 0
"3859" 964.5 9.3827 32.5031 13.7503 2.0027 6.4371 0.1455 0 0 0
"3860" 964.75 9.3088 32.389 13.8942 2.0205 6.4116 0.1474 0 0 0
"3861" 965 9.2464 32.2657 14.0348 2.0412 6.3844 0.1495 0 0 0
"3862" 965.25 9.1963 32.1326 14.1717 2.0654 6.3552 0.1518 0 0 0
"3863" 965.5 9.1598 31.989 14.3042 2.0934 6.324 0.1545 0 0 0
"3864" 965.75 9.1379 31.8342 14.4317 2.1258 6.2907 0.1575 0 0 0
"3865" 966 9.1319 31.6672 14.5536 2.163 6.2549 0.161 0 0 0
"3866" 966.25 9.1433 31.4871 14.669 2.2058 6.2167 0.1648 0 0 0
"3867" 966.5 9.1736 31.2933 14.7772 2.2549 6.1757 0.1688 0 0 0
"3868" 966.75 9.2247 31.0847 14.8775 2.3109 6.1319 0.1728 0 0 0
"3869" 967 9.2985 30.8604 14.9689 2.3749 6.0851 0.1767 0 0 0
"3870" 967.25 9.3973 30.619 15.0501 2.4479 6.0349 0.1806 0 0 0
"3871" 967.5 9.5237 30.359 15.12 2.531 5.9811 0.1844 0 0 0
"3872" 967.75 9.6804 30.0787 15.177 2.6257 5.9235 0.1882 0 0 0
"3873" 968 9.871 29.7762 15.2195 2.7334 5.8615 0.1917 0 0 0
"3874" 968.25 10.0991 29.4493 15.2455 2.8559 5.7948 0.1951 0 0 0
"3875" 968.5 10.3693 29.0952 15.2527 2.9955 5.7228 0.1983 0 0 0
"3876" 968.75 10.6867 28.7112 15.2386 3.1532 5.6451 0.2012 0 0 0
"3877" 969 11.0574 28.2977 15.2028 3.3147 5.5616 0.2038 0 0 0
"3878" 969.25 11.4873 27.8577 15.1461 3.4727 5.4731 0.2062 0 0 0
"3879" 969.5 11.9826 27.3915 15.0682 3.6242 5.3795 0.2082 0 0 0
"3880" 969.75 12.5496 26.8986 14.9679 3.7652 5.2808 0.2098 0 0 0
"3881" 970 13.1897 26.3789 14.8444 3.8911 5.1769 0.2111 0 0 0
"3882" 970.25 13.8527 25.8454 14.7057 3.9986 5.0705 0.2121 0 0 0
"3883" 970.5 14.4814 25.323 14.5685 4.087 4.9663 0.2131 0 0 0
"3884" 970.75 15.0594 24.8306 14.4461 4.1575 4.868 0.2143 0 0 0
"3885" 971 15.5868 24.3726 14.3421 4.2114 4.7765 0.2159 0 0 0
"3886" 971.25 16.0655 23.949 14.2572 4.2503 4.6917 0.2178 0 0 0
"3887" 971.5 16.499 23.5578 14.1907 4.2761 4.6134 0.22 0 0 0
"3888" 971.75 16.8917 23.1963 14.1413 4.2905 4.5409 0.2224 0 0 0
"3889" 972 17.2488 22.8617 14.1076 4.2954 4.4736 0.2242 0 0 0
"3890" 972.25 17.5752 22.5507 14.0878 4.2923 4.4111 0.2257 0 0 0
"3891" 972.5 17.8755 22.2601 14.0801 4.2827 4.3525 0.2267 0 0 0
"3892" 972.75 18.1538 21.987 14.0824 4.2677 4.2974 0.2275 0 0 0
"3893" 973 18.4145 21.7315 14.0804 4.2486 4.2458 0.228 0 0 0
"3894" 973.25 18.6618 21.4985 14.067 4.2262 4.1985 0.2284 0 0 0
"3895" 973.5 18.8968 21.2898 14.0434 4.2011 4.1561 0.2285 0 0 0
"3896" 973.75 19.1194 21.1059 14.0101 4.1734 4.1184 0.2285 0 0 0
"3897" 974 19.3295 20.9469 13.9672 4.1432 4.0857 0.2284 0 0 0
"3898" 974.25 19.527 20.8126 13.9152 4.1105 4.0577 0.228 0 0 0
"3899" 974.5 19.7116 20.703 13.8543 4.0756 4.0346 0.2276 0 0 0
"3900" 974.75 19.8833 20.6179 13.7848 4.0385 4.0162 0.227 0 0 0
"3901" 975 20.0418 20.5573 13.7069 3.9994 4.0026 0.2262 0 0 0
"3902" 975.25 20.1871 20.5208 13.621 3.9583 3.9937 0.2253 0 0 0
"3903" 975.5 20.3191 20.5085 13.5274 3.9153 3.9894 0.2242 0 0 0
"3904" 975.75 20.4377 20.52 13.4263 3.8706 3.9898 0.2231 0 0 0
"3905" 976 20.5428 20.5551 13.318 3.8243 3.9948 0.2217 0 0 0
"3906" 976.25 20.6344 20.6138 13.2028 3.7764 4.0042 0.2203 0 0 0
"3907" 976.5 20.7123 20.6958 13.081 3.7271 4.0182 0.2188 0 0 0
"3908" 976.75 20.7765 20.801 12.9528 3.6763 4.0367 0.2171 0 0 0
"3909" 977 20.827 20.9292 12.8184 3.6243 4.0589 0.2153 0 0 0
"3910" 977.25 20.8637 21.0825 12.6783 3.5712 4.0797 0.2134 0 0 0
"3911" 977.5 20.8855 21.2654 12.532 3.5167 4.0976 0.2114 0 0 0
"3912" 977.75 20.8906 21.4827 12.3789 3.4609 4.1121 0.2092 0 0 0
"3913" 978 20.8762 21.7397 12.2179 3.4034 4.1227 0.2069 0 0 0
"3914" 978.25 20.8394 22.0428 12.048 3.3439 4.1287 0.2045 0 0 0
"3915" 978.5 20.7767 22.3992 11.8679 3.2822 4.1294 0.2018 0 0 0
"3916" 978.75 20.6838 22.8175 11.676 3.2179 4.1239 0.1989 0 0 0
"3917" 979 20.556 23.3077 11.4705 3.1506 4.111 0.1958 0 0 0
"3918" 979.25 20.3875 23.8816 11.2494 3.0797 4.0895 0.1924 0 0 0
"3919" 979.5 20.1717 24.553 11.0104 3.0047 4.0579 0.1887 0 0 0
"3920" 979.75 19.9006 25.3385 10.7505 2.925 4.0145 0.1845 0 0 0
"3921" 980 19.5656 26.2448 10.467 2.8398 3.9573 0.1799 0 0 0
"3922" 980.25 19.1917 27.1477 10.1716 2.7523 3.8915 0.1751 0 0 0
"3923" 980.5 18.81 28.0445 9.878 2.6658 3.8236 0.1703 0 0 0
"3924" 980.75 18.4244 28.9405 9.5881 2.5808 3.7544 0.1656 0 0 0
"3925" 981 18.0359 29.835 9.3021 2.4973 3.6842 0.1609 0 0 0
"3926" 981.25 17.6452 30.7264 9.0203 2.4155 3.613 0.1562 0 0 0
"3927" 981.5 17.2532 31.6136 8.743 2.3354 3.5411 0.1516 0 0 0
"3928" 981.75 16.8824 32.3546 8.4793 2.2592 3.4734 0.1473 0 0 0
"3929" 982 16.5931 32.8739 8.2536 2.1929 3.4228 0.1436 0 0 0
"3930" 982.25 16.386 33.2506 8.0654 2.1363 3.3896 0.1406 0 0 0
"3931" 982.5 16.2432 33.531 7.9064 2.0874 3.3701 0.138 0 0 0
"3932" 982.75 16.1287 33.7472 7.7706 2.0445 3.3612 0.1359 0 0 0
"3933" 983 16.002 33.929 7.6591 2.0079 3.3643 0.1342 0 0 0
"3934" 983.25 15.8668 34.0884 7.572 1.9777 3.3798 0.133 0 0 0
"3935" 983.5 15.7251 34.2288 7.5079 1.9532 3.4073 0.1322 0 0 0
"3936" 983.75 15.5776 34.3521 7.4651 1.9342 3.4464 0.1317 0 0 0
"3937" 984 15.4252 34.4594 7.4422 1.9201 3.4969 0.1316 0 0 0
"3938" 984.25 15.2685 34.5516 7.4379 1.9107 3.5585 0.1319 0 0 0
"3939" 984.5 15.1079 34.6295 7.4511 1.9057 3.6312 0.1324 0 0 0
"3940" 984.75 14.944 34.6939 7.4811 1.9046 3.7149 0.1333 0 0 0
"3941" 985 14.777 34.7453 7.5269 1.9074 3.8097 0.1344 0 0 0
"3942" 985.25 14.6075 34.7845 7.5879 1.9138 3.9156 0.1355 0 0 0
"3943" 985.5 14.4358 34.8121 7.6637 1.9217 4.0331 0.1366 0 0 0
"3944" 985.75 14.2624 34.8288 7.7543 1.929 4.1626 0.1376 0 0 0
"3945" 986 14.0872 34.8347 7.8601 1.9357 4.3049 0.1386 0 0 0
"3946" 986.25 13.9105 34.8296 7.9812 1.9418 4.4607 0.1395 0 0 0
"3947" 986.5 13.7322 34.8132 8.1179 1.9472 4.6308 0.1404 0 0 0
"3948" 986.75 13.5523 34.7853 8.2707 1.952 4.8162 0.1413 0 0 0
"3949" 987 13.3709 34.7455 8.4397 1.9561 5.0179 0.1421 0 0 0
"3950" 987.25 13.188 34.6936 8.6256 1.9595 5.2368 0.1428 0 0 0
"3951" 987.5 13.0036 34.6292 8.8287 1.9622 5.4741 0.1436 0 0 0
"3952" 987.75 12.8177 34.5519 9.0496 1.9641 5.7286 0.1442 0 0 0
"3953" 988 12.6304 34.4619 9.2895 1.9653 5.9648 0.1448 0 0 0
"3954" 988.25 12.4418 34.359 9.5513 1.9657 6.1672 0.1454 0 0 0
"3955" 988.5 12.2516 34.2417 9.8379 1.9652 6.3322 0.1458 0 0 0
"3956" 988.75 12.0593 34.1082 10.153 1.9637 6.4583 0.1462 0 0 0
"3957" 989 11.8667 33.9642 10.464 1.9616 6.5468 0.1466 0 0 0
"3958" 989.25 11.6819 33.8366 10.7304 1.9604 6.6063 0.147 0 0 0
"3959" 989.5 11.5062 33.7313 10.9632 1.9605 6.6444 0.1475 0 0 0
"3960" 989.75 11.3384 33.6444 11.1712 1.9617 6.6669 0.1482 0 0 0
"3961" 990 11.1768 33.5713 11.3612 1.9638 6.6781 0.1488 0 0 0
"3962" 990.25 11.0202 33.5079 11.5388 1.9664 6.6813 0.1496 0 0 0
"3963" 990.5 10.8677 33.4513 11.7076 1.9694 6.6788 0.1503 0 0 0
"3964" 990.75 10.7184 33.399 11.8705 1.9727 6.6722 0.1511 0 0 0
"3965" 991 10.5719 33.3495 12.0294 1.9762 6.6625 0.152 0 0 0
"3966" 991.25 10.4277 33.3014 12.1857 1.9797 6.6506 0.1528 0 0 0
"3967" 991.5 10.2864 33.249 12.3406 1.9835 6.6371 0.1536 0 0 0
"3968" 991.75 10.1493 33.191 12.495 1.9878 6.6225 0.1545 0 0 0
"3969" 992 10.0173 33.1279 12.6491 1.9929 6.6069 0.1555 0 0 0
"3970" 992.25 9.8908 33.0595 12.8027 1.999 6.5903 0.1565 0 0 0
"3971" 992.5 9.7707 32.9853 12.9555 2.0063 6.5725 0.1577 0 0 0
"3972" 992.75 9.6575 32.905 13.1072 2.0149 6.5535 0.1589 0 0 0
"3973" 993 9.552 32.818 13.2575 2.0253 6.5332 0.1603 0 0 0
"3974" 993.25 9.4548 32.7238 13.4061 2.0376 6.5116 0.1619 0 0 0
"3975" 993.5 9.3668 32.622 13.5526 2.052 6.4884 0.1637 0 0 0
"3976" 993.75 9.2888 32.5118 13.6966 2.0691 6.4636 0.1657 0 0 0
"3977" 994 9.2217 32.3928 13.8375 2.089 6.437 0.1679 0 0 0
"3978" 994.25 9.1665 32.2642 13.9749 2.1123 6.4086 0.1705 0 0 0
"3979" 994.5 9.1241 32.1254 14.1083 2.1393 6.3782 0.1733 0 0 0
"3980" 994.75 9.0958 31.9755 14.237 2.1706 6.3457 0.1766 0 0 0
"3981" 995 9.0827 31.8138 14.3603 2.2066 6.3108 0.1802 0 0 0
"3982" 995.25 9.0861 31.6394 14.4776 2.248 6.2735 0.1844 0 0 0
"3983" 995.5 9.1077 31.4514 14.5881 2.2955 6.2335 0.1889 0 0 0
"3984" 995.75 9.149 31.2489 14.691 2.3498 6.1907 0.1934 0 0 0
"3985" 996 9.2121 31.0311 14.7854 2.4118 6.1449 0.1979 0 0 0
"3986" 996.25 9.2991 30.7966 14.8703 2.4827 6.0959 0.2023 0 0 0
"3987" 996.5 9.4124 30.5441 14.9444 2.5634 6.0434 0.2066 0 0 0
"3988" 996.75 9.5548 30.2719 15.0064 2.6553 5.987 0.2109 0 0 0
"3989" 997 9.7293 29.9782 15.0547 2.76 5.9265 0.215 0 0 0
"3990" 997.25 9.9396 29.6607 15.0874 2.8792 5.8613 0.2189 0 0 0
"3991" 997.5 10.1899 29.3171 15.1023 3.0149 5.7911 0.2226 0 0 0
"3992" 997.75 10.4851 28.9443 15.0971 3.1695 5.7152 0.226 0 0 0
"3993" 998 10.8309 28.5413 15.0701 3.3336 5.6334 0.2291 0 0 0
"3994" 998.25 11.2333 28.1113 15.0227 3.4949 5.5464 0.2319 0 0 0
"3995" 998.5 11.6982 27.6556 14.9548 3.6506 5.4545 0.2343 0 0 0
"3996" 998.75 12.2316 27.1737 14.8656 3.797 5.3575 0.2364 0 0 0
"3997" 999 12.8406 26.6652 14.7538 3.9297 5.2554 0.238 0 0 0
"3998" 999.25 13.4976 26.1351 14.622 4.0442 5.1491 0.2392 0 0 0
"3999" 999.5 14.1315 25.6083 14.4866 4.1393 5.0435 0.2404 0 0 0
"4000" 999.75 14.7163 25.1081 14.3633 4.216 4.9433 0.2418 0 0 0
"4001" 1000 15.2517 24.6414 14.2575 4.2757 4.8497 0.2435 0.1 0 0
"4002" 1000.25 15.7375 24.2074 14.1691 4.3194 4.7625 0.2456 0.099 0 0
"4003" 1000.5 16.1762 23.8055 14.0985 4.3489 4.6817 0.248 0.098 0 0
"4004" 1000.75 16.5726 23.4344 14.0453 4.3661 4.607 0.2507 0.0972 0 0
"4005" 1001 16.9318 23.0914 14.0083 4.373 4.5378 0.2529 0.0965 0 0
"4006" 1001.25 17.2591 22.7734 13.9859 4.3714 4.4736 0.2546 0.0959 0 0
"4007" 1001.5 17.5591 22.4771 13.9761 4.3627 4.4137 0.2559 0.0954 0 0
"4008" 1001.75 17.8361 22.1994 13.9772 4.3482 4.3574 0.2568 0.095 0 0
"4009" 1002 18.0946 21.9394 13.9767 4.3291 4.3046 0.2574 0.0946 0 0
"4010" 1002.25 18.3391 21.7022 13.9644 4.3067 4.2564 0.2578 0.0944 0 0
"4011" 1002.5 18.571 21.49 13.9417 4.2813 4.213 0.258 0.0942 0 0
"4012" 1002.75 18.7904 21.3032 13.9089 4.2531 4.1747 0.258 0.0942 0 0
"4013" 1003 18.9971 21.142 13.8665 4.2224 4.1413 0.2578 0.0943 0 0
"4014" 1003.25 19.191 21.0061 13.8148 4.1891 4.1129 0.2575 0.0944 0 0
"4015" 1003.5 19.372 20.8956 13.754 4.1534 4.0895 0.2569 0.0948 0 0
"4016" 1003.75 19.5398 20.8101 13.6844 4.1155 4.0709 0.2562 0.0952 0 0
"4017" 1004 19.6943 20.7495 13.6064 4.0754 4.0573 0.2553 0.0958 0 0
"4018" 1004.25 19.8355 20.7136 13.5201 4.0332 4.0484 0.2543 0.0965 0 0
"4019" 1004.5 19.9631 20.7023 13.426 3.9891 4.0443 0.2531 0.0973 0 0
"4020" 1004.75 20.0772 20.7153 13.3243 3.9432 4.045 0.2517 0.0983 0 0
"4021" 1005 20.1777 20.7525 13.2152 3.8955 4.0503 0.2502 0.0994 0 0
"4022" 1005.25 20.2643 20.8135 13.0991 3.8462 4.0603 0.2486 0.1006 0 0
"4023" 1005.5 20.3371 20.8983 12.9762 3.7954 4.0748 0.2468 0.102 0 0
"4024" 1005.75 20.3961 21.0067 12.8468 3.7432 4.094 0.2448 0.1034 0 0
"4025" 1006 20.4412 21.1388 12.7112 3.6896 4.1163 0.2428 0.1048 0 0
"4026" 1006.25 20.4723 21.2974 12.5697 3.6347 4.1363 0.2406 0.1062 0 0
"4027" 1006.5 20.4884 21.4872 12.4218 3.5786 4.1533 0.2383 0.1074 0 0
"4028" 1006.75 20.487 21.7132 12.2668 3.5209 4.1667 0.2358 0.1086 0 0
"4029" 1007 20.4657 21.9811 12.1037 3.4614 4.176 0.2331 0.1097 0 0
"4030" 1007.25 20.4212 22.2976 11.9312 3.3998 4.1803 0.2303 0.1106 0 0
"4031" 1007.5 20.3498 22.6704 11.748 3.3358 4.1789 0.2272 0.1114 0 0
"4032" 1007.75 20.2473 23.1086 11.5524 3.2689 4.1708 0.2238 0.112 0 0
"4033" 1008 20.1085 23.6229 11.3426 3.1988 4.1548 0.2202 0.1124 0 0
"4034" 1008.25 19.9274 24.2259 11.1164 3.1248 4.1296 0.2162 0.1125 0 0
"4035" 1008.5 19.6972 24.9323 10.8713 3.0465 4.0935 0.2118 0.1123 0 0
"4036" 1008.75 19.4093 25.7596 10.6043 2.9629 4.0447 0.2069 0.1117 0 0
"4037" 1009 19.0602 26.6784 10.3146 2.874 3.9822 0.2016 0.1106 0 0
"4038" 1009.25 18.6878 27.5762 10.0199 2.7844 3.9142 0.1961 0.1094 0 0
"4039" 1009.5 18.3101 28.4716 9.7282 2.6963 3.8446 0.1907 0.1081 0 0
"4040" 1009.75 17.9292 29.3659 9.4402 2.6097 3.7738 0.1853 0.1067 0 0
"4041" 1010 17.5458 30.2579 9.1564 2.5247 3.702 0.18 0.1053 0 0
"4042" 1010.25 17.1607 31.1464 8.8769 2.4415 3.6294 0.1748 0.1038 0 0
"4043" 1010.5 16.7794 31.9816 8.6039 2.3605 3.5572 0.1697 0.1023 0 0
"4044" 1010.75 16.4578 32.5825 8.3607 2.2876 3.4978 0.1651 0.1012 0 0
"4045" 1011 16.2213 33.0132 8.1571 2.2252 3.457 0.1614 0.1007 0 0
"4046" 1011.25 16.0556 33.3305 7.9862 2.1717 3.4316 0.1583 0.1007 0 0
"4047" 1011.5 15.939 33.5702 7.8403 2.1249 3.418 0.1557 0.101 0 0
"4048" 1011.75 15.8188 33.7637 7.7175 2.0843 3.4156 0.1535 0.1017 0 0
"4049" 1012 15.6887 33.9309 7.6193 2.0502 3.4256 0.1519 0.1027 0 0
"4050" 1012.25 15.5513 34.0779 7.5445 2.0223 3.4478 0.1507 0.1036 0 0
"4051" 1012.5 15.408 34.2071 7.4915 2 3.4818 0.15 0.1045 0 0
"4052" 1012.75 15.2596 34.3199 7.4587 1.983 3.5274 0.1497 0.1054 0 0
"4053" 1013 15.1066 34.4173 7.4449 1.9709 3.5842 0.1498 0.1062 0 0
"4054" 1013.25 14.9497 34.5003 7.4488 1.9633 3.6521 0.1502 0.107 0 0
"4055" 1013.5 14.7894 34.5695 7.4695 1.96 3.7309 0.151 0.1077 0 0
"4056" 1013.75 14.6259 34.6256 7.5061 1.9606 3.8208 0.1521 0.1084 0 0
"4057" 1014 14.4598 34.6693 7.5579 1.9649 3.9217 0.1534 0.109 0 0
"4058" 1014.25 14.2915 34.7014 7.6243 1.9724 4.0339 0.1546 0.1097 0 0
"4059" 1014.5 14.1213 34.7225 7.705 1.9802 4.1577 0.1558 0.1102 0 0
"4060" 1014.75 13.9495 34.7331 7.8002 1.9873 4.2937 0.1569 0.1108 0 0
"4061" 1015 13.7762 34.7332 7.9102 1.9939 4.4427 0.158 0.1113 0 0
"4062" 1015.25 13.6015 34.7225 8.0351 1.9998 4.6055 0.1591 0.1118 0 0
"4063" 1015.5 13.4254 34.7008 8.1753 2.0051 4.7828 0.1601 0.1123 0 0
"4064" 1015.75 13.2479 34.6679 8.3311 2.0098 4.9756 0.161 0.1127 0 0
"4065" 1016 13.069 34.6234 8.5029 2.0137 5.1848 0.1619 0.1131 0 0
"4066" 1016.25 12.8888 34.5671 8.6909 2.0169 5.4116 0.1628 0.1134 0 0
"4067" 1016.5 12.7072 34.4986 8.8958 2.0194 5.657 0.1636 0.1137 0 0
"4068" 1016.75 12.5244 34.4178 9.1181 2.0212 5.9047 0.1643 0.1139 0 0
"4069" 1017 12.3404 34.325 9.3599 2.0222 6.121 0.165 0.1142 0 0
"4070" 1017.25 12.1552 34.2193 9.6243 2.0224 6.3014 0.1656 0.1143 0 0
"4071" 1017.5 11.9683 34.099 9.9142 2.0216 6.4437 0.1661 0.1144 0 0
"4072" 1017.75 11.7794 33.9627 10.2273 2.0199 6.5475 0.1665 0.1145 0 0
"4073" 1018 11.5941 33.8288 10.5073 2.0183 6.618 0.167 0.1146 0 0
"4074" 1018.25 11.4175 33.7156 10.7496 2.0179 6.6641 0.1675 0.1147 0 0
"4075" 1018.5 11.2491 33.6222 10.9641 2.0188 6.6924 0.1682 0.1149 0 0
"4076" 1018.75 11.0874 33.5442 11.1583 2.0206 6.7078 0.169 0.1152 0 0
"4077" 1019 10.9311 33.4773 11.3382 2.023 6.7139 0.1698 0.1155 0 0
"4078" 1019.25 10.779 33.418 11.508 2.026 6.7134 0.1706 0.1158 0 0
"4079" 1019.5 10.6305 33.364 11.6711 2.0293 6.7082 0.1715 0.1161 0 0
"4080" 1019.75 10.4848 33.3132 11.8295 2.0327 6.6995 0.1724 0.1165 0 0
"4081" 1020 10.3416 33.2643 11.9848 2.0364 6.6883 0.1734 0.1169 0 0
"4082" 1020.25 10.2008 33.2143 12.1382 2.0401 6.6753 0.1743 0.1173 0 0
"4083" 1020.5 10.0636 33.1583 12.291 2.0442 6.661 0.1753 0.1177 0 0
"4084" 1020.75 9.931 33.0972 12.4433 2.049 6.6457 0.1764 0.1181 0 0
"4085" 1021 9.8036 33.0309 12.5953 2.0548 6.6294 0.1775 0.1186 0 0
"4086" 1021.25 9.6821 32.9591 12.7467 2.0616 6.6119 0.1787 0.1192 0 0
"4087" 1021.5 9.567 32.8813 12.8971 2.0697 6.5934 0.1801 0.1198 0 0
"4088" 1021.75 9.459 32.7972 13.0463 2.0795 6.5735 0.1816 0.1205 0 0
"4089" 1022 9.3588 32.7061 13.1939 2.091 6.5523 0.1833 0.1213 0 0
"4090" 1022.25 9.2672 32.6077 13.3397 2.1046 6.5297 0.1852 0.122 0 0
"4091" 1022.5 9.1849 32.5014 13.4832 2.1207 6.5055 0.1873 0.1227 0 0
"4092" 1022.75 9.1128 32.3867 13.624 2.1395 6.4796 0.1897 0.1233 0 0
"4093" 1023 9.0518 32.2628 13.7616 2.1615 6.4519 0.1924 0.1239 0 0
"4094" 1023.25 9.0029 32.1292 13.8955 2.1871 6.4224 0.1955 0.1245 0 0
"4095" 1023.5 8.967 31.9851 14.0251 2.2168 6.3907 0.1989 0.125 0 0
"4096" 1023.75 8.9454 31.8297 14.1499 2.251 6.3569 0.2028 0.1255 0 0
"4097" 1024 8.9393 31.6622 14.2691 2.2904 6.3206 0.2072 0.1259 0 0
"4098" 1024.25 8.95 31.4816 14.3819 2.3356 6.2819 0.2121 0.1263 0 0
"4099" 1024.5 8.9792 31.2871 14.4877 2.3874 6.2403 0.2173 0.1266 0 0
"4100" 1024.75 9.0286 31.078 14.5857 2.4465 6.196 0.2224 0.1268 0 0
"4101" 1025 9.1002 30.8531 14.675 2.5141 6.1485 0.2275 0.1269 0 0
"4102" 1025.25 9.1963 30.6113 14.7543 2.5912 6.0977 0.2325 0.127 0 0
"4103" 1025.5 9.3193 30.3508 14.8226 2.679 6.0433 0.2374 0.127 0 0
"4104" 1025.75 9.4722 30.0701 14.8782 2.7789 5.9849 0.2421 0.1268 0 0
"4105" 1026 9.6581 29.7671 14.9195 2.8927 5.9222 0.2467 0.1266 0 0
"4106" 1026.25 9.881 29.4396 14.9445 3.0223 5.8547 0.2511 0.1262 0 0
"4107" 1026.5 10.1452 29.0849 14.9511 3.17 5.7818 0.2552 0.1257 0 0
"4108" 1026.75 10.4559 28.7005 14.937 3.3334 5.7032 0.2589 0.125 0 0
"4109" 1027 10.819 28.2889 14.903 3.4965 5.6192 0.2623 0.1241 0 0
"4110" 1027.25 11.2398 27.8525 14.8496 3.6551 5.5304 0.2653 0.1231 0 0
"4111" 1027.5 11.7242 27.3913 14.7764 3.806 5.4368 0.268 0.122 0 0
"4112" 1027.75 12.2781 26.905 14.6823 3.9452 5.3384 0.2702 0.1207 0 0
"4113" 1028 12.9058 26.3932 14.5664 4.0681 5.235 0.2719 0.1193 0 0
"4114" 1028.25 13.539 25.8701 14.4375 4.1716 5.1294 0.2734 0.1177 0 0
"4115" 1028.5 14.1269 25.3666 14.3158 4.2565 5.0278 0.275 0.1162 0 0
"4116" 1028.75 14.6686 24.8937 14.2094 4.324 4.9323 0.2769 0.1149 0 0
"4117" 1029 15.1645 24.4536 14.1201 4.3755 4.8434 0.2792 0.1137 0 0
"4118" 1029.25 15.6163 24.0453 14.0482 4.4125 4.7607 0.282 0.1126 0 0
"4119" 1029.5 16.0275 23.667 13.9928 4.4368 4.6841 0.2851 0.1117 0 0
"4120" 1029.75 16.4022 23.316 13.9527 4.4502 4.6128 0.2881 0.1108 0 0
"4121" 1030 16.7451 22.9899 13.9267 4.4544 4.5466 0.2904 0.1101 0 0
"4122" 1030.25 17.0604 22.6857 13.9133 4.4508 4.4846 0.2922 0.1095 0 0
"4123" 1030.5 17.3521 22.4004 13.9108 4.4409 4.4265 0.2936 0.109 0 0
"4124" 1030.75 17.6239 22.1313 13.917 4.4257 4.3716 0.2946 0.1085 0 0
"4125" 1031 17.8799 21.8795 13.917 4.4065 4.3201 0.2954 0.1082 0 0
"4126" 1031.25 18.1236 21.6495 13.9062 4.384 4.2729 0.2958 0.1079 0 0
"4127" 1031.5 18.3556 21.443 13.8854 4.3588 4.2304 0.2961 0.1078 0 0
"4128" 1031.75 18.576 21.2603 13.8551 4.3308 4.1926 0.2962 0.1077 0 0
"4129" 1032 18.7844 21.1015 13.8155 4.3002 4.1595 0.296 0.1078 0 0
"4130" 1032.25 18.9808 20.9667 13.7669 4.2672 4.1312 0.2957 0.1081 0 0
"4131" 1032.5 19.1648 20.8558 13.7094 4.2318 4.1075 0.2951 0.1084 0 0
"4132" 1032.75 19.3362 20.7687 13.6434 4.1941 4.0886 0.2944 0.1089 0 0
"4133" 1033 19.495 20.7054 13.5691 4.1542 4.0743 0.2934 0.1095 0 0
"4134" 1033.25 19.641 20.6657 13.4869 4.1123 4.0646 0.2923 0.1103 0 0
"4135" 1033.5 19.774 20.6495 13.3968 4.0685 4.0595 0.291 0.1112 0 0
"4136" 1033.75 19.8939 20.6567 13.2993 4.0228 4.0591 0.2896 0.1123 0 0
"4137" 1034 20.0005 20.6871 13.1945 3.9753 4.0631 0.2879 0.1135 0 0
"4138" 1034.25 20.0939 20.7407 13.0827 3.9262 4.0717 0.2861 0.1149 0 0
"4139" 1034.5 20.1738 20.8171 12.9643 3.8755 4.0847 0.2841 0.1164 0 0
"4140" 1034.75 20.2403 20.9165 12.8393 3.8234 4.1022 0.282 0.1181 0 0
"4141" 1035 20.2932 21.0385 12.7082 3.7699 4.1241 0.2797 0.1197 0 0
"4142" 1035.25 20.3326 21.1844 12.5712 3.7151 4.146 0.2773 0.1213 0 0
"4143" 1035.5 20.3581 21.3584 12.4283 3.6591 4.165 0.2747 0.1228 0 0
"4144" 1035.75 20.3677 21.5651 12.2789 3.6016 4.1808 0.272 0.1242 0 0
"4145" 1036 20.3592 21.8099 12.122 3.5426 4.1927 0.2691 0.1256 0 0
"4146" 1036.25 20.3296 22.0986 11.9566 3.4816 4.2002 0.266 0.1267 0 0
