"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9"
"5742" 1435.25 13.8375 32.7825 6.5068 2.2479 3.5736 1.0252 0.755 0.2264 0
"5743" 1435.5 13.6718 32.7999 6.5568 2.2545 3.6713 1.0329 0.759 0.235 0
"5744" 1435.75 13.5046 32.8074 6.6194 2.2625 3.7795 1.0404 0.7627 0.2439 0
"5745" 1436 13.3363 32.8058 6.6946 2.2698 3.8989 1.0476 0.7663 0.253 0
"5746" 1436.25 13.167 32.7952 6.7826 2.2766 4.0299 1.0545 0.7696 0.2624 0
"5747" 1436.5 12.9968 32.7756 6.8836 2.2827 4.1734 1.0612 0.7728 0.272 0
"5748" 1436.75 12.8258 32.7468 6.9977 2.2881 4.3299 1.0676 0.7757 0.2818 0
"5749" 1437 12.6539 32.7087 7.1251 2.2929 4.5004 1.0737 0.7784 0.2919 0
"5750" 1437.25 12.4812 32.6611 7.2662 2.297 4.6856 1.0795 0.7809 0.3023 0
"5751" 1437.5 12.3077 32.6037 7.4213 2.3003 4.8864 1.085 0.7831 0.3129 0
"5752" 1437.75 12.1334 32.5364 7.5906 2.303 5.104 1.0901 0.7851 0.3237 0
"5753" 1438 11.9584 32.4589 7.7746 2.3049 5.3392 1.0949 0.7869 0.3348 0
"5754" 1438.25 11.7826 32.3708 7.9736 2.306 5.5933 1.0993 0.7883 0.3461 0
"5755" 1438.5 11.6061 32.2724 8.1884 2.3063 5.8429 1.1034 0.7895 0.3576 0
"5756" 1438.75 11.4291 32.1638 8.421 2.3058 6.0619 1.1071 0.7904 0.3689 0
"5757" 1439 11.2518 32.0453 8.6739 2.3046 6.2463 1.1104 0.7911 0.3783 0
"5758" 1439.25 11.074 31.9162 8.95 2.3026 6.3938 1.1133 0.7915 0.3854 0
"5759" 1439.5 10.8955 31.7758 9.2458 2.2996 6.5038 1.1158 0.7915 0.3902 0
"5760" 1439.75 10.7212 31.6403 9.5102 2.297 6.5809 1.1184 0.7917 0.3932 0
"5761" 1440 10.5549 31.524 9.7399 2.2958 6.633 1.1217 0.7923 0.3946 0
"5762" 1440.25 10.3962 31.426 9.9428 2.296 6.6663 1.1258 0.7935 0.3949 0
"5763" 1440.5 10.2439 31.3424 10.1258 2.2972 6.6856 1.1304 0.795 0.3945 0
"5764" 1440.75 10.0966 31.2697 10.2942 2.2992 6.6947 1.1355 0.7968 0.3935 0
"5765" 1441 9.9535 31.2046 10.4521 2.3018 6.6962 1.1408 0.7988 0.392 0
"5766" 1441.25 9.8138 31.1448 10.6026 2.3048 6.6924 1.1464 0.801 0.3903 0
"5767" 1441.5 9.677 31.0885 10.7479 2.3081 6.6845 1.1522 0.8032 0.3883 0
"5768" 1441.75 9.5427 31.0345 10.8898 2.3116 6.6738 1.158 0.8055 0.3862 0
"5769" 1442 9.4105 30.9818 11.0293 2.3151 6.6608 1.164 0.8079 0.384 0
"5770" 1442.25 9.2804 30.9276 11.1673 2.3187 6.6461 1.17 0.8103 0.3817 0
"5771" 1442.5 9.1534 30.8681 11.3047 2.3228 6.6303 1.1763 0.8128 0.3793 0
"5772" 1442.75 9.0302 30.8038 11.4418 2.3274 6.6135 1.1829 0.8156 0.3769 0
"5773" 1443 8.9111 30.7347 11.5783 2.3329 6.5957 1.19 0.8187 0.3745 0
"5774" 1443.25 8.7965 30.6602 11.7141 2.3393 6.5767 1.1976 0.8221 0.372 0
"5775" 1443.5 8.6868 30.5801 11.8488 2.3469 6.5566 1.2059 0.8259 0.3694 0
"5776" 1443.75 8.5824 30.4938 11.9823 2.3558 6.5351 1.2149 0.8302 0.3668 0
"5777" 1444 8.4836 30.401 12.1142 2.3662 6.5123 1.2248 0.835 0.3642 0
"5778" 1444.25 8.3911 30.3013 12.2442 2.3784 6.488 1.2357 0.8396 0.3615 0
"5779" 1444.5 8.3053 30.1946 12.3722 2.3926 6.4623 1.2478 0.844 0.3587 0
"5780" 1444.75 8.2267 30.0803 12.4977 2.4092 6.435 1.2611 0.8483 0.3558 0
"5781" 1445 8.1559 29.958 12.6204 2.4284 6.4059 1.276 0.8522 0.3529 0
"5782" 1445.25 8.0935 29.827 12.7398 2.4506 6.3751 1.2926 0.8559 0.3499 0
"5783" 1445.5 8.0399 29.6867 12.8555 2.476 6.3423 1.3112 0.8594 0.3469 0
"5784" 1445.75 7.996 29.5365 12.9669 2.5051 6.3075 1.3318 0.8624 0.3437 0
"5785" 1446 7.9622 29.3757 13.0734 2.5384 6.2704 1.3548 0.8652 0.3404 0
"5786" 1446.25 7.9394 29.2036 13.1744 2.5762 6.231 1.3805 0.8675 0.3371 0
"5787" 1446.5 7.9283 29.0193 13.2692 2.6191 6.189 1.4092 0.8694 0.3336 0
"5788" 1446.75 7.9297 28.8219 13.3571 2.6676 6.1442 1.4411 0.8708 0.33 0
"5789" 1447 7.9449 28.6118 13.438 2.7225 6.0968 1.4739 0.8718 0.3263 0
"5790" 1447.25 7.9757 28.39 13.512 2.7848 6.047 1.5065 0.8723 0.3225 0
"5791" 1447.5 8.0237 28.1561 13.5788 2.8555 5.9946 1.5388 0.8724 0.3185 0
"5792" 1447.75 8.0905 27.9093 13.6375 2.9357 5.9396 1.5707 0.8719 0.3145 0
"5793" 1448 8.1781 27.6487 13.6872 3.0265 5.8817 1.6021 0.8709 0.3104 0
"5794" 1448.25 8.2886 27.373 13.7269 3.1296 5.8207 1.6327 0.8693 0.3061 0
"5795" 1448.5 8.4246 27.0809 13.7553 3.2464 5.7562 1.6624 0.8669 0.3017 0
"5796" 1448.75 8.5889 26.7707 13.7711 3.3788 5.688 1.6908 0.8639 0.2971 0
"5797" 1449 8.7848 26.4406 13.7726 3.5292 5.6156 1.7176 0.86 0.2924 0
"5798" 1449.25 9.0163 26.0886 13.7581 3.7001 5.5387 1.7425 0.8552 0.2874 0
"5799" 1449.5 9.2879 25.7122 13.7252 3.8942 5.4567 1.7651 0.8493 0.2823 0
"5800" 1449.75 9.605 25.3116 13.6736 4.0965 5.3696 1.7851 0.8423 0.2769 0
"5801" 1450 9.9728 24.8913 13.6054 4.2953 5.2785 1.8028 0.8345 0.2713 0
"5802" 1450.25 10.3965 24.4528 13.521 4.4872 5.1836 1.8181 0.8258 0.2657 0
"5803" 1450.5 10.8813 23.9965 13.4202 4.6679 5.0851 1.8308 0.8161 0.2598 0
"5804" 1450.75 11.4286 23.5228 13.3026 4.8326 4.983 1.8408 0.8056 0.2539 0
"5805" 1451 12.0011 23.0413 13.1744 4.9775 4.8793 1.8488 0.7946 0.2479 0
"5806" 1451.25 12.5779 22.5636 13.0432 5.1004 4.7765 1.8563 0.7835 0.242 0
"5807" 1451.5 13.1167 22.105 12.9197 5.2015 4.6778 1.8648 0.7729 0.2363 0
"5808" 1451.75 13.6148 21.673 12.8097 5.2823 4.5848 1.8755 0.7631 0.2309 0
"5809" 1452 14.0729 21.2687 12.7142 5.3445 4.4976 1.8886 0.7542 0.2259 0
"5810" 1452.25 14.493 20.8908 12.633 5.39 4.4161 1.9042 0.7462 0.2211 0
"5811" 1452.5 14.8783 20.5373 12.5652 5.4209 4.3398 1.9222 0.739 0.2166 0
"5812" 1452.75 15.2326 20.2059 12.5096 5.4392 4.2682 1.9419 0.7325 0.2124 0
"5813" 1453 15.5603 19.896 12.4662 5.447 4.2011 1.9588 0.7267 0.2084 0
"5814" 1453.25 15.8654 19.6069 12.4349 5.4463 4.1385 1.9725 0.7216 0.2046 0
"5815" 1453.5 16.1511 19.3365 12.4147 5.4382 4.0798 1.9834 0.7172 0.2011 0
"5816" 1453.75 16.4197 19.0826 12.4043 5.424 4.0247 1.992 0.7133 0.1977 0
"5817" 1454 16.6737 18.8431 12.4024 5.4046 3.9726 1.9985 0.7099 0.1945 0
"5818" 1454.25 16.9154 18.6169 12.4018 5.3809 3.9233 2.0033 0.707 0.1914 0
"5819" 1454.5 17.1476 18.4069 12.3932 5.354 3.8775 2.0068 0.7046 0.1886 0
"5820" 1454.75 17.3711 18.2148 12.3772 5.3241 3.8354 2.009 0.7029 0.1859 0
"5821" 1455 17.586 18.0411 12.3541 5.2915 3.7973 2.0101 0.702 0.1834 0
"5822" 1455.25 17.7919 17.8862 12.3239 5.2563 3.7631 2.0099 0.7017 0.1811 0
"5823" 1455.5 17.9885 17.7502 12.2869 5.2185 3.7329 2.0086 0.7023 0.179 0
"5824" 1455.75 18.1756 17.6333 12.2431 5.1782 3.7067 2.0061 0.7036 0.1771 0
"5825" 1456 18.3528 17.5355 12.1926 5.1354 3.6846 2.0025 0.7057 0.1754 0
"5826" 1456.25 18.5198 17.457 12.1355 5.0903 3.6665 1.9977 0.7087 0.1739 0
"5827" 1456.5 18.6765 17.3978 12.072 5.043 3.6524 1.9919 0.7126 0.1726 0
"5828" 1456.75 18.8224 17.3582 12.0022 4.9934 3.6424 1.9849 0.7173 0.1715 0
"5829" 1457 18.9574 17.338 11.9262 4.9418 3.6365 1.9768 0.723 0.1706 0
"5830" 1457.25 19.0812 17.3375 11.8441 4.8882 3.6347 1.9676 0.7296 0.1698 0
"5831" 1457.5 19.1935 17.3567 11.756 4.8325 3.637 1.9573 0.7372 0.1693 0
"5832" 1457.75 19.294 17.3958 11.6622 4.775 3.6435 1.946 0.7458 0.1689 0
"5833" 1458 19.3825 17.4548 11.5626 4.7157 3.6541 1.9336 0.7554 0.1687 0
"5834" 1458.25 19.4587 17.5338 11.4574 4.6547 3.6688 1.9202 0.7661 0.1687 0
"5835" 1458.5 19.5225 17.6332 11.3468 4.592 3.6878 1.9058 0.7773 0.1689 0
"5836" 1458.75 19.5744 17.7533 11.2314 4.5279 3.7097 1.8905 0.7883 0.1692 0
"5837" 1459 19.6147 17.8966 11.1114 4.4625 3.7299 1.8743 0.7988 0.1698 0
"5838" 1459.25 19.6427 18.0668 10.9867 4.3959 3.7477 1.8572 0.809 0.1706 0
"5839" 1459.5 19.6568 18.2673 10.8569 4.3277 3.7628 1.8391 0.8186 0.1716 0
"5840" 1459.75 19.6552 18.5026 10.7213 4.2579 3.7749 1.8199 0.8276 0.173 0
"5841" 1460 19.6358 18.7773 10.5792 4.1861 3.7835 1.7995 0.8359 0.1747 0
"5842" 1460.25 19.5962 19.097 10.4299 4.1122 3.788 1.7777 0.8432 0.1768 0
"5843" 1460.5 19.5337 19.468 10.2723 4.0357 3.7879 1.7544 0.8496 0.1793 0
"5844" 1460.75 19.445 19.8975 10.1056 3.9564 3.7826 1.7293 0.8546 0.182 0
"5845" 1461 19.3267 20.3942 9.9286 3.8739 3.7711 1.7022 0.8583 0.1845 0
"5846" 1461.25 19.1746 20.9676 9.7399 3.7878 3.7527 1.673 0.8602 0.1866 0
"5847" 1461.5 18.9839 21.629 9.5381 3.6974 3.7262 1.6413 0.8601 0.1882 0
"5848" 1461.75 18.7491 22.3917 9.3214 3.6024 3.6905 1.6068 0.8576 0.1893 0
"5849" 1462 18.4641 23.2618 9.088 3.5019 3.6442 1.5692 0.8523 0.1897 0
"5850" 1462.25 18.1469 24.1397 8.8457 3.399 3.591 1.5298 0.8451 0.1897 0
"5851" 1462.5 17.8208 25.0178 8.6042 3.2971 3.5355 1.4903 0.8372 0.1894 0
"5852" 1462.75 17.4891 25.9001 8.3648 3.1967 3.4786 1.4511 0.8287 0.189 0
"5853" 1463 17.1527 26.7855 8.1279 3.0978 3.4203 1.4122 0.8198 0.1884 0
"5854" 1463.25 16.8124 27.6726 7.8936 3.0005 3.3608 1.3735 0.8103 0.1877 0
"5855" 1463.5 16.4688 28.5599 7.6623 2.905 3.3002 1.3353 0.8004 0.1869 0
"5856" 1463.75 16.1234 29.4329 7.4345 2.8113 3.2388 1.2975 0.7901 0.1859 0
"5857" 1464 15.8112 30.1214 7.2231 2.7241 3.1841 1.2625 0.7815 0.1853 0
"5858" 1464.25 15.5681 30.6332 7.0412 2.6478 3.1436 1.2327 0.7765 0.1856 0
"5859" 1464.5 15.3888 31.019 6.8862 2.5814 3.1163 1.2077 0.775 0.1869 0
"5860" 1464.75 15.2602 31.3136 6.7525 2.523 3.0994 1.1865 0.7763 0.1889 0
"5861" 1465 15.1606 31.5429 6.6357 2.4709 3.0909 1.1682 0.7798 0.1916 0
"5862" 1465.25 15.0493 31.732 6.5362 2.4252 3.0912 1.153 0.7858 0.1949 0
"5863" 1465.5 14.9273 31.8937 6.4547 2.3862 3.1013 1.141 0.7936 0.199 0
"5864" 1465.75 14.7973 32.0335 6.3909 2.3535 3.1211 1.1322 0.801 0.2039 0
"5865" 1466 14.6606 32.1541 6.344 2.3269 3.1508 1.1264 0.8079 0.2096 0
"5866" 1466.25 14.518 32.2567 6.313 2.3061 3.1901 1.1234 0.8144 0.2163 0
"5867" 1466.5 14.3701 32.342 6.2973 2.2906 3.239 1.1233 0.8205 0.2238 0
"5868" 1466.75 14.2174 32.4107 6.296 2.2802 3.2976 1.1258 0.8262 0.2323 0
"5869" 1467 14.0603 32.4635 6.3086 2.2746 3.3658 1.1309 0.8315 0.2415 0
"5870" 1467.25 13.8994 32.5012 6.3347 2.2736 3.4438 1.1384 0.8365 0.2509 0
"5871" 1467.5 13.7353 32.5249 6.3737 2.277 3.5318 1.1472 0.8411 0.2605 0
"5872" 1467.75 13.5692 32.5376 6.4254 2.2844 3.63 1.1557 0.8454 0.2704 0
"5873" 1468 13.4018 32.5407 6.4894 2.2921 3.7388 1.1639 0.8495 0.2805 0
"5874" 1468.25 13.2333 32.535 6.5658 2.2993 3.8587 1.1718 0.8533 0.2909 0
"5875" 1468.5 13.0639 32.5205 6.6549 2.3058 3.9903 1.1794 0.8569 0.3016 0
"5876" 1468.75 12.8938 32.4971 6.7568 2.3117 4.1342 1.1867 0.8603 0.3126 0
"5877" 1469 12.7228 32.4648 6.8717 2.3169 4.2913 1.1937 0.8635 0.3239 0
"5878" 1469.25 12.551 32.4232 6.9998 2.3214 4.4623 1.2004 0.8664 0.3355 0
"5879" 1469.5 12.3785 32.3722 7.1413 2.3253 4.648 1.2067 0.869 0.3473 0
"5880" 1469.75 12.2053 32.3117 7.2967 2.3284 4.8494 1.2127 0.8714 0.3594 0
"5881" 1470 12.0313 32.2414 7.4663 2.3309 5.0675 1.2183 0.8735 0.3718 0
"5882" 1470.25 11.8567 32.1611 7.6503 2.3325 5.3034 1.2235 0.8753 0.3845 0
"5883" 1470.5 11.6813 32.0704 7.8493 2.3334 5.5582 1.2283 0.8769 0.3974 0
"5884" 1470.75 11.5053 31.9694 8.0638 2.3334 5.81 1.2327 0.8781 0.4106 0
"5885" 1471 11.3288 31.8585 8.2959 2.3327 6.0318 1.2366 0.879 0.4238 0
"5886" 1471.25 11.1521 31.7378 8.5481 2.3312 6.2193 1.2402 0.8797 0.4348 0
"5887" 1471.5 10.975 31.607 8.8231 2.3289 6.3701 1.2433 0.88 0.4432 0
"5888" 1471.75 10.7973 31.4653 9.1186 2.3257 6.4835 1.246 0.88 0.449 0
"5889" 1472 10.6236 31.3278 9.3844 2.3228 6.5635 1.2488 0.8801 0.4526 0
"5890" 1472.25 10.4579 31.2094 9.6152 2.3214 6.6181 1.2524 0.8807 0.4544 0
"5891" 1472.5 10.2999 31.1093 9.8188 2.3213 6.6532 1.2568 0.8819 0.4549 0
"5892" 1472.75 10.1482 31.024 10.002 2.3223 6.674 1.2618 0.8835 0.4545 0
"5893" 1473 10.0017 30.9496 10.1702 2.3242 6.684 1.2673 0.8854 0.4534 0
"5894" 1473.25 9.8594 30.8832 10.3275 2.3267 6.6864 1.2732 0.8876 0.4518 0
"5895" 1473.5 9.7205 30.8223 10.4771 2.3296 6.683 1.2794 0.8899 0.4498 0
"5896" 1473.75 9.5846 30.765 10.6214 2.3328 6.6756 1.2857 0.8924 0.4476 0
"5897" 1474 9.4512 30.7102 10.762 2.3361 6.665 1.2922 0.8949 0.4451 0
"5898" 1474.25 9.3199 30.6567 10.9 2.3396 6.6522 1.2988 0.8975 0.4426 0
"5899" 1474.5 9.1907 30.6027 11.0365 2.3432 6.6376 1.3055 0.9001 0.4399 0
"5900" 1474.75 9.0643 30.5437 11.1722 2.3471 6.6218 1.3123 0.9029 0.4372 0
"5901" 1475 8.9415 30.4799 11.3076 2.3515 6.6049 1.3196 0.9058 0.4344 0
"5902" 1475.25 8.8227 30.4112 11.4424 2.3567 6.587 1.3273 0.9091 0.4316 0
"5903" 1475.5 8.7081 30.3374 11.5765 2.3629 6.5681 1.3356 0.9128 0.4288 0
"5904" 1475.75 8.5983 30.2581 11.7097 2.3701 6.5479 1.3446 0.9169 0.4258 0
"5905" 1476 8.4935 30.1727 11.8416 2.3786 6.5265 1.3544 0.9214 0.4228 0
"5906" 1476.25 8.394 30.0809 11.972 2.3885 6.5037 1.365 0.9266 0.4198 0
"5907" 1476.5 8.3004 29.9823 12.1005 2.4001 6.4795 1.3768 0.9317 0.4166 0
"5908" 1476.75 8.2132 29.8769 12.2271 2.4137 6.4539 1.3897 0.9367 0.4134 0
"5909" 1477 8.1328 29.7641 12.3513 2.4294 6.4266 1.404 0.9414 0.4102 0
"5910" 1477.25 8.0597 29.6436 12.4728 2.4477 6.3978 1.42 0.9458 0.4068 0
"5911" 1477.5 7.9946 29.5146 12.5911 2.4687 6.3671 1.4377 0.9499 0.4034 0
"5912" 1477.75 7.9378 29.3767 12.7058 2.4929 6.3346 1.4574 0.9537 0.3998 0
"5913" 1478 7.89 29.2292 12.8165 2.5205 6.3 1.4793 0.9572 0.3962 0
"5914" 1478.25 7.8517 29.0715 12.9224 2.5521 6.2632 1.5037 0.9603 0.3924 0
"5915" 1478.5 7.8236 28.9028 13.0231 2.5879 6.2242 1.531 0.9629 0.3886 0
"5916" 1478.75 7.8065 28.7224 13.118 2.6286 6.1827 1.5613 0.9651 0.3846 0
"5917" 1479 7.8009 28.5294 13.2062 2.6745 6.1385 1.595 0.9668 0.3805 0
"5918" 1479.25 7.808 28.3234 13.2872 2.7263 6.0916 1.6314 0.968 0.3762 0
"5919" 1479.5 7.8292 28.1057 13.3614 2.785 6.0422 1.6676 0.9686 0.3719 0
"5920" 1479.75 7.8662 27.8766 13.4288 2.8515 5.9904 1.7036 0.9688 0.3674 0
"5921" 1480 7.9206 27.6357 13.4888 2.9269 5.9362 1.7392 0.9684 0.3628 0
"5922" 1480.25 7.9941 27.382 13.5405 3.0123 5.8792 1.7743 0.9674 0.3581 0
"5923" 1480.5 8.0886 27.1145 13.5829 3.109 5.8194 1.8087 0.9658 0.3532 0
"5924" 1480.75 8.2064 26.8319 13.6151 3.2185 5.7564 1.8422 0.9635 0.3482 0
"5925" 1481 8.3501 26.5329 13.6357 3.3426 5.6899 1.8744 0.9604 0.343 0
"5926" 1481.25 8.5226 26.2158 13.6434 3.4834 5.6197 1.9052 0.9565 0.3376 0
"5927" 1481.5 8.7274 25.8789 13.6364 3.6431 5.5453 1.934 0.9516 0.3321 0
"5928" 1481.75 8.9686 25.5199 13.6129 3.8247 5.4662 1.9606 0.9457 0.3263 0
"5929" 1482 9.2509 25.1364 13.5707 4.0288 5.382 1.9844 0.9386 0.3202 0
"5930" 1482.25 9.5797 24.7307 13.5106 4.2362 5.2932 2.0053 0.9303 0.314 0
"5931" 1482.5 9.9604 24.3066 13.4344 4.4392 5.2005 2.0236 0.9211 0.3075 0
"5932" 1482.75 10.3978 23.8652 13.3423 4.634 5.1042 2.0392 0.9109 0.3009 0
"5933" 1483 10.8973 23.4069 13.234 4.8163 5.0044 2.0519 0.8997 0.2942 0
"5934" 1483.25 11.447 22.934 13.1107 4.9811 4.9016 2.0617 0.8876 0.2873 0
"5935" 1483.5 12.0151 22.4589 12.9804 5.1255 4.7984 2.07 0.8752 0.2805 0
"5936" 1483.75 12.5816 21.9901 12.849 5.2471 4.6967 2.0779 0.8629 0.2737 0
"5937" 1484 13.1085 21.5422 12.7266 5.3466 4.5994 2.0873 0.8511 0.2673 0
"5938" 1484.25 13.5951 21.1208 12.6179 5.4257 4.5078 2.0992 0.8404 0.2612 0
"5939" 1484.5 14.0424 20.7263 12.5235 5.4861 4.4221 2.1138 0.8306 0.2555 0
"5940" 1484.75 14.4527 20.3575 12.4432 5.5299 4.3418 2.1312 0.8217 0.2501 0
"5941" 1485 14.8293 20.012 12.3757 5.559 4.2666 2.1512 0.8137 0.245 0
"5942" 1485.25 15.1761 19.6878 12.3199 5.5758 4.1959 2.1727 0.8065 0.2402 0
"5943" 1485.5 15.4976 19.3844 12.2761 5.5824 4.1296 2.191 0.8001 0.2357 0
"5944" 1485.75 15.7977 19.1013 12.2442 5.5804 4.0678 2.2059 0.7944 0.2314 0
"5945" 1486 16.0793 18.8364 12.2232 5.5713 4.0098 2.2177 0.7895 0.2274 0
"5946" 1486.25 16.3447 18.5876 12.2118 5.5562 3.9553 2.2271 0.7851 0.2235 0
"5947" 1486.5 16.5961 18.3529 12.2088 5.5359 3.9038 2.2342 0.7813 0.2199 0
"5948" 1486.75 16.8356 18.131 12.2075 5.5114 3.8551 2.2394 0.778 0.2164 0
"5949" 1487 17.0661 17.9247 12.1986 5.4836 3.8097 2.2432 0.7753 0.2132 0
"5950" 1487.25 17.2882 17.7357 12.1827 5.4529 3.768 2.2457 0.7734 0.2101 0
"5951" 1487.5 17.502 17.5645 12.1599 5.4196 3.73 2.2468 0.7722 0.2073 0
"5952" 1487.75 17.7072 17.4114 12.1304 5.3835 3.696 2.2467 0.7718 0.2047 0
"5953" 1488 17.9035 17.2765 12.0943 5.3449 3.6658 2.2453 0.7723 0.2023 0
"5954" 1488.25 18.0905 17.16 12.0516 5.3038 3.6395 2.2426 0.7736 0.2001 0
"5955" 1488.5 18.268 17.0621 12.0026 5.2603 3.6172 2.2387 0.7758 0.1982 0
"5956" 1488.75 18.4357 16.9829 11.9472 5.2145 3.5988 2.2335 0.779 0.1964 0
"5957" 1489 18.5933 16.9224 11.8856 5.1664 3.5844 2.2271 0.783 0.1949 0
"5958" 1489.25 18.7405 16.8809 11.8179 5.116 3.5739 2.2195 0.7881 0.1936 0
"5959" 1489.5 18.877 16.8583 11.7442 5.0636 3.5675 2.2107 0.7942 0.1925 0
"5960" 1489.75 19.0026 16.8548 11.6646 5.0091 3.5651 2.2006 0.8013 0.1917 0
"5961" 1490 19.117 16.8706 11.5792 4.9527 3.5668 2.1894 0.8095 0.191 0
"5962" 1490.25 19.2199 16.9057 11.4882 4.8943 3.5725 2.177 0.8187 0.1905 0
"5963" 1490.5 19.3109 16.9603 11.3915 4.8341 3.5823 2.1635 0.8292 0.1903 0
"5964" 1490.75 19.3899 17.0345 11.2895 4.7722 3.5963 2.1488 0.8408 0.1903 0
"5965" 1491 19.4566 17.1286 11.182 4.7085 3.6143 2.133 0.8532 0.1904 0
"5966" 1491.25 19.5115 17.2429 11.0698 4.6434 3.6359 2.1161 0.8654 0.1908 0
"5967" 1491.5 19.5551 17.3796 10.9532 4.577 3.6564 2.0983 0.8771 0.1914 0
"5968" 1491.75 19.5868 17.5418 10.8321 4.5093 3.6746 2.0796 0.8884 0.1923 0
"5969" 1492 19.6054 17.7332 10.7062 4.4402 3.6903 2.0597 0.8992 0.1934 0
"5970" 1492.25 19.609 17.9576 10.5749 4.3695 3.7031 2.0387 0.9094 0.1949 0
"5971" 1492.5 19.5958 18.2195 10.4376 4.297 3.7128 2.0164 0.9188 0.1968 0
"5972" 1492.75 19.5636 18.5239 10.2935 4.2223 3.7187 1.9926 0.9273 0.1991 0
"5973" 1493 19.5098 18.8768 10.1418 4.1453 3.7203 1.9672 0.9347 0.2018 0
"5974" 1493.25 19.4315 19.2849 9.9817 4.0656 3.717 1.94 0.9409 0.205 0
"5975" 1493.5 19.3254 19.756 9.812 3.9828 3.7082 1.9107 0.9455 0.2079 0
"5976" 1493.75 19.188 20.2991 9.6317 3.8965 3.693 1.8791 0.9484 0.2105 0
"5977" 1494 19.0148 20.9243 9.4395 3.8064 3.6705 1.845 0.9493 0.2126 0
"5978" 1494.25 18.8008 21.6438 9.2337 3.7118 3.6396 1.808 0.9477 0.2141 0
"5979" 1494.5 18.5401 22.4716 9.0125 3.6121 3.599 1.7677 0.9433 0.2149 0
"5980" 1494.75 18.2366 23.3502 8.7783 3.5082 3.5495 1.7245 0.9363 0.2151 0
"5981" 1495 17.9193 24.2226 8.5427 3.4045 3.4968 1.6809 0.9281 0.215 0
"5982" 1495.25 17.5956 25.0998 8.3088 3.3022 3.4425 1.6374 0.9193 0.2146 0
"5983" 1495.5 17.2666 25.9813 8.0771 3.2014 3.3867 1.5942 0.91 0.2141 0
"5984" 1495.75 16.9331 26.8657 7.8477 3.1021 3.3297 1.5513 0.9 0.2135 0
"5985" 1496 16.5958 27.7518 7.6211 3.0046 3.2715 1.5088 0.8896 0.2126 0
"5986" 1496.25 16.2554 28.6379 7.3973 2.9087 3.2122 1.4666 0.8786 0.2117 0
"5987" 1496.5 15.9207 29.4516 7.1796 2.8158 3.1538 1.4256 0.8678 0.2106 0
"5988" 1496.75 15.6401 30.06 6.9856 2.7321 3.1063 1.3893 0.86 0.2104 0
"5989" 1497 15.427 30.5176 6.8197 2.6592 3.0724 1.3586 0.8562 0.2113 0
"5990" 1497.25 15.2709 30.8657 6.6774 2.5954 3.0502 1.3326 0.8559 0.2131 0
"5991" 1497.5 15.1594 31.1338 6.5537 2.5389 3.0371 1.3104 0.8584 0.2157 0
"5992" 1497.75 15.0588 31.3463 6.4455 2.4883 3.0317 1.2913 0.8632 0.219 0
"5993" 1498 14.9445 31.5249 6.3545 2.4444 3.0354 1.2756 0.8708 0.2231 0
"5994" 1498.25 14.8204 31.6782 6.2807 2.4069 3.0484 1.2635 0.8794 0.228 0
"5995" 1498.5 14.6887 31.8107 6.2237 2.3758 3.071 1.2548 0.8874 0.2339 0
"5996" 1498.75 14.5506 31.9242 6.1828 2.3507 3.103 1.2493 0.8949 0.2407 0
"5997" 1499 14.4067 32.0198 6.1571 2.3312 3.1444 1.247 0.902 0.2486 0
"5998" 1499.25 14.2575 32.0982 6.1459 2.3171 3.1951 1.2477 0.9085 0.2575 0
"5999" 1499.5 14.1036 32.16 6.1486 2.308 3.2553 1.2514 0.9147 0.2675 0
"6000" 1499.75 13.9453 32.2058 6.1647 2.3037 3.325 1.2578 0.9203 0.278 0
"6001" 1500 13.7833 32.2365 6.1938 2.304 3.4044 1.2669 0.9256 0.2887 0.1
"6002" 1500.25 13.617 32.2502 6.2356 2.3087 3.4937 1.2763 0.9304 0.2997 0.1021
"6003" 1500.5 13.4479 32.2504 6.29 2.3162 3.5934 1.2852 0.9348 0.3109 0.1044
"6004" 1500.75 13.2775 32.2407 6.3575 2.3231 3.7043 1.2937 0.9389 0.3224 0.107
"6005" 1501 13.106 32.2219 6.4382 2.3294 3.8269 1.302 0.9427 0.3342 0.1097
"6006" 1501.25 12.9337 32.1943 6.5321 2.335 3.9618 1.3098 0.9463 0.3463 0.1124
"6007" 1501.5 12.7607 32.1576 6.6396 2.3399 4.1099 1.3173 0.9497 0.3587 0.1152
"6008" 1501.75 12.5869 32.1118 6.7607 2.3442 4.2718 1.3245 0.9527 0.3714 0.118
"6009" 1502 12.4123 32.0567 6.8958 2.3477 4.4484 1.3313 0.9555 0.3845 0.1208
