"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12"
"1" 0 0.11 0.12 0.13 0.14 0.15 0 0 0 0 0 0 0
"2" 0.25 0.1275 0.1362 0.1545 0.1645 0.1792 0 0 0 0 0 0 0
"3" 0.5 0.1478 0.1546 0.1837 0.1934 0.2141 0 0 0 0 0 0 0
"4" 0.75 0.1713 0.1755 0.2184 0.2272 0.2557 0 0 0 0 0 0 0
"5" 1 0.1986 0.1993 0.2596 0.267 0.3055 0 0 0 0 0 0 0
"6" 1.25 0.2302 0.2262 0.3086 0.3137 0.3649 0 0 0 0 0 0 0
"7" 1.5 0.2668 0.2568 0.3668 0.3686 0.4359 0 0 0 0 0 0 0
"8" 1.75 0.3093 0.2915 0.436 0.4331 0.5207 0 0 0 0 0 0 0
"9" 2 0.3584 0.3308 0.5183 0.5089 0.6218 0 0 0 0 0 0 0
"10" 2.25 0.4154 0.3755 0.616 0.5978 0.7427 0 0 0 0 0 0 0
"11" 2.5 0.4814 0.4261 0.7321 0.7023 0.8869 0 0 0 0 0 0 0
"12" 2.75 0.5578 0.4836 0.87 0.8249 1.059 0 0 0 0 0 0 0
"13" 3 0.6463 0.5488 1.0339 0.9688 1.2644 0 0 0 0 0 0 0
"14" 3.25 0.7488 0.6228 1.2285 1.1377 1.5095 0 0 0 0 0 0 0
"15" 3.5 0.8674 0.7066 1.4596 1.3358 1.8018 0 0 0 0 0 0 0
"16" 3.75 1.0047 0.8017 1.734 1.5682 2.1503 0 0 0 0 0 0 0
"17" 4 1.1636 0.9095 2.0597 1.8405 2.5657 0 0 0 0 0 0 0
"18" 4.25 1.3473 1.0316 2.4462 2.1596 3.0606 0 0 0 0 0 0 0
"19" 4.5 1.5596 1.1699 2.9046 2.5332 3.65 0 0 0 0 0 0 0
"20" 4.75 1.8049 1.3265 3.4482 2.9704 4.3512 0 0 0 0 0 0 0
"21" 5 2.0881 1.5036 4.0924 3.4814 5.185 0 0 0 0 0 0 0
"22" 5.25 2.4148 1.7039 4.8552 4.0781 6.1753 0 0 0 0 0 0 0
"23" 5.5 2.7911 1.9302 5.7577 4.7737 7.3499 0 0 0 0 0 0 0
"24" 5.75 3.224 2.1855 6.8244 5.5833 8.7409 0 0 0 0 0 0 0
"25" 6 3.7212 2.4731 8.0832 6.5233 10.3847 0 0 0 0 0 0 0
"26" 6.25 4.2906 2.7965 9.5661 7.6112 12.3216 0 0 0 0 0 0 0
"27" 6.5 4.9407 3.1591 11.3084 8.865 14.5954 0 0 0 0 0 0 0
"28" 6.75 5.6794 3.5642 13.3482 10.3013 17.2504 0 0 0 0 0 0 0
"29" 7 6.513 4.014 15.7239 11.9329 20.327 0 0 0 0 0 0 0
"30" 7.25 7.4439 4.5093 18.4687 13.7618 23.8505 0 0 0 0 0 0 0
"31" 7.5 8.4654 5.0467 21.5982 15.7683 27.8091 0 0 0 0 0 0 0
"32" 7.75 9.5515 5.6142 25.0822 17.8863 32.1069 0 0 0 0 0 0 0
"33" 8 10.6337 6.1809 28.7755 19.9542 36.4622 0 0 0 0 0 0 0
"34" 8.25 11.5599 6.6707 32.2638 21.6413 40.2348 0 0 0 0 0 0 0
"35" 8.5 12.1026 6.8175 33.9106 22.523 42.4799 0 0 0 0 0 0 0
"36" 8.75 12.2333 6.6841 33.7862 22.5555 42.9397 0 0 0 0 0 0 0
"37" 9 12.3261 6.5391 33.5654 22.5196 43.2582 0 0 0 0 0 0 0
"38" 9.25 12.4185 6.3969 33.3433 22.4818 43.5746 0 0 0 0 0 0 0
"39" 9.5 12.5109 6.2575 33.1207 22.4427 43.8905 0 0 0 0 0 0 0
"40" 9.75 12.6031 6.1209 32.8979 22.4024 44.2058 0 0 0 0 0 0 0
