"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12"
"1" 0 0.11 0.12 0.13 0.14 0.15 0 0 0 0 0 0 0
"2" 0.25 0.1316 0.1431 0.1572 0.1569 0.1787 0 0 0 0 0 0 0
"3" 0.5 0.1574 0.1707 0.19 0.1759 0.213 0 0 0 0 0 0 0
"4" 0.75 0.1883 0.2035 0.2297 0.1972 0.2538 0 0 0 0 0 0 0
"5" 1 0.2253 0.2427 0.2777 0.2211 0.3024 0 0 0 0 0 0 0
"6" 1.25 0.2695 0.2894 0.3357 0.2478 0.3603 0 0 0 0 0 0 0
"7" 1.5 0.3223 0.3451 0.4059 0.2778 0.4292 0 0 0 0 0 0 0
"8" 1.75 0.3855 0.4115 0.4906 0.3114 0.5114 0 0 0 0 0 0 0
"9" 2 0.4611 0.4906 0.593 0.349 0.6092 0 0 0 0 0 0 0
"10" 2.25 0.5514 0.5849 0.7168 0.3911 0.7257 0 0 0 0 0 0 0
"11" 2.5 0.6594 0.6974 0.8663 0.4382 0.8643 0 0 0 0 0 0 0
"12" 2.75 0.7884 0.8313 1.047 0.4911 1.0294 0 0 0 0 0 0 0
"13" 3 0.9426 0.9909 1.2652 0.5502 1.2258 0 0 0 0 0 0 0
"14" 3.25 1.1268 1.181 1.5287 0.6164 1.4595 0 0 0 0 0 0 0
"15" 3.5 1.3468 1.4074 1.8469 0.6904 1.7374 0 0 0 0 0 0 0
"16" 3.75 1.6094 1.6769 2.2309 0.7732 2.0677 0 0 0 0 0 0 0
"17" 4 1.9228 1.9977 2.6944 0.8657 2.4603 0 0 0 0 0 0 0
"18" 4.25 2.2965 2.3792 3.2533 0.969 2.9264 0 0 0 0 0 0 0
"19" 4.5 2.7418 2.8328 3.9271 1.0842 3.4794 0 0 0 0 0 0 0
"20" 4.75 3.272 3.3717 4.7388 1.2127 4.1349 0 0 0 0 0 0 0
"21" 5 3.9026 4.0113 5.7157 1.3557 4.9109 0 0 0 0 0 0 0
"22" 5.25 4.6515 4.7696 6.8903 1.5147 5.8281 0 0 0 0 0 0 0
"23" 5.5 5.5392 5.6671 8.3005 1.6908 6.9097 0 0 0 0 0 0 0
"24" 5.75 6.5886 6.7272 9.9902 1.8854 8.1818 0 0 0 0 0 0 0
"25" 6 7.8249 7.9758 12.0094 2.0995 9.6719 0 0 0 0 0 0 0
"26" 6.25 9.2742 9.4404 14.4131 2.3335 11.4076 0 0 0 0 0 0 0
"27" 6.5 10.9603 11.1478 17.2583 2.5868 13.4126 0 0 0 0 0 0 0
"28" 6.75 12.8987 13.1188 20.5956 2.8568 15.6982 0 0 0 0 0 0 0
"29" 7 15.0815 15.3556 24.4486 3.1368 18.2444 0 0 0 0 0 0 0
"30" 7.25 17.4428 17.8105 28.7614 3.4116 20.9572 0 0 0 0 0 0 0
"31" 7.5 19.7716 20.303 33.2549 3.648 23.567 0 0 0 0 0 0 0
"32" 7.75 21.5579 22.3458 37.1016 3.7828 25.4681 0 0 0 0 0 0 0
"33" 8 22.2676 23.33 39.1689 3.772 26.0985 0 0 0 0 0 0 0
"34" 8.25 22.3158 23.6009 39.972 3.6858 25.9908 0 0 0 0 0 0 0
"35" 8.5 22.2243 23.7135 40.4908 3.5872 25.7334 0 0 0 0 0 0 0
"36" 8.75 22.1138 23.8038 40.9731 3.4892 25.4578 0 0 0 0 0 0 0
"37" 9 21.9998 23.8897 41.4523 3.3935 25.1809 0 0 0 0 0 0 0
"38" 9.25 21.887 23.9225 41.8941 3.3008 24.9118 0 0 0 0 0 0 0
"39" 9.5 21.7471 23.8792 42.2153 3.2161 24.7057 0 0 0 0 0 0 0
"40" 9.75 21.5847 23.8089 42.4849 3.1414 24.5889 0 0 0 0 0 0 0
"41" 10 21.4067 23.7193 42.7167 3.0757 24.5566 0 0 0 0 0 0 0
"42" 10.25 21.2154 23.6127 42.9144 3.018 24.6022 0 0 0 0 0 0 0
"43" 10.5 21.0124 23.4908 43.0805 2.9675 24.7195 0 0 0 0 0 0 0
"44" 10.75 20.7991 23.355 43.2171 2.9233 24.9039 0 0 0 0 0 0 0
"45" 11 20.5766 23.2065 43.3259 2.8847 25.1512 0 0 0 0 0 0 0
"46" 11.25 20.3459 23.0464 43.4083 2.8511 25.4578 0 0 0 0 0 0 0
"47" 11.5 20.1104 22.8785 43.4717 2.8222 25.7874 0 0 0 0 0 0 0
"48" 11.75 19.8754 22.7091 43.5294 2.7979 26.1174 0 0 0 0 0 0 0
"49" 12 19.6417 22.5392 43.5834 2.7764 26.4491 0 0 0 0 0 0 0
"50" 12.25 19.4097 22.3694 43.6348 2.7549 26.7832 0 0 0 0 0 0 0
"51" 12.5 19.1795 22.1997 43.6836 2.7335 27.1198 0 0 0 0 0 0 0
"52" 12.75 18.9511 22.0301 43.73 2.7121 27.4588 0 0 0 0 0 0 0
"53" 13 18.7245 21.8607 43.7738 2.6908 27.8003 0 0 0 0 0 0 0
"54" 13.25 18.4998 21.6915 43.8152 2.6695 28.1442 0 0 0 0 0 0 0
"55" 13.5 18.2768 21.5225 43.8541 2.6482 28.4906 0 0 0 0 0 0 0
"56" 13.75 18.0556 21.3537 43.8904 2.627 28.8394 0 0 0 0 0 0 0
"57" 14 17.8363 21.1851 43.9242 2.6059 29.1907 0 0 0 0 0 0 0
"58" 14.25 17.6187 21.0168 43.9556 2.5847 29.5443 0 0 0 0 0 0 0
"59" 14.5 17.403 20.8488 43.9843 2.5637 29.9003 0 0 0 0 0 0 0
"60" 14.75 17.189 20.681 44.0106 2.5427 30.2586 0 0 0 0 0 0 0
"61" 15 16.9769 20.5136 44.0343 2.5217 30.6193 0 0 0 0 0 0 0
"62" 15.25 16.7666 20.3464 44.0555 2.5008 30.9824 0 0 0 0 0 0 0
"63" 15.5 16.5581 20.1796 44.0742 2.48 31.3477 0 0 0 0 0 0 0
"64" 15.75 16.3513 20.0131 44.0903 2.4592 31.7153 0 0 0 0 0 0 0
"65" 16 16.1464 19.847 44.1039 2.4385 32.0852 0 0 0 0 0 0 0
"66" 16.25 15.9433 19.6812 44.1149 2.4178 32.4574 0 0 0 0 0 0 0
"67" 16.5 15.7419 19.5159 44.1234 2.3972 32.8318 0 0 0 0 0 0 0
"68" 16.75 15.5424 19.3509 44.1294 2.3767 33.2084 0 0 0 0 0 0 0
"69" 17 15.3446 19.1864 44.1328 2.3562 33.5873 0 0 0 0 0 0 0
"70" 17.25 15.1487 19.0223 44.1337 2.3358 33.9683 0 0 0 0 0 0 0
"71" 17.5 14.9545 18.8586 44.1321 2.3154 34.3514 0 0 0 0 0 0 0
"72" 17.75 14.7621 18.6954 44.128 2.2952 34.7367 0 0 0 0 0 0 0
"73" 18 14.5715 18.5327 44.1213 2.275 35.1241 0 0 0 0 0 0 0
"74" 18.25 14.3826 18.3704 44.1122 2.2549 35.5136 0 0 0 0 0 0 0
"75" 18.5 14.1955 18.2087 44.1005 2.2348 35.9052 0 0 0 0 0 0 0
"76" 18.75 14.0102 18.0475 44.0863 2.2149 36.2988 0 0 0 0 0 0 0
"77" 19 13.8267 17.8868 44.0696 2.195 36.6944 0 0 0 0 0 0 0
"78" 19.25 13.6449 17.7266 44.0505 2.1751 37.092 0 0 0 0 0 0 0
"79" 19.5 13.4648 17.567 44.0288 2.1554 37.4916 0 0 0 0 0 0 0
"80" 19.75 13.2865 17.408 44.0047 2.1358 37.8931 0 0 0 0 0 0 0
"81" 20 13.11 17.2495 43.9781 2.1162 38.2966 0 0 0 0 0 0 0
"82" 20.25 12.9351 17.0917 43.9491 2.0967 38.7019 0 0 0 0 0 0 0
"83" 20.5 12.762 16.9344 43.9176 2.0773 39.1092 0 0 0 0 0 0 0
"84" 20.75 12.5907 16.7778 43.8837 2.058 39.5182 0 0 0 0 0 0 0
"85" 21 12.421 16.6217 43.8474 2.0388 39.9291 0 0 0 0 0 0 0
"86" 21.25 12.2531 16.4663 43.8086 2.0196 40.3418 0 0 0 0 0 0 0
"87" 21.5 12.0869 16.3116 43.7675 2.0006 40.7563 0 0 0 0 0 0 0
"88" 21.75 11.9223 16.1575 43.724 1.9816 41.1724 0 0 0 0 0 0 0
"89" 22 11.7595 16.0041 43.678 1.9627 41.5903 0 0 0 0 0 0 0
"90" 22.25 11.5984 15.8514 43.6298 1.9439 42.0099 0 0 0 0 0 0 0
"91" 22.5 11.4389 15.6994 43.5792 1.9253 42.4311 0 0 0 0 0 0 0
"92" 22.75 11.2811 15.548 43.5262 1.9067 42.8539 0 0 0 0 0 0 0
"93" 23 11.125 15.3974 43.4709 1.8882 43.2784 0 0 0 0 0 0 0
"94" 23.25 10.9705 15.2475 43.4133 1.8698 43.7044 0 0 0 0 0 0 0
"95" 23.5 10.8177 15.0983 43.3535 1.8515 44.1319 0 0 0 0 0 0 0
"96" 23.75 10.6665 14.9499 43.2913 1.8333 44.5609 0 0 0 0 0 0 0
"97" 24 10.517 14.8022 43.2269 1.8152 44.9914 0 0 0 0 0 0 0
"98" 24.25 10.3691 14.6553 43.1603 1.7971 45.4234 0 0 0 0 0 0 0
"99" 24.5 10.2228 14.5091 43.0914 1.7792 45.8567 0 0 0 0 0 0 0
"100" 24.75 10.0781 14.3637 43.0203 1.7614 46.2914 0 0 0 0 0 0 0
"101" 25 9.935 14.2191 42.947 1.7437 46.7275 0 0 0 0 0 0 0
"102" 25.25 9.7935 14.0753 42.8716 1.7261 47.1649 0 0 0 0 0 0 0
"103" 25.5 9.6536 13.9323 42.794 1.7086 47.6036 0 0 0 0 0 0 0
"104" 25.75 9.5153 13.79 42.7143 1.6912 48.0435 0 0 0 0 0 0 0
"105" 26 9.3785 13.6486 42.6324 1.6739 48.4846 0 0 0 0 0 0 0
"106" 26.25 9.2433 13.508 42.5485 1.6568 48.9269 0 0 0 0 0 0 0
"107" 26.5 9.1096 13.3683 42.4625 1.6397 49.3704 0 0 0 0 0 0 0
"108" 26.75 8.9775 13.2293 42.3744 1.6227 49.815 0 0 0 0 0 0 0
"109" 27 8.8469 13.0912 42.2843 1.6058 50.2607 0 0 0 0 0 0 0
"110" 27.25 8.7178 12.9539 42.1922 1.5891 50.7074 0 0 0 0 0 0 0
"111" 27.5 8.5902 12.8175 42.098 1.5724 51.1552 0 0 0 0 0 0 0
"112" 27.75 8.4642 12.682 42.0019 1.5559 51.6039 0 0 0 0 0 0 0
"113" 28 8.3396 12.5473 41.9039 1.5395 52.0536 0 0 0 0 0 0 0
"114" 28.25 8.2165 12.4134 41.8039 1.5231 52.5042 0 0 0 0 0 0 0
"115" 28.5 8.0948 12.2804 41.702 1.5069 52.9557 0 0 0 0 0 0 0
"116" 28.75 7.9747 12.1483 41.5983 1.4908 53.408 0 0 0 0 0 0 0
"117" 29 7.8559 12.0171 41.4926 1.4748 53.8612 0 0 0 0 0 0 0
