"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12"
"1" 0 0.11 0.12 0.13 0.14 0.15 0 0 0 0 0 0 0
"2" 0.25 0.1315 0.1425 0.1515 0.1631 0.1735 0 0 0 0 0 0 0
"3" 0.5 0.1573 0.1692 0.1766 0.19 0.2007 0 0 0 0 0 0 0
"4" 0.75 0.1881 0.2008 0.2059 0.2214 0.2321 0 0 0 0 0 0 0
"5" 1 0.2249 0.2384 0.24 0.258 0.2685 0 0 0 0 0 0 0
"6" 1.25 0.2689 0.2831 0.2797 0.3005 0.3105 0 0 0 0 0 0 0
"7" 1.5 0.3215 0.3361 0.326 0.3501 0.3591 0 0 0 0 0 0 0
"8" 1.75 0.3844 0.399 0.38 0.4078 0.4153 0 0 0 0 0 0 0
"9" 2 0.4596 0.4736 0.4429 0.475 0.4803 0 0 0 0 0 0 0
"10" 2.25 0.5494 0.5622 0.5161 0.5532 0.5554 0 0 0 0 0 0 0
"11" 2.5 0.6567 0.6673 0.6015 0.6443 0.6422 0 0 0 0 0 0 0
"12" 2.75 0.785 0.792 0.7009 0.7503 0.7425 0 0 0 0 0 0 0
"13" 3 0.9382 0.94 0.8167 0.8737 0.8584 0 0 0 0 0 0 0
"14" 3.25 1.1211 1.1154 0.9515 1.0172 0.9923 0 0 0 0 0 0 0
"15" 3.5 1.3396 1.3235 1.1086 1.1841 1.1469 0 0 0 0 0 0 0
"16" 3.75 1.6004 1.5703 1.2914 1.3781 1.3254 0 0 0 0 0 0 0
"17" 4 1.9116 1.8627 1.5041 1.6035 1.5313 0 0 0 0 0 0 0
"18" 4.25 2.2827 2.2092 1.7517 1.8654 1.7689 0 0 0 0 0 0 0
"19" 4.5 2.7252 2.6196 2.0396 2.1693 2.0428 0 0 0 0 0 0 0
"20" 4.75 3.2523 3.1054 2.3743 2.5217 2.3583 0 0 0 0 0 0 0
"21" 5 3.8798 3.68 2.7631 2.9301 2.7215 0 0 0 0 0 0 0
"22" 5.25 4.626 4.3593 3.2145 3.4027 3.1392 0 0 0 0 0 0 0
"23" 5.5 5.5123 5.1614 3.7381 3.9487 3.6187 0 0 0 0 0 0 0
"24" 5.75 6.5633 6.1073 4.3448 4.5783 4.1683 0 0 0 0 0 0 0
"25" 6 7.807 7.2209 5.0465 5.3024 4.7968 0 0 0 0 0 0 0
"26" 6.25 9.2745 8.529 5.8565 6.1323 5.5134 0 0 0 0 0 0 0
