"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12"
"1" 0 0.11 0.12 0.13 0.14 0.15 0 0 0 0 0 0 0
"2" 0.25 0.1301 0.1438 0.1578 0.1624 0.1744 0 0 0 0 0 0 0
"3" 0.5 0.1539 0.1723 0.1915 0.1885 0.2027 0 0 0 0 0 0 0
"4" 0.75 0.1821 0.2064 0.2325 0.2186 0.2356 0 0 0 0 0 0 0
"5" 1 0.2154 0.2473 0.2821 0.2536 0.2738 0 0 0 0 0 0 0
"6" 1.25 0.2548 0.2963 0.3424 0.2943 0.3183 0 0 0 0 0 0 0
"7" 1.5 0.3014 0.355 0.4156 0.3413 0.3699 0 0 0 0 0 0 0
"8" 1.75 0.3565 0.4253 0.5044 0.3959 0.4299 0 0 0 0 0 0 0
"9" 2 0.4216 0.5095 0.6121 0.4593 0.4996 0 0 0 0 0 0 0
"10" 2.25 0.4986 0.6103 0.7427 0.5327 0.5805 0 0 0 0 0 0 0
"11" 2.5 0.5896 0.731 0.9012 0.6177 0.6745 0 0 0 0 0 0 0
"12" 2.75 0.6972 0.8755 1.0934 0.7163 0.7837 0 0 0 0 0 0 0
"13" 3 0.8243 1.0485 1.3266 0.8305 0.9105 0 0 0 0 0 0 0
"14" 3.25 0.9744 1.2556 1.6093 0.9628 1.0576 0 0 0 0 0 0 0
"15" 3.5 1.1518 1.5033 1.9519 1.116 1.2282 0 0 0 0 0 0 0
"16" 3.75 1.3612 1.7997 2.3672 1.2933 1.4262 0 0 0 0 0 0 0
"17" 4 1.6082 2.1541 2.8703 1.4983 1.6557 0 0 0 0 0 0 0
"18" 4.25 1.8997 2.5777 3.4796 1.7353 1.9216 0 0 0 0 0 0 0
"19" 4.5 2.2432 3.0837 4.217 2.0091 2.2294 0 0 0 0 0 0 0
"20" 4.75 2.6478 3.6879 5.1091 2.325 2.5855 0 0 0 0 0 0 0
"21" 5 3.1238 4.4085 6.1873 2.689 2.997 0 0 0 0 0 0 0
"22" 5.25 3.6832 5.2672 7.4893 3.1078 3.4718 0 0 0 0 0 0 0
"23" 5.5 4.3393 6.2889 9.0592 3.5886 4.0185 0 0 0 0 0 0 0
"24" 5.75 5.1072 7.5023 10.9492 4.1391 4.6465 0 0 0 0 0 0 0
"25" 6 6.0032 8.9398 13.219 4.7668 5.3655 0 0 0 0 0 0 0
"26" 6.25 7.0442 10.6367 15.9359 5.4788 6.1847 0 0 0 0 0 0 0
"27" 6.5 8.246 12.6295 19.1724 6.2801 7.1115 0 0 0 0 0 0 0
"28" 6.75 9.62 14.9512 22.9995 7.1709 8.1488 0 0 0 0 0 0 0
"29" 7 11.1658 17.6202 27.4691 8.1412 9.2889 0 0 0 0 0 0 0
"30" 7.25 12.8536 20.6029 32.5717 9.1592 10.5005 0 0 0 0 0 0 0
"31" 7.5 14.5748 23.7008 38.0444 10.1456 11.6999 0 0 0 0 0 0 0
"32" 7.75 15.9272 26.2728 42.8311 10.941 12.7073 0 0 0 0 0 0 0
"33" 8 16.3227 27.2383 44.9702 11.3829 13.2824 0 0 0 0 0 0 0
"34" 8.25 16.1711 27.2116 45.3461 11.4824 13.4243 0 0 0 0 0 0 0
"35" 8.5 15.9584 27.0658 45.5012 11.5292 13.504 0 0 0 0 0 0 0
"36" 8.75 15.7443 26.9129 45.6419 11.5725 13.5799 0 0 0 0 0 0 0
"37" 9 15.5326 26.7597 45.7808 11.6154 13.6556 0 0 0 0 0 0 0
"38" 9.25 15.3232 26.6065 45.9185 11.6582 13.7312 0 0 0 0 0 0 0
"39" 9.5 15.1163 26.4535 46.0551 11.7007 13.8068 0 0 0 0 0 0 0
"40" 9.75 14.9118 26.3005 46.1906 11.743 13.8824 0 0 0 0 0 0 0
"41" 10 14.7096 26.1476 46.3249 11.785 13.958 0 0 0 0 0 0 0
"42" 10.25 14.5098 25.9949 46.458 11.8269 14.0335 0 0 0 0 0 0 0
"43" 10.5 14.3124 25.8422 46.5901 11.8685 14.1089 0 0 0 0 0 0 0
"44" 10.75 14.1173 25.6898 46.7209 11.9099 14.1844 0 0 0 0 0 0 0
"45" 11 13.9245 25.5375 46.8507 11.9511 14.2598 0 0 0 0 0 0 0
"46" 11.25 13.7339 25.3854 46.9792 11.992 14.3351 0 0 0 0 0 0 0
"47" 11.5 13.5457 25.2334 47.1067 12.0327 14.4104 0 0 0 0 0 0 0
"48" 11.75 13.3597 25.0817 47.2329 12.0732 14.4856 0 0 0 0 0 0 0
"49" 12 13.1759 24.9302 47.3581 12.1135 14.5608 0 0 0 0 0 0 0
"50" 12.25 12.9943 24.7789 47.482 12.1535 14.636 0 0 0 0 0 0 0
"51" 12.5 12.8149 24.6278 47.6049 12.1933 14.7111 0 0 0 0 0 0 0
"52" 12.75 12.6377 24.477 47.7265 12.2329 14.7861 0 0 0 0 0 0 0
"53" 13 12.4626 24.3264 47.847 12.2723 14.8611 0 0 0 0 0 0 0
"54" 13.25 12.2896 24.1761 47.9664 12.3114 14.936 0 0 0 0 0 0 0
"55" 13.5 12.1188 24.0261 48.0846 12.3503 15.0109 0 0 0 0 0 0 0
"56" 13.75 11.9501 23.8764 48.2017 12.389 15.0856 0 0 0 0 0 0 0
"57" 14 11.7834 23.727 48.3176 12.4274 15.1604 0 0 0 0 0 0 0
"58" 14.25 11.6188 23.578 48.4324 12.4656 15.2351 0 0 0 0 0 0 0
"59" 14.5 11.4562 23.4292 48.546 12.5036 15.3097 0 0 0 0 0 0 0
"60" 14.75 11.2956 23.2808 48.6585 12.5413 15.3842 0 0 0 0 0 0 0
"61" 15 11.1371 23.1327 48.7698 12.5788 15.4587 0 0 0 0 0 0 0
"62" 15.25 10.9805 22.985 48.8801 12.6161 15.5331 0 0 0 0 0 0 0
"63" 15.5 10.8259 22.8377 48.9892 12.6532 15.6074 0 0 0 0 0 0 0
"64" 15.75 10.6732 22.6907 49.0971 12.69 15.6817 0 0 0 0 0 0 0
"65" 16 10.5224 22.5442 49.204 12.7266 15.7559 0 0 0 0 0 0 0
"66" 16.25 10.3736 22.398 49.3097 12.763 15.83 0 0 0 0 0 0 0
"67" 16.5 10.2266 22.2522 49.4143 12.7991 15.9041 0 0 0 0 0 0 0
"68" 16.75 10.0815 22.1069 49.5178 12.835 15.9781 0 0 0 0 0 0 0
"69" 17 9.9382 21.962 49.6201 12.8707 16.052 0 0 0 0 0 0 0
"70" 17.25 9.7968 21.8175 49.7214 12.9062 16.1258 0 0 0 0 0 0 0
"71" 17.5 9.6572 21.6735 49.8216 12.9414 16.1996 0 0 0 0 0 0 0
"72" 17.75 9.5194 21.5299 49.9206 12.9764 16.2733 0 0 0 0 0 0 0
"73" 18 9.3834 21.3867 50.0186 13.0112 16.3469 0 0 0 0 0 0 0
"74" 18.25 9.2491 21.2441 50.1155 13.0458 16.4205 0 0 0 0 0 0 0
"75" 18.5 9.1165 21.1019 50.2113 13.0801 16.494 0 0 0 0 0 0 0
"76" 18.75 8.9857 20.9602 50.306 13.1142 16.5674 0 0 0 0 0 0 0
