"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12"
"1" 0 0.11 0.12 0.13 0.14 0.15 0 0 0 0 0 0 0
"2" 0.25 0.1296 0.1444 0.1571 0.1622 0.1827 0 0 0 0 0 0 0
"3" 0.5 0.1528 0.1737 0.1899 0.188 0.2226 0 0 0 0 0 0 0
"4" 0.75 0.18 0.209 0.2294 0.2178 0.2711 0 0 0 0 0 0 0
"5" 1 0.2122 0.2515 0.2773 0.2523 0.3302 0 0 0 0 0 0 0
"6" 1.25 0.25 0.3026 0.335 0.2923 0.4021 0 0 0 0 0 0 0
"7" 1.5 0.2946 0.364 0.4049 0.3386 0.4897 0 0 0 0 0 0 0
"8" 1.75 0.3471 0.4379 0.4892 0.3923 0.5963 0 0 0 0 0 0 0
"9" 2 0.4089 0.5268 0.5911 0.4544 0.7261 0 0 0 0 0 0 0
"10" 2.25 0.4818 0.6336 0.7141 0.5262 0.8841 0 0 0 0 0 0 0
"11" 2.5 0.5675 0.7621 0.8627 0.6095 1.0763 0 0 0 0 0 0 0
"12" 2.75 0.6685 0.9166 1.0421 0.7057 1.3102 0 0 0 0 0 0 0
"13" 3 0.7874 1.1023 1.2588 0.8171 1.5947 0 0 0 0 0 0 0
"14" 3.25 0.9272 1.3254 1.5203 0.9459 1.9405 0 0 0 0 0 0 0
"15" 3.5 1.0917 1.5934 1.8358 1.0948 2.3608 0 0 0 0 0 0 0
"16" 3.75 1.285 1.9152 2.2164 1.2668 2.8714 0 0 0 0 0 0 0
"17" 4 1.5123 2.3015 2.6754 1.4654 3.4912 0 0 0 0 0 0 0
"18" 4.25 1.7791 2.765 3.2286 1.6945 4.2431 0 0 0 0 0 0 0
"19" 4.5 2.0922 3.3206 3.8949 1.9584 5.1542 0 0 0 0 0 0 0
"20" 4.75 2.4592 3.9861 4.6967 2.2622 6.2571 0 0 0 0 0 0 0
"21" 5 2.8888 4.7823 5.6606 2.6111 7.5898 0 0 0 0 0 0 0
