"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12"
"1" 0 0.11 0.12 0.13 0.14 0.15 0 0 0 0 0 0 0
"2" 0.25 0.1288 0.1428 0.1548 0.166 0.1731 0 0 0 0 0 0 0
"3" 0.5 0.1508 0.17 0.1844 0.1969 0.1997 0 0 0 0 0 0 0
"4" 0.75 0.1765 0.2024 0.2196 0.2336 0.2304 0 0 0 0 0 0 0
"5" 1 0.2067 0.2409 0.2615 0.277 0.2658 0 0 0 0 0 0 0
"6" 1.25 0.242 0.2867 0.3114 0.3285 0.3067 0 0 0 0 0 0 0
"7" 1.5 0.2832 0.3413 0.3708 0.3896 0.3538 0 0 0 0 0 0 0
"8" 1.75 0.3316 0.4062 0.4416 0.4619 0.4081 0 0 0 0 0 0 0
"9" 2 0.3881 0.4834 0.5258 0.5477 0.4708 0 0 0 0 0 0 0
"10" 2.25 0.4543 0.5752 0.626 0.6494 0.543 0 0 0 0 0 0 0
"11" 2.5 0.5317 0.6845 0.7454 0.7698 0.6263 0 0 0 0 0 0 0
"12" 2.75 0.6223 0.8145 0.8874 0.9126 0.7223 0 0 0 0 0 0 0
"13" 3 0.7282 0.9691 1.0564 1.0816 0.8329 0 0 0 0 0 0 0
"14" 3.25 0.852 1.153 1.2575 1.2818 0.9604 0 0 0 0 0 0 0
"15" 3.5 0.9968 1.3715 1.4967 1.5188 1.1073 0 0 0 0 0 0 0
"16" 3.75 1.1661 1.6313 1.7812 1.7992 1.2764 0 0 0 0 0 0 0
"17" 4 1.3638 1.94 2.1195 2.1309 1.471 0 0 0 0 0 0 0
"18" 4.25 1.5946 2.3066 2.5215 2.5229 1.695 0 0 0 0 0 0 0
"19" 4.5 1.8641 2.7419 2.9992 2.9861 1.9525 0 0 0 0 0 0 0
"20" 4.75 2.1784 3.2585 3.5665 3.5327 2.2483 0 0 0 0 0 0 0
"21" 5 2.5447 3.871 4.2397 4.1772 2.5879 0 0 0 0 0 0 0
"22" 5.25 2.9712 4.5967 5.038 4.9361 2.9774 0 0 0 0 0 0 0
"23" 5.5 3.4671 5.4557 5.9837 5.8283 3.4233 0 0 0 0 0 0 0
"24" 5.75 4.0427 6.4709 7.1027 6.8748 3.9329 0 0 0 0 0 0 0
"25" 6 4.7094 7.6686 8.4243 8.099 4.5139 0 0 0 0 0 0 0
"26" 6.25 5.4793 9.0781 9.982 9.5256 5.1741 0 0 0 0 0 0 0
"27" 6.5 6.3648 10.7314 11.812 11.1796 5.9209 0 0 0 0 0 0 0
"28" 6.75 7.3773 12.6614 13.9525 13.0832 6.7602 0 0 0 0 0 0 0
"29" 7 8.5249 14.898 16.4394 15.2498 7.6942 0 0 0 0 0 0 0
"30" 7.25 9.8072 17.4598 19.2976 17.6728 8.7171 0 0 0 0 0 0 0
"31" 7.5 11.2049 20.335 22.5212 20.3009 9.8066 0 0 0 0 0 0 0
"32" 7.75 12.6556 23.4348 26.0235 22.9874 10.9047 0 0 0 0 0 0 0
"33" 8 14.0024 26.4842 29.517 25.3914 11.8794 0 0 0 0 0 0 0
"34" 8.25 14.9495 28.6367 32.1318 26.9407 12.503 0 0 0 0 0 0 0
"35" 8.5 15.3769 28.8118 32.5472 27.447 12.6773 0 0 0 0 0 0 0
"36" 8.75 15.6027 28.5599 32.4523 27.5683 12.6833 0 0 0 0 0 0 0
"37" 9 15.8253 28.3007 32.3461 27.6793 12.6847 0 0 0 0 0 0 0
"38" 9.25 16.0501 28.0425 32.2385 27.7891 12.6855 0 0 0 0 0 0 0
"39" 9.5 16.2771 27.7853 32.1298 27.8978 12.6857 0 0 0 0 0 0 0
"40" 9.75 16.5065 27.5293 32.0198 28.0055 12.6852 0 0 0 0 0 0 0
"41" 10 16.7382 27.2744 31.9086 28.1122 12.6841 0 0 0 0 0 0 0
"42" 10.25 16.9721 27.0207 31.7963 28.2177 12.6825 0 0 0 0 0 0 0
"43" 10.5 17.2083 26.768 31.6828 28.322 12.6801 0 0 0 0 0 0 0
"44" 10.75 17.4469 26.5165 31.5681 28.4253 12.6772 0 0 0 0 0 0 0
"45" 11 17.6877 26.2662 31.4522 28.5273 12.6736 0 0 0 0 0 0 0
"46" 11.25 17.9308 26.0169 31.3353 28.6282 12.6694 0 0 0 0 0 0 0
"47" 11.5 18.1755 25.7689 31.2172 28.7279 12.6646 0 0 0 0 0 0 0
"48" 11.75 18.4046 25.5249 31.1016 28.83 12.6606 0 0 0 0 0 0 0
"49" 12 18.613 25.288 30.993 28.9306 12.6593 0 0 0 0 0 0 0
"50" 12.25 18.8039 25.0673 30.9032 29.0049 12.6608 0 0 0 0 0 0 0
"51" 12.5 18.9794 24.8695 30.8416 29.0538 12.6531 0 0 0 0 0 0 0
"52" 12.75 19.1401 24.6956 30.8101 29.0789 12.6357 0 0 0 0 0 0 0
"53" 13 19.2864 24.5448 30.8081 29.0811 12.6091 0 0 0 0 0 0 0
"54" 13.25 19.4185 24.4162 30.8349 29.0614 12.5738 0 0 0 0 0 0 0
"55" 13.5 19.5368 24.3088 30.8897 29.0208 12.5301 0 0 0 0 0 0 0
"56" 13.75 19.6416 24.2216 30.9714 28.9603 12.4786 0 0 0 0 0 0 0
"57" 14 19.7333 24.1535 31.0793 28.8809 12.4196 0 0 0 0 0 0 0
"58" 14.25 19.8124 24.1035 31.2122 28.7837 12.3536 0 0 0 0 0 0 0
"59" 14.5 19.8792 24.0704 31.3692 28.6696 12.2811 0 0 0 0 0 0 0
"60" 14.75 19.9342 24.0534 31.5493 28.5396 12.2025 0 0 0 0 0 0 0
"61" 15 19.978 24.0513 31.7513 28.3947 12.1182 0 0 0 0 0 0 0
"62" 15.25 20.0108 24.063 31.9744 28.236 12.0287 0 0 0 0 0 0 0
"63" 15.5 20.0334 24.0877 32.2173 28.0643 11.9343 0 0 0 0 0 0 0
"64" 15.75 20.046 24.1243 32.479 27.8807 11.8355 0 0 0 0 0 0 0
"65" 16 20.0492 24.1718 32.7587 27.686 11.7326 0 0 0 0 0 0 0
"66" 16.25 20.0435 24.2294 33.055 27.4811 11.626 0 0 0 0 0 0 0
"67" 16.5 20.0293 24.296 33.3672 27.2669 11.5161 0 0 0 0 0 0 0
"68" 16.75 20.0072 24.3709 33.694 27.0442 11.4032 0 0 0 0 0 0 0
"69" 17 19.9775 24.4531 34.0346 26.8138 11.2876 0 0 0 0 0 0 0
"70" 17.25 19.9408 24.5419 34.388 26.5764 11.1697 0 0 0 0 0 0 0
"71" 17.5 19.8975 24.6365 34.7532 26.3329 11.0498 0 0 0 0 0 0 0
"72" 17.75 19.848 24.7361 35.1293 26.0839 10.9281 0 0 0 0 0 0 0
"73" 18 19.7928 24.84 35.5153 25.8301 10.8049 0 0 0 0 0 0 0
"74" 18.25 19.7323 24.9475 35.9105 25.5722 10.6805 0 0 0 0 0 0 0
"75" 18.5 19.667 25.058 36.314 25.3108 10.5552 0 0 0 0 0 0 0
"76" 18.75 19.5972 25.1709 36.7248 25.0464 10.4291 0 0 0 0 0 0 0
"77" 19 19.5232 25.2855 37.1424 24.7796 10.3025 0 0 0 0 0 0 0
"78" 19.25 19.4456 25.4015 37.5658 24.5109 10.1756 0 0 0 0 0 0 0
"79" 19.5 19.3646 25.5182 37.9944 24.2408 10.0485 0 0 0 0 0 0 0
"80" 19.75 19.2805 25.6351 38.4276 23.9698 9.9216 0 0 0 0 0 0 0
"81" 20 19.1938 25.752 38.8645 23.6983 9.7948 0 0 0 0 0 0 0
"82" 20.25 19.1046 25.8683 39.3048 23.4267 9.6684 0 0 0 0 0 0 0
"83" 20.5 18.9794 25.9501 39.6711 23.1706 9.5485 0 0 0 0 0 0 0
"84" 20.75 18.8209 25.9802 39.9541 22.9763 9.4529 0 0 0 0 0 0 0
"85" 21 18.6465 25.9832 40.1945 22.8506 9.3841 0 0 0 0 0 0 0
"86" 21.25 18.46 25.964 40.3998 22.7886 9.34 0 0 0 0 0 0 0
"87" 21.5 18.2631 25.925 40.5734 22.7851 9.3184 0 0 0 0 0 0 0
"88" 21.75 18.0572 25.8681 40.7176 22.8356 9.3173 0 0 0 0 0 0 0
"89" 22 17.8437 25.7948 40.8346 22.9359 9.335 0 0 0 0 0 0 0
"90" 22.25 17.6235 25.7063 40.9259 23.0827 9.3701 0 0 0 0 0 0 0
"91" 22.5 17.3976 25.6039 40.9932 23.2731 9.4212 0 0 0 0 0 0 0
"92" 22.75 17.1671 25.4893 41.0389 23.5049 9.4791 0 0 0 0 0 0 0
"93" 23 16.934 25.3654 41.0679 23.7771 9.5335 0 0 0 0 0 0 0
"94" 23.25 16.6991 25.2335 41.0821 24.0838 9.5847 0 0 0 0 0 0 0
"95" 23.5 16.4651 25.0982 41.089 24.3957 9.6345 0 0 0 0 0 0 0
"96" 23.75 16.2335 24.962 41.0932 24.7097 9.684 0 0 0 0 0 0 0
"97" 24 16.0043 24.8252 41.095 25.0262 9.7331 0 0 0 0 0 0 0
"98" 24.25 15.7777 24.6879 41.0945 25.3451 9.7819 0 0 0 0 0 0 0
"99" 24.5 15.5536 24.55 41.0917 25.6664 9.8304 0 0 0 0 0 0 0
"100" 24.75 15.3319 24.4117 41.0865 25.9901 9.8786 0 0 0 0 0 0 0
"101" 25 15.1127 24.2728 41.0791 26.3163 9.9264 0 0 0 0 0 0 0
"102" 25.25 14.896 24.1334 41.0694 26.6448 9.9739 0 0 0 0 0 0 0
"103" 25.5 14.6817 23.9936 41.0574 26.9736 10.0211 0 0 0 0 0 0 0
"104" 25.75 14.4725 23.8583 41.0522 27.2603 10.0702 0 0 0 0 0 0 0
"105" 26 14.2704 23.7314 41.0617 27.5062 10.117 0 0 0 0 0 0 0
"106" 26.25 14.0761 23.5992 41.0804 27.7309 10.1563 0 0 0 0 0 0 0
"107" 26.5 13.8923 23.4629 41.0924 27.9508 10.1935 0 0 0 0 0 0 0
"108" 26.75 13.72 23.3246 41.099 28.1684 10.2295 0 0 0 0 0 0 0
"109" 27 13.5595 23.1842 41.1001 28.3836 10.2643 0 0 0 0 0 0 0
"110" 27.25 13.4109 23.0417 41.0958 28.5963 10.2979 0 0 0 0 0 0 0
"111" 27.5 13.2747 22.8972 41.0858 28.8063 10.3302 0 0 0 0 0 0 0
"112" 27.75 13.1509 22.7507 41.0702 29.0135 10.3611 0 0 0 0 0 0 0
"113" 28 13.0399 22.6022 41.0488 29.2178 10.3908 0 0 0 0 0 0 0
"114" 28.25 12.9418 22.4518 41.0218 29.4191 10.419 0 0 0 0 0 0 0
"115" 28.5 12.8569 22.2993 40.9889 29.6171 10.4459 0 0 0 0 0 0 0
"116" 28.75 12.7855 22.145 40.9501 29.8118 10.4713 0 0 0 0 0 0 0
"117" 29 12.7278 21.9887 40.9054 30.0031 10.4953 0 0 0 0 0 0 0
"118" 29.25 12.6841 21.8305 40.8547 30.1907 10.5178 0 0 0 0 0 0 0
"119" 29.5 12.6547 21.6704 40.7979 30.3745 10.5388 0 0 0 0 0 0 0
"120" 29.75 12.6399 21.5084 40.735 30.5544 10.5582 0 0 0 0 0 0 0
"121" 30 12.64 21.3446 40.6658 30.7302 10.576 0 0 0 0 0 0 0
"122" 30.25 12.6555 21.1788 40.5904 30.9016 10.5921 0 0 0 0 0 0 0
"123" 30.5 12.6868 21.0112 40.5084 31.0685 10.6066 0 0 0 0 0 0 0
"124" 30.75 12.7343 20.8417 40.42 31.2306 10.6194 0 0 0 0 0 0 0
"125" 31 12.7986 20.6702 40.3248 31.3878 10.6303 0 0 0 0 0 0 0
"126" 31.25 12.8802 20.4969 40.2228 31.5397 10.6394 0 0 0 0 0 0 0
"127" 31.5 12.9798 20.3215 40.1138 31.6861 10.6466 0 0 0 0 0 0 0
"128" 31.75 13.098 20.1441 39.9975 31.8267 10.6518 0 0 0 0 0 0 0
"129" 32 13.2358 19.9647 39.8739 31.9611 10.655 0 0 0 0 0 0 0
"130" 32.25 13.3938 19.7831 39.7425 32.089 10.656 0 0 0 0 0 0 0
"131" 32.5 13.5729 19.5993 39.6032 32.21 10.6547 0 0 0 0 0 0 0
"132" 32.75 13.7607 19.4147 39.4589 32.3266 10.652 0 0 0 0 0 0 0
"133" 33 13.9503 19.231 39.3133 32.4419 10.6487 0 0 0 0 0 0 0
"134" 33.25 14.1418 19.0483 39.1666 32.5561 10.6451 0 0 0 0 0 0 0
"135" 33.5 14.3353 18.8666 39.0187 32.6693 10.6409 0 0 0 0 0 0 0
"136" 33.75 14.5307 18.6859 38.8698 32.7813 10.6364 0 0 0 0 0 0 0
"137" 34 14.7281 18.5062 38.7198 32.8921 10.6314 0 0 0 0 0 0 0
"138" 34.25 14.9274 18.3275 38.5687 33.0019 10.6259 0 0 0 0 0 0 0
"139" 34.5 15.1286 18.1499 38.4166 33.1104 10.62 0 0 0 0 0 0 0
"140" 34.75 15.3318 17.9732 38.2635 33.2178 10.6136 0 0 0 0 0 0 0
"141" 35 15.537 17.7975 38.1093 33.3239 10.6068 0 0 0 0 0 0 0
"142" 35.25 15.7442 17.6229 37.9542 33.4289 10.5995 0 0 0 0 0 0 0
"143" 35.5 15.9533 17.4492 37.798 33.5326 10.5918 0 0 0 0 0 0 0
"144" 35.75 16.1644 17.2766 37.6409 33.635 10.5837 0 0 0 0 0 0 0
"145" 36 16.3775 17.105 37.4828 33.7362 10.575 0 0 0 0 0 0 0
"146" 36.25 16.5926 16.9344 37.3237 33.836 10.566 0 0 0 0 0 0 0
"147" 36.5 16.8096 16.7649 37.1637 33.9346 10.5565 0 0 0 0 0 0 0
"148" 36.75 17.0287 16.5964 37.0028 34.0319 10.5465 0 0 0 0 0 0 0
"149" 37 17.2497 16.4289 36.841 34.1278 10.5361 0 0 0 0 0 0 0
"150" 37.25 17.4727 16.2625 36.6783 34.2223 10.5253 0 0 0 0 0 0 0
"151" 37.5 17.6978 16.0971 36.5148 34.3155 10.514 0 0 0 0 0 0 0
"152" 37.75 17.9248 15.9327 36.3503 34.4073 10.5022 0 0 0 0 0 0 0
"153" 38 18.1538 15.7693 36.1851 34.4977 10.4901 0 0 0 0 0 0 0
"154" 38.25 18.3848 15.6071 36.019 34.5867 10.4774 0 0 0 0 0 0 0
"155" 38.5 18.6179 15.4458 35.8521 34.6743 10.4644 0 0 0 0 0 0 0
"156" 38.75 18.8529 15.2856 35.6844 34.7604 10.4508 0 0 0 0 0 0 0
"157" 39 19.0899 15.1264 35.5159 34.8451 10.4369 0 0 0 0 0 0 0
"158" 39.25 19.3289 14.9683 35.3467 34.9283 10.4225 0 0 0 0 0 0 0
"159" 39.5 19.5699 14.8112 35.1767 35.01 10.4077 0 0 0 0 0 0 0
"160" 39.75 19.8129 14.6552 35.006 35.0902 10.3924 0 0 0 0 0 0 0
"161" 40 20.0579 14.5002 34.8346 35.1689 10.3767 0 0 0 0 0 0 0
"162" 40.25 20.3049 14.3463 34.6625 35.2461 10.3605 0 0 0 0 0 0 0
"163" 40.5 20.5539 14.1934 34.4897 35.3217 10.344 0 0 0 0 0 0 0
"164" 40.75 20.8044 14.0416 34.3162 35.3958 10.327 0 0 0 0 0 0 0
"165" 41 21.0366 13.8925 34.1465 35.4734 10.3108 0 0 0 0 0 0 0
"166" 41.25 21.2432 13.7489 33.9882 35.5474 10.2979 0 0 0 0 0 0 0
"167" 41.5 21.4294 13.618 33.8606 35.5881 10.2864 0 0 0 0 0 0 0
"168" 41.75 21.5981 13.5038 33.775 35.5987 10.2669 0 0 0 0 0 0 0
"169" 42 21.7502 13.4063 33.7323 35.5811 10.2398 0 0 0 0 0 0 0
"170" 42.25 21.886 13.3249 33.7311 35.5366 10.2056 0 0 0 0 0 0 0
"171" 42.5 22.006 13.2586 33.7703 35.4664 10.1647 0 0 0 0 0 0 0
"172" 42.75 22.1105 13.2069 33.8483 35.3719 10.1174 0 0 0 0 0 0 0
"173" 43 22.2 13.1689 33.9637 35.2542 10.064 0 0 0 0 0 0 0
"174" 43.25 22.2751 13.1438 34.115 35.1148 10.005 0 0 0 0 0 0 0
"175" 43.5 22.3362 13.1308 34.3007 34.9547 9.9408 0 0 0 0 0 0 0
"176" 43.75 22.3838 13.1293 34.5194 34.7752 9.8716 0 0 0 0 0 0 0
"177" 44 22.4184 13.1384 34.7694 34.5775 9.7978 0 0 0 0 0 0 0
"178" 44.25 22.4405 13.1574 35.0493 34.3628 9.7197 0 0 0 0 0 0 0
"179" 44.5 22.4506 13.1857 35.3576 34.1322 9.6377 0 0 0 0 0 0 0
"180" 44.75 22.4493 13.2224 35.6929 33.8869 9.5521 0 0 0 0 0 0 0
"181" 45 22.4371 13.267 36.0535 33.6279 9.4631 0 0 0 0 0 0 0
"182" 45.25 22.4145 13.3187 36.4381 33.3563 9.3711 0 0 0 0 0 0 0
"183" 45.5 22.382 13.3769 36.8451 33.0731 9.2764 0 0 0 0 0 0 0
"184" 45.75 22.3401 13.4409 37.2731 32.7793 9.1793 0 0 0 0 0 0 0
"185" 46 22.2894 13.5102 37.7207 32.476 9.0799 0 0 0 0 0 0 0
"186" 46.25 22.2303 13.5842 38.1864 32.1639 8.9786 0 0 0 0 0 0 0
"187" 46.5 22.1634 13.6622 38.6689 31.8442 8.8756 0 0 0 0 0 0 0
"188" 46.75 22.0893 13.7437 39.1668 31.5176 8.7712 0 0 0 0 0 0 0
"189" 47 22.0083 13.8283 39.6787 31.185 8.6655 0 0 0 0 0 0 0
"190" 47.25 21.921 13.9153 40.2033 30.8472 8.5588 0 0 0 0 0 0 0
"191" 47.5 21.8279 14.0044 40.7394 30.505 8.4514 0 0 0 0 0 0 0
"192" 47.75 21.7295 14.095 41.2856 30.1592 8.3433 0 0 0 0 0 0 0
"193" 48 21.6199 14.1727 41.7805 29.817 8.2366 0 0 0 0 0 0 0
"194" 48.25 21.4628 14.2068 42.1337 29.5397 8.1471 0 0 0 0 0 0 0
"195" 48.5 21.2773 14.2186 42.4193 29.3564 8.0822 0 0 0 0 0 0 0
"196" 48.75 21.0718 14.2138 42.6542 29.2621 8.0404 0 0 0 0 0 0 0
"197" 49 20.8497 14.1945 42.8441 29.2488 8.0196 0 0 0 0 0 0 0
"198" 49.25 20.6135 14.1624 42.9932 29.3093 8.0175 0 0 0 0 0 0 0
"199" 49.5 20.3651 14.1186 43.1048 29.4373 8.0326 0 0 0 0 0 0 0
"200" 49.75 20.1063 14.0642 43.1817 29.6273 8.0631 0 0 0 0 0 0 0
"201" 50 19.8387 14.0002 43.2265 29.8747 8.1071 0 0 0 0 0 0 0
"202" 50.25 19.5645 13.9282 43.244 30.1763 8.1512 0 0 0 0 0 0 0
"203" 50.5 19.2856 13.8497 43.2386 30.5299 8.1911 0 0 0 0 0 0 0
"204" 50.75 19.0052 13.7669 43.2175 30.9023 8.2283 0 0 0 0 0 0 0
"205" 51 18.7272 13.6833 43.1921 31.2756 8.2647 0 0 0 0 0 0 0
"206" 51.25 18.4524 13.5994 43.1638 31.6511 8.3008 0 0 0 0 0 0 0
"207" 51.5 18.1806 13.5153 43.1329 32.0288 8.3365 0 0 0 0 0 0 0
"208" 51.75 17.9119 13.4308 43.0993 32.4087 8.3719 0 0 0 0 0 0 0
"209" 52 17.6463 13.3461 43.063 32.7909 8.4069 0 0 0 0 0 0 0
"210" 52.25 17.3858 13.2631 43.0305 33.1358 8.4427 0 0 0 0 0 0 0
"211" 52.5 17.137 13.1858 43.0217 33.4112 8.4765 0 0 0 0 0 0 0
"212" 52.75 16.9029 13.1036 43.0132 33.6582 8.5034 0 0 0 0 0 0 0
"213" 53 16.6883 13.019 42.9941 33.898 8.5283 0 0 0 0 0 0 0
"214" 53.25 16.4939 12.9324 42.966 34.1317 8.5516 0 0 0 0 0 0 0
"215" 53.5 16.3202 12.8439 42.9288 34.3591 8.5731 0 0 0 0 0 0 0
"216" 53.75 16.1676 12.7534 42.8825 34.58 8.5928 0 0 0 0 0 0 0
"217" 54 16.0364 12.661 42.8269 34.7941 8.6108 0 0 0 0 0 0 0
"218" 54.25 15.927 12.5667 42.7621 35.0013 8.6269 0 0 0 0 0 0 0
"219" 54.5 15.84 12.4705 42.6879 35.2011 8.6411 0 0 0 0 0 0 0
"220" 54.75 15.7756 12.3724 42.6042 35.3935 8.6534 0 0 0 0 0 0 0
"221" 55 15.7344 12.2726 42.511 35.578 8.6638 0 0 0 0 0 0 0
"222" 55.25 15.717 12.1709 42.4081 35.7545 8.6721 0 0 0 0 0 0 0
"223" 55.5 15.7238 12.0673 42.2955 35.9226 8.6785 0 0 0 0 0 0 0
"224" 55.75 15.7555 11.962 42.1729 36.0819 8.6827 0 0 0 0 0 0 0
"225" 56 15.8128 11.8548 42.0401 36.2322 8.6848 0 0 0 0 0 0 0
"226" 56.25 15.8966 11.7458 41.8971 36.3729 8.6847 0 0 0 0 0 0 0
