"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12"
"1" 0 0.11 0.12 0.13 0.14 0.15 0 0 0 0 0 0 0
"2" 0.25 0.1323 0.1463 0.1505 0.1674 0.1744 0 0 0 0 0 0 0
"3" 0.5 0.1591 0.1784 0.1743 0.2002 0.2027 0 0 0 0 0 0 0
"4" 0.75 0.1913 0.2175 0.2018 0.2393 0.2355 0 0 0 0 0 0 0
"5" 1 0.23 0.2652 0.2336 0.2861 0.2738 0 0 0 0 0 0 0
"6" 1.25 0.2766 0.3234 0.2704 0.3421 0.3182 0 0 0 0 0 0 0
"7" 1.5 0.3326 0.3942 0.313 0.4089 0.3698 0 0 0 0 0 0 0
"8" 1.75 0.3998 0.4806 0.3624 0.4888 0.4297 0 0 0 0 0 0 0
"9" 2 0.4807 0.5859 0.4195 0.5843 0.4994 0 0 0 0 0 0 0
"10" 2.25 0.5779 0.7142 0.4856 0.6983 0.5802 0 0 0 0 0 0 0
"11" 2.5 0.6946 0.8705 0.562 0.8345 0.6742 0 0 0 0 0 0 0
"12" 2.75 0.8349 1.061 0.6505 0.9972 0.7832 0 0 0 0 0 0 0
"13" 3 1.0034 1.2929 0.7528 1.1914 0.9098 0 0 0 0 0 0 0
"14" 3.25 1.2057 1.5754 0.8712 1.4231 1.0567 0 0 0 0 0 0 0
"15" 3.5 1.4485 1.9194 1.008 1.6996 1.2271 0 0 0 0 0 0 0
"16" 3.75 1.7398 2.338 1.1662 2.0292 1.4246 0 0 0 0 0 0 0
"17" 4 2.0892 2.8472 1.349 2.4219 1.6536 0 0 0 0 0 0 0
"18" 4.25 2.508 3.4664 1.5601 2.8895 1.9188 0 0 0 0 0 0 0
"19" 4.5 3.0095 4.2189 1.8038 3.4458 2.2257 0 0 0 0 0 0 0
"20" 4.75 3.6095 5.1325 2.0849 4.1066 2.5804 0 0 0 0 0 0 0
"21" 5 4.3265 6.2407 2.4089 4.8904 2.9898 0 0 0 0 0 0 0
"22" 5.25 5.1819 7.5831 2.7818 5.8182 3.4617 0 0 0 0 0 0 0
"23" 5.5 6.2003 9.2063 3.2104 6.9136 4.0042 0 0 0 0 0 0 0
"24" 5.75 7.4091 11.1643 3.702 8.2021 4.6259 0 0 0 0 0 0 0
"25" 6 8.8383 13.5185 4.2641 9.7101 5.3352 0 0 0 0 0 0 0
"26" 6.25 10.518 16.3354 4.9041 11.4621 6.1392 0 0 0 0 0 0 0
"27" 6.5 12.4748 19.6809 5.6277 13.4748 7.0416 0 0 0 0 0 0 0
"28" 6.75 14.7211 23.6067 6.4368 15.7454 8.0379 0 0 0 0 0 0 0
"29" 7 17.2327 28.114 7.323 18.2245 9.1056 0 0 0 0 0 0 0
"30" 7.25 19.8929 33.0615 8.2525 20.7565 10.1811 0 0 0 0 0 0 0
"31" 7.5 22.3633 37.9285 9.1262 22.9588 11.1104 0 0 0 0 0 0 0
"32" 7.75 23.9766 41.5108 9.7293 24.1913 11.6265 0 0 0 0 0 0 0
"33" 8 24.4817 43.1184 9.9468 24.3495 11.673 0 0 0 0 0 0 0
"34" 8.25 24.5334 43.8478 9.994 24.1077 11.5405 0 0 0 0 0 0 0
"35" 8.5 24.5034 44.4174 10.0093 23.7999 11.3786 0 0 0 0 0 0 0
"36" 8.75 24.4605 44.9669 10.0195 23.4855 11.2141 0 0 0 0 0 0 0
"37" 9 24.4172 45.4709 10.0295 23.1748 11.0518 0 0 0 0 0 0 0
"38" 9.25 24.3917 45.856 10.0484 22.8862 10.8958 0 0 0 0 0 0 0
"39" 9.5 24.3555 46.195 10.0812 22.6289 10.7357 0 0 0 0 0 0 0
"40" 9.75 24.3055 46.507 10.1295 22.4051 10.5731 0 0 0 0 0 0 0
"41" 10 24.2428 46.7938 10.1891 22.2143 10.4086 0 0 0 0 0 0 0
"42" 10.25 24.1709 47.062 10.2462 22.0569 10.2434 0 0 0 0 0 0 0
"43" 10.5 24.0909 47.3135 10.3 21.9322 10.078 0 0 0 0 0 0 0
"44" 10.75 24.0031 47.5486 10.3505 21.8396 9.9127 0 0 0 0 0 0 0
"45" 11 23.9078 47.7675 10.3978 21.7784 9.7475 0 0 0 0 0 0 0
"46" 11.25 23.8052 47.9702 10.4418 21.7481 9.5825 0 0 0 0 0 0 0
"47" 11.5 23.6956 48.1568 10.4827 21.7482 9.418 0 0 0 0 0 0 0
"48" 11.75 23.5792 48.3275 10.5204 21.7783 9.254 0 0 0 0 0 0 0
"49" 12 23.4562 48.4822 10.5549 21.8382 9.0906 0 0 0 0 0 0 0
"50" 12.25 23.3267 48.6209 10.5861 21.9278 8.9279 0 0 0 0 0 0 0
"51" 12.5 23.1909 48.7435 10.6142 22.0468 8.766 0 0 0 0 0 0 0
"52" 12.75 23.0489 48.8499 10.639 22.1953 8.605 0 0 0 0 0 0 0
"53" 13 22.9008 48.94 10.6606 22.3734 8.4448 0 0 0 0 0 0 0
"54" 13.25 22.7467 49.0135 10.6788 22.5812 8.2857 0 0 0 0 0 0 0
"55" 13.5 22.5868 49.0703 10.6937 22.819 8.1275 0 0 0 0 0 0 0
"56" 13.75 22.421 49.1102 10.7051 23.087 7.9703 0 0 0 0 0 0 0
"57" 14 22.2494 49.1327 10.7131 23.3857 7.8142 0 0 0 0 0 0 0
"58" 14.25 22.072 49.1376 10.7174 23.7154 7.6592 0 0 0 0 0 0 0
"59" 14.5 21.8889 49.1246 10.7182 24.0768 7.5053 0 0 0 0 0 0 0
"60" 14.75 21.7 49.0932 10.7152 24.4704 7.3526 0 0 0 0 0 0 0
"61" 15 21.5063 49.0451 10.7088 24.8889 7.2012 0 0 0 0 0 0 0
"62" 15.25 21.3116 48.9903 10.7011 25.3123 7.0522 0 0 0 0 0 0 0
"63" 15.5 21.1169 48.9308 10.6924 25.7401 6.9058 0 0 0 0 0 0 0
"64" 15.75 20.9222 48.8668 10.6828 26.1721 6.762 0 0 0 0 0 0 0
