"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12"
"1" 0 0.11 0.12 0.13 0.14 0.15 0 0 0 0 0 0 0
"2" 0.25 0.1296 0.1392 0.1583 0.1673 0.1779 0 0 0 0 0 0 0
"3" 0.5 0.1527 0.1615 0.1927 0.1998 0.2109 0 0 0 0 0 0 0
"4" 0.75 0.1799 0.1873 0.2345 0.2387 0.25 0 0 0 0 0 0 0
"5" 1 0.2119 0.2173 0.2855 0.2852 0.2964 0 0 0 0 0 0 0
"6" 1.25 0.2496 0.2521 0.3475 0.3407 0.3514 0 0 0 0 0 0 0
"7" 1.5 0.294 0.2924 0.423 0.4069 0.4166 0 0 0 0 0 0 0
"8" 1.75 0.3464 0.3392 0.5149 0.486 0.4939 0 0 0 0 0 0 0
"9" 2 0.408 0.3934 0.6266 0.5805 0.5854 0 0 0 0 0 0 0
"10" 2.25 0.4805 0.4562 0.7626 0.6932 0.6938 0 0 0 0 0 0 0
"11" 2.5 0.5659 0.5291 0.9281 0.8278 0.8223 0 0 0 0 0 0 0
"12" 2.75 0.6664 0.6136 1.1294 0.9883 0.9745 0 0 0 0 0 0 0
"13" 3 0.7846 0.7115 1.3742 1.1798 1.1546 0 0 0 0 0 0 0
"14" 3.25 0.9237 0.825 1.6718 1.4082 1.3679 0 0 0 0 0 0 0
"15" 3.5 1.0873 0.9564 2.0337 1.6804 1.6202 0 0 0 0 0 0 0
"16" 3.75 1.2797 1.1086 2.4735 2.0047 1.9187 0 0 0 0 0 0 0
"17" 4 1.5057 1.2848 3.0079 2.3909 2.2716 0 0 0 0 0 0 0
"18" 4.25 1.7711 1.4887 3.6567 2.8504 2.6886 0 0 0 0 0 0 0
"19" 4.5 2.0826 1.7245 4.4443 3.3966 3.1808 0 0 0 0 0 0 0
"20" 4.75 2.4479 1.997 5.3995 4.0452 3.7612 0 0 0 0 0 0 0
"21" 5 2.8757 2.3116 6.5569 4.8142 4.4448 0 0 0 0 0 0 0
"22" 5.25 3.376 2.6744 7.9579 5.7243 5.2487 0 0 0 0 0 0 0
"23" 5.5 3.9599 3.0922 9.6512 6.7987 6.1919 0 0 0 0 0 0 0
"24" 5.75 4.6398 3.5723 11.6936 8.0628 7.2954 0 0 0 0 0 0 0
"25" 6 5.4285 4.1223 14.1503 9.5434 8.5812 0 0 0 0 0 0 0
"26" 6.25 6.3388 4.7498 17.094 11.2666 10.0709 0 0 0 0 0 0 0
"27" 6.5 7.3814 5.4613 20.6003 13.2528 11.7822 0 0 0 0 0 0 0
"28" 6.75 8.5611 6.2599 24.7382 15.5075 13.7216 0 0 0 0 0 0 0
"29" 7 9.8679 7.1377 29.5432 18.0011 15.8684 0 0 0 0 0 0 0
"30" 7.25 11.2542 8.0558 34.902 20.6235 18.1396 0 0 0 0 0 0 0
"31" 7.5 12.5174 8.8936 40.2075 23.1 20.3177 0 0 0 0 0 0 0
"32" 7.75 13.1598 9.3338 43.6117 24.9591 21.9707 0 0 0 0 0 0 0
"33" 8 13.0752 9.2835 44.225 25.5554 22.4663 0 0 0 0 0 0 0
"34" 8.25 12.8558 9.1384 44.2477 25.7959 22.657 0 0 0 0 0 0 0
"35" 8.5 12.6324 8.9901 44.2358 26.0167 22.8306 0 0 0 0 0 0 0
"36" 8.75 12.4121 8.8437 44.2197 26.2366 23.0032 0 0 0 0 0 0 0
"37" 9 12.195 8.6991 44.2008 26.4567 23.1755 0 0 0 0 0 0 0
"38" 9.25 11.9812 8.5566 44.1792 26.6768 23.3476 0 0 0 0 0 0 0
"39" 9.5 11.7705 8.416 44.155 26.8969 23.5195 0 0 0 0 0 0 0
"40" 9.75 11.5631 8.2773 44.128 27.1171 23.6912 0 0 0 0 0 0 0
"41" 10 11.3587 8.1406 44.0985 27.3373 23.8626 0 0 0 0 0 0 0
