"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12" "R1" "R2" "R3" "R4" "R5"
"1" 0 0.11 0.12 0.13 0.14 0.15 0.16 0.17 0.18 0.19 0.2 0.21 0.22 6 10 14 4 9
"2" 0.25 0.1313 0.1408 0.1586 0.1671 0.1765 0.2005 0.197 0.215 0.2257 0.2322 0.2506 0.2599 5.9505 9.9452 13.9351 3.9734 8.9628
"3" 0.5 0.1568 0.1653 0.1934 0.1993 0.2077 0.2511 0.2284 0.2567 0.2681 0.2695 0.2989 0.3069 5.8942 9.8831 13.8616 3.9431 8.9211
"4" 0.75 0.1872 0.194 0.2359 0.2378 0.2444 0.3146 0.2647 0.3065 0.3184 0.3128 0.3566 0.3624 5.8295 9.8123 13.7776 3.9085 8.8738
"5" 1 0.2234 0.2276 0.2876 0.2836 0.2875 0.3939 0.3067 0.3659 0.3782 0.3629 0.4253 0.4279 5.7546 9.7307 13.681 3.8684 8.8199
"6" 1.25 0.2666 0.267 0.3506 0.3382 0.3381 0.4932 0.3554 0.4367 0.449 0.4211 0.5071 0.505 5.6671 9.636 13.5688 3.8218 8.7579
"7" 1.5 0.3181 0.3132 0.4274 0.4031 0.3975 0.6174 0.4118 0.521 0.533 0.4884 0.6045 0.5959 5.5643 9.5257 13.4379 3.7672 8.6862
"8" 1.75 0.3794 0.3673 0.5209 0.4804 0.4673 0.7726 0.4771 0.6214 0.6326 0.5664 0.7204 0.7029 5.4431 9.3964 13.2843 3.7029 8.603
"9" 2 0.4523 0.4306 0.6346 0.5722 0.549 0.9664 0.5527 0.7408 0.7505 0.6566 0.8583 0.8288 5.2995 9.2444 13.1036 3.6271 8.506
"10" 2.25 0.5391 0.5047 0.7729 0.6812 0.6449 1.2081 0.6401 0.8827 0.8901 0.7608 1.022 0.9767 5.129 9.065 12.8901 3.5373 8.3926
"11" 2.5 0.6421 0.5913 0.9409 0.8105 0.757 1.5091 0.7413 1.051 1.0552 0.8812 1.2161 1.1502 4.926 8.8531 12.6374 3.4307 8.2598
"12" 2.75 0.7644 0.6924 1.1448 0.9635 0.888 1.8832 0.8583 1.2502 1.2502 1.02 1.4461 1.3534 4.6841 8.6024 12.338 3.3043 8.1041
