"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12" "R1" "R2" "R3" "R4" "R5"
"1" 0 0.11 0.12 0.13 0.14 0.15 0.16 0.17 0.18 0.19 0.2 0.21 0.22 6 10 14 4 9
"2" 0.25 0.1385 0.1442 0.161 0.1636 0.1753 0.1856 0.2036 0.2066 0.2233 0.2399 0.2451 0.2571 5.9536 9.9467 13.9362 3.975 8.9614
"3" 0.5 0.1744 0.1733 0.1993 0.1912 0.2047 0.2154 0.2438 0.2371 0.2625 0.2878 0.286 0.3003 5.9016 9.8868 13.8642 3.9469 8.9177
"4" 0.75 0.2195 0.2082 0.2467 0.2234 0.2392 0.2498 0.2919 0.272 0.3085 0.3451 0.3337 0.3508 5.8427 9.8189 13.7825 3.9151 8.8678
"5" 1 0.2762 0.2501 0.3053 0.261 0.2793 0.2898 0.3496 0.312 0.3626 0.4139 0.3894 0.4097 5.7757 9.7411 13.6887 3.8789 8.8103
"6" 1.25 0.3475 0.3004 0.3779 0.3049 0.3262 0.336 0.4185 0.3579 0.426 0.4962 0.4542 0.4784 5.6987 9.6516 13.5805 3.8373 8.7436
"7" 1.5 0.4371 0.3608 0.4676 0.356 0.3808 0.3896 0.501 0.4104 0.5005 0.5947 0.5297 0.5585 5.6099 9.5478 13.4548 3.7893 8.6657
"8" 1.75 0.5497 0.4332 0.5784 0.4157 0.4444 0.4517 0.5997 0.4705 0.5878 0.7126 0.6176 0.6517 5.5068 9.4271 13.3081 3.7335 8.5745
"9" 2 0.6911 0.52 0.7154 0.4851 0.5186 0.5235 0.7177 0.5393 0.6902 0.8536 0.72 0.7603 5.3868 9.286 13.1364 3.6685 8.4671
"10" 2.25 0.8684 0.624 0.8845 0.5659 0.6049 0.6066 0.8587 0.6179 0.8103 1.0222 0.8389 0.8867 5.2467 9.1205 12.9345 3.5924 8.3403
"11" 2.5 1.0906 0.7486 1.0932 0.6598 0.7053 0.7025 1.0273 0.7076 0.9508 1.2234 0.9772 1.0334 5.0827 8.9261 12.6967 3.5033 8.1902
"12" 2.75 1.3689 0.8977 1.3506 0.7689 0.8219 0.8132 1.2286 0.8098 1.1153 1.4634 1.1376 1.2038 4.8903 8.6973 12.4161 3.3985 8.0124
"13" 3 1.7168 1.0758 1.6676 0.8954 0.9571 0.9406 1.4688 0.9262 1.3074 1.7493 1.3234 1.4011 4.6645 8.4275 12.0847 3.2753 7.8014
"14" 3.25 2.1509 1.2884 2.0575 1.0416 1.1137 1.087 1.7553 1.0583 1.5317 2.089 1.5383 1.6292 4.3994 8.1095 11.6932 3.1303 7.551
"15" 3.5 2.6915 1.5413 2.5364 1.2103 1.2945 1.2548 2.0965 1.2079 1.7928 2.492 1.7862 1.892 4.0884 7.7347 11.2307 2.9598 7.2538
"16" 3.75 3.3623 1.841 3.1229 1.4042 1.5026 1.4463 2.5022 1.3764 2.096 2.9681 2.0709 2.1937 3.7242 7.2937 10.6854 2.7594 6.9018
"17" 4 4.191 2.1942 3.837 1.6257 1.7409 1.6634 2.9838 1.5649 2.4467 3.5282 2.3959 2.538 3.2991 6.7762 10.0445 2.5248 6.486
"18" 4.25 5.2052 2.607 4.6996 1.8769 2.012 1.907 3.5539 1.7735 2.85 4.1824 2.7636 2.9278 2.8062 6.1724 9.2957 2.2518 5.9974
"19" 4.5 6.423 3.0825 5.7279 2.1583 2.3171 2.1757 4.226 2 3.3098 4.9387 3.1729 3.3635 2.2414 5.4756 8.4304 1.938 5.429
"20" 4.75 7.8384 3.6145 6.9223 2.4674 2.6543 2.462 5.0068 2.2367 3.8264 5.7981 3.6138 3.8406 1.6093 4.689 7.4527 1.5857 4.7815
"21" 5 9.3623 4.1693 8.2258 2.7956 3.0161 2.7421 5.8665 2.4619 4.3927 6.7468 4.0526 4.345 0.9407 3.8484 6.407 1.2133 4.0818
"22" 5.25 10.642 4.6253 9.379 3.1074 3.3572 2.9456 6.6744 2.6154 4.98 7.7419 4.3841 4.8031 0.3457 3.0926 5.4601 0.8887 3.4389
"23" 5.5 11.0436 4.7553 9.8237 3.2325 3.4962 2.965 7.0707 2.6135 5.3428 8.3867 4.4358 4.9551 0.1015 2.7771 5.0512 0.7688 3.1503
"24" 5.75 10.9839 4.7096 9.8492 3.2355 3.5035 2.897 7.1758 2.5417 5.4987 8.6782 4.349 4.9264 0.0806 2.7415 4.9926 0.7712 3.0968
