"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12" "R1" "R2" "R3" "R4" "R5"
"1" 0 0.11 0.12 0.13 0.14 0.15 0.16 0.17 0.18 0.19 0.2 0.21 0.22 6 10 14 4 9
"2" 0.25 0.1341 0.1461 0.1556 0.1644 0.1709 0.1909 0.1949 0.2081 0.2194 0.2432 0.2569 0.2593 5.9503 9.9468 13.9355 3.974 8.9636
"3" 0.5 0.1636 0.1778 0.1863 0.1931 0.1948 0.2277 0.2235 0.2405 0.2534 0.2956 0.3142 0.3056 5.8938 9.8869 13.8627 3.9447 8.9228
"4" 0.75 0.1994 0.2165 0.2229 0.2267 0.2219 0.2716 0.2562 0.278 0.2926 0.3592 0.3841 0.36 5.8288 9.8189 13.7796 3.9112 8.8767
"5" 1 0.2431 0.2634 0.2668 0.2661 0.2527 0.324 0.2938 0.3212 0.3378 0.4365 0.4696 0.4241 5.7535 9.741 13.684 3.8727 8.8243
"6" 1.25 0.2963 0.3205 0.3192 0.3123 0.2878 0.3863 0.3367 0.3711 0.39 0.5304 0.574 0.4995 5.6657 9.6511 13.5733 3.8282 8.7643
"7" 1.5 0.361 0.3899 0.3819 0.3664 0.3278 0.4605 0.386 0.4286 0.4502 0.6442 0.7015 0.5881 5.5627 9.5469 13.4444 3.7763 8.695
"8" 1.75 0.4397 0.4743 0.4568 0.4297 0.3731 0.5489 0.4424 0.4949 0.5195 0.7822 0.8569 0.6923 5.4413 9.4253 13.2935 3.7155 8.6148
"9" 2 0.5355 0.5767 0.5462 0.5038 0.4246 0.654 0.507 0.5712 0.5993 0.9494 1.0462 0.8145 5.2978 9.2831 13.1162 3.6442 8.5214
"10" 2.25 0.6517 0.701 0.653 0.5904 0.4831 0.7789 0.581 0.659 0.6912 1.1518 1.2768 0.9578 5.1277 9.1161 12.9073 3.5602 8.4125
"11" 2.5 0.7929 0.8517 0.7804 0.6916 0.5494 0.9269 0.6656 0.7598 0.7969 1.3967 1.5572 1.1258 4.9258 8.9197 12.6608 3.4612 8.2851
"12" 2.75 0.9639 1.0342 0.9321 0.8095 0.6244 1.1022 0.7625 0.8753 0.9183 1.6924 1.8976 1.3221 4.6858 8.6884 12.3694 3.3441 8.1358
"13" 3 1.171 1.2546 1.1128 0.9466 0.7092 1.3093 0.8732 1.0074 1.0576 2.0489 2.3098 1.5513 4.4008 8.4159 12.025 3.2059 7.9609
"14" 3.25 1.421 1.52 1.3274 1.1058 0.8049 1.5531 0.9997 1.1579 1.2171 2.4777 2.8075 1.818 4.0626 8.095 11.6182 3.0428 7.7559
"15" 3.5 1.722 1.8383 1.5809 1.2898 0.9124 1.8387 1.1442 1.3284 1.3994 2.992 3.4055 2.1274 3.6624 7.7181 11.1388 2.8509 7.516
"16" 3.75 2.0812 2.2175 1.8789 1.5017 1.0328 2.1707 1.309 1.52 1.6068 3.6062 4.119 2.4843 3.1914 7.2772 10.5765 2.6261 7.2365
"17" 4 2.5041 2.6645 2.2257 1.7438 1.1667 2.5519 1.4965 1.7325 1.8419 4.3352 4.9604 2.8933 2.6418 6.766 9.9222 2.3653 6.9128
"18" 4.25 2.9911 3.1811 2.6223 2.0177 1.3144 2.9796 1.7064 1.962 2.1062 5.1929 5.9312 3.3569 2.0116 6.1829 9.1728 2.0679 6.5434
"19" 4.5 3.5255 3.7529 3.0583 2.323 1.475 3.4354 1.9337 2.1962 2.4001 6.1888 6.9995 3.8742 1.3146 5.5413 8.3426 1.7418 6.1339
"20" 4.75 4.0356 4.311 3.4854 2.6462 1.6381 3.8541 2.1596 2.398 2.7199 7.3227 8.025 4.408 0.6163 4.9036 7.5009 1.4213 5.715
"21" 5 4.3125 4.6364 3.7422 2.8625 1.7398 4.0596 2.3104 2.477 2.9786 8.3198 8.5912 4.7386 0.1652 4.5031 6.9368 1.2283 5.4279
"22" 5.25 4.3062 4.6546 3.7621 2.9017 1.7476 4.0233 2.3365 2.43 3.0795 8.7827 8.5896 4.773 0.0859 4.4465 6.8172 1.21 5.3615
"23" 5.5 4.249 4.6143 3.7351 2.9027 1.7353 3.9455 2.3344 2.3633 3.14 9.1119 8.4848 4.7472 0.0814 4.4591 6.7899 1.2258 5.3424
"24" 5.75 4.1888 4.5699 3.7048 2.9007 1.7216 3.8661 2.33 2.2969 3.1979 9.4397 8.3734 4.7169 0.0805 4.476 6.7669 1.2436 5.3259
"25" 6 4.1276 4.524 3.673 2.8973 1.7072 3.7869 2.3245 2.2318 3.2551 9.7728 8.26 4.6846 0.0797 4.494 6.7439 1.2618 5.3097
"26" 6.25 4.0657 4.4765 3.6399 2.8925 1.6923 3.708 2.318 2.1678 3.3117 10.1111 8.1448 4.6505 0.0789 4.5131 6.7208 1.2804 5.294
"27" 6.5 4.0032 4.4276 3.6055 2.8864 1.6768 3.6295 2.3106 2.105 3.3674 10.4542 8.0278 4.6146 0.078 4.5332 6.6977 1.2994 5.2786
"28" 6.75 3.9399 4.3774 3.5699 2.8789 1.6607 3.5513 2.3021 2.0435 3.4223 10.802 7.9093 4.577 0.0772 4.5543 6.6745 1.3188 5.2636
"29" 7 3.8761 4.3258 3.5331 2.87 1.6442 3.4736 2.2927 1.9832 3.4762 11.1539 7.7893 4.5376 0.0764 4.5764 6.6514 1.3385 5.2489
"30" 7.25 3.8118 4.273 3.4951 2.8599 1.6271 3.3963 2.2822 1.9241 3.5291 11.5097 7.6679 4.4965 0.0756 4.5994 6.6282 1.3585 5.2347
"31" 7.5 3.747 4.219 3.4561 2.8484 1.6095 3.3196 2.2708 1.8662 3.5809 11.869 7.5453 4.4539 0.0748 4.6233 6.605 1.3788 5.2209
"32" 7.75 3.6819 4.1639 3.416 2.8356 1.5914 3.2435 2.2585 1.8095 3.6315 12.2314 7.4216 4.4097 0.074 4.6481 6.582 1.3994 5.2075
"33" 8 3.6164 4.1077 3.3748 2.8216 1.5729 3.1679 2.2452 1.7541 3.6808 12.5966 7.2969 4.3639 0.0732 4.6738 6.559 1.4203 5.1946
"34" 8.25 3.5506 4.0505 3.3328 2.8063 1.554 3.0931 2.231 1.6998 3.7288 12.9641 7.1714 4.3168 0.0724 4.7003 6.536 1.4414 5.182
"35" 8.5 3.4847 3.9925 3.2898 2.7897 1.5347 3.019 2.216 1.6468 3.7755 13.3335 7.0452 4.2683 0.0717 4.7276 6.5132 1.4628 5.17
"36" 8.75 3.4187 3.9335 3.2461 2.772 1.515 2.9456 2.2001 1.5949 3.8207 13.7046 6.9185 4.2185 0.0709 4.7557 6.4906 1.4843 5.1584
"37" 9 3.3525 3.8739 3.2015 2.7531 1.495 2.873 2.1833 1.5443 3.8645 14.0768 6.7913 4.1675 0.0702 4.7844 6.4681 1.506 5.1472
"38" 9.25 3.2865 3.8136 3.1563 2.7331 1.4746 2.8013 2.1657 1.4949 3.9066 14.4498 6.6639 4.1154 0.0694 4.8139 6.4458 1.5278 5.1365
"39" 9.5 3.2204 3.7526 3.1104 2.7121 1.4539 2.7304 2.1474 1.4466 3.9473 14.8233 6.5363 4.0622 0.0687 4.8439 6.4236 1.5498 5.1262
"40" 9.75 3.1546 3.6912 3.0639 2.69 1.433 2.6604 2.1283 1.3995 3.9863 15.1968 6.4087 4.0081 0.068 4.8746 6.4017 1.5718 5.1165
"41" 10 3.0889 3.6293 3.0169 2.6669 1.4118 2.5914 2.1086 1.3536 4.0236 15.57 6.2813 3.953 0.0673 4.9059 6.38 1.5939 5.1071
"42" 10.25 3.0235 3.5671 2.9694 2.6428 1.3904 2.5234 2.0881 1.3089 4.0593 15.9425 6.1541 3.8971 0.0666 4.9376 6.3586 1.6161 5.0983
"43" 10.5 2.9584 3.5045 2.9216 2.6179 1.3689 2.4564 2.067 1.2653 4.0933 16.314 6.0273 3.8405 0.0659 4.9698 6.3374 1.6383 5.0899
"44" 10.75 2.8937 3.4418 2.8734 2.5921 1.3471 2.3904 2.0453 1.2229 4.1255 16.6841 5.9009 3.7832 0.0652 5.0025 6.3166 1.6606 5.0819
"45" 11 2.8295 3.3789 2.825 2.5655 1.3253 2.3255 2.0231 1.1816 4.156 17.0525 5.7752 3.7253 0.0646 5.0356 6.296 1.6828 5.0744
"46" 11.25 2.7657 3.316 2.7764 2.5381 1.3033 2.2617 2.0003 1.1414 4.1847 17.4189 5.6502 3.667 0.064 5.069 6.2757 1.7049 5.0674
"47" 11.5 2.7025 3.2531 2.7276 2.5101 1.2812 2.199 1.977 1.1023 4.2117 17.783 5.526 3.6082 0.0633 5.1027 6.2557 1.7271 5.0608
"48" 11.75 2.6398 3.1902 2.6787 2.4813 1.2591 2.1374 1.9533 1.0643 4.237 18.1445 5.4028 3.5491 0.0627 5.1367 6.236 1.7491 5.0546
"49" 12 2.5778 3.1275 2.6297 2.452 1.237 2.077 1.9292 1.0274 4.2604 18.5031 5.2806 3.4897 0.0622 5.1709 6.2167 1.7711 5.0489
"50" 12.25 2.5165 3.065 2.5808 2.4221 1.2148 2.0177 1.9046 0.9915 4.2822 18.8586 5.1596 3.4301 0.0616 5.2053 6.1977 1.7929 5.0436
"51" 12.5 2.4558 3.0028 2.532 2.3917 1.1926 1.9596 1.8798 0.9567 4.3021 19.2108 5.0397 3.3703 0.061 5.2398 6.1791 1.8146 5.0387
"52" 12.75 2.3959 2.9408 2.4832 2.3608 1.1705 1.9026 1.8546 0.9229 4.3204 19.5593 4.9211 3.3105 0.0605 5.2745 6.1608 1.8362 5.0342
"53" 13 2.3368 2.8793 2.4347 2.3295 1.1485 1.8469 1.8292 0.8901 4.3369 19.904 4.8039 3.2507 0.0599 5.3093 6.1429 1.8576 5.0301
"54" 13.25 2.2786 2.8181 2.3863 2.2978 1.1265 1.7923 1.8035 0.8583 4.3518 20.2447 4.6882 3.191 0.0594 5.3441 6.1254 1.8788 5.0263
"55" 13.5 2.2211 2.7575 2.3382 2.2658 1.1046 1.7389 1.7776 0.8275 4.3649 20.5813 4.5739 3.1314 0.0589 5.379 6.1082 1.8999 5.023
"56" 13.75 2.1645 2.6973 2.2904 2.2336 1.0828 1.6867 1.7515 0.7976 4.3764 20.9134 4.4612 3.072 0.0584 5.4138 6.0914 1.9207 5.0201
"57" 14 2.1088 2.6378 2.2429 2.201 1.0612 1.6357 1.7253 0.7687 4.3863 21.2411 4.3501 3.0128 0.058 5.4486 6.0749 1.9413 5.0174
"58" 14.25 2.0541 2.5788 2.1958 2.1683 1.0397 1.5859 1.699 0.7407 4.3946 21.5641 4.2407 2.9539 0.0575 5.4833 6.0589 1.9617 5.0152
"59" 14.5 2.0002 2.5205 2.1491 2.1354 1.0184 1.5373 1.6726 0.7136 4.4013 21.8824 4.133 2.8954 0.057 5.5179 6.0432 1.9819 5.0133
"60" 14.75 1.9473 2.4628 2.1028 2.1024 0.9973 1.4899 1.6461 0.6873 4.4064 22.1957 4.027 2.8372 0.0566 5.5524 6.0279 2.0018 5.0117
"61" 15 1.8953 2.4059 2.057 2.0694 0.9763 1.4436 1.6196 0.6619 4.4101 22.5041 3.9228 2.7795 0.0562 5.5867 6.013 2.0215 5.0104
"62" 15.25 1.8443 2.3497 2.0117 2.0362 0.9556 1.3984 1.5932 0.6374 4.4123 22.8074 3.8204 2.7223 0.0558 5.6209 5.9984 2.0409 5.0094
"63" 15.5 1.7943 2.2942 1.9669 2.0031 0.935 1.3544 1.5667 0.6136 4.413 23.1056 3.7199 2.6655 0.0554 5.6549 5.9843 2.0601 5.0087
"64" 15.75 1.7453 2.2395 1.9226 1.97 0.9147 1.3116 1.5403 0.5907 4.4124 23.3986 3.6211 2.6093 0.055 5.6886 5.9704 2.0789 5.0083
"65" 16 1.6972 2.1857 1.8789 1.9369 0.8947 1.2699 1.514 0.5685 4.4104 23.6863 3.5243 2.5537 0.0546 5.7221 5.957 2.0975 5.0082
"66" 16.25 1.6501 2.1326 1.8358 1.9039 0.8749 1.2292 1.4877 0.5471 4.4071 23.9688 3.4293 2.4987 0.0543 5.7554 5.9439 2.1158 5.0083
