"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12" "R1" "R2" "R3" "R4" "R5"
"1" 0 0.11 0.12 0.13 0.14 0.15 0.16 0.17 0.18 0.19 0.2 0.21 0.22 6 10 14 4 9
"2" 0.25 0.1292 0.1421 0.1538 0.1695 0.1803 0.1866 0.2001 0.2189 0.2321 0.2365 0.2523 0.2458 5.9522 9.945 13.9353 3.9744 8.9621
"3" 0.5 0.1517 0.1683 0.1818 0.2051 0.2166 0.2176 0.2356 0.2661 0.2834 0.2797 0.3031 0.2747 5.8983 9.8828 13.8624 3.9456 8.9194
"4" 0.75 0.1782 0.1992 0.215 0.2482 0.2603 0.2536 0.2773 0.3234 0.3461 0.3308 0.364 0.3068 5.8371 9.8117 13.7793 3.9128 8.8708
"5" 1 0.2092 0.2359 0.2543 0.3003 0.3126 0.2957 0.3263 0.393 0.4226 0.391 0.4371 0.3427 5.7669 9.7298 13.6841 3.8752 8.8152
"6" 1.25 0.2456 0.2792 0.3006 0.3633 0.3755 0.3446 0.384 0.4775 0.5159 0.4622 0.5248 0.3828 5.6859 9.635 13.5742 3.8319 8.7509
"7" 1.5 0.2883 0.3304 0.3554 0.4393 0.4508 0.4016 0.4519 0.5799 0.6296 0.5462 0.63 0.4274 5.592 9.5244 13.4466 3.7817 8.6765
"8" 1.75 0.3383 0.391 0.42 0.5311 0.5412 0.4679 0.5317 0.7041 0.7682 0.6453 0.756 0.4771 5.4826 9.395 13.2979 3.7231 8.5896
"9" 2 0.3968 0.4625 0.4963 0.6417 0.6493 0.545 0.6255 0.8546 0.9371 0.7622 0.9069 0.5324 5.3547 9.243 13.1241 3.6546 8.4881
"10" 2.25 0.4654 0.547 0.5862 0.7751 0.7788 0.6346 0.7357 1.0366 1.1426 0.8999 1.0875 0.5939 5.2049 9.0639 12.9202 3.5743 8.369
