"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12" "R1" "R2" "R3" "R4" "R5"
"1" 0 0.11 0.12 0.13 0.14 0.15 0.16 0.17 0.18 0.19 0.2 0.21 0.22 6 10 14 4 9
"2" 0.25 0.1275 0.1475 0.1547 0.1689 0.1761 0.193 0.21 0.2205 0.2356 0.2369 0.2396 0.2646 5.9521 9.943 13.9333 3.9734 8.9584
"3" 0.5 0.1478 0.1812 0.184 0.2038 0.2068 0.2327 0.2593 0.27 0.292 0.2806 0.2734 0.3182 5.8981 9.8779 13.8574 3.9432 8.9106
"4" 0.75 0.1713 0.2227 0.2189 0.2458 0.2428 0.2806 0.3202 0.3305 0.3619 0.3323 0.3119 0.3825 5.8364 9.8027 13.7702 3.9085 8.8549
"5" 1 0.1985 0.2735 0.2603 0.2965 0.285 0.3383 0.3953 0.4046 0.4485 0.3934 0.3557 0.4597 5.7654 9.715 13.6691 3.8683 8.7897
"6" 1.25 0.23 0.336 0.3096 0.3574 0.3344 0.4077 0.4881 0.4952 0.5557 0.4657 0.4057 0.5525 5.6831 9.6121 13.5511 3.8214 8.7126
"7" 1.5 0.2665 0.4126 0.3681 0.4308 0.3923 0.4913 0.6024 0.6058 0.6884 0.5511 0.4626 0.6636 5.5872 9.4905 13.4125 3.7665 8.6212
"8" 1.75 0.3086 0.5065 0.4375 0.519 0.4601 0.5919 0.7435 0.7409 0.8525 0.6521 0.5273 0.7969 5.475 9.3463 13.2491 3.7016 8.5121
"9" 2 0.3573 0.6217 0.52 0.6251 0.5395 0.7129 0.9175 0.9056 1.0553 0.7712 0.601 0.9565 5.343 9.1746 13.0557 3.6249 8.3815
"10" 2.25 0.4135 0.7627 0.6178 0.7523 0.6322 0.8582 1.1318 1.1065 1.3057 0.9117 0.6847 1.1474 5.1873 8.9694 12.8261 3.5339 8.2249
"11" 2.5 0.4784 0.9353 0.7337 0.9049 0.7405 1.0326 1.3957 1.3509 1.6147 1.0771 0.7797 1.3753 5.0034 8.7237 12.5529 3.4257 8.0365
"12" 2.75 0.5531 1.1462 0.871 1.0874 0.8668 1.2415 1.7204 1.6479 1.9955 1.2718 0.8874 1.6471 4.7858 8.4292 12.2275 3.2968 7.8099
"13" 3 0.639 1.4036 1.0332 1.3053 1.0137 1.4913 2.1196 2.008 2.4638 1.5002 1.0093 1.9704 4.5281 8.0761 11.8399 3.1433 7.5372
"14" 3.25 0.7375 1.7171 1.2247 1.5646 1.1841 1.789 2.6097 2.4431 3.0386 1.7677 1.1469 2.3535 4.2234 7.6527 11.3783 2.9605 7.2091
"15" 3.5 0.8502 2.0978 1.4501 1.8718 1.3811 2.1424 3.2103 2.9667 3.7417 2.0796 1.3016 2.8056 3.8635 7.146 10.8297 2.7434 6.8152
"16" 3.75 0.9783 2.5574 1.7144 2.2336 1.6075 2.5596 3.9444 3.5927 4.5977 2.4414 1.4746 3.3357 3.44 6.5415 10.1797 2.4865 6.3436
"17" 4 1.1229 3.1078 2.0225 2.6554 1.8656 3.0476 4.8386 4.3336 5.6328 2.8578 1.6665 3.9509 2.9449 5.8242 9.4142 2.1842 5.7822
"18" 4.25 1.2842 3.7581 2.3769 3.14 2.1558 3.6093 5.9222 5.1956 6.8705 3.3306 1.876 4.6538 2.3728 4.9817 8.5224 1.8328 5.12
"19" 4.5 1.4587 4.5068 2.7749 3.6821 2.4745 4.2363 7.2243 6.1659 8.3218 3.8552 2.098 5.4351 1.7266 4.0104 7.5042 1.4331 4.3525
"20" 4.75 1.6335 5.3171 3.1973 4.2579 2.8081 4.8873 8.7292 7.1769 9.9593 4.411 2.3166 6.2579 1.0363 2.9418 6.4004 1.0025 3.5029
"21" 5 1.7717 6.0385 3.5698 4.8062 3.1236 5.4249 10.2455 8.0056 11.6623 4.9447 2.4848 7.0311 0.4115 1.914 5.3762 0.6064 2.6828
"22" 5.25 1.8019 6.3246 3.7152 5.1263 3.2911 5.5817 11.1438 8.2404 13.0195 5.3388 2.5131 7.4199 0.1098 1.3097 4.8478 0.4093 2.2087
"23" 5.5 1.7647 6.2998 3.6931 5.1842 3.3059 5.4974 11.4341 8.111 13.711 5.5027 2.4545 7.4396 0.08 1.1356 4.7582 0.3835 2.0772
"24" 5.75 1.7221 6.2443 3.6541 5.2126 3.3037 5.392 11.6556 7.9507 14.3314 5.6365 2.3892 7.4201 0.0783 1.0071 4.7152 0.3752 1.9829
"25" 6 1.6798 6.1857 3.6136 5.2378 3.2995 5.2862 11.8725 7.7899 14.9667 5.7692 2.3248 7.3962 0.0775 0.8782 4.6745 0.3674 1.8897
"26" 6.25 1.638 6.1252 3.5723 5.2606 3.294 5.1807 12.0868 7.6299 15.6201 5.9019 2.2615 7.3692 0.0768 0.7471 4.6344 0.3595 1.7963
"27" 6.5 1.5969 6.0628 3.53 5.281 3.287 5.0756 12.2983 7.4706 16.2917 6.0346 2.1993 7.3391 0.0761 0.6138 4.595 0.3513 1.7028
"28" 6.75 1.5563 5.9987 3.487 5.299 3.2787 4.971 12.5067 7.3122 16.9815 6.1669 2.1383 7.306 0.0754 0.4784 4.5562 0.3431 1.6091
"29" 7 1.5163 5.933 3.4431 5.3145 3.2691 4.867 12.7119 7.1549 17.6894 6.2989 2.0784 7.27 0.0747 0.341 4.5182 0.3346 1.5154
"30" 7.25 1.4769 5.8657 3.3986 5.3277 3.2581 4.7636 12.9136 6.9987 18.4153 6.4304 2.0196 7.2312 0.074 0.2014 4.481 0.326 1.4216
"31" 7.5 1.4391 5.8022 3.3564 5.3443 3.249 4.6645 13.1281 6.8489 18.8128 6.5469 1.9633 7.1967 0.0785 0.1166 4.4507 0.3252 1.3509
"32" 7.75 1.4071 5.755 3.3239 5.3647 3.2475 4.5855 13.4313 6.7289 18.7831 6.5539 1.9146 7.1883 0.0899 0.0857 4.4242 0.3272 1.2971
"33" 8 1.3823 5.6716 3.2725 5.3363 3.2223 4.5321 13.854 6.6467 18.5667 6.4962 1.8651 7.1364 0.1023 0.0736 4.3936 0.3296 1.2438
"34" 8.25 1.3641 5.5707 3.2116 5.2878 3.1859 4.5025 14.2963 6.5997 18.2874 6.4161 1.8123 7.0584 0.114 0.0714 4.3628 0.3321 1.1953
"35" 8.5 1.3506 5.4671 3.1494 5.2349 3.1472 4.4903 14.7327 6.5785 17.9971 6.3315 1.76 6.9751 0.1217 0.0701 4.3287 0.3327 1.1482
"36" 8.75 1.3394 5.3623 3.0866 5.1789 3.107 4.4892 15.1667 6.5736 17.7 6.244 1.7084 6.8881 0.1267 0.0691 4.2922 0.332 1.1016
"37" 9 1.3278 5.2567 3.0235 5.1205 3.0656 4.4951 15.6 6.5793 17.3985 6.1544 1.6577 6.7983 0.1301 0.0682 4.2542 0.3305 1.0554
"38" 9.25 1.3155 5.151 2.9605 5.0602 3.0232 4.5056 16.0331 6.5919 17.0939 6.0631 1.6079 6.7063 0.1323 0.0674 4.2152 0.3285 1.0094
"39" 9.5 1.3028 5.0452 2.8976 4.9981 2.9801 4.5192 16.4663 6.6089 16.7872 5.9704 1.5591 6.6125 0.1337 0.0666 4.1757 0.3262 0.9637
"40" 9.75 1.2896 4.9396 2.8349 4.9346 2.9363 4.5347 16.8997 6.6288 16.4791 5.8767 1.5114 6.5171 0.1346 0.0659 4.1359 0.3237 0.9182
"41" 10 1.276 4.8345 2.7727 4.8697 2.892 4.5514 17.3331 6.6505 16.1701 5.7821 1.4647 6.4203 0.1351 0.0652 4.0959 0.321 0.8728
"42" 10.25 1.262 4.7298 2.7108 4.8037 2.8473 4.5689 17.7662 6.6733 15.8608 5.6868 1.419 6.3224 0.1354 0.0645 4.0559 0.3183 0.8277
"43" 10.5 1.2477 4.6257 2.6494 4.7366 2.8021 4.5869 18.1988 6.6967 15.5516 5.5909 1.3745 6.2235 0.1355 0.0639 4.0159 0.3156 0.7828
"44" 10.75 1.233 4.5224 2.5885 4.6686 2.7566 4.605 18.6306 6.7204 15.2427 5.4946 1.3309 6.1238 0.1356 0.0632 3.9762 0.3129 0.7381
