"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12" "R1" "R2" "R3" "R4" "R5"
"1" 0 0.11 0.12 0.13 0.14 0.15 0.16 0.17 0.18 0.19 0.2 0.21 0.22 6 10 14 4 9
"2" 0.25 0.1311 0.1441 0.1546 0.1671 0.1768 0.1836 0.2124 0.2113 0.2255 0.2319 0.2434 0.2585 5.955 9.9459 13.9369 3.9749 8.9604
"3" 0.5 0.1563 0.173 0.1838 0.1993 0.2085 0.2107 0.2653 0.248 0.2675 0.269 0.2822 0.3037 5.9049 9.8848 13.8658 3.9468 8.9152
"4" 0.75 0.1863 0.2077 0.2185 0.2378 0.2457 0.2417 0.3313 0.2911 0.3173 0.3119 0.327 0.3567 5.8485 9.8151 13.7851 3.915 8.8632
"5" 1 0.222 0.2494 0.2597 0.2836 0.2896 0.2773 0.4138 0.3416 0.3764 0.3615 0.379 0.4189 5.7846 9.7349 13.6926 3.8787 8.8027
"6" 1.25 0.2646 0.2993 0.3086 0.3381 0.3412 0.3181 0.5168 0.4007 0.4464 0.4191 0.4391 0.4918 5.7117 9.6419 13.5859 3.837 8.7319
"7" 1.5 0.3152 0.3592 0.3667 0.4031 0.4019 0.3649 0.6452 0.47 0.5294 0.4856 0.5087 0.5773 5.628 9.5335 13.4619 3.7887 8.6486
"8" 1.75 0.3754 0.4309 0.4357 0.4804 0.4734 0.4184 0.8055 0.5512 0.6276 0.5627 0.5892 0.6774 5.5314 9.4065 13.3172 3.7327 8.5499
"9" 2 0.4469 0.5169 0.5176 0.5722 0.5573 0.4797 1.0054 0.6461 0.7438 0.6518 0.6823 0.7947 5.4195 9.257 13.1474 3.6672 8.4325
"10" 2.25 0.5319 0.6198 0.6147 0.6814 0.6559 0.5497 1.2546 0.7571 0.8814 0.7547 0.7898 0.9318 5.2893 9.0803 12.9476 3.5906 8.2925
"11" 2.5 0.6329 0.743 0.7297 0.811 0.7716 0.6299 1.5651 0.8868 1.0439 0.8735 0.9139 1.092 5.1375 8.8711 12.7118 3.5006 8.1251
"12" 2.75 0.7526 0.8903 0.866 0.9645 0.9072 0.7214 1.9516 1.0381 1.2358 1.0105 1.057 1.2789 4.96 8.6228 12.4328 3.3947 7.9244
"13" 3 0.8943 1.0662 1.0272 1.1462 1.0659 0.8257 2.4326 1.2143 1.4622 1.1683 1.2218 1.4966 4.7523 8.3276 12.1022 3.2699 7.6835
"14" 3.25 1.0618 1.276 1.2177 1.3607 1.2512 0.9443 3.0302 1.4192 1.7288 1.3496 1.4113 1.7496 4.509 7.9765 11.7102 3.1228 7.3941
"15" 3.5 1.2595 1.5257 1.4423 1.6132 1.4671 1.079 3.7718 1.6567 2.0421 1.5575 1.6287 2.0426 4.2239 7.5587 11.2452 2.9494 7.0467
"16" 3.75 1.4918 1.8221 1.7067 1.9091 1.7178 1.2314 4.6901 1.931 2.4092 1.795 1.8772 2.3808 3.8902 7.0622 10.6942 2.7451 6.6297
"17" 4 1.7637 2.1724 2.0166 2.2542 2.0073 1.4028 5.8241 2.246 2.8376 2.0651 2.1599 2.7686 3.5005 6.4734 10.0425 2.505 6.1305
"18" 4.25 2.0799 2.5835 2.3783 2.653 2.3392 1.5942 7.2185 2.6048 3.3344 2.37 2.4792 3.2095 3.0475 5.7778 9.2748 2.2242 5.535
"19" 4.5 2.4436 3.0605 2.7963 3.1081 2.7153 1.8051 8.9225 3.0076 3.9052 2.7102 2.8355 3.7039 2.5251 4.9622 8.3774 1.8983 4.8297
"20" 4.75 2.854 3.6032 3.2702 3.6158 3.1332 2.0319 10.9832 3.4485 4.5503 3.0826 3.2243 4.2457 1.9321 4.0189 7.3427 1.526 4.0049
"21" 5 3.2938 4.1946 3.7868 4.1592 3.5801 2.2633 13.4285 3.905 5.2571 3.475 3.6283 4.8137 1.2807 2.958 6.1839 1.1139 3.0648
"22" 5.25 3.7046 4.7655 4.2909 4.6901 4.02 2.4661 16.1474 4.3097 5.98 3.8557 3.9933 5.3545 0.6284 1.8567 4.9899 0.697 2.071
"23" 5.5 3.9277 5.1059 4.6049 5.1003 4.3574 2.5566 18.3377 4.4965 6.6146 4.1651 4.1751 5.7386 0.1747 1.0284 4.1136 0.4019 1.3076
"24" 5.75 3.9013 5.108 4.6206 5.198 4.4287 2.5119 19.1406 4.4255 6.9241 4.3035 4.1218 5.7745 0.0826 0.788 3.8826 0.3387 1.0681
"25" 6 3.8271 5.0406 4.5722 5.2121 4.4318 2.443 19.5845 4.3094 7.1184 4.3746 4.0245 5.7282 0.0779 0.6971 3.8126 0.331 0.9632
"26" 6.25 3.7512 4.9696 4.5201 5.2204 4.4301 2.3745 20.0108 4.1933 7.3086 4.4417 3.9266 5.6768 0.0771 0.6132 3.7505 0.3258 0.865
"27" 6.5 3.6756 4.8978 4.4669 5.2264 4.4266 2.3073 20.4347 4.0793 7.4998 4.5076 3.83 5.6236 0.0764 0.5299 3.6893 0.3207 0.7679
"28" 6.75 3.6004 4.8253 4.4127 5.2301 4.4212 2.2414 20.8564 3.9673 7.6921 4.5724 3.7347 5.5689 0.0758 0.4472 3.6288 0.3157 0.6716
"29" 7 3.5257 4.7523 4.3577 5.2316 4.414 2.1769 21.2757 3.8573 7.8855 4.6361 3.6409 5.5127 0.0751 0.3649 3.5693 0.3108 0.5764
"30" 7.25 3.4515 4.6789 4.3019 5.231 4.4051 2.1137 21.6922 3.7495 8.0797 4.6986 3.5484 5.4552 0.0745 0.2833 3.5105 0.3059 0.4821
"31" 7.5 3.3778 4.6051 4.2453 5.2283 4.3945 2.0519 22.1058 3.6438 8.2748 4.76 3.4574 5.3963 0.0738 0.2022 3.4526 0.3011 0.3888
"32" 7.75 3.3052 4.5317 4.1888 5.2244 4.3831 1.9916 22.5212 3.5406 8.3854 4.8201 3.3682 5.3372 0.0741 0.1355 3.3964 0.2983 0.3018
"33" 8 3.2376 4.4644 4.1378 5.2248 4.3771 1.9347 22.9854 3.4433 8.3319 4.8216 3.2844 5.2851 0.0788 0.0871 3.3423 0.2963 0.2194
"34" 8.25 3.1881 4.3769 4.0689 5.1774 4.342 1.8875 23.4196 3.3638 8.1615 4.7506 3.2046 5.2136 0.1017 0.0773 3.3226 0.3033 0.1674
"35" 8.5 3.1747 4.306 4.0155 5.1514 4.3248 1.8583 23.6456 3.3179 8.0213 4.6975 3.1377 5.1624 0.1266 0.0907 3.3258 0.3135 0.1497
"36" 8.75 3.1855 4.2587 3.9847 5.1578 4.333 1.8409 23.7614 3.2941 7.9245 4.6708 3.0867 5.1413 0.1423 0.1011 3.326 0.3193 0.1398
"37" 9 3.2106 4.2285 3.9701 5.1876 4.3395 1.8263 23.8118 3.2832 7.8587 4.6629 3.0471 5.1418 0.1523 0.1093 3.3253 0.3226 0.1342
"38" 9.25 3.2404 4.2108 3.9675 5.2352 4.3393 1.8095 23.8229 3.2803 7.8155 4.6689 3.0158 5.1584 0.1589 0.1155 3.3244 0.3243 0.1307
"39" 9.5 3.267 4.2019 3.9734 5.2961 4.3348 1.7913 23.8089 3.2825 7.7885 4.6849 2.9904 5.1866 0.1629 0.12 3.3231 0.3249 0.1285
