"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12" "R1" "R2" "R3" "R4" "R5"
"1" 0 0.11 0.12 0.13 0.14 0.15 0.16 0.17 0.18 0.19 0.2 0.21 0.22 6 10 14 4 9
"2" 0.25 0.1325 0.1434 0.1567 0.1655 0.1701 0.186 0.2008 0.2049 0.2238 0.2315 0.2464 0.2495 5.956 9.9489 13.9405 3.9762 8.9642
"3" 0.5 0.1596 0.1714 0.1888 0.1955 0.1929 0.2162 0.2372 0.2332 0.2636 0.2679 0.2891 0.283 5.9072 9.8921 13.8744 3.9499 8.9244
"4" 0.75 0.1922 0.2047 0.2275 0.231 0.2187 0.2513 0.2802 0.2655 0.3104 0.3099 0.3391 0.3209 5.8527 9.8283 13.8006 3.9205 8.8798
"5" 1 0.2314 0.2446 0.2741 0.2729 0.2479 0.2921 0.331 0.3021 0.3655 0.3586 0.3977 0.3638 5.7914 9.7561 13.7174 3.8875 8.8293
"6" 1.25 0.2785 0.2922 0.3302 0.3223 0.281 0.3394 0.3909 0.3437 0.4303 0.4148 0.4663 0.4124 5.7221 9.6739 13.6231 3.85 8.7718
"7" 1.5 0.3353 0.3489 0.3977 0.3806 0.3184 0.3943 0.4616 0.391 0.5066 0.4797 0.5468 0.4674 5.6432 9.5799 13.5156 3.8074 8.7059
"8" 1.75 0.4035 0.4167 0.479 0.4493 0.3608 0.4581 0.5451 0.4447 0.5962 0.5547 0.6409 0.5296 5.5529 9.4717 13.3924 3.7586 8.6303
"9" 2 0.4854 0.4974 0.5767 0.5303 0.4087 0.532 0.6436 0.5057 0.7016 0.6413 0.7511 0.5999 5.4494 9.3469 13.2508 3.7026 8.5429
"10" 2.25 0.5838 0.5938 0.6943 0.6256 0.4628 0.6178 0.7598 0.5748 0.8253 0.7411 0.88 0.6794 5.3302 9.2025 13.0875 3.6381 8.4417
"11" 2.5 0.7019 0.7085 0.8355 0.7378 0.524 0.7171 0.8968 0.6532 0.9706 0.8563 1.0307 0.7691 5.1927 9.035 12.8987 3.5636 8.3243
"12" 2.75 0.8435 0.8452 1.0052 0.8696 0.5931 0.832 1.0583 0.7419 1.1411 0.9889 1.2066 0.8703 5.0339 8.8403 12.68 3.4774 8.1877
"13" 3 1.0131 1.0077 1.2089 1.0243 0.6709 0.9648 1.2485 0.8422 1.341 1.1415 1.4118 0.9843 4.8503 8.6138 12.4266 3.3776 8.0287
"14" 3.25 1.2161 1.201 1.4531 1.2057 0.7586 1.118 1.4726 0.9555 1.575 1.317 1.6508 1.1126 4.6377 8.3503 12.1325 3.262 7.8435
"15" 3.5 1.4586 1.4303 1.7457 1.4179 0.8571 1.2945 1.7363 1.0831 1.8487 1.5183 1.9287 1.2565 4.3918 8.0437 11.7914 3.1281 7.6277
"16" 3.75 1.7478 1.7017 2.0956 1.6656 0.9677 1.4973 2.0463 1.2265 2.1681 1.7487 2.251 1.4177 4.1077 7.6872 11.3961 2.9731 7.3764
"17" 4 2.0916 2.0219 2.5131 1.9536 1.0913 1.7294 2.4104 1.3869 2.5401 2.0119 2.6235 1.5975 3.7798 7.2733 10.9385 2.7939 7.0841
"18" 4.25 2.499 2.3979 3.009 2.2872 1.229 1.9936 2.8374 1.5654 2.972 2.3112 3.0521 1.7973 3.4028 6.7942 10.4104 2.5874 6.7449
"19" 4.5 2.9787 2.8367 3.5944 2.671 1.3816 2.2922 3.3372 1.7624 3.471 2.6499 3.5416 2.0177 2.9716 6.2422 9.8039 2.3508 6.353
"20" 4.75 3.5353 3.3434 4.2787 3.109 1.5494 2.6255 3.9208 1.9768 4.044 3.0302 4.0942 2.2588 2.4828 5.6111 9.1128 2.0818 5.9031
"21" 5 4.1678 3.9178 5.0658 3.6019 1.7316 2.9894 4.5971 2.2046 4.6956 3.4522 4.7056 2.5186 1.9376 4.8996 8.3367 1.781 5.3931
"22" 5.25 4.8578 4.5456 5.9419 4.1452 1.9257 3.3697 5.3569 2.435 5.4252 3.9121 5.3549 2.7925 1.3493 4.1211 7.4923 1.4554 4.8315
