"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12" "R1" "R2" "R3" "R4" "R5"
"1" 0 0.11 0.12 0.13 0.14 0.15 0.16 0.17 0.18 0.19 0.2 0.21 0.22 6 10 14 4 9
"2" 0.25 0.1264 0.146 0.1587 0.1622 0.1747 0.1975 0.2009 0.2138 0.2242 0.2256 0.2472 0.2511 5.9534 9.9471 13.9379 3.9748 8.9636
"3" 0.5 0.1453 0.1775 0.1938 0.1879 0.2033 0.2438 0.2375 0.2539 0.2645 0.2544 0.291 0.2866 5.901 9.8876 13.8683 3.9465 8.9229
"4" 0.75 0.1669 0.2159 0.2366 0.2177 0.2367 0.301 0.2807 0.3015 0.312 0.2869 0.3425 0.3271 5.8414 9.8202 13.7894 3.9143 8.877
"5" 1 0.1917 0.2625 0.2888 0.2521 0.2755 0.3714 0.3317 0.358 0.368 0.3235 0.403 0.3732 5.7733 9.7432 13.6994 3.8776 8.8248
"6" 1.25 0.2203 0.3191 0.3525 0.2919 0.3206 0.4583 0.3919 0.4249 0.4341 0.3647 0.4742 0.4258 5.6947 9.6546 13.5958 3.8354 8.765
"7" 1.5 0.253 0.3879 0.4302 0.3379 0.373 0.5653 0.4631 0.5042 0.5118 0.4111 0.5578 0.4856 5.6036 9.5521 13.476 3.7865 8.696
"8" 1.75 0.2905 0.4714 0.5248 0.391 0.4338 0.6972 0.5471 0.5982 0.6034 0.4633 0.656 0.5537 5.4973 9.4329 13.3367 3.7296 8.6162
"9" 2 0.3334 0.5728 0.6401 0.4524 0.5045 0.8595 0.6462 0.7093 0.7111 0.522 0.7712 0.6311 5.3728 9.2937 13.174 3.6631 8.5234
"10" 2.25 0.3826 0.6957 0.7806 0.5232 0.5864 1.0592 0.7633 0.8408 0.8379 0.5879 0.9063 0.7192 5.2266 9.1308 12.9834 3.5853 8.4151
"11" 2.5 0.439 0.8446 0.9515 0.6047 0.6814 1.3045 0.9013 0.9961 0.9868 0.662 1.0646 0.819 5.0543 8.9395 12.7594 3.4938 8.2885
"12" 2.75 0.5034 1.025 1.1593 0.6986 0.7913 1.6055 1.0641 1.1792 1.1618 0.745 1.2498 0.9323 4.8511 8.7147 12.4959 3.3862 8.1401
"13" 3 0.5769 1.2431 1.4118 0.8065 0.9183 1.9739 1.256 1.3947 1.3669 0.838 1.4662 1.0604 4.6111 8.4503 12.1855 3.2595 7.9661
"14" 3.25 0.6606 1.5063 1.718 0.9301 1.0647 2.4239 1.482 1.6477 1.6071 0.9419 1.7184 1.2051 4.3278 8.1391 11.8198 3.1103 7.762
"15" 3.5 0.7559 1.8229 2.0888 1.0714 1.2333 2.9716 1.7479 1.9435 1.8877 1.0578 2.0114 1.3679 3.9936 7.7734 11.3893 2.9349 7.5226
