"time" "N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12" "R1" "R2" "R3" "R4" "R5"
"1" 0 0.11 0.12 0.13 0.14 0.15 0.16 0.17 0.18 0.19 0.2 0.21 0.22 6 10 14 4 9
"2" 0.25 0.1294 0.1436 0.1486 0.1601 0.1802 0.1848 0.2004 0.2007 0.223 0.2321 0.2459 0.2621 5.9567 9.9497 13.9414 3.9763 8.9646
"3" 0.5 0.1522 0.1718 0.1699 0.183 0.2165 0.2135 0.2362 0.2237 0.2616 0.2693 0.2879 0.3121 5.909 9.8938 13.8766 3.9501 8.9252
"4" 0.75 0.179 0.2055 0.1941 0.2092 0.26 0.2466 0.2783 0.2494 0.307 0.3124 0.3371 0.3717 5.8559 9.8314 13.8043 3.9208 8.8811
"5" 1 0.2105 0.2459 0.2219 0.2391 0.3122 0.2848 0.328 0.2779 0.3601 0.3624 0.3946 0.4425 5.7964 9.7609 13.7232 3.8879 8.8314
"6" 1.25 0.2474 0.2941 0.2535 0.2733 0.3749 0.3288 0.3865 0.3097 0.4224 0.4203 0.4619 0.5268 5.7292 9.681 13.6314 3.8506 8.7749
"7" 1.5 0.2909 0.3517 0.2897 0.3122 0.45 0.3797 0.4554 0.3451 0.4954 0.4874 0.5405 0.6269 5.6531 9.5898 13.5271 3.8082 8.7103
"8" 1.75 0.3418 0.4206 0.3309 0.3567 0.5401 0.4383 0.5365 0.3845 0.581 0.5651 0.6324 0.7459 5.5663 9.4853 13.408 3.7597 8.6363
"9" 2 0.4017 0.5028 0.378 0.4073 0.648 0.5058 0.6321 0.4282 0.6811 0.6551 0.7398 0.8872 5.4672 9.3652 13.2715 3.704 8.551
"10" 2.25 0.4718 0.6009 0.4317 0.4651 0.7772 0.5836 0.7445 0.4768 0.7983 0.7591 0.8651 1.0548 5.3534 9.2266 13.1145 3.6399 8.4524
"11" 2.5 0.5541 0.718 0.4929 0.5308 0.9318 0.6732 0.8768 0.5308 0.9354 0.8794 1.0114 1.2536 5.2227 9.0664 12.9334 3.5659 8.3383
"12" 2.75 0.6504 0.8576 0.5627 0.6055 1.1166 0.7763 1.0323 0.5906 1.0957 1.0183 1.1819 1.489 5.0722 8.8808 12.7244 3.4804 8.2059
"13" 3 0.7631 1.024 0.6422 0.6904 1.3373 0.8948 1.2153 0.6569 1.2829 1.1786 1.3804 1.7674 4.8987 8.6657 12.4827 3.3814 8.0522
"14" 3.25 0.8949 1.222 0.7326 0.7867 1.6005 1.0306 1.4302 0.7303 1.5013 1.3633 1.6113 2.0962 4.6987 8.4161 12.203 3.2667 7.8735
"15" 3.5 1.0486 1.4573 0.8353 0.8958 1.9139 1.1862 1.6826 0.8113 1.7558 1.5758 1.8795 2.4837 4.468 8.1267 11.8794 3.134 7.6657
"16" 3.75 1.2277 1.7367 0.9519 1.0189 2.2862 1.3641 1.9788 0.9006 2.0518 1.8199 2.1903 2.9393 4.2022 7.7911 11.5052 2.9804 7.4244
"17" 4 1.4358 2.0671 1.0839 1.1576 2.7271 1.5666 2.3259 0.9985 2.3953 2.0993 2.5493 3.473 3.8963 7.4028 11.073 2.803 7.1443
"18" 4.25 1.6767 2.4565 1.2331 1.3131 3.2474 1.7963 2.7322 1.1055 2.7927 2.418 2.9624 4.0955 3.5455 6.9544 10.5751 2.5986 6.8201
